"Bar/Node/Case,FX (kN),FY (kN),FZ (kN),MY (kNm),MZ (kNm),Length (m)"
" 2/ 2/ 27 (C),651.66,-79.15,-104.83,195.71,-165.51,3.30"
" 2/ 2/ 28 (C),689.58,-87.68,106.49,-197.54,-182.52,3.30"
" 2/ 2/ 29 (C),1127.45,96.12,-130.37,242.88,184.19,3.30"
" 2/ 2/ 30 (C),1195.16,96.12,106.49,-197.54,184.19,3.30"
" 2/ 2/ 31 (C),621.87,-87.68,-130.37,242.88,-182.52,3.30"
" 2/ 2/ 32 (C),829.63,-31.79,61.13,-112.97,-71.03,3.30"
" 2/ 2/ 33 (C),1030.89,52.69,-47.73,89.46,97.52,3.30"
" 2/ 2/ 34 (C),1062.01,52.69,61.13,-112.97,97.52,3.30"
" 2/ 2/ 35 (C),798.50,-31.79,-47.73,89.46,-71.03,3.30"
" 2/ 2/ 36 (C),815.93,-35.71,49.39,-91.29,-78.85,3.30"
" 2/ 2/ 37 (C),1017.19,48.77,-59.48,111.14,89.70,3.30"
" 2/ 2/ 38 (C),1048.32,48.77,49.39,-91.29,89.70,3.30"
" 2/ 2/ 39 (C),784.81,-35.71,-59.48,111.14,-78.85,3.30"
" 2/ 2/ 40 (C),918.86,8.48,0.83,-0.91,9.33,3.30"
" 2/ 18/ 22 (C),928.56,8.73,0.85,1.88,-19.21,3.30"
" 2/ 18/ 23 (C),1441.93,14.02,1.35,2.98,-30.85,3.30"
" 2/ 18/ 24 (C),706.42,-79.15,132.03,191.00,95.67,3.30"
" 2/ 18/ 25 (C),1144.29,104.66,-104.83,-150.22,-144.17,3.30"
" 2/ 18/ 26 (C),1212.00,104.66,132.03,191.00,-144.17,3.30"
" 2/ 18/ 27 (C),638.70,-79.15,-104.83,-150.22,95.67,3.30"
" 2/ 18/ 28 (C),676.63,-87.68,106.49,153.87,106.82,3.30"
" 2/ 18/ 29 (C),1114.50,96.12,-130.37,-187.35,-133.03,3.30"
" 2/ 18/ 30 (C),1182.21,96.12,106.49,153.87,-133.03,3.30"
" 2/ 18/ 31 (C),608.92,-87.68,-130.37,-187.35,106.82,3.30"
" 2/ 18/ 32 (C),816.67,-31.79,61.13,88.78,33.88,3.30"
" 2/ 18/ 33 (C),1017.93,52.69,-47.73,-68.06,-76.36,3.30"
" 2/ 18/ 34 (C),1049.06,52.69,61.13,88.78,-76.36,3.30"
" 2/ 18/ 35 (C),785.55,-31.79,-47.73,-68.06,33.88,3.30"
" 2/ 18/ 36 (C),802.98,-35.71,49.39,71.71,39.01,3.30"
" 2/ 18/ 37 (C),1004.24,48.77,-59.48,-85.13,-71.24,3.30"
" 2/ 18/ 38 (C),1035.37,48.77,49.39,71.71,-71.24,3.30"
" 2/ 18/ 39 (C),771.86,-35.71,-59.48,-85.13,39.01,3.30"
" 2/ 18/ 40 (C),905.91,8.48,0.83,1.83,-18.67,3.30"
" 3/ 3/ 22 (C),941.51,8.73,-0.85,0.94,9.61,3.30"
" 3/ 3/ 23 (C),1459.42,14.02,-1.35,1.49,15.42,3.30"
" 3/ 3/ 24 (C),621.87,-87.68,130.37,-242.88,-182.52,3.30"
" 3/ 3/ 25 (C),1195.16,96.12,-106.49,197.54,184.19,3.30"
" 3/ 3/ 26 (C),1127.45,96.12,130.37,-242.88,184.19,3.30"
" 3/ 3/ 27 (C),689.58,-87.68,-106.49,197.54,-182.52,3.30"
" 3/ 3/ 28 (C),651.66,-79.15,104.83,-195.71,-165.51,3.30"
" 3/ 3/ 29 (C),1224.95,104.66,-132.03,244.70,201.20,3.30"
" 3/ 3/ 30 (C),1157.24,104.66,104.83,-195.71,201.20,3.30"
" 3/ 3/ 31 (C),719.37,-79.15,-132.03,244.70,-165.51,3.30"
" 3/ 3/ 32 (C),784.81,-35.71,59.48,-111.14,-78.85,3.30"
" 3/ 3/ 33 (C),1048.32,48.77,-49.39,91.29,89.70,3.30"
" 3/ 3/ 34 (C),1017.19,48.77,59.48,-111.14,89.70,3.30"
" 3/ 3/ 35 (C),815.93,-35.71,-49.39,91.29,-78.85,3.30"
" 3/ 3/ 36 (C),798.50,-31.79,47.73,-89.46,-71.03,3.30"
" 3/ 3/ 37 (C),1062.01,52.69,-61.13,112.97,97.52,3.30"
" 3/ 3/ 38 (C),1030.89,52.69,47.73,-89.46,97.52,3.30"
" 3/ 3/ 39 (C),829.63,-31.79,-61.13,112.97,-71.03,3.30"
" 3/ 3/ 40 (C),918.86,8.48,-0.83,0.91,9.33,3.30"
" 3/ 19/ 22 (C),928.56,8.73,-0.85,-1.88,-19.21,3.30"
" 3/ 19/ 23 (C),1441.93,14.02,-1.35,-2.98,-30.85,3.30"
" 3/ 19/ 24 (C),608.92,-87.68,130.37,187.35,106.82,3.30"
" 3/ 19/ 25 (C),1182.21,96.12,-106.49,-153.87,-133.03,3.30"
" 3/ 19/ 26 (C),1114.50,96.12,130.37,187.35,-133.03,3.30"
" 3/ 19/ 27 (C),676.63,-87.68,-106.49,-153.87,106.82,3.30"
" 3/ 19/ 28 (C),638.70,-79.15,104.83,150.22,95.67,3.30"
" 3/ 19/ 29 (C),1212.00,104.66,-132.03,-191.00,-144.17,3.30"
" 3/ 19/ 30 (C),1144.29,104.66,104.83,150.22,-144.17,3.30"
" 3/ 19/ 31 (C),706.42,-79.15,-132.03,-191.00,95.67,3.30"
" 3/ 19/ 32 (C),771.86,-35.71,59.48,85.13,39.01,3.30"
" 3/ 19/ 33 (C),1035.37,48.77,-49.39,-71.71,-71.24,3.30"
" 3/ 19/ 34 (C),1004.24,48.77,59.48,85.13,-71.24,3.30"
" 3/ 19/ 35 (C),802.98,-35.71,-49.39,-71.71,39.01,3.30"
" 3/ 19/ 36 (C),785.55,-31.79,47.73,68.06,33.88,3.30"
" 3/ 19/ 37 (C),1049.06,52.69,-61.13,-88.78,-76.36,3.30"
" 3/ 19/ 38 (C),1017.93,52.69,47.73,68.06,-76.36,3.30"
" 3/ 19/ 39 (C),816.67,-31.79,-61.13,-88.78,33.88,3.30"
" 3/ 19/ 40 (C),905.91,8.48,-0.83,-1.83,-18.67,3.30"
" 4/ 4/ 22 (C),507.46,5.25,8.62,-9.49,5.77,3.30"
" 4/ 4/ 23 (C),774.94,8.27,13.66,-15.03,9.10,3.30"
" 4/ 4/ 24 (C),450.66,-99.80,114.02,-224.90,-203.48,3.30"
" 4/ 4/ 25 (C),521.37,84.01,-76.24,164.27,163.23,3.30"
" 4/ 4/ 26 (C),956.24,84.01,114.02,-224.90,163.23,3.30"
" 4/ 4/ 27 (C),15.79,-99.80,-76.24,164.27,-203.48,3.30"
" 4/ 4/ 28 (C),476.18,-73.77,93.05,-182.75,-151.97,3.30"
" 4/ 4/ 29 (C),546.90,110.03,-97.22,206.41,214.74,3.30"
" 4/ 4/ 30 (C),981.76,110.03,93.05,-182.75,214.74,3.30"
" 4/ 4/ 31 (C),41.32,-73.77,-97.22,206.41,-151.97,3.30"
" 4/ 4/ 32 (C),476.66,-43.10,56.95,-108.36,-90.48,3.30"
" 4/ 4/ 33 (C),509.16,41.38,-30.50,70.51,78.07,3.30"
" 4/ 4/ 34 (C),709.04,41.38,56.95,-108.36,78.07,3.30"
" 4/ 4/ 35 (C),276.78,-43.10,-30.50,70.51,-90.48,3.30"
" 4/ 4/ 36 (C),488.39,-31.14,47.31,-88.99,-66.81,3.30"
" 4/ 4/ 37 (C),520.90,53.34,-40.14,89.88,101.74,3.30"
" 4/ 4/ 38 (C),720.77,53.34,47.31,-88.99,101.74,3.30"
" 4/ 4/ 39 (C),288.51,-31.14,-40.14,89.88,-66.81,3.30"
" 4/ 4/ 40 (C),496.68,5.12,8.40,-9.24,5.63,3.30"
" 4/ 20/ 22 (C),494.50,5.25,8.62,18.97,-11.55,3.30"
" 4/ 20/ 23 (C),757.45,8.27,13.66,30.06,-18.20,3.30"
" 4/ 20/ 24 (C),437.70,-99.80,114.02,151.38,125.85,3.30"
" 4/ 20/ 25 (C),508.42,84.01,-76.24,-87.34,-113.99,3.30"
" 4/ 20/ 26 (C),943.28,84.01,114.02,151.38,-113.99,3.30"
" 4/ 20/ 27 (C),2.84,-99.80,-76.24,-87.34,125.85,3.30"
" 4/ 20/ 28 (C),463.23,-73.77,93.05,124.31,91.47,3.30"
" 4/ 20/ 29 (C),533.95,110.03,-97.22,-114.41,-148.37,3.30"
" 4/ 20/ 30 (C),968.81,110.03,93.05,124.31,-148.37,3.30"
" 4/ 20/ 31 (C),28.37,-73.77,-97.22,-114.41,91.47,3.30"
" 4/ 20/ 32 (C),463.71,-43.10,56.95,79.57,51.76,3.30"
" 4/ 20/ 33 (C),496.21,41.38,-30.50,-30.15,-58.48,3.30"
" 4/ 20/ 34 (C),696.09,41.38,56.95,79.57,-58.48,3.30"
" 4/ 20/ 35 (C),263.83,-43.10,-30.50,-30.15,51.76,3.30"
" 4/ 20/ 36 (C),475.44,-31.14,47.31,67.13,35.96,3.30"
" 4/ 20/ 37 (C),507.94,53.34,-40.14,-42.60,-74.28,3.30"
" 4/ 20/ 38 (C),707.82,53.34,47.31,67.13,-74.28,3.30"
" 4/ 20/ 39 (C),275.56,-31.14,-40.14,-42.60,35.96,3.30"
" 4/ 20/ 40 (C),483.73,5.12,8.40,18.48,-11.25,3.30"
" 5/ 5/ 22 (C),909.68,-0.39,-14.30,15.73,-0.43,3.30"
" 5/ 5/ 23 (C),1411.59,-0.61,-23.03,25.33,-0.67,3.30"
" 5/ 5/ 24 (C),702.89,-98.04,84.66,-186.24,-178.66,3.30"
" 5/ 5/ 25 (C),1055.60,129.04,-105.60,202.92,235.65,3.30"
" 5/ 5/ 26 (C),620.74,129.04,84.66,-186.24,235.65,3.30"
" 5/ 5/ 27 (C),1137.75,-98.04,-105.60,202.92,-178.66,3.30"
" 5/ 5/ 28 (C),728.41,-129.80,77.82,-172.36,-236.48,3.30"
" 5/ 5/ 29 (C),1081.12,97.28,-112.44,216.80,177.83,3.30"
" 5/ 5/ 30 (C),646.26,97.28,77.82,-172.36,177.83,3.30"
" 5/ 5/ 31 (C),1163.27,-129.80,-112.44,216.80,-236.48,3.30"
" 5/ 5/ 32 (C),805.08,-45.27,31.41,-77.35,-82.34,3.30"
" 5/ 5/ 33 (C),967.20,59.11,-56.04,101.52,108.09,3.30"
" 5/ 5/ 34 (C),767.32,59.11,31.41,-77.35,108.09,3.30"
" 5/ 5/ 35 (C),1004.96,-45.27,-56.04,101.52,-82.34,3.30"
" 5/ 5/ 36 (C),816.81,-59.86,28.26,-70.97,-108.92,3.30"
" 5/ 5/ 37 (C),978.93,44.51,-59.19,107.90,81.51,3.30"
" 5/ 5/ 38 (C),779.05,44.51,28.26,-70.97,81.51,3.30"
" 5/ 5/ 39 (C),1016.69,-59.86,-59.19,107.90,-108.92,3.30"
" 5/ 5/ 40 (C),887.64,-0.38,-13.89,15.27,-0.42,3.30"
" 5/ 21/ 22 (C),896.73,-0.39,-14.30,-31.46,0.86,3.30"
" 5/ 21/ 23 (C),1394.11,-0.61,-23.03,-50.66,1.35,3.30"
" 5/ 21/ 24 (C),689.94,-98.04,84.66,93.14,144.86,3.30"
" 5/ 21/ 25 (C),1042.65,129.04,-105.60,-145.57,-190.18,3.30"
" 5/ 21/ 26 (C),607.79,129.04,84.66,93.14,-190.18,3.30"
" 5/ 21/ 27 (C),1124.80,-98.04,-105.60,-145.57,144.86,3.30"
" 5/ 21/ 28 (C),715.46,-129.80,77.82,84.46,191.85,3.30"
" 5/ 21/ 29 (C),1068.17,97.28,-112.44,-154.26,-143.19,3.30"
" 5/ 21/ 30 (C),633.31,97.28,77.82,84.46,-143.19,3.30"
" 5/ 21/ 31 (C),1150.32,-129.80,-112.44,-154.26,191.85,3.30"
" 5/ 21/ 32 (C),792.13,-45.27,31.41,26.30,67.03,3.30"
" 5/ 21/ 33 (C),954.25,59.11,-56.04,-83.42,-86.96,3.30"
" 5/ 21/ 34 (C),754.37,59.11,31.41,26.30,-86.96,3.30"
" 5/ 21/ 35 (C),992.01,-45.27,-56.04,-83.42,67.03,3.30"
" 5/ 21/ 36 (C),803.86,-59.86,28.26,22.31,88.63,3.30"
" 5/ 21/ 37 (C),965.98,44.51,-59.19,-87.41,-65.37,3.30"
" 5/ 21/ 38 (C),766.10,44.51,28.26,22.31,-65.37,3.30"
" 5/ 21/ 39 (C),1003.74,-59.86,-59.19,-87.41,88.63,3.30"
" 5/ 21/ 40 (C),874.69,-0.38,-13.89,-30.55,0.84,3.30"
" 6/ 6/ 22 (C),1697.75,-0.54,1.29,-1.42,-0.60,3.30"
" 6/ 6/ 23 (C),2672.60,-0.87,2.09,-2.29,-0.96,3.30"
" 6/ 6/ 24 (C),1735.40,-108.80,123.90,-229.41,-198.13,3.30"
" 6/ 6/ 25 (C),1585.53,118.27,-112.96,211.01,216.18,3.30"
" 6/ 6/ 26 (C),1653.25,118.27,123.90,-229.41,216.18,3.30"
" 6/ 6/ 27 (C),1667.68,-108.80,-112.96,211.01,-198.13,3.30"
" 6/ 6/ 28 (C),1736.89,-119.33,115.47,-213.77,-217.33,3.30"
" 6/ 6/ 29 (C),1587.02,107.75,-121.39,226.65,196.97,3.30"
" 6/ 6/ 30 (C),1654.74,107.75,115.47,-213.77,196.97,3.30"
" 6/ 6/ 31 (C),1669.17,-119.33,-121.39,226.65,-217.33,3.30"
" 6/ 6/ 32 (C),1695.31,-50.29,57.63,-106.19,-91.38,3.30"
" 6/ 6/ 33 (C),1626.43,54.08,-51.24,96.24,99.05,3.30"
" 6/ 6/ 34 (C),1657.55,54.08,57.63,-106.19,99.05,3.30"
" 6/ 6/ 35 (C),1664.19,-50.29,-51.24,96.24,-91.38,3.30"
" 6/ 6/ 36 (C),1695.99,-55.13,53.75,-99.00,-100.21,3.30"
" 6/ 6/ 37 (C),1627.11,49.24,-55.12,103.43,90.22,3.30"
" 6/ 6/ 38 (C),1658.23,49.24,53.75,-99.00,90.22,3.30"
" 6/ 6/ 39 (C),1664.87,-55.13,-55.12,103.43,-100.21,3.30"
" 6/ 6/ 40 (C),1651.97,-0.53,1.26,-1.38,-0.58,3.30"
" 6/ 22/ 22 (C),1684.80,-0.54,1.29,2.85,1.20,3.30"
" 6/ 22/ 23 (C),2655.11,-0.87,2.09,4.59,1.92,3.30"
" 6/ 22/ 24 (C),1722.44,-108.80,123.90,179.47,160.92,3.30"
" 6/ 22/ 25 (C),1572.58,118.27,-112.96,-161.75,-174.13,3.30"
" 6/ 22/ 26 (C),1640.29,118.27,123.90,179.47,-174.13,3.30"
" 6/ 22/ 27 (C),1654.73,-108.80,-112.96,-161.75,160.92,3.30"
" 6/ 22/ 28 (C),1723.94,-119.33,115.47,167.27,176.44,3.30"
" 6/ 22/ 29 (C),1574.07,107.75,-121.39,-173.95,-158.60,3.30"
" 6/ 22/ 30 (C),1641.79,107.75,115.47,167.27,-158.60,3.30"
" 6/ 22/ 31 (C),1656.22,-119.33,-121.39,-173.95,176.44,3.30"
" 6/ 22/ 32 (C),1682.36,-50.29,57.63,83.98,74.59,3.30"
" 6/ 22/ 33 (C),1613.47,54.08,-51.24,-72.85,-79.41,3.30"
" 6/ 22/ 34 (C),1644.60,54.08,57.63,83.98,-79.41,3.30"
" 6/ 22/ 35 (C),1651.23,-50.29,-51.24,-72.85,74.59,3.30"
" 6/ 22/ 36 (C),1683.04,-55.13,53.75,78.37,81.72,3.30"
" 6/ 22/ 37 (C),1614.16,49.24,-55.12,-78.46,-72.27,3.30"
" 6/ 22/ 38 (C),1645.28,49.24,53.75,78.37,-72.27,3.30"
" 6/ 22/ 39 (C),1651.92,-55.13,-55.12,-78.46,81.72,3.30"
" 6/ 22/ 40 (C),1639.02,-0.53,1.26,2.77,1.16,3.30"
" 7/ 7/ 22 (C),1697.75,-0.54,-1.29,1.42,-0.60,3.30"
" 7/ 7/ 23 (C),2672.60,-0.87,-2.09,2.29,-0.96,3.30"
" 7/ 7/ 24 (C),1669.17,-119.33,121.39,-226.65,-217.33,3.30"
" 7/ 7/ 25 (C),1654.74,107.75,-115.47,213.77,196.97,3.30"
" 7/ 7/ 26 (C),1587.02,107.75,121.39,-226.65,196.97,3.30"
" 7/ 7/ 27 (C),1736.89,-119.33,-115.47,213.77,-217.33,3.30"
" 7/ 7/ 28 (C),1667.68,-108.80,112.96,-211.01,-198.13,3.30"
" 7/ 7/ 29 (C),1653.25,118.27,-123.90,229.41,216.18,3.30"
" 7/ 7/ 30 (C),1585.53,118.27,112.96,-211.01,216.18,3.30"
" 7/ 7/ 31 (C),1735.40,-108.80,-123.90,229.41,-198.13,3.30"
" 7/ 7/ 32 (C),1664.87,-55.13,55.12,-103.43,-100.21,3.30"
" 7/ 7/ 33 (C),1658.23,49.24,-53.75,99.00,90.22,3.30"
" 7/ 7/ 34 (C),1627.11,49.24,55.12,-103.43,90.22,3.30"
" 7/ 7/ 35 (C),1695.99,-55.13,-53.75,99.00,-100.21,3.30"
" 7/ 7/ 36 (C),1664.19,-50.29,51.24,-96.24,-91.38,3.30"
" 7/ 7/ 37 (C),1657.55,54.08,-57.63,106.19,99.05,3.30"
" 7/ 7/ 38 (C),1626.43,54.08,51.24,-96.24,99.05,3.30"
" 7/ 7/ 39 (C),1695.31,-50.29,-57.63,106.19,-91.38,3.30"
" 7/ 7/ 40 (C),1651.97,-0.53,-1.26,1.38,-0.58,3.30"
" 7/ 23/ 22 (C),1684.80,-0.54,-1.29,-2.85,1.20,3.30"
" 7/ 23/ 23 (C),2655.11,-0.87,-2.09,-4.59,1.92,3.30"
" 7/ 23/ 24 (C),1656.22,-119.33,121.39,173.95,176.44,3.30"
" 7/ 23/ 25 (C),1641.79,107.75,-115.47,-167.27,-158.60,3.30"
" 7/ 23/ 26 (C),1574.07,107.75,121.39,173.95,-158.60,3.30"
" 7/ 23/ 27 (C),1723.94,-119.33,-115.47,-167.27,176.44,3.30"
" 7/ 23/ 28 (C),1654.73,-108.80,112.96,161.75,160.92,3.30"
" 7/ 23/ 29 (C),1640.29,118.27,-123.90,-179.47,-174.13,3.30"
" 7/ 23/ 30 (C),1572.58,118.27,112.96,161.75,-174.13,3.30"
" 7/ 23/ 31 (C),1722.44,-108.80,-123.90,-179.47,160.92,3.30"
" 7/ 23/ 32 (C),1651.92,-55.13,55.12,78.46,81.72,3.30"
" 7/ 23/ 33 (C),1645.28,49.24,-53.75,-78.37,-72.27,3.30"
" 7/ 23/ 34 (C),1614.16,49.24,55.12,78.46,-72.27,3.30"
" 7/ 23/ 35 (C),1683.04,-55.13,-53.75,-78.37,81.72,3.30"
" 7/ 23/ 36 (C),1651.23,-50.29,51.24,72.85,74.59,3.30"
" 7/ 23/ 37 (C),1644.60,54.08,-57.63,-83.98,-79.41,3.30"
" 7/ 23/ 38 (C),1613.47,54.08,51.24,72.85,-79.41,3.30"
" 7/ 23/ 39 (C),1682.36,-50.29,-57.63,-83.98,74.59,3.30"
" 7/ 23/ 40 (C),1639.02,-0.53,-1.26,-2.77,1.16,3.30"
" 8/ 8/ 22 (C),909.68,-0.39,14.30,-15.73,-0.43,3.30"
" 8/ 8/ 23 (C),1411.59,-0.61,23.03,-25.33,-0.67,3.30"
" 8/ 8/ 24 (C),1163.27,-129.80,112.44,-216.80,-236.48,3.30"
" 8/ 8/ 25 (C),646.26,97.28,-77.82,172.36,177.83,3.30"
" 8/ 8/ 26 (C),1081.12,97.28,112.44,-216.80,177.83,3.30"
" 8/ 8/ 27 (C),728.41,-129.80,-77.82,172.36,-236.48,3.30"
" 8/ 8/ 28 (C),1137.75,-98.04,105.60,-202.92,-178.66,3.30"
" 8/ 8/ 29 (C),620.74,129.04,-84.66,186.24,235.65,3.30"
" 8/ 8/ 30 (C),1055.60,129.04,105.60,-202.92,235.65,3.30"
" 8/ 8/ 31 (C),702.89,-98.04,-84.66,186.24,-178.66,3.30"
" 8/ 8/ 32 (C),1016.69,-59.86,59.19,-107.90,-108.92,3.30"
" 8/ 8/ 33 (C),779.05,44.51,-28.26,70.97,81.51,3.30"
" 8/ 8/ 34 (C),978.93,44.51,59.19,-107.90,81.51,3.30"
" 8/ 8/ 35 (C),816.81,-59.86,-28.26,70.97,-108.92,3.30"
" 8/ 8/ 36 (C),1004.96,-45.27,56.04,-101.52,-82.34,3.30"
" 8/ 8/ 37 (C),767.32,59.11,-31.41,77.35,108.09,3.30"
" 8/ 8/ 38 (C),967.20,59.11,56.04,-101.52,108.09,3.30"
" 8/ 8/ 39 (C),805.08,-45.27,-31.41,77.35,-82.34,3.30"
" 8/ 8/ 40 (C),887.64,-0.38,13.89,-15.27,-0.42,3.30"
" 8/ 24/ 22 (C),896.73,-0.39,14.30,31.46,0.86,3.30"
" 8/ 24/ 23 (C),1394.11,-0.61,23.03,50.66,1.35,3.30"
" 8/ 24/ 24 (C),1150.32,-129.80,112.44,154.26,191.85,3.30"
" 8/ 24/ 25 (C),633.31,97.28,-77.82,-84.46,-143.19,3.30"
" 8/ 24/ 26 (C),1068.17,97.28,112.44,154.26,-143.19,3.30"
" 8/ 24/ 27 (C),715.46,-129.80,-77.82,-84.46,191.85,3.30"
" 8/ 24/ 28 (C),1124.80,-98.04,105.60,145.57,144.86,3.30"
" 8/ 24/ 29 (C),607.79,129.04,-84.66,-93.14,-190.18,3.30"
" 8/ 24/ 30 (C),1042.65,129.04,105.60,145.57,-190.18,3.30"
" 8/ 24/ 31 (C),689.94,-98.04,-84.66,-93.14,144.86,3.30"
" 8/ 24/ 32 (C),1003.74,-59.86,59.19,87.41,88.63,3.30"
" 8/ 24/ 33 (C),766.10,44.51,-28.26,-22.31,-65.37,3.30"
" 8/ 24/ 34 (C),965.98,44.51,59.19,87.41,-65.37,3.30"
" 8/ 24/ 35 (C),803.86,-59.86,-28.26,-22.31,88.63,3.30"
" 8/ 24/ 36 (C),992.01,-45.27,56.04,83.42,67.03,3.30"
" 8/ 24/ 37 (C),754.37,59.11,-31.41,-26.30,-86.96,3.30"
" 8/ 24/ 38 (C),954.25,59.11,56.04,83.42,-86.96,3.30"
" 8/ 24/ 39 (C),792.13,-45.27,-31.41,-26.30,67.03,3.30"
" 8/ 24/ 40 (C),874.69,-0.38,13.89,30.55,0.84,3.30"
" 9/ 9/ 22 (C),909.68,0.39,-14.30,15.73,0.43,3.30"
" 9/ 9/ 23 (C),1411.59,0.61,-23.03,25.33,0.67,3.30"
" 9/ 9/ 24 (C),646.26,-97.28,77.82,-172.36,-177.83,3.30"
" 9/ 9/ 25 (C),1163.27,129.80,-112.44,216.80,236.48,3.30"
" 9/ 9/ 26 (C),728.41,129.80,77.82,-172.36,236.48,3.30"
" 9/ 9/ 27 (C),1081.12,-97.28,-112.44,216.80,-177.83,3.30"
" 9/ 9/ 28 (C),620.74,-129.04,84.66,-186.24,-235.65,3.30"
" 9/ 9/ 29 (C),1137.75,98.04,-105.60,202.92,178.66,3.30"
" 9/ 9/ 30 (C),702.89,98.04,84.66,-186.24,178.66,3.30"
" 9/ 9/ 31 (C),1055.60,-129.04,-105.60,202.92,-235.65,3.30"
" 9/ 9/ 32 (C),779.05,-44.51,28.26,-70.97,-81.51,3.30"
" 9/ 9/ 33 (C),1016.69,59.86,-59.19,107.90,108.92,3.30"
" 9/ 9/ 34 (C),816.81,59.86,28.26,-70.97,108.92,3.30"
" 9/ 9/ 35 (C),978.93,-44.51,-59.19,107.90,-81.51,3.30"
" 9/ 9/ 36 (C),767.32,-59.11,31.41,-77.35,-108.09,3.30"
" 9/ 9/ 37 (C),1004.96,45.27,-56.04,101.52,82.34,3.30"
" 9/ 9/ 38 (C),805.08,45.27,31.41,-77.35,82.34,3.30"
" 9/ 9/ 39 (C),967.20,-59.11,-56.04,101.52,-108.09,3.30"
" 9/ 9/ 40 (C),887.64,0.38,-13.89,15.27,0.42,3.30"
" 9/ 25/ 22 (C),896.73,0.39,-14.30,-31.46,-0.86,3.30"
" 9/ 25/ 23 (C),1394.11,0.61,-23.03,-50.66,-1.35,3.30"
" 9/ 25/ 24 (C),633.31,-97.28,77.82,84.46,143.19,3.30"
" 9/ 25/ 25 (C),1150.32,129.80,-112.44,-154.26,-191.85,3.30"
