"Bar/Node/Case,FX (kN),FY (kN),FZ (kN),MY (kNm),MZ (kNm),Length (m)"
" 42/ 58/ 35 (C),970.25,-44.99,-49.20,-71.46,64.98,2.80"
" 42/ 58/ 36 (C),981.48,-49.26,50.63,73.63,71.15,2.80"
" 42/ 58/ 37 (C),982.64,43.09,-45.95,-66.73,-62.21,2.80"
" 42/ 58/ 38 (C),994.05,43.09,50.63,73.63,-62.21,2.80"
" 42/ 58/ 39 (C),970.06,-49.26,-45.95,-66.73,71.15,2.80"
" 42/ 58/ 40 (C),972.85,-0.93,0.72,1.09,1.36,2.80"
" 43/ 43/ 22 (C),1011.23,-0.96,-0.74,0.95,-1.29,2.80"
" 43/ 43/ 23 (C),1579.12,-1.55,-1.19,1.55,-2.06,2.80"
" 43/ 43/ 24 (C),966.83,-106.05,100.80,-135.79,-143.78,2.80"
" 43/ 43/ 25 (C),1019.03,94.87,-109.31,147.14,128.65,2.80"
" 43/ 43/ 26 (C),994.20,94.87,100.80,-135.79,128.65,2.80"
" 43/ 43/ 27 (C),991.67,-106.05,-109.31,147.14,-143.78,2.80"
" 43/ 43/ 28 (C),967.25,-96.76,107.88,-145.32,-131.19,2.80"
" 43/ 43/ 29 (C),1019.46,104.16,-102.23,137.61,141.24,2.80"
" 43/ 43/ 30 (C),994.62,104.16,107.88,-145.32,141.24,2.80"
" 43/ 43/ 31 (C),992.09,-96.76,-102.23,137.61,-131.19,2.80"
" 43/ 43/ 32 (C),981.05,-49.26,45.95,-61.92,-66.77,2.80"
" 43/ 43/ 33 (C),1005.04,43.09,-50.63,68.12,58.45,2.80"
" 43/ 43/ 34 (C),993.63,43.09,45.95,-61.92,58.45,2.80"
" 43/ 43/ 35 (C),992.47,-49.26,-50.63,68.12,-66.77,2.80"
" 43/ 43/ 36 (C),981.24,-44.99,49.20,-66.30,-60.98,2.80"
" 43/ 43/ 37 (C),1005.24,47.36,-47.37,63.74,64.23,2.80"
" 43/ 43/ 38 (C),993.82,47.36,49.20,-66.30,64.23,2.80"
" 43/ 43/ 39 (C),992.66,-44.99,-47.37,63.74,-60.98,2.80"
" 43/ 43/ 40 (C),983.84,-0.93,-0.72,0.93,-1.24,2.80"
" 43/ 59/ 22 (C),1000.24,-0.96,-0.74,-1.12,1.41,2.80"
" 43/ 59/ 23 (C),1564.28,-1.55,-1.19,-1.78,2.28,2.80"
" 43/ 59/ 24 (C),955.84,-106.05,100.80,146.46,153.16,2.80"
" 43/ 59/ 25 (C),1008.05,94.87,-109.31,-158.92,-136.98,2.80"
" 43/ 59/ 26 (C),983.21,94.87,100.80,146.46,-136.98,2.80"
" 43/ 59/ 27 (C),980.68,-106.05,-109.31,-158.92,153.16,2.80"
" 43/ 59/ 28 (C),956.26,-96.76,107.88,156.75,139.74,2.80"
" 43/ 59/ 29 (C),1008.47,104.16,-102.23,-148.63,-150.40,2.80"
" 43/ 59/ 30 (C),983.63,104.16,107.88,156.75,-150.40,2.80"
" 43/ 59/ 31 (C),981.10,-96.76,-102.23,-148.63,139.74,2.80"
" 43/ 59/ 32 (C),970.06,-49.26,45.95,66.73,71.15,2.80"
" 43/ 59/ 33 (C),994.05,43.09,-50.63,-73.63,-62.21,2.80"
" 43/ 59/ 34 (C),982.64,43.09,45.95,66.73,-62.21,2.80"
" 43/ 59/ 35 (C),981.48,-49.26,-50.63,-73.63,71.15,2.80"
" 43/ 59/ 36 (C),970.25,-44.99,49.20,71.46,64.98,2.80"
" 43/ 59/ 37 (C),994.25,47.36,-47.37,-68.90,-68.38,2.80"
" 43/ 59/ 38 (C),982.83,47.36,49.20,71.46,-68.38,2.80"
" 43/ 59/ 39 (C),981.67,-44.99,-47.37,-68.90,64.98,2.80"
" 43/ 59/ 40 (C),972.85,-0.93,-0.72,-1.09,1.36,2.80"
" 44/ 44/ 22 (C),542.81,-0.39,33.07,-45.49,-0.54,2.80"
" 44/ 44/ 23 (C),836.55,-0.64,53.15,-73.18,-0.87,2.80"
" 44/ 44/ 24 (C),607.29,-115.06,93.03,-122.56,-156.02,2.80"
" 44/ 44/ 25 (C),450.92,85.86,-33.00,39.64,116.40,2.80"
" 44/ 44/ 26 (C),634.65,85.86,93.03,-122.56,116.40,2.80"
" 44/ 44/ 27 (C),423.56,-115.06,-33.00,39.64,-156.02,2.80"
" 44/ 44/ 28 (C),616.97,-86.63,97.31,-128.08,-117.46,2.80"
" 44/ 44/ 29 (C),460.61,114.29,-28.72,34.13,154.96,2.80"
" 44/ 44/ 30 (C),644.33,114.29,97.31,-128.08,154.96,2.80"
" 44/ 44/ 31 (C),433.24,-86.63,-28.72,34.13,-117.46,2.80"
" 44/ 44/ 32 (C),567.65,-53.09,60.14,-80.23,-72.00,2.80"
" 44/ 44/ 33 (C),495.79,39.26,2.21,-5.67,53.22,2.80"
" 44/ 44/ 34 (C),580.23,39.26,60.14,-80.23,53.22,2.80"
" 44/ 44/ 35 (C),483.21,-53.09,2.21,-5.67,-72.00,2.80"
" 44/ 44/ 36 (C),572.11,-40.03,62.10,-82.76,-54.28,2.80"
" 44/ 44/ 37 (C),500.24,52.32,4.17,-8.21,70.94,2.80"
" 44/ 44/ 38 (C),584.68,52.32,62.10,-82.76,70.94,2.80"
" 44/ 44/ 39 (C),487.66,-40.03,4.17,-8.21,-54.28,2.80"
" 44/ 44/ 40 (C),529.59,-0.38,32.11,-44.17,-0.52,2.80"
" 44/ 60/ 22 (C),531.82,-0.39,33.07,47.10,0.57,2.80"
" 44/ 60/ 23 (C),821.72,-0.64,53.15,75.64,0.92,2.80"
" 44/ 60/ 24 (C),596.30,-115.06,93.03,137.93,166.14,2.80"
" 44/ 60/ 25 (C),439.93,85.86,-33.00,-52.77,-124.00,2.80"
" 44/ 60/ 26 (C),623.66,85.86,93.03,137.93,-124.00,2.80"
" 44/ 60/ 27 (C),412.57,-115.06,-33.00,-52.77,166.14,2.80"
" 44/ 60/ 28 (C),605.98,-86.63,97.31,144.40,125.11,2.80"
" 44/ 60/ 29 (C),449.62,114.29,-28.72,-46.29,-165.04,2.80"
" 44/ 60/ 30 (C),633.34,114.29,97.31,144.40,-165.04,2.80"
" 44/ 60/ 31 (C),422.25,-86.63,-28.72,-46.29,125.11,2.80"
" 44/ 60/ 32 (C),556.66,-53.09,60.14,88.15,76.66,2.80"
" 44/ 60/ 33 (C),484.80,39.26,2.21,0.50,-56.70,2.80"
" 44/ 60/ 34 (C),569.24,39.26,60.14,88.15,-56.70,2.80"
" 44/ 60/ 35 (C),472.22,-53.09,2.21,0.50,76.66,2.80"
" 44/ 60/ 36 (C),561.12,-40.03,62.10,91.13,57.80,2.80"
" 44/ 60/ 37 (C),489.25,52.32,4.17,3.48,-75.56,2.80"
" 44/ 60/ 38 (C),573.69,52.32,62.10,91.13,-75.56,2.80"
" 44/ 60/ 39 (C),476.67,-40.03,4.17,3.48,57.80,2.80"
" 44/ 60/ 40 (C),518.60,-0.38,32.11,45.73,0.54,2.80"
" 45/ 45/ 22 (C),303.58,-12.67,-19.65,26.97,-17.38,2.80"
" 45/ 45/ 23 (C),461.09,-19.94,-31.05,42.65,-27.38,2.80"
" 45/ 45/ 24 (C),307.60,-64.65,36.98,-45.90,-85.12,2.80"
" 45/ 45/ 25 (C),280.20,57.80,-89.06,116.30,74.59,2.80"
" 45/ 45/ 26 (C),96.48,57.80,36.98,-45.90,74.59,2.80"
" 45/ 45/ 27 (C),491.33,-64.65,-89.06,116.30,-85.12,2.80"
" 45/ 45/ 28 (C),318.10,-82.53,50.72,-63.72,-108.52,2.80"
" 45/ 45/ 29 (C),290.70,39.91,-75.31,98.48,51.19,2.80"
" 45/ 45/ 30 (C),106.97,39.91,50.72,-63.72,51.19,2.80"
" 45/ 45/ 31 (C),501.83,-82.53,-75.31,98.48,-108.52,2.80"
" 45/ 45/ 32 (C),303.04,-36.40,6.64,-6.89,-48.29,2.80"
" 45/ 45/ 33 (C),290.44,19.88,-51.29,67.66,25.12,2.80"
" 45/ 45/ 34 (C),205.99,19.88,6.64,-6.89,25.12,2.80"
" 45/ 45/ 35 (C),387.48,-36.40,-51.29,67.66,-48.29,2.80"
" 45/ 45/ 36 (C),307.86,-44.62,12.96,-15.08,-59.04,2.80"
" 45/ 45/ 37 (C),295.27,11.66,-44.97,59.47,14.36,2.80"
" 45/ 45/ 38 (C),210.82,11.66,12.96,-15.08,14.36,2.80"
" 45/ 45/ 39 (C),392.31,-44.62,-44.97,59.47,-59.04,2.80"
" 45/ 45/ 40 (C),297.08,-12.35,-19.14,26.26,-16.94,2.80"
" 45/ 61/ 22 (C),292.59,-12.67,-19.65,-28.06,18.09,2.80"
" 45/ 61/ 23 (C),446.25,-19.94,-31.05,-44.30,28.45,2.80"
" 45/ 61/ 24 (C),296.61,-64.65,36.98,57.64,95.89,2.80"
" 45/ 61/ 25 (C),269.21,57.80,-89.06,-133.06,-87.24,2.80"
" 45/ 61/ 26 (C),85.49,57.80,36.98,57.64,-87.24,2.80"
" 45/ 61/ 27 (C),480.34,-64.65,-89.06,-133.06,95.89,2.80"
" 45/ 61/ 28 (C),307.11,-82.53,50.72,78.31,122.57,2.80"
" 45/ 61/ 29 (C),279.71,39.91,-75.31,-112.39,-60.56,2.80"
" 45/ 61/ 30 (C),95.98,39.91,50.72,78.31,-60.56,2.80"
" 45/ 61/ 31 (C),490.84,-82.53,-75.31,-112.39,122.57,2.80"
" 45/ 61/ 32 (C),292.05,-36.40,6.64,11.70,53.62,2.80"
" 45/ 61/ 33 (C),279.45,19.88,-51.29,-75.95,-30.55,2.80"
" 45/ 61/ 34 (C),195.01,19.88,6.64,11.70,-30.55,2.80"
" 45/ 61/ 35 (C),376.49,-36.40,-51.29,-75.95,53.62,2.80"
" 45/ 61/ 36 (C),296.87,-44.62,12.96,21.20,65.88,2.80"
" 45/ 61/ 37 (C),284.28,11.66,-44.97,-66.45,-18.29,2.80"
" 45/ 61/ 38 (C),199.83,11.66,12.96,21.20,-18.29,2.80"
" 45/ 61/ 39 (C),381.32,-44.62,-44.97,-66.45,65.88,2.80"
" 45/ 61/ 40 (C),286.10,-12.35,-19.14,-27.33,17.63,2.80"
" 46/ 46/ 22 (C),563.41,-21.42,0.57,-0.71,-29.44,2.80"
" 46/ 46/ 23 (C),867.50,-34.34,0.89,-1.13,-47.22,2.80"
" 46/ 46/ 24 (C),666.27,-79.23,94.66,-127.39,-104.79,2.80"
" 46/ 46/ 25 (C),430.31,43.21,-115.45,155.54,54.92,2.80"
" 46/ 46/ 26 (C),455.15,43.21,94.66,-127.39,54.92,2.80"
" 46/ 46/ 27 (C),641.43,-79.23,-115.45,155.54,-104.79,2.80"
" 46/ 46/ 28 (C),678.28,-84.91,116.56,-156.92,-112.19,2.80"
" 46/ 46/ 29 (C),442.31,37.53,-93.55,126.01,47.52,2.80"
" 46/ 46/ 30 (C),467.15,37.53,116.56,-156.92,47.52,2.80"
" 46/ 46/ 31 (C),653.44,-84.91,-93.55,126.01,-112.19,2.80"
" 46/ 46/ 32 (C),605.76,-47.68,43.81,-58.92,-63.64,2.80"
" 46/ 46/ 33 (C),497.31,8.60,-52.77,71.12,9.77,2.80"
" 46/ 46/ 34 (C),508.72,8.60,43.81,-58.92,9.77,2.80"
" 46/ 46/ 35 (C),594.35,-47.68,-52.77,71.12,-63.64,2.80"
" 46/ 46/ 36 (C),611.28,-50.29,53.87,-72.50,-67.04,2.80"
" 46/ 46/ 37 (C),502.82,5.99,-42.70,57.55,6.37,2.80"
" 46/ 46/ 38 (C),514.24,5.99,53.87,-72.50,6.37,2.80"
" 46/ 46/ 39 (C),599.86,-50.29,-42.70,57.55,-67.04,2.80"
" 46/ 46/ 40 (C),549.77,-20.81,0.56,-0.70,-28.59,2.80"
" 46/ 62/ 22 (C),552.42,-21.42,0.57,0.88,30.55,2.80"
" 46/ 62/ 23 (C),852.67,-34.34,0.89,1.37,48.93,2.80"
" 46/ 62/ 24 (C),655.28,-79.23,94.66,137.65,117.05,2.80"
" 46/ 62/ 25 (C),419.32,43.21,-115.45,-167.73,-66.08,2.80"
" 46/ 62/ 26 (C),444.16,43.21,94.66,137.65,-66.08,2.80"
" 46/ 62/ 27 (C),630.44,-79.23,-115.45,-167.73,117.05,2.80"
" 46/ 62/ 28 (C),667.29,-84.91,116.56,169.45,125.56,2.80"
" 46/ 62/ 29 (C),431.32,37.53,-93.55,-135.93,-57.57,2.80"
" 46/ 62/ 30 (C),456.16,37.53,116.56,169.45,-57.57,2.80"
" 46/ 62/ 31 (C),642.45,-84.91,-93.55,-135.93,125.56,2.80"
" 46/ 62/ 32 (C),594.77,-47.68,43.81,63.73,69.87,2.80"
" 46/ 62/ 33 (C),486.32,8.60,-52.77,-76.63,-14.30,2.80"
" 46/ 62/ 34 (C),497.73,8.60,43.81,63.73,-14.30,2.80"
" 46/ 62/ 35 (C),583.36,-47.68,-52.77,-76.63,69.87,2.80"
" 46/ 62/ 36 (C),600.29,-50.29,53.87,78.35,73.78,2.80"
" 46/ 62/ 37 (C),491.83,5.99,-42.70,-62.01,-10.39,2.80"
" 46/ 62/ 38 (C),503.25,5.99,53.87,78.35,-10.39,2.80"
" 46/ 62/ 39 (C),588.87,-50.29,-42.70,-62.01,73.78,2.80"
" 46/ 62/ 40 (C),538.78,-20.81,0.56,0.86,29.67,2.80"
" 47/ 47/ 22 (C),563.41,-21.42,-0.57,0.71,-29.44,2.80"
" 47/ 47/ 23 (C),867.50,-34.34,-0.89,1.13,-47.22,2.80"
" 47/ 47/ 24 (C),653.44,-84.91,93.55,-126.01,-112.19,2.80"
" 47/ 47/ 25 (C),467.15,37.53,-116.56,156.92,47.52,2.80"
" 47/ 47/ 26 (C),442.31,37.53,93.55,-126.01,47.52,2.80"
" 47/ 47/ 27 (C),678.28,-84.91,-116.56,156.92,-112.19,2.80"
" 47/ 47/ 28 (C),641.43,-79.23,115.45,-155.54,-104.79,2.80"
" 47/ 47/ 29 (C),455.15,43.21,-94.66,127.39,54.92,2.80"
" 47/ 47/ 30 (C),430.31,43.21,115.45,-155.54,54.92,2.80"
" 47/ 47/ 31 (C),666.27,-79.23,-94.66,127.39,-104.79,2.80"
" 47/ 47/ 32 (C),599.86,-50.29,42.70,-57.55,-67.04,2.80"
" 47/ 47/ 33 (C),514.24,5.99,-53.87,72.50,6.37,2.80"
" 47/ 47/ 34 (C),502.82,5.99,42.70,-57.55,6.37,2.80"
" 47/ 47/ 35 (C),611.28,-50.29,-53.87,72.50,-67.04,2.80"
" 47/ 47/ 36 (C),594.35,-47.68,52.77,-71.12,-63.64,2.80"
" 47/ 47/ 37 (C),508.72,8.60,-43.81,58.92,9.77,2.80"
" 47/ 47/ 38 (C),497.31,8.60,52.77,-71.12,9.77,2.80"
" 47/ 47/ 39 (C),605.76,-47.68,-43.81,58.92,-63.64,2.80"
" 47/ 47/ 40 (C),549.77,-20.81,-0.56,0.70,-28.59,2.80"
" 47/ 63/ 22 (C),552.42,-21.42,-0.57,-0.88,30.55,2.80"
" 47/ 63/ 23 (C),852.67,-34.34,-0.89,-1.37,48.93,2.80"
" 47/ 63/ 24 (C),642.45,-84.91,93.55,135.93,125.56,2.80"
" 47/ 63/ 25 (C),456.16,37.53,-116.56,-169.45,-57.57,2.80"
" 47/ 63/ 26 (C),431.32,37.53,93.55,135.93,-57.57,2.80"
" 47/ 63/ 27 (C),667.29,-84.91,-116.56,-169.45,125.56,2.80"
" 47/ 63/ 28 (C),630.44,-79.23,115.45,167.73,117.05,2.80"
" 47/ 63/ 29 (C),444.16,43.21,-94.66,-137.65,-66.08,2.80"
" 47/ 63/ 30 (C),419.32,43.21,115.45,167.73,-66.08,2.80"
" 47/ 63/ 31 (C),655.28,-79.23,-94.66,-137.65,117.05,2.80"
" 47/ 63/ 32 (C),588.87,-50.29,42.70,62.01,73.78,2.80"
" 47/ 63/ 33 (C),503.25,5.99,-53.87,-78.35,-10.39,2.80"
" 47/ 63/ 34 (C),491.83,5.99,42.70,62.01,-10.39,2.80"
" 47/ 63/ 35 (C),600.29,-50.29,-53.87,-78.35,73.78,2.80"
" 47/ 63/ 36 (C),583.36,-47.68,52.77,76.63,69.87,2.80"
" 47/ 63/ 37 (C),497.73,8.60,-43.81,-63.73,-14.30,2.80"
" 47/ 63/ 38 (C),486.32,8.60,52.77,76.63,-14.30,2.80"
" 47/ 63/ 39 (C),594.77,-47.68,-43.81,-63.73,69.87,2.80"
" 47/ 63/ 40 (C),538.78,-20.81,-0.56,-0.86,29.67,2.80"
" 48/ 48/ 22 (C),303.58,-12.67,19.65,-26.97,-17.38,2.80"
" 48/ 48/ 23 (C),461.09,-19.94,31.05,-42.65,-27.38,2.80"
" 48/ 48/ 24 (C),501.83,-82.53,75.31,-98.48,-108.52,2.80"
" 48/ 48/ 25 (C),106.97,39.91,-50.72,63.72,51.19,2.80"
" 48/ 48/ 26 (C),290.70,39.91,75.31,-98.48,51.19,2.80"
" 48/ 48/ 27 (C),318.10,-82.53,-50.72,63.72,-108.52,2.80"
" 48/ 48/ 28 (C),491.33,-64.65,89.06,-116.30,-85.12,2.80"
" 48/ 48/ 29 (C),96.48,57.80,-36.98,45.90,74.59,2.80"
" 48/ 48/ 30 (C),280.20,57.80,89.06,-116.30,74.59,2.80"
" 48/ 48/ 31 (C),307.60,-64.65,-36.98,45.90,-85.12,2.80"
" 48/ 48/ 32 (C),392.31,-44.62,44.97,-59.47,-59.04,2.80"
" 48/ 48/ 33 (C),210.82,11.66,-12.96,15.08,14.36,2.80"
" 48/ 48/ 34 (C),295.27,11.66,44.97,-59.47,14.36,2.80"
" 48/ 48/ 35 (C),307.86,-44.62,-12.96,15.08,-59.04,2.80"
" 48/ 48/ 36 (C),387.48,-36.40,51.29,-67.66,-48.29,2.80"
" 48/ 48/ 37 (C),205.99,19.88,-6.64,6.89,25.12,2.80"
" 48/ 48/ 38 (C),290.44,19.88,51.29,-67.66,25.12,2.80"
" 48/ 48/ 39 (C),303.04,-36.40,-6.64,6.89,-48.29,2.80"
" 48/ 48/ 40 (C),297.08,-12.35,19.14,-26.26,-16.94,2.80"
" 48/ 64/ 22 (C),292.59,-12.67,19.65,28.06,18.09,2.80"
" 48/ 64/ 23 (C),446.25,-19.94,31.05,44.30,28.45,2.80"
" 48/ 64/ 24 (C),490.84,-82.53,75.31,112.39,122.57,2.80"
" 48/ 64/ 25 (C),95.98,39.91,-50.72,-78.31,-60.56,2.80"
" 48/ 64/ 26 (C),279.71,39.91,75.31,112.39,-60.56,2.80"
" 48/ 64/ 27 (C),307.11,-82.53,-50.72,-78.31,122.57,2.80"
" 48/ 64/ 28 (C),480.34,-64.65,89.06,133.06,95.89,2.80"
" 48/ 64/ 29 (C),85.49,57.80,-36.98,-57.64,-87.24,2.80"
" 48/ 64/ 30 (C),269.21,57.80,89.06,133.06,-87.24,2.80"
" 48/ 64/ 31 (C),296.61,-64.65,-36.98,-57.64,95.89,2.80"
" 48/ 64/ 32 (C),381.32,-44.62,44.97,66.45,65.88,2.80"
" 48/ 64/ 33 (C),199.83,11.66,-12.96,-21.20,-18.29,2.80"
" 48/ 64/ 34 (C),284.28,11.66,44.97,66.45,-18.29,2.80"
" 48/ 64/ 35 (C),296.87,-44.62,-12.96,-21.20,65.88,2.80"
" 48/ 64/ 36 (C),376.49,-36.40,51.29,75.95,53.62,2.80"
" 48/ 64/ 37 (C),195.01,19.88,-6.64,-11.70,-30.55,2.80"
" 48/ 64/ 38 (C),279.45,19.88,51.29,75.95,-30.55,2.80"
" 48/ 64/ 39 (C),292.05,-36.40,-6.64,-11.70,53.62,2.80"
" 48/ 64/ 40 (C),286.10,-12.35,19.14,27.33,17.63,2.80"
" 49/ 49/ 22 (C),200.70,12.42,-18.80,27.26,17.86,2.80"
" 49/ 49/ 23 (C),302.42,19.72,-30.05,43.36,28.25,2.80"
" 49/ 49/ 24 (C),105.60,-26.56,33.51,-34.41,-29.23,2.80"
" 49/ 49/ 25 (C),296.21,63.93,-59.79,75.24,80.15,2.80"
" 49/ 49/ 26 (C),207.10,63.93,33.51,-34.41,80.15,2.80"
" 49/ 49/ 27 (C),194.71,-26.56,-59.79,75.24,-29.23,2.80"
" 49/ 49/ 28 (C),100.66,-39.78,23.31,-22.21,-45.37,2.80"
" 49/ 49/ 29 (C),291.28,50.71,-69.99,87.44,64.01,2.80"
" 49/ 49/ 30 (C),202.17,50.71,23.31,-22.21,64.01,2.80"
" 49/ 49/ 31 (C),189.77,-39.78,-69.99,87.44,-45.37,2.80"
" 49/ 49/ 32 (C),155.76,-5.68,5.55,-1.49,-4.04,2.80"
" 49/ 49/ 33 (C),243.38,35.91,-37.34,48.91,46.24,2.80"
" 49/ 49/ 34 (C),202.42,35.91,5.55,-1.49,46.24,2.80"
" 49/ 49/ 35 (C),196.72,-5.68,-37.34,48.91,-4.04,2.80"
" 49/ 49/ 36 (C),153.50,-11.76,0.86,4.12,-11.45,2.80"
" 49/ 49/ 37 (C),241.11,29.83,-42.03,54.52,38.82,2.80"
" 49/ 49/ 38 (C),200.15,29.83,0.86,4.12,38.82,2.80"
" 49/ 49/ 39 (C),194.46,-11.76,-42.03,54.52,-11.45,2.80"
" 49/ 49/ 40 (C),196.39,12.10,-18.31,26.56,17.40,2.80"
" 49/ 65/ 22 (C),189.71,12.42,-18.80,-25.38,-16.92,2.80"
" 49/ 65/ 23 (C),287.59,19.72,-30.05,-40.77,-26.97,2.80"
" 49/ 65/ 24 (C),94.61,-26.56,33.51,59.42,45.13,2.80"
" 49/ 65/ 25 (C),285.23,63.93,-59.79,-92.17,-98.85,2.80"
" 49/ 65/ 26 (C),196.11,63.93,33.51,59.42,-98.85,2.80"
" 49/ 65/ 27 (C),183.72,-26.56,-59.79,-92.17,45.13,2.80"
" 49/ 65/ 28 (C),89.67,-39.78,23.31,43.05,66.01,2.80"
" 49/ 65/ 29 (C),280.29,50.71,-69.99,-108.54,-77.97,2.80"
" 49/ 65/ 30 (C),191.18,50.71,23.31,43.05,-77.97,2.80"
" 49/ 65/ 31 (C),178.78,-39.78,-69.99,-108.54,66.01,2.80"
" 49/ 65/ 32 (C),144.78,-5.68,5.55,14.04,11.87,2.80"
" 49/ 65/ 33 (C),232.39,35.91,-37.34,-55.64,-54.31,2.80"
" 49/ 65/ 34 (C),191.43,35.91,5.55,14.04,-54.31,2.80"
" 49/ 65/ 35 (C),185.73,-5.68,-37.34,-55.64,11.87,2.80"
" 49/ 65/ 36 (C),142.51,-11.76,0.86,6.52,21.47,2.80"
" 49/ 65/ 37 (C),230.12,29.83,-42.03,-63.16,-44.71,2.80"
" 49/ 65/ 38 (C),189.16,29.83,0.86,6.52,-44.71,2.80"
" 49/ 65/ 39 (C),183.47,-11.76,-42.03,-63.16,21.47,2.80"
" 49/ 65/ 40 (C),185.40,12.10,-18.31,-24.72,-16.49,2.80"
" 50/ 50/ 22 (C),374.10,21.19,-0.09,-0.26,30.33,2.80"
" 50/ 50/ 23 (C),570.88,34.26,-0.04,-0.50,48.86,2.80"
" 50/ 50/ 24 (C),327.20,-22.61,86.42,-113.49,-22.72,2.80"
" 50/ 50/ 25 (C),417.46,67.87,-70.28,91.55,86.66,2.80"
" 50/ 50/ 26 (C),428.71,67.87,86.42,-113.49,86.66,2.80"
" 50/ 50/ 27 (C),315.96,-22.61,-70.28,91.55,-22.72,2.80"
" 50/ 50/ 28 (C),321.55,-26.79,70.03,-92.00,-27.76,2.80"
" 50/ 50/ 29 (C),411.81,63.70,-86.67,113.04,81.62,2.80"
" 50/ 50/ 30 (C),423.06,63.70,70.03,-92.00,81.62,2.80"
" 50/ 50/ 31 (C),310.30,-26.79,-86.67,113.04,-27.76,2.80"
" 50/ 50/ 32 (C),350.06,0.71,39.65,-52.29,5.47,2.80"
" 50/ 50/ 33 (C),391.55,42.30,-32.37,41.96,55.75,2.80"
" 50/ 50/ 34 (C),396.72,42.30,39.65,-52.29,55.75,2.80"
" 50/ 50/ 35 (C),344.89,0.71,-32.37,41.96,5.47,2.80"
" 50/ 50/ 36 (C),347.46,-1.21,32.12,-42.41,3.16,2.80"
" 50/ 50/ 37 (C),388.95,40.38,-39.90,51.83,53.43,2.80"
" 50/ 50/ 38 (C),394.12,40.38,32.12,-42.41,53.43,2.80"
" 50/ 50/ 39 (C),342.29,-1.21,-39.90,51.83,3.16,2.80"
" 50/ 50/ 40 (C),365.01,20.59,-0.09,-0.26,29.46,2.80"
" 50/ 66/ 22 (C),363.11,21.19,-0.09,-0.52,-29.01,2.80"
" 50/ 66/ 23 (C),556.04,34.26,-0.04,-0.61,-47.07,2.80"
" 50/ 66/ 24 (C),316.21,-22.61,86.42,128.48,40.60,2.80"
" 50/ 66/ 25 (C),406.47,67.87,-70.28,-105.25,-103.39,2.80"
" 50/ 66/ 26 (C),417.72,67.87,86.42,128.48,-103.39,2.80"
" 50/ 66/ 27 (C),304.97,-22.61,-70.28,-105.25,40.60,2.80"
" 50/ 66/ 28 (C),310.56,-26.79,70.03,104.10,47.25,2.80"
" 50/ 66/ 29 (C),400.82,63.70,-86.67,-129.64,-96.73,2.80"
" 50/ 66/ 30 (C),412.07,63.70,70.03,104.10,-96.73,2.80"
" 50/ 66/ 31 (C),299.31,-26.79,-86.67,-129.64,47.25,2.80"
" 50/ 66/ 32 (C),339.07,0.71,39.65,58.74,3.49,2.80"
" 50/ 66/ 33 (C),380.56,42.30,-32.37,-48.69,-62.69,2.80"
" 50/ 66/ 34 (C),385.73,42.30,39.65,58.74,-62.69,2.80"
" 50/ 66/ 35 (C),333.90,0.71,-32.37,-48.69,3.49,2.80"
" 50/ 66/ 36 (C),336.47,-1.21,32.12,47.53,6.55,2.80"
" 50/ 66/ 37 (C),377.96,40.38,-39.90,-59.90,-59.63,2.80"
" 50/ 66/ 38 (C),383.13,40.38,32.12,47.53,-59.63,2.80"
" 50/ 66/ 39 (C),331.30,-1.21,-39.90,-59.90,6.55,2.80"
" 50/ 66/ 40 (C),354.02,20.59,-0.09,-0.50,-28.18,2.80"
" 51/ 51/ 22 (C),374.10,21.19,0.09,0.26,30.33,2.80"
" 51/ 51/ 23 (C),570.88,34.26,0.04,0.50,48.86,2.80"
" 51/ 51/ 24 (C),310.30,-26.79,86.67,-113.04,-27.76,2.80"
" 51/ 51/ 25 (C),423.06,63.70,-70.03,92.00,81.62,2.80"
" 51/ 51/ 26 (C),411.81,63.70,86.67,-113.04,81.62,2.80"
" 51/ 51/ 27 (C),321.55,-26.79,-70.03,92.00,-27.76,2.80"
" 51/ 51/ 28 (C),315.96,-22.61,70.28,-91.55,-22.72,2.80"
" 51/ 51/ 29 (C),428.71,67.87,-86.42,113.49,86.66,2.80"
" 51/ 51/ 30 (C),417.46,67.87,70.28,-91.55,86.66,2.80"
" 51/ 51/ 31 (C),327.20,-22.61,-86.42,113.49,-22.72,2.80"
" 51/ 51/ 32 (C),342.29,-1.21,39.90,-51.83,3.16,2.80"
" 51/ 51/ 33 (C),394.12,40.38,-32.12,42.41,53.43,2.80"
" 51/ 51/ 34 (C),388.95,40.38,39.90,-51.83,53.43,2.80"
" 51/ 51/ 35 (C),347.46,-1.21,-32.12,42.41,3.16,2.80"
" 51/ 51/ 36 (C),344.89,0.71,32.37,-41.96,5.47,2.80"
" 51/ 51/ 37 (C),396.72,42.30,-39.65,52.29,55.75,2.80"
" 51/ 51/ 38 (C),391.55,42.30,32.37,-41.96,55.75,2.80"
" 51/ 51/ 39 (C),350.06,0.71,-39.65,52.29,5.47,2.80"
" 51/ 51/ 40 (C),365.01,20.59,0.09,0.26,29.46,2.80"
" 51/ 67/ 22 (C),363.11,21.19,0.09,0.52,-29.01,2.80"
" 51/ 67/ 23 (C),556.04,34.26,0.04,0.61,-47.07,2.80"
" 51/ 67/ 24 (C),299.31,-26.79,86.67,129.64,47.25,2.80"
