Bar/Node/Case,FX (kN),FY (kN),FZ (kN),MY (kNm),MZ (kNm),Length (m)
70/65/7,0,0,18.356,35.987,0,2.775
70/65/8,0,0,13.367,26.148,0,2.775
70/65/9,0,0,12.345,23.967,0,2.775
70/65/13,0,0,10.731,23.337,0,2.775
70/65/14,0,0,12.527,21.543,0,2.775
70/66/6,0,0,-34.611,-14.277,0,2.775
70/66/7,0,0,-53.68,-22.425,0,2.775
70/66/8,0,0,-39.06,-16.32,0,2.775
70/66/9,0,0,-35.882,-14.861,0,2.775
70/66/13,0,0,-34.555,-15.433,0,2.775
70/66/14,0,0,-32.759,-12.245,0,2.775
71/59/6,0,0,18.491,-1.7,0,3.725
71/59/7,0,0,27.775,-2.507,0,3.725
71/59/8,0,0,20.3,-1.859,0,3.725
71/59/9,0,0,19.008,-1.745,0,3.725
71/59/13,0,0,15.06,5.098,0,3.725
71/59/14,0,0,21.146,-8.429,0,3.725
71/66/6,0,0,-27.785,-19.011,0,3.725
71/66/7,0,0,-41.801,-28.632,0,3.725
71/66/8,0,0,-30.517,-20.888,0,3.725
71/66/9,0,0,-28.566,-19.547,0,3.725
71/66/13,0,0,-30.243,-23.181,0,3.725
71/66/14,0,0,-24.157,-14.036,0,3.725
73/64/6,0,0,62.139,-46.374,0,1.35
73/64/7,0,0,96.38,-71.877,0,1.35
73/64/8,0,0,70.117,-52.311,0,1.35
73/64/9,0,0,64.418,-48.07,0,1.35
73/64/13,0,0,59.989,-43.642,0,1.35
73/64/14,0,0,60.87,-46.561,0,1.35
73/65/6,0,0,42.062,23.74,0,1.35
73/65/7,0,0,65.418,36.985,0,1.35
73/65/8,0,0,47.574,26.875,0,1.35
73/65/9,0,0,43.636,24.636,0,1.35
73/65/13,0,0,40.44,23.934,0,1.35
73/65/14,0,0,41.321,22.203,0,1.35
74/58/6,0,0,38.405,-26.894,0,3.725
74/58/7,0,0,60.154,-42.321,0,3.725
74/58/8,0,0,43.721,-30.751,0,3.725
74/58/9,0,0,39.924,-27.996,0,3.725
74/58/13,0,0,36.808,-24.848,0,3.725
74/58/14,0,0,37.724,-27.287,0,3.725
74/65/6,0,0,-30.126,-11.474,0,3.725
74/65/7,0,0,-47.062,-17.936,0,3.725
74/65/8,0,0,-34.207,-13.029,0,3.725
74/65/9,0,0,-31.292,-11.918,0,3.725
74/65/13,0,0,-29.709,-11.625,0,3.725
74/65/14,0,0,-28.794,-10.655,0,3.725
75/63/6,0,0,29.559,-16.51,0,2.5
75/63/7,0,0,46.088,-25.588,0,2.5
75/63/8,0,0,33.395,-18.464,0,2.5
75/63/9,0,0,30.655,-17.068,0,2.5
75/63/13,0,0,27.176,-14.171,0,2.5
75/63/14,0,0,30.299,-18.013,0,2.5
75/64/6,0,0,-27.137,-13.301,0,2.5
75/64/7,0,0,-42.592,-20.929,0,2.5
75/64/8,0,0,-31.062,-15.338,0,2.5
75/64/9,0,0,-28.258,-13.883,0,2.5
75/64/13,0,0,-27.857,-14.846,0,2.5
75/64/14,0,0,-24.734,-10.882,0,2.5
77/62/6,0,0,31.496,-21.983,0,2.35
77/62/7,0,0,49.261,-34.322,0,2.35
77/62/8,0,0,35.883,-25.029,0,2.35
77/62/9,0,0,32.75,-22.853,0,2.35
77/62/13,0,0,28.822,-19.255,0,2.35
77/62/14,0,0,32.29,-23.406,0,2.35
77/63/6,0,0,-20.049,-8.322,0,2.35
77/63/7,0,0,-31.316,-12.903,0,2.35
77/63/8,0,0,-22.688,-9.281,0,2.35
77/63/9,0,0,-20.803,-8.596,0,2.35
77/63/13,0,0,-21.217,-10.115,0,2.35
77/63/14,0,0,-17.749,-6.117,0,2.35
78/57/6,0,0,31.122,-16.516,0,3.725
78/57/7,0,0,48.856,-26.21,0,3.725
78/57/8,0,0,35.522,-19.058,0,3.725
78/57/9,0,0,32.379,-17.243,0,3.725
78/57/13,0,0,30.146,-15.917,0,3.725
78/57/14,0,0,30.212,-16.027,0,3.725
78/63/6,0,0,-39.461,-32.048,0,3.725
78/63/7,0,0,-61.624,-49.989,0,3.725
78/63/8,0,0,-44.773,-36.289,0,3.725
78/63/9,0,0,-40.979,-33.26,0,3.725
78/63/13,0,0,-38.355,-31.207,0,3.725
78/63/14,0,0,-38.289,-31.071,0,3.725
80/61/6,0,0,-53.815,25.853,0,1.35
80/61/7,0,0,-83.683,40.155,0,1.35
80/61/8,0,0,-60.828,29.14,0,1.35
80/61/9,0,0,-55.819,26.793,0,1.35
80/61/13,0,0,-52.575,24.235,0,1.35
80/61/14,0,0,-52.05,26.063,0,1.35
80/62/6,0,0,-73.196,-59.343,0,1.35
80/62/7,0,0,-113.536,-92.116,0,1.35
80/62/8,0,0,-82.567,-67.032,0,1.35
80/62/9,0,0,-75.873,-61.54,0,1.35
80/62/13,0,0,-71.45,-58.964,0,1.35
80/62/14,0,0,-70.925,-56.427,0,1.35
82/60/6,0,0,45.311,-28.948,0,3.675
82/60/7,0,0,70.293,-45.292,0,3.675
82/60/8,0,0,51.138,-32.97,0,3.675
82/60/9,0,0,46.976,-30.098,0,3.675
82/60/13,0,0,43.391,-26.563,0,3.675
82/60/14,0,0,44.734,-29.61,0,3.675
82/61/6,0,0,-20.932,24.697,0,3.675
82/61/7,0,0,-32.425,38.366,0,3.675
82/61/8,0,0,-23.6,27.841,0,3.675
82/61/9,0,0,-21.695,25.595,0,3.675
82/61/13,0,0,-21.032,23.078,0,3.675
82/61/14,0,0,-19.689,24.968,0,3.675
83/56/6,0,0,37.694,-23.304,0,3.725
83/56/7,0,0,59.213,-37.044,0,3.725
83/56/8,0,0,43.061,-26.971,0,3.725
83/56/9,0,0,39.228,-24.352,0,3.725
83/56/13,0,0,36.953,-23.635,0,3.725
83/56/14,0,0,36.135,-21.401,0,3.725
83/61/6,0,0,-32.883,-14.343,0,3.725
83/61/7,0,0,-51.258,-22.228,0,3.725
83/61/8,0,0,-37.227,-16.106,0,3.725
83/61/9,0,0,-34.124,-14.847,0,3.725
83/61/13,0,0,-31.543,-13.558,0,3.725
83/61/14,0,0,-32.361,-14.373,0,3.725
84/55/6,0,0,21.947,-7.763,0,3.725
84/55/7,0,0,33.133,-11.835,0,3.725
84/55/8,0,0,24.162,-8.555,0,3.725
84/55/9,0,0,22.58,-7.99,0,3.725
84/55/13,0,0,24.803,-14.891,0,3.725
84/55/14,0,0,18.142,-0.297,0,3.725
84/60/6,0,0,-26.377,-16.013,0,3.725
84/60/7,0,0,-39.7,-24.064,0,3.725
84/60/8,0,0,-29.018,-17.6,0,3.725
84/60/9,0,0,-27.131,-16.467,0,3.725
84/60/13,0,0,-22.48,-10.564,0,3.725
84/60/14,0,0,-29.141,-20.783,0,3.725
86/58/6,0,0,14.62,-3.187,0,2.775
86/58/7,0,0,21.727,-4.644,0,2.775
86/58/8,0,0,16.01,-3.623,0,2.775
86/58/9,0,0,15.017,-3.312,0,2.775
86/58/13,0,0,10.991,0.747,0,2.775
86/58/14,0,0,17.653,-6.934,0,2.775
86/59/6,0,0,-15.386,-4.25,0,2.775
86/59/7,0,0,-22.997,-6.407,0,2.775
86/59/8,0,0,-16.691,-4.568,0,2.775
86/59/9,0,0,-15.759,-4.341,0,2.775
86/59/13,0,0,-18.437,-9.585,0,2.775
86/59/14,0,0,-11.776,1.221,0,2.775
88/57/6,0,0,35.879,-45.587,0,3.85
88/57/7,0,0,54.264,-69.203,0,3.85
88/57/8,0,0,39.46,-50.098,0,3.85
88/57/9,0,0,36.902,-46.876,0,3.85
88/57/13,0,0,33.555,-41.555,0,3.85
88/57/14,0,0,36.668,-47.687,0,3.85
88/58/6,0,0,-15.132,-5.65,0,3.85
88/58/7,0,0,-22.707,-8.456,0,3.85
88/58/8,0,0,-16.733,-6.348,0,3.85
88/58/9,0,0,-15.589,-5.85,0,3.85
88/58/13,0,0,-16.346,-8.427,0,3.85
88/58/14,0,0,-13.232,-2.575,0,3.85
90/56/6,0,0,-0.564,36.759,0,3.7
90/56/7,0,0,-1.03,55.588,0,3.7
90/56/8,0,0,-0.351,39.703,0,3.7
90/56/9,0,0,-0.503,37.6,0,3.7
90/56/13,0,0,-2.509,39.603,0,3.7
90/56/14,0,0,1.289,32.654,0,3.7
90/57/6,0,0,-48.359,-53.749,0,3.7
90/57/7,0,0,-73.048,-81.456,0,3.7
90/57/8,0,0,-52.937,-58.88,0,3.7
90/57/9,0,0,-49.667,-55.215,0,3.7
90/57/13,0,0,-49.277,-56.202,0,3.7
90/57/14,0,0,-45.479,-49.097,0,3.7
92/55/6,0,0,41.739,-35.797,0,3.675
92/55/7,0,0,63.065,-54.292,0,3.675
92/55/8,0,0,45.694,-39.142,0,3.675
92/55/9,0,0,42.869,-36.753,0,3.675
92/55/13,0,0,38.607,-30.156,0,3.675
92/55/14,0,0,43.176,-40.005,0,3.675
92/56/6,0,0,-5.524,30.748,0,3.675
92/56/7,0,0,-8.134,46.645,0,3.675
92/56/8,0,0,-6.295,33.253,0,3.675
92/56/9,0,0,-5.744,31.464,0,3.675
92/56/13,0,0,-7.643,26.741,0,3.675
92/56/14,0,0,-3.074,33.682,0,3.675
95/53/6,0,0,-27.099,123.653,0,3.775
95/53/7,0,0,-40.939,186.629,0,3.775
95/53/8,0,0,-29.022,133.965,0,3.775
95/53/9,0,0,-27.648,126.599,0,3.775
95/53/13,0,0,-24.285,119.676,0,3.775
95/53/14,0,0,-29.089,123.211,0,3.775
95/54/6,0,0,-76.365,-71.635,0,3.775
95/54/7,0,0,-115.216,-108.114,0,3.775
95/54/8,0,0,-83.253,-77.954,0,3.775
95/54/9,0,0,-78.333,-73.44,0,3.775
95/54/13,0,0,-72.486,-62.979,0,3.775
95/54/14,0,0,-77.291,-77.582,0,3.775
96/46/6,0,0,26.082,-19.436,0,3.525
96/46/7,0,0,39.267,-29.269,0,3.525
96/46/8,0,0,28.689,-21.358,0,3.525
96/46/9,0,0,26.827,-19.985,0,3.525
96/46/13,0,0,21.545,-13.205,0,3.525
96/46/14,0,0,29.503,-24.844,0,3.525
96/54/6,0,0,-18.049,-5.277,0,3.525
96/54/7,0,0,-27.112,-7.845,0,3.525
96/54/8,0,0,-19.791,-5.676,0,3.525
96/54/9,0,0,-18.546,-5.391,0,3.525
96/54/13,0,0,-21.654,-13.399,0,3.525
96/54/14,0,0,-13.696,3.016,0,3.525
97/52/6,0,0,38.628,62.93,0,2.15
97/52/7,0,0,57.608,95.814,0,2.15
97/52/8,0,0,41.243,69.451,0,2.15
97/52/9,0,0,39.375,64.793,0,2.15
97/52/13,0,0,40.809,59.044,0,2.15
97/52/14,0,0,35.327,64.022,0,2.15
97/53/6,0,0,18.437,124.275,0,2.15
97/53/7,0,0,27.819,187.648,0,2.15
97/53/8,0,0,19.434,134.678,0,2.15
97/53/9,0,0,18.722,127.248,0,2.15
97/53/13,0,0,20.965,125.45,0,2.15
97/53/14,0,0,15.482,118.642,0,2.15
98/44/6,0,0,25.489,-3.461,0,3.525
98/44/7,0,0,39.692,-5.45,0,3.525
98/44/8,0,0,28.915,-4.091,0,3.525
98/44/9,0,0,26.468,-3.641,0,3.525
98/44/13,0,0,24.353,-2.796,0,3.525
98/44/14,0,0,25.156,-3.855,0,3.525
98/53/6,0,0,-33.797,-18.103,0,3.525
98/53/7,0,0,-52.914,-28.753,0,3.525
98/53/8,0,0,-38.406,-20.819,0,3.525
98/53/9,0,0,-35.114,-18.879,0,3.525
98/53/13,0,0,-33.21,-18.407,0,3.525
98/53/14,0,0,-32.407,-16.635,0,3.525
99/51/6,0,0,105.483,-112.038,0,1.825
99/51/7,0,0,159.626,-169.657,0,1.825
99/51/8,0,0,115.494,-122.403,0,1.825
99/51/9,0,0,108.343,-114.999,0,1.825
99/51/13,0,0,106.335,-117.763,0,1.825
99/51/14,0,0,100.34,-101.87,0,1.825
99/52/6,0,0,89.693,66.061,0,1.825
99/52/7,0,0,136.487,100.546,0,1.825
99/52/8,0,0,98.539,72.902,0,1.825
99/52/9,0,0,92.221,68.015,0,1.825
99/52/13,0,0,90.795,62.118,0,1.825
99/52/14,0,0,84.8,67.071,0,1.825
100/43/6,0,0,10.392,62.34,0,3.525
100/43/7,0,0,16.333,95.888,0,3.525
100/43/8,0,0,11.988,69.367,0,3.525
100/43/9,0,0,10.848,64.348,0,3.525
100/43/13,0,0,9.793,61.145,0,3.525
100/43/14,0,0,10.306,60.524,0,3.525
100/52/6,0,0,-51.065,-18.174,0,3.525
100/52/7,0,0,-78.879,-28.39,0,3.525
100/52/8,0,0,-57.296,-20.674,0,3.525
100/52/9,0,0,-52.845,-18.888,0,3.525
100/52/13,0,0,-49.986,-18.231,0,3.525
100/52/14,0,0,-49.473,-17.045,0,3.525
101/50/6,0,0,19.051,-3.292,0,2
101/50/7,0,0,29.154,-5.291,0,2
101/50/8,0,0,21.288,-3.891,0,2
101/50/9,0,0,19.69,-3.463,0,2
101/50/13,0,0,20.42,-4.959,0,2
101/50/14,0,0,16.724,-1.368,0,2
101/51/6,0,0,-2.768,10.386,0,2
101/51/7,0,0,-3.386,16.333,0,2
101/51/8,0,0,-2.503,11.887,0,2
101/51/9,0,0,-2.692,10.815,0,2
101/51/13,0,0,-0.976,11.965,0,2
101/51/14,0,0,-4.672,8.164,0,2
102/49/6,0,0,-52.878,7.835,0,1.225
102/49/7,0,0,-80.062,11.97,0,1.225
102/49/8,0,0,-57.885,8.812,0,1.225
102/49/9,0,0,-54.309,8.114,0,1.225
102/49/13,0,0,-48.25,10.099,0,1.225
102/49/14,0,0,-55.36,5.153,0,1.225
102/50/6,0,0,-65.218,-63.105,0,1.225
102/50/7,0,0,-98.365,-95.099,0,1.225
102/50/8,0,0,-71.276,-68.69,0,1.225
102/50/9,0,0,-66.949,-64.701,0,1.225
102/50/13,0,0,-60.366,-55.08,0,1.225
102/50/14,0,0,-67.475,-68.736,0,1.225
104/48/6,0,0,-23.758,87.487,0,2.35
104/48/7,0,0,-36.021,131.761,0,2.35
104/48/8,0,0,-25.622,94.784,0,2.35
104/48/9,0,0,-24.291,89.572,0,2.35
104/48/13,0,0,-20.71,82.361,0,2.35
104/48/14,0,0,-26.007,89.486,0,2.35
104/49/6,0,0,-46.897,4.467,0,2.35
104/49/7,0,0,-70.282,6.855,0,2.35
104/49/8,0,0,-50.694,5.113,0,2.35
104/49/9,0,0,-47.982,4.652,0,2.35
104/49/13,0,0,-43.435,6.99,0,2.35
104/49/14,0,0,-48.731,1.668,0,2.35
105/40/6,0,0,38.591,-30.581,0,2.7
105/40/7,0,0,59.82,-46.956,0,2.7
105/40/8,0,0,43.408,-34.019,0,2.7
105/40/9,0,0,39.968,-31.563,0,2.7
105/40/13,0,0,38.466,-31.496,0,2.7
105/40/14,0,0,36.653,-28.192,0,2.7
105/49/6,0,0,-5.981,6.935,0,2.7
105/49/7,0,0,-9.78,10.246,0,2.7
105/49/8,0,0,-7.191,7.366,0,2.7
105/49/9,0,0,-6.327,7.058,0,2.7
105/49/13,0,0,-4.816,7.638,0,2.7
105/49/14,0,0,-6.628,6.047,0,2.7
106/47/6,0,0,68.029,-47.554,0,2.675
106/47/7,0,0,102.257,-71.635,0,2.675
106/47/8,0,0,73.867,-51.659,0,2.675
106/47/9,0,0,69.697,-48.727,0,2.675
106/47/13,0,0,68.598,-51.603,0,2.675
106/47/14,0,0,64.959,-41.747,0,2.675
106/48/6,0,0,39.713,96.551,0,2.675
106/48/7,0,0,60.112,145.533,0,2.675
106/48/8,0,0,43.046,104.714,0,2.675
106/48/9,0,0,40.665,98.883,0,2.675
106/48/13,0,0,40.818,94.741,0,2.675
106/48/14,0,0,37.179,94.863,0,2.675
107/34/6,0,0,39.001,-14.363,0,4.325
107/34/7,0,0,60.471,-22.194,0,4.325
107/34/8,0,0,44.041,-16.231,0,4.325
107/34/9,0,0,40.441,-14.896,0,4.325
107/34/13,0,0,38.938,-16.083,0,4.325
107/34/14,0,0,36.904,-11.841,0,4.325
107/48/6,0,0,-44.017,-25.211,0,4.325
107/48/7,0,0,-68.46,-39.471,0,4.325
107/48/8,0,0,-49.752,-28.581,0,4.325
107/48/9,0,0,-45.656,-26.174,0,4.325
107/48/13,0,0,-41.771,-22.211,0,4.325
107/48/14,0,0,-43.805,-26.766,0,4.325
108/33/6,0,0,30.793,-19.556,0,4.325
108/33/7,0,0,46.478,-29.677,0,4.325
108/33/8,0,0,33.94,-21.699,0,4.325
108/33/9,0,0,31.692,-20.168,0,4.325
108/33/13,0,0,33.47,-24.955,0,4.325
108/33/14,0,0,26.767,-13.239,0,4.325
108/47/6,0,0,-25.031,-7.096,0,4.325
108/47/7,0,0,-37.636,-10.555,0,4.325
108/47/8,0,0,-27.478,-7.725,0,4.325
108/47/9,0,0,-25.73,-7.276,0,4.325
108/47/13,0,0,-21.156,1.675,0,4.325
108/47/14,0,0,-27.858,-15.597,0,4.325
109/45/6,0,0,-26.401,80.309,0,2.775
109/45/7,0,0,-39.233,121.85,0,2.775
109/45/8,0,0,-27.456,86.782,0,2.775
109/45/9,0,0,-26.702,82.159,0,2.775
109/45/13,0,0,-24.905,78.289,0,2.775
109/45/14,0,0,-27.444,79.556,0,2.775
109/46/6,0,0,-79.733,-75.159,0,2.775
109/46/7,0,0,-122.062,-115.003,0,2.775
109/46/8,0,0,-87.712,-82.485,0,2.775
109/46/9,0,0,-82.012,-77.252,0,2.775
109/46/13,0,0,-76.753,-70.699,0,2.775
109/46/14,0,0,-79.292,-76.478,0,2.775
110/39/6,0,0,-19.548,50.183,0,2.45
110/39/7,0,0,-29.761,75.635,0,2.45
110/39/8,0,0,-21.319,54.474,0,2.45
110/39/9,0,0,-20.054,51.409,0,2.45
110/39/13,0,0,-22.603,53.128,0,2.45
110/39/14,0,0,-15.734,45.398,0,2.45
110/46/6,0,0,-44.229,-27.944,0,2.45
110/46/7,0,0,-66.367,-42.122,0,2.45
110/46/8,0,0,-48.101,-30.565,0,2.45
110/46/9,0,0,-45.335,-28.693,0,2.45
110/46/13,0,0,-46.834,-31.933,0,2.45
110/46/14,0,0,-39.964,-22.832,0,2.45
111/44/6,0,0,-3.384,65.451,0,1
111/44/7,0,0,-6.074,99.897,0,1
111/44/8,0,0,-5.073,71.67,0,1
111/44/9,0,0,-3.867,67.228,0,1
111/44/13,0,0,-2.339,64.786,0,1
111/44/14,0,0,-3.705,63.451,0,1
111/45/6,0,0,-14.78,56.572,0,1
111/45/7,0,0,-23.478,85.445,0,1
111/45/8,0,0,-17.76,60.487,0,1
111/45/9,0,0,-15.631,57.691,0,1
111/45/13,0,0,-13.458,57.084,0,1
111/45/14,0,0,-14.824,54.383,0,1
112/38/6,0,0,29.933,-19.789,0,2.45
112/38/7,0,0,45.963,-30.264,0,2.45
112/38/8,0,0,33.131,-21.722,0,2.45
112/38/9,0,0,30.847,-20.342,0,2.45
112/38/13,0,0,29.02,-19.534,0,2.45
112/38/14,0,0,29.476,-19.217,0,2.45
112/45/6,0,0,0.475,17.46,0,2.45
112/45/7,0,0,0.283,26.388,0,2.45
112/45/8,0,0,-0.106,18.733,0,2.45
112/45/9,0,0,0.309,17.824,0,2.45
112/45/13,0,0,0.371,16.471,0,2.45
112/45/14,0,0,0.827,17.904,0,2.45
113/43/6,0,0,48.995,-12.855,0,2.15
113/43/7,0,0,74.839,-19.72,0,2.15
113/43/8,0,0,53.877,-14.095,0,2.15
113/43/9,0,0,50.39,-13.209,0,2.15
113/43/13,0,0,48.23,-12.538,0,2.15
113/43/14,0,0,47.667,-12.641,0,2.15
113/44/6,0,0,22.105,65.699,0,2.15
113/44/7,0,0,33.619,100.249,0,2.15
113/44/8,0,0,23.842,71.901,0,2.15
113/44/9,0,0,22.601,67.471,0,2.15
113/44/13,0,0,22.014,65.027,0,2.15
113/44/14,0,0,21.451,63.713,0,2.15
114/41/6,0,0,72.334,-15.551,0,1.175
114/41/7,0,0,110.919,-23.75,0,1.175
114/41/8,0,0,80.262,-17.167,0,1.175
114/41/9,0,0,74.599,-16.013,0,1.175
114/41/13,0,0,70.66,-14.996,0,1.175
114/41/14,0,0,70.61,-15.414,0,1.175
114/43/6,0,0,59.386,63.064,0,1.175
114/43/7,0,0,91.172,96.936,0,1.175
114/43/8,0,0,65.865,70.102,0,1.175
114/43/9,0,0,61.237,65.075,0,1.175
114/43/13,0,0,58.023,61.795,0,1.175
114/43/14,0,0,57.973,61.318,0,1.175
115/41/6,0,0,-67.387,71.02,0,1.8
115/41/7,0,0,-103.863,109.456,0,1.8
115/41/8,0,0,-75.204,79.24,0,1.8
115/41/9,0,0,-69.621,73.368,0,1.8
115/41/13,0,0,-64.55,69.985,0,1.8
115/41/14,0,0,-66.874,68.532,0,1.8
115/42/6,0,0,-94.562,-77.816,0,1.8
115/42/7,0,0,-146.005,-120.327,0,1.8
115/42/8,0,0,-105.867,-87.28,0,1.8
115/42/9,0,0,-97.792,-80.52,0,1.8
115/42/13,0,0,-90.977,-72.969,0,1.8
115/42/14,0,0,-93.302,-78.607,0,1.8
116/37/6,0,0,-46.718,34.964,0,1.275
116/37/7,0,0,-71.884,53.832,0,1.275
116/37/8,0,0,-52.056,38.985,0,1.275
116/37/9,0,0,-48.243,36.113,0,1.275
116/37/13,0,0,-48.407,33.246,0,1.275
116/37/14,0,0,-42.741,34.958,0,1.275
116/42/6,0,0,-63.061,-35.675,0,1.275
116/42/7,0,0,-97.112,-54.945,0,1.275
116/42/8,0,0,-70.422,-39.85,0,1.275
116/42/9,0,0,-65.164,-36.868,0,1.275
116/42/13,0,0,-64.316,-39.248,0,1.275
116/42/14,0,0,-58.65,-30.312,0,1.275
117/40/6,0,0,66.705,-67.332,0,3.05
117/40/7,0,0,103.458,-104.366,0,3.05
117/40/8,0,0,75.144,-75.728,0,3.05
117/40/9,0,0,69.116,-69.731,0,3.05
117/40/13,0,0,66.084,-68.389,0,3.05
117/40/14,0,0,63.709,-62.677,0,3.05
117/41/6,0,0,4.947,55.035,0,3.05
117/41/7,0,0,7.057,85.004,0,3.05
117/41/8,0,0,5.058,61.693,0,3.05
117/41/9,0,0,4.979,56.937,0,3.05
117/41/13,0,0,6.11,54.373,0,3.05
117/41/14,0,0,3.735,52.842,0,3.05
118/35/6,0,0,-34.338,35.494,0,1.625
118/35/7,0,0,-52.377,54.41,0,1.625
118/35/8,0,0,-37.756,39.285,0,1.625
118/35/9,0,0,-35.315,36.577,0,1.625
118/35/13,0,0,-31.142,34.619,0,1.625
118/35/14,0,0,-36.068,34.745,0,1.625
118/40/6,0,0,-61.509,-42.889,0,1.625
118/40/7,0,0,-94.619,-65.832,0,1.625
118/40/8,0,0,-68.482,-47.62,0,1.625
118/40/9,0,0,-63.501,-44.24,0,1.625
118/40/13,0,0,-57.551,-37.935,0,1.625
118/40/14,0,0,-62.477,-45.814,0,1.625
120/38/6,0,0,3.936,42.473,0,2.775
120/38/7,0,0,6.201,65.422,0,2.775
120/38/8,0,0,4.572,47.368,0,2.775
120/38/9,0,0,4.118,43.871,0,2.775
120/38/13,0,0,4.147,41.243,0,2.775
120/38/14,0,0,3.452,41.604,0,2.775
120/39/6,0,0,-42.37,-16.07,0,2.775
120/39/7,0,0,-65.452,-25.083,0,2.775
120/39/8,0,0,-47.577,-18.317,0,2.775
120/39/9,0,0,-43.858,-16.712,0,2.775
120/39/13,0,0,-40.907,-14.803,0,2.775
120/39/14,0,0,-41.602,-16.373,0,2.775
121/36/6,0,0,302.665,-71.339,0,0.4
121/36/7,0,0,455.306,-107.35,0,0.4
121/36/8,0,0,328.073,-77.33,0,0.4
121/36/9,0,0,309.925,-73.051,0,0.4
121/36/13,0,0,294.527,-69.919,0,0.4
121/36/14,0,0,299.915,-70.193,0,0.4
121/39/6,0,0,300.137,49.173,0,0.4
121/39/7,0,0,451.718,73.978,0,0.4
121/39/8,0,0,325.433,53.315,0,0.4
121/39/9,0,0,307.365,50.356,0,0.4
121/39/13,0,0,292.023,47.344,0,0.4
121/39/14,0,0,297.411,49.226,0,0.4
122/37/6,0,0,49.8,-12.123,0,1.35
122/37/7,0,0,76.531,-18.655,0,1.35
122/37/8,0,0,55.462,-13.508,0,1.35
122/37/9,0,0,51.418,-12.518,0,1.35
122/37/13,0,0,48.707,-12.138,0,1.35
122/37/14,0,0,48.467,-11.514,0,1.35
122/38/6,0,0,33.869,45.953,0,1.35
122/38/7,0,0,52.164,70.758,0,1.35
122/38/8,0,0,37.703,51.224,0,1.35
122/38/9,0,0,34.964,47.459,0,1.35
122/38/13,0,0,33.167,44.674,0,1.35
122/38/14,0,0,32.928,44.974,0,1.35
123/30/6,0,0,34.187,-22.147,0,2
123/30/7,0,0,52.92,-34.383,0,2
123/30/8,0,0,38.526,-25.019,0,2
123/30/9,0,0,35.426,-22.968,0,2
123/30/13,0,0,30.543,-17.173,0,2
123/30/14,0,0,35.97,-25.891,0,2
123/37/6,0,0,3.082,20.31,0,2
123/37/7,0,0,4.647,31.437,0,2
123/37/8,0,0,3.406,22.901,0,2
123/37/9,0,0,3.175,21.05,0,2
123/37/13,0,0,0.3,18.688,0,2
123/37/14,0,0,5.726,20.823,0,2
124/32/6,0,0,-33.887,-0.946,0,1.6
124/32/7,0,0,-51.134,-1.625,0,1.6
124/32/8,0,0,-36.571,-1.393,0,1.6
124/32/9,0,0,-34.654,-1.074,0,1.6
124/32/13,0,0,-40.177,4.578,0,1.6
124/32/14,0,0,-26.447,-6.279,0,1.6
124/36/6,0,0,-49.459,-66.535,0,1.6
124/36/7,0,0,-74.171,-100.138,0,1.6
124/36/8,0,0,-53.431,-72.138,0,1.6
124/36/9,0,0,-50.594,-68.136,0,1.6
124/36/13,0,0,-55.473,-70.89,0,1.6
124/36/14,0,0,-41.743,-59.779,0,1.6
125/34/6,0,0,-25.545,87.187,0,2.35
125/34/7,0,0,-38.44,132.617,0,2.35
125/34/8,0,0,-27.249,95.046,0,2.35
125/34/9,0,0,-26.032,89.432,0,2.35
125/34/13,0,0,-25.504,86.318,0,2.35
125/34/14,0,0,-24.856,84.688,0,2.35
125/35/6,0,0,-59.704,-16.482,0,2.35
125/35/7,0,0,-91.079,-25.138,0,2.35
125/35/8,0,0,-65.579,-18.067,0,2.35
125/35/9,0,0,-61.383,-16.935,0,2.35
125/35/13,0,0,-58.77,-16.089,0,2.35
125/35/14,0,0,-58.121,-16.196,0,2.35
126/28/6,0,0,48.071,-30.904,0,1.65
126/28/7,0,0,73.825,-47.552,0,1.65
126/28/8,0,0,53.385,-34.353,0,1.65
126/28/9,0,0,49.589,-31.89,0,1.65
126/28/13,0,0,49.719,-34.512,0,1.65
126/28/14,0,0,44.145,-25.819,0,1.65
126/35/6,0,0,25.366,33.088,0,1.65
126/35/7,0,0,38.702,50.701,0,1.65
126/35/8,0,0,27.822,36.573,0,1.65
126/35/9,0,0,26.068,34.084,0,1.65
126/35/13,0,0,27.627,32.593,0,1.65
126/35/14,0,0,22.053,32.088,0,1.65
127/33/6,0,0,74.247,-57.733,0,2.675
127/33/7,0,0,113.486,-88.228,0,2.675
127/33/8,0,0,81.717,-63.35,0,2.675
127/33/9,0,0,76.381,-59.338,0,2.675
127/33/13,0,0,73.359,-57.474,0,2.675
127/33/14,0,0,71.935,-55.584,0,2.675
127/34/6,0,0,32.957,90.228,0,2.675
127/34/7,0,0,49.739,137.361,0,2.675
127/34/8,0,0,35.31,98.451,0,2.675
127/34/9,0,0,33.63,92.578,0,2.675
127/34/13,0,0,33.166,89.426,0,2.675
127/34/14,0,0,31.741,87.506,0,2.675
128/26/6,0,0,8.862,-17.354,0,1.65
128/26/7,0,0,13.033,-26.319,0,1.65
128/26/8,0,0,9.429,-19.121,0,1.65
128/26/9,0,0,9.024,-17.859,0,1.65
128/26/13,0,0,15.573,-22.452,0,1.65
128/26/14,0,0,1.909,-11.5,0,1.65
128/33/6,0,0,-4.756,-13.967,0,1.65
