Bar/Node/Case,FX (kN),FY (kN),FZ (kN),MY (kNm),MZ (kNm),Length (m)
194/159/8,0,0,11.767,-18.858,0,1.65
194/159/9,0,0,11.165,-18.624,0,1.65
194/159/13,0,0,11.163,-18.774,0,1.65
194/159/14,0,0,10.324,-18.146,0,1.65
194/166/6,0,0,-2.286,-11.404,0,1.65
194/166/7,0,0,-2.716,-16.236,0,1.65
194/166/8,0,0,-1.444,-10.342,0,1.65
194/166/9,0,0,-2.045,-11.1,0,1.65
194/166/13,0,0,-2.047,-11.253,0,1.65
194/166/14,0,0,-2.886,-12.01,0,1.65
196/164/6,0,0,11.464,26.618,0,2.775
196/164/7,0,0,17.033,39.971,0,2.775
196/164/8,0,0,11.498,26.621,0,2.775
196/164/9,0,0,11.473,26.619,0,2.775
196/164/13,0,0,11.298,26.775,0,2.775
196/164/14,0,0,11.614,26.46,0,2.775
196/165/6,0,0,-32.563,-8.177,0,2.775
196/165/7,0,0,-48.703,-12.398,0,2.775
196/165/8,0,0,-32.528,-8.079,0,2.775
196/165/9,0,0,-32.553,-8.149,0,2.775
196/165/13,0,0,-32.728,-8.478,0,2.775
196/165/14,0,0,-32.412,-7.918,0,2.775
197/158/6,0,0,18.414,0.749,0,3.725
197/158/7,0,0,26.885,1.174,0,3.725
197/158/8,0,0,18.533,0.51,0,3.725
197/158/9,0,0,18.448,0.681,0,3.725
197/158/13,0,0,17.782,2.125,0,3.725
197/158/14,0,0,18.996,-0.524,0,3.725
197/165/6,0,0,-25.916,-13.222,0,3.725
197/165/7,0,0,-37.826,-19.203,0,3.725
197/165/8,0,0,-25.797,-13.02,0,3.725
197/165/9,0,0,-25.882,-13.164,0,3.725
197/165/13,0,0,-26.549,-14.203,0,3.725
197/165/14,0,0,-25.334,-12.328,0,3.725
199/163/6,0,0,60.264,-40.854,0,1.35
199/163/7,0,0,90.138,-61.033,0,1.35
199/163/8,0,0,60.252,-40.826,0,1.35
199/163/9,0,0,60.26,-40.846,0,1.35
199/163/13,0,0,60.192,-40.609,0,1.35
199/163/14,0,0,60.341,-41.111,0,1.35
199/164/6,0,0,41.243,27.457,0,1.35
199/164/7,0,0,61.819,41.222,0,1.35
199/164/8,0,0,41.231,27.468,0,1.35
199/164/9,0,0,41.24,27.46,0,1.35
199/164/13,0,0,41.172,27.605,0,1.35
199/164/14,0,0,41.32,27.303,0,1.35
200/157/6,0,0,34.724,-21.086,0,3.725
200/157/7,0,0,52.362,-31.985,0,3.725
200/157/8,0,0,34.77,-21.255,0,3.725
200/157/9,0,0,34.737,-21.134,0,3.725
200/157/13,0,0,34.631,-20.826,0,3.725
200/157/14,0,0,34.798,-21.274,0,3.725
200/164/6,0,0,-29.78,-11.877,0,3.725
200/164/7,0,0,-44.786,-17.874,0,3.725
200/164/8,0,0,-29.733,-11.874,0,3.725
200/164/9,0,0,-29.766,-11.876,0,3.725
200/164/13,0,0,-29.873,-11.965,0,3.725
200/164/14,0,0,-29.706,-11.79,0,3.725
201/162/6,0,0,25.368,-14.348,0,2.5
201/162/7,0,0,38.502,-21.924,0,2.5
201/162/8,0,0,26.137,-15.351,0,2.5
201/162/9,0,0,25.588,-14.635,0,2.5
201/162/13,0,0,24.851,-13.709,0,2.5
201/162/14,0,0,25.555,-14.557,0,2.5
201/163/6,0,0,-28.002,-17.47,0,2.5
201/163/7,0,0,-41.863,-25.865,0,2.5
201/163/8,0,0,-27.233,-16.552,0,2.5
201/163/9,0,0,-27.782,-17.208,0,2.5
201/163/13,0,0,-28.518,-18.123,0,2.5
201/163/14,0,0,-27.814,-17.211,0,2.5
204/161/6,0,0,31.433,-26.329,0,2.35
204/161/7,0,0,47.03,-39.229,0,2.35
204/161/8,0,0,30.838,-25.684,0,2.35
204/161/9,0,0,31.263,-26.145,0,2.35
204/161/13,0,0,31.226,-26.062,0,2.35
204/161/14,0,0,31.896,-26.872,0,2.35
204/162/6,0,0,-17.1,-9.291,0,2.35
204/162/7,0,0,-26.019,-14.241,0,2.35
204/162/8,0,0,-17.696,-10.046,0,2.35
204/162/9,0,0,-17.27,-9.507,0,2.35
204/162/13,0,0,-17.308,-9.512,0,2.35
204/162/14,0,0,-16.637,-8.747,0,2.35
205/156/6,0,0,27.816,-10.233,0,3.725
205/156/7,0,0,41.964,-15.656,0,3.725
205/156/8,0,0,27.694,-10.204,0,3.725
205/156/9,0,0,27.781,-10.225,0,3.725
205/156/13,0,0,27.833,-10.226,0,3.725
205/156/14,0,0,27.851,-10.253,0,3.725
205/162/6,0,0,-38.604,-30.327,0,3.725
205/162/7,0,0,-58.109,-45.725,0,3.725
205/162/8,0,0,-38.726,-30.749,0,3.725
205/162/9,0,0,-38.639,-30.448,0,3.725
205/162/13,0,0,-38.587,-30.256,0,3.725
205/162/14,0,0,-38.569,-30.217,0,3.725
207/160/6,0,0,-52.804,29.828,0,1.35
207/160/7,0,0,-79.243,44.851,0,1.35
207/160/8,0,0,-52.974,30.152,0,1.35
207/160/9,0,0,-52.852,29.921,0,1.35
207/160/13,0,0,-52.847,29.596,0,1.35
207/160/14,0,0,-52.687,29.922,0,1.35
207/161/6,0,0,-71.174,-53.356,0,1.35
207/161/7,0,0,-106.569,-79.808,0,1.35
207/161/8,0,0,-71.344,-53.262,0,1.35
207/161/9,0,0,-71.222,-53.329,0,1.35
207/161/13,0,0,-71.217,-53.647,0,1.35
207/161/14,0,0,-71.057,-53.104,0,1.35
209/159/6,0,0,41.86,-18.477,0,3.675
209/159/7,0,0,62.626,-27.751,0,3.675
209/159/8,0,0,41.829,-18.054,0,3.675
209/159/9,0,0,41.851,-18.356,0,3.675
209/159/13,0,0,41.722,-18.204,0,3.675
209/159/14,0,0,42.011,-18.932,0,3.675
209/160/6,0,0,-20.743,28.591,0,3.675
209/160/7,0,0,-30.99,42.996,0,3.675
209/160/8,0,0,-20.774,28.901,0,3.675
209/160/9,0,0,-20.752,28.68,0,3.675
209/160/13,0,0,-20.881,28.356,0,3.675
209/160/14,0,0,-20.591,28.693,0,3.675
210/155/6,0,0,34.354,-18.321,0,3.725
210/155/7,0,0,51.813,-27.822,0,3.725
210/155/8,0,0,34.214,-18.13,0,3.725
210/155/9,0,0,34.314,-18.267,0,3.725
210/155/13,0,0,34.448,-18.545,0,3.725
210/155/14,0,0,34.319,-18.18,0,3.725
210/160/6,0,0,-32.061,-14.051,0,3.725
210/160/7,0,0,-48.253,-21.192,0,3.725
210/160/8,0,0,-32.201,-14.38,0,3.725
210/160/9,0,0,-32.101,-14.145,0,3.725
210/160/13,0,0,-31.966,-13.922,0,3.725
210/160/14,0,0,-32.096,-14.039,0,3.725
211/154/6,0,0,19.518,-2.442,0,3.725
211/154/7,0,0,28.605,-3.74,0,3.725
211/154/8,0,0,19.638,-2.953,0,3.725
211/154/9,0,0,19.552,-2.588,0,3.725
211/154/13,0,0,20.202,-3.734,0,3.725
211/154/14,0,0,18.781,-0.931,0,3.725
211/159/6,0,0,-26.725,-15.866,0,3.725
211/159/7,0,0,-39.025,-23.149,0,3.725
211/159/8,0,0,-26.605,-15.928,0,3.725
211/159/9,0,0,-26.691,-15.884,0,3.725
211/159/13,0,0,-26.041,-14.609,0,3.725
211/159/14,0,0,-27.462,-17.098,0,3.725
213/157/6,0,0,15.252,-4.396,0,2.775
213/157/7,0,0,21.804,-5.745,0,2.775
213/157/8,0,0,14.732,-3.412,0,2.775
213/157/9,0,0,15.103,-4.115,0,2.775
213/157/13,0,0,14.962,-4.335,0,2.775
213/157/14,0,0,15.764,-4.878,0,2.775
213/158/6,0,0,-13.6,-2.104,0,2.775
213/158/7,0,0,-20.033,-3.286,0,2.775
213/158/8,0,0,-14.12,-2.563,0,2.775
213/158/9,0,0,-13.748,-2.235,0,2.775
213/158/13,0,0,-13.889,-2.845,0,2.775
213/158/14,0,0,-13.088,-1.165,0,2.775
215/156/6,0,0,32.114,-36.776,0,3.85
215/156/7,0,0,47.445,-54.993,0,3.85
215/156/8,0,0,32.771,-38.498,0,3.85
215/156/9,0,0,32.301,-37.268,0,3.85
215/156/13,0,0,31.579,-35.797,0,3.85
215/156/14,0,0,32.366,-37.018,0,3.85
215/157/6,0,0,-16.676,-7.059,0,3.85
215/157/7,0,0,-23.973,-9.81,0,3.85
215/157/8,0,0,-16.019,-6.251,0,3.85
215/157/9,0,0,-16.488,-6.828,0,3.85
215/157/13,0,0,-17.21,-8.137,0,3.85
215/157/14,0,0,-16.423,-6.327,0,3.85
217/155/6,0,0,5.089,23.024,0,3.7
217/155/7,0,0,6.452,35.801,0,3.7
217/155/8,0,0,3.418,26.887,0,3.7
217/155/9,0,0,4.612,24.128,0,3.7
217/155/13,0,0,5.013,23.102,0,3.7
217/155/14,0,0,5.882,21.29,0,3.7
217/156/6,0,0,-40.652,-42.768,0,3.7
217/156/7,0,0,-60.432,-64.061,0,3.7
217/156/8,0,0,-42.324,-45.088,0,3.7
217/156/9,0,0,-41.13,-43.431,0,3.7
217/156/13,0,0,-40.729,-42.972,0,3.7
217/156/14,0,0,-39.859,-41.568,0,3.7
219/154/6,0,0,34.336,-17.901,0,3.675
219/154/7,0,0,51.083,-27.11,0,3.675
219/154/8,0,0,35.879,-19.569,0,3.675
219/154/9,0,0,34.777,-18.378,0,3.675
219/154/13,0,0,33.69,-16.701,0,3.675
219/154/14,0,0,34.321,-18.387,0,3.675
219/155/6,0,0,-10.901,25.161,0,3.675
219/155/7,0,0,-15.051,39.099,0,3.675
219/155/8,0,0,-9.358,29.162,0,3.675
219/155/9,0,0,-10.46,26.304,0,3.675
219/155/13,0,0,-11.547,23.987,0,3.675
219/155/14,0,0,-10.916,24.62,0,3.675
222/152/6,0,0,-24.308,109.829,0,3.775
222/152/7,0,0,-36.778,165.873,0,3.775
222/152/8,0,0,-25.934,118.791,0,3.775
222/152/9,0,0,-24.772,112.39,0,3.775
222/152/13,0,0,-22.896,106.582,0,3.775
222/152/14,0,0,-25.022,109.235,0,3.775
222/153/6,0,0,-73.573,-74.921,0,3.775
222/153/7,0,0,-111.055,-113.162,0,3.775
222/153/8,0,0,-80.165,-81.472,0,3.775
222/153/9,0,0,-75.457,-76.793,0,3.775
222/153/13,0,0,-71.098,-70.831,0,3.775
222/153/14,0,0,-73.223,-76.203,0,3.775
223/145/6,0,0,18.123,-0.443,0,3.525
223/145/7,0,0,27.169,-0.448,0,3.525
223/145/8,0,0,20.045,-0.697,0,3.525
223/145/9,0,0,18.672,-0.516,0,3.525
223/145/13,0,0,16.16,1.808,0,3.525
223/145/14,0,0,19.262,-2.586,0,3.525
223/153/6,0,0,-26.008,-14.341,0,3.525
223/153/7,0,0,-39.21,-21.669,0,3.525
223/153/8,0,0,-28.435,-15.485,0,3.525
223/153/9,0,0,-26.701,-14.668,0,3.525
223/153/13,0,0,-27.039,-17.366,0,3.525
223/153/14,0,0,-23.937,-10.827,0,3.525
225/151/6,0,0,35.907,55.767,0,2.15
225/151/7,0,0,53.581,85.023,0,2.15
225/151/8,0,0,38.236,61.684,0,2.15
225/151/9,0,0,36.573,57.457,0,2.15
225/151/13,0,0,36.907,54.088,0,2.15
225/151/14,0,0,33.909,54.908,0,2.15
225/152/6,0,0,15.716,111.261,0,2.15
225/152/7,0,0,23.792,168.2,0,2.15
225/152/8,0,0,16.427,120.448,0,2.15
225/152/9,0,0,15.919,113.886,0,2.15
225/152/13,0,0,17.063,112.106,0,2.15
225/152/14,0,0,14.064,106.479,0,2.15
226/143/6,0,0,24.876,-4.992,0,3.525
226/143/7,0,0,38.718,-7.771,0,3.525
226/143/8,0,0,28.266,-5.812,0,3.525
226/143/9,0,0,25.844,-5.226,0,3.525
226/143/13,0,0,23.864,-4.429,0,3.525
226/143/14,0,0,24.434,-5.205,0,3.525
226/152/6,0,0,-34.41,-21.797,0,3.525
226/152/7,0,0,-53.888,-34.509,0,3.525
226/152/8,0,0,-39.055,-24.827,0,3.525
226/152/9,0,0,-35.737,-22.663,0,3.525
226/152/13,0,0,-33.699,-21.763,0,3.525
226/152/14,0,0,-33.13,-20.531,0,3.525
228/150/6,0,0,101.866,-112.729,0,1.825
228/150/7,0,0,154.253,-170.815,0,1.825
228/150/8,0,0,111.501,-122.996,0,1.825
228/150/9,0,0,104.619,-115.662,0,1.825
228/150/13,0,0,101.488,-114.014,0,1.825
228/150/14,0,0,98.116,-107.043,0,1.825
228/151/6,0,0,86.077,58.769,0,1.825
228/151/7,0,0,131.114,89.583,0,1.825
228/151/8,0,0,94.546,65.022,0,1.825
228/151/9,0,0,88.496,60.556,0,1.825
228/151/13,0,0,85.948,57.02,0,1.825
228/151/14,0,0,82.576,57.838,0,1.825
229/142/6,0,0,11.287,56.904,0,3.525
229/142/7,0,0,17.679,87.582,0,3.525
229/142/8,0,0,12.975,63.343,0,3.525
229/142/9,0,0,11.769,58.744,0,3.525
229/142/13,0,0,10.739,55.828,0,3.525
229/142/14,0,0,11.112,55.221,0,3.525
229/151/6,0,0,-50.17,-20.453,0,3.525
229/151/7,0,0,-77.533,-31.951,0,3.525
229/151/8,0,0,-56.31,-23.219,0,3.525
229/151/9,0,0,-51.924,-21.244,0,3.525
229/151/13,0,0,-49.041,-20.215,0,3.525
229/151/14,0,0,-48.667,-19.506,0,3.525
230/149/6,0,0,20.149,-5.798,0,2
230/149/7,0,0,30.673,-8.94,0,2
230/149/8,0,0,22.523,-6.621,0,2
230/149/9,0,0,20.827,-6.033,0,2
230/149/13,0,0,20.814,-6.859,0,2
230/149/14,0,0,18.466,-4.385,0,2
230/150/6,0,0,-1.67,10.075,0,2
230/150/7,0,0,-1.868,15.721,0,2
230/150/8,0,0,-1.268,11.628,0,2
230/150/9,0,0,-1.555,10.519,0,2
230/150/13,0,0,-0.582,10.853,0,2
230/150/14,0,0,-2.93,8.631,0,2
232/148/6,0,0,-44.04,8.696,0,1.225
232/148/7,0,0,-66.813,13.382,0,1.225
232/148/8,0,0,-48.287,9.815,0,1.225
232/148/9,0,0,-45.254,9.016,0,1.225
232/148/13,0,0,-41.344,9.278,0,1.225
232/148/14,0,0,-44.917,7.635,0,1.225
232/149/6,0,0,-56.381,-51.418,0,1.225
232/149/7,0,0,-85.116,-77.457,0,1.225
232/149/8,0,0,-61.677,-55.93,0,1.225
232/149/9,0,0,-57.894,-52.707,0,1.225
232/149/13,0,0,-53.459,-47.441,0,1.225
232/149/14,0,0,-57.032,-53.461,0,1.225
234/147/6,0,0,-11.388,60.37,0,2.35
234/147/7,0,0,-17.345,90.926,0,2.35
234/147/8,0,0,-12.141,65.255,0,2.35
234/147/9,0,0,-11.603,61.765,0,2.35
234/147/13,0,0,-9.626,56.465,0,2.35
234/147/14,0,0,-12.827,62.18,0,2.35
234/148/6,0,0,-34.526,6.42,0,2.35
234/148/7,0,0,-51.606,9.909,0,2.35
234/148/8,0,0,-37.212,7.265,0,2.35
234/148/9,0,0,-35.294,6.662,0,2.35
234/148/13,0,0,-32.35,7.144,0,2.35
234/148/14,0,0,-35.552,5.335,0,2.35
235/139/6,0,0,35.059,-25.355,0,2.7
235/139/7,0,0,54.393,-38.925,0,2.7
235/139/8,0,0,39.525,-28.274,0,2.7
235/139/9,0,0,36.335,-26.189,0,2.7
235/139/13,0,0,34.287,-25.099,0,2.7
235/139/14,0,0,33.916,-24.361,0,2.7
235/148/6,0,0,-9.514,2.622,0,2.7
235/148/7,0,0,-15.208,3.623,0,2.7
235/148/8,0,0,-11.074,2.625,0,2.7
235/148/9,0,0,-9.96,2.623,0,2.7
235/148/13,0,0,-8.994,2.755,0,2.7
235/148/14,0,0,-9.366,2.488,0,2.7
236/146/6,0,0,60.312,-47.476,0,2.675
236/146/7,0,0,90.755,-71.677,0,2.675
236/146/8,0,0,65.449,-51.535,0,2.675
236/146/9,0,0,61.779,-48.636,0,2.675
236/146/13,0,0,59.729,-48.058,0,2.675
236/146/14,0,0,58.692,-45.155,0,2.675
236/147/6,0,0,31.995,75.984,0,2.675
236/147/7,0,0,48.61,114.724,0,2.675
236/147/8,0,0,34.627,82.317,0,2.675
236/147/9,0,0,32.747,77.794,0,2.675
236/147/13,0,0,31.95,74.562,0,2.675
236/147/14,0,0,30.913,74.692,0,2.675
237/134/6,0,0,38.805,-18.763,0,4.325
237/134/7,0,0,60.132,-28.867,0,4.325
237/134/8,0,0,43.807,-20.942,0,4.325
237/134/9,0,0,40.234,-19.385,0,4.325
237/134/13,0,0,38.382,-19.712,0,4.325
237/134/14,0,0,37.084,-16.88,0,4.325
237/147/6,0,0,-44.213,-30.458,0,4.325
237/147/7,0,0,-68.799,-47.608,0,4.325
237/147/8,0,0,-49.987,-34.305,0,4.325
237/147/9,0,0,-45.863,-31.557,0,4.325
237/147/13,0,0,-42.327,-28.243,0,4.325
237/147/14,0,0,-43.625,-31.024,0,4.325
239/133/6,0,0,28.725,-15.381,0,4.325
239/133/7,0,0,43.324,-23.283,0,4.325
239/133/8,0,0,31.713,-17.124,0,4.325
239/133/9,0,0,29.579,-15.879,0,4.325
239/133/13,0,0,29.507,-17.657,0,4.325
239/133/14,0,0,26.663,-12.358,0,4.325
239/146/6,0,0,-27.099,-11.864,0,4.325
239/146/7,0,0,-40.789,-17.801,0,4.325
239/146/8,0,0,-29.705,-12.781,0,4.325
239/146/9,0,0,-27.843,-12.126,0,4.325
239/146/13,0,0,-25.118,-8.165,0,4.325
239/146/14,0,0,-27.963,-15.17,0,4.325
241/144/6,0,0,-23.907,74.205,0,2.775
241/144/7,0,0,-35.529,112.683,0,2.775
241/144/8,0,0,-24.564,79.782,0,2.775
241/144/9,0,0,-24.094,75.799,0,2.775
241/144/13,0,0,-23.611,73.103,0,2.775
241/144/14,0,0,-23.92,72.917,0,2.775
241/145/6,0,0,-77.238,-74.341,0,2.775
241/145/7,0,0,-118.358,-113.891,0,2.775
241/145/8,0,0,-84.819,-81.458,0,2.775
241/145/9,0,0,-79.404,-76.375,0,2.775
241/145/13,0,0,-75.459,-72.295,0,2.775
241/145/14,0,0,-75.768,-73.338,0,2.775
242/138/6,0,0,13.874,-6.802,0,2.45
242/138/7,0,0,20.667,-10.187,0,2.45
242/138/8,0,0,14.904,-7.221,0,2.45
242/138/9,0,0,14.168,-6.922,0,2.45
242/138/13,0,0,11.85,-4.532,0,2.45
242/138/14,0,0,15.457,-8.892,0,2.45
242/145/6,0,0,-10.807,-3.044,0,2.45
242/145/7,0,0,-15.938,-4.394,0,2.45
242/145/8,0,0,-11.878,-3.515,0,2.45
242/145/9,0,0,-11.113,-3.179,0,2.45
242/145/13,0,0,-12.381,-5.183,0,2.45
242/145/14,0,0,-8.773,-0.704,0,2.45
244/143/6,0,0,-9.421,53.387,0,1
244/143/7,0,0,-15.25,81.504,0,1
244/143/8,0,0,-11.808,58.305,0,1
244/143/9,0,0,-10.103,54.792,0,1
244/143/13,0,0,-8.204,53.129,0,1
244/143/14,0,0,-9.616,51.539,0,1
244/144/6,0,0,-20.817,38.472,0,1
244/144/7,0,0,-32.654,57.876,0,1
244/144/8,0,0,-24.495,40.388,0,1
244/144/9,0,0,-21.867,39.019,0,1
244/144/13,0,0,-19.322,39.562,0,1
244/144/14,0,0,-20.735,36.56,0,1
245/137/6,0,0,30.977,-19.119,0,2.45
245/137/7,0,0,47.545,-29.218,0,2.45
245/137/8,0,0,34.234,-20.936,0,2.45
245/137/9,0,0,31.908,-19.638,0,2.45
245/137/13,0,0,30.169,-18.829,0,2.45
245/137/14,0,0,30.389,-18.63,0,2.45
245/144/6,0,0,1.518,20.688,0,2.45
245/144/7,0,0,1.865,31.309,0,2.45
245/144/8,0,0,0.997,22.222,0,2.45
245/144/9,0,0,1.369,21.126,0,2.45
245/144/13,0,0,1.52,19.99,0,2.45
245/144/14,0,0,1.74,20.729,0,2.45
247/142/6,0,0,42.345,-10.657,0,2.15
247/142/7,0,0,64.689,-16.347,0,2.15
247/142/8,0,0,46.494,-11.635,0,2.15
247/142/9,0,0,43.53,-10.936,0,2.15
247/142/13,0,0,41.877,-10.532,0,2.15
247/142/14,0,0,41.034,-10.362,0,2.15
247/143/6,0,0,15.454,53.599,0,2.15
247/143/7,0,0,23.468,81.798,0,2.15
247/143/8,0,0,16.459,58.488,0,2.15
247/143/9,0,0,15.741,54.996,0,2.15
247/143/13,0,0,15.661,53.373,0,2.15
247/143/14,0,0,14.818,51.731,0,2.15
248/140/6,0,0,66.579,-13.823,0,1.175
248/140/7,0,0,102.115,-21.101,0,1.175
248/140/8,0,0,73.866,-15.258,0,1.175
248/140/9,0,0,68.661,-14.233,0,1.175
248/140/13,0,0,65.252,-13.49,0,1.175
248/140/14,0,0,64.783,-13.54,0,1.175
248/142/6,0,0,53.631,58.031,0,1.175
248/142/7,0,0,82.368,89.239,0,1.175
248/142/8,0,0,59.468,64.496,0,1.175
248/142/9,0,0,55.299,59.878,0,1.175
248/142/13,0,0,52.615,56.947,0,1.175
248/142/14,0,0,52.146,56.345,0,1.175
249/140/6,0,0,-62.818,63.884,0,1.8
249/140/7,0,0,-96.878,98.634,0,1.8
249/140/8,0,0,-70.134,71.622,0,1.8
249/140/9,0,0,-64.908,66.095,0,1.8
249/140/13,0,0,-61.07,62.626,0,1.8
249/140/14,0,0,-61.431,61.825,0,1.8
249/141/6,0,0,-89.993,-76.727,0,1.8
249/141/7,0,0,-139.021,-118.577,0,1.8
249/141/8,0,0,-100.797,-85.772,0,1.8
249/141/9,0,0,-93.08,-79.311,0,1.8
249/141/13,0,0,-87.497,-74.064,0,1.8
249/141/14,0,0,-87.858,-75.515,0,1.8
250/136/6,0,0,-45.419,32.37,0,1.275
250/136/7,0,0,-69.853,49.93,0,1.275
250/136/8,0,0,-50.571,36.29,0,1.275
250/136/9,0,0,-46.891,33.49,0,1.275
250/136/13,0,0,-45.29,31.241,0,1.275
250/136/14,0,0,-43.341,31.82,0,1.275
250/141/6,0,0,-61.762,-36.613,0,1.275
250/141/7,0,0,-95.082,-56.258,0,1.275
250/141/8,0,0,-68.938,-40.653,0,1.275
250/141/9,0,0,-63.812,-37.767,0,1.275
250/141/13,0,0,-61.199,-37.279,0,1.275
250/141/14,0,0,-59.25,-34.215,0,1.275
252/139/6,0,0,65.519,-68.526,0,3.05
252/139/7,0,0,101.637,-106.089,0,3.05
252/139/8,0,0,73.818,-76.727,0,3.05
252/139/9,0,0,67.89,-70.869,0,3.05
252/139/13,0,0,64.156,-67.721,0,3.05
252/139/14,0,0,63.325,-65.817,0,3.05
252/140/6,0,0,3.761,50.224,0,3.05
252/140/7,0,0,5.236,77.728,0,3.05
252/140/8,0,0,3.732,56.65,0,3.05
252/140/9,0,0,3.753,52.06,0,3.05
252/140/13,0,0,4.183,49.162,0,3.05
252/140/14,0,0,3.352,48.533,0,3.05
253/135/6,0,0,-27.655,29.514,0,1.625
253/135/7,0,0,-42.158,45.302,0,1.625
253/135/8,0,0,-30.408,32.74,0,1.625
253/135/9,0,0,-28.442,30.436,0,1.625
253/135/13,0,0,-26.33,28.874,0,1.625
253/135/14,0,0,-27.8,28.771,0,1.625
253/139/6,0,0,-54.826,-38.01,0,1.625
253/139/7,0,0,-84.4,-58.334,0,1.625
253/139/8,0,0,-61.134,-42.223,0,1.625
253/139/9,0,0,-56.628,-39.214,0,1.625
253/139/13,0,0,-52.739,-35.861,0,1.625
253/139/14,0,0,-54.209,-38.352,0,1.625
255/137/6,0,0,1.11,42.501,0,2.775
255/137/7,0,0,1.885,65.448,0,2.775
255/137/8,0,0,1.542,47.357,0,2.775
255/137/9,0,0,1.234,43.888,0,2.775
255/137/13,0,0,1.145,41.376,0,2.775
255/137/14,0,0,0.89,41.544,0,2.775
255/138/6,0,0,-45.196,-23.882,0,2.775
255/138/7,0,0,-69.769,-37.036,0,2.775
255/138/8,0,0,-50.607,-26.737,0,2.775
255/138/9,0,0,-46.742,-24.698,0,2.775
255/138/13,0,0,-43.909,-23.001,0,2.775
255/138/14,0,0,-44.164,-23.54,0,2.775
256/132/6,0,0,7.439,-9.256,0,2
256/132/7,0,0,11.003,-14.145,0,2
256/132/8,0,0,8.399,-10.656,0,2
256/132/9,0,0,7.714,-9.656,0,2
256/132/13,0,0,5.13,-6.923,0,2
256/132/14,0,0,9.338,-10.99,0,2
256/138/6,0,0,-10.661,-12.478,0,2
256/138/7,0,0,-15.622,-18.764,0,2
256/138/8,0,0,-11.101,-13.357,0,2
256/138/9,0,0,-10.786,-12.729,0,2
256/138/13,0,0,-12.67,-14.464,0,2
256/138/14,0,0,-8.462,-10.114,0,2
258/136/6,0,0,48.019,-10.395,0,1.35
258/136/7,0,0,73.796,-16.017,0,1.35
258/136/8,0,0,53.535,-11.69,0,1.35
258/136/9,0,0,49.595,-10.765,0,1.35
258/136/13,0,0,46.854,-10.191,0,1.35
258/136/14,0,0,46.819,-10.045,0,1.35
258/137/6,0,0,32.087,45.275,0,1.35
258/137/7,0,0,49.429,69.703,0,1.35
258/137/8,0,0,35.776,50.441,0,1.35
258/137/9,0,0,33.141,46.751,0,1.35
258/137/13,0,0,31.314,44.119,0,1.35
258/137/14,0,0,31.28,44.218,0,1.35
259/130/6,0,0,33.703,-22.512,0,2
259/130/7,0,0,52.216,-34.957,0,2
259/130/8,0,0,38.084,-25.428,0,2
259/130/9,0,0,34.955,-23.345,0,2
259/130/13,0,0,31.807,-20.369,0,2
259/130/14,0,0,33.722,-23.406,0,2
259/136/6,0,0,2.599,18.979,0,2
259/136/7,0,0,3.943,29.455,0,2
259/136/8,0,0,2.964,21.608,0,2
259/136/9,0,0,2.703,19.73,0,2
259/136/13,0,0,1.564,18.02,0,2
259/136/14,0,0,3.478,18.812,0,2
260/134/6,0,0,-13.931,64.245,0,2.35
260/134/7,0,0,-20.741,97.655,0,2.35
260/134/8,0,0,-14.501,69.812,0,2.35
260/134/9,0,0,-14.094,65.835,0,2.35
260/134/13,0,0,-14.138,63.755,0,2.35
260/134/14,0,0,-13.48,62.348,0,2.35
260/135/6,0,0,-48.091,-12.133,0,2.35
260/135/7,0,0,-73.381,-18.508,0,2.35
260/135/8,0,0,-52.831,-13.343,0,2.35
260/135/9,0,0,-49.445,-12.479,0,2.35
260/135/13,0,0,-47.404,-11.943,0,2.35
260/135/14,0,0,-46.746,-11.804,0,2.35
261/128/6,0,0,43.14,-27.922,0,1.65
261/128/7,0,0,66.345,-43.053,0,1.65
261/128/8,0,0,47.986,-31.096,0,1.65
261/128/9,0,0,44.525,-28.829,0,1.65
261/128/13,0,0,43.165,-28.758,0,1.65
261/128/14,0,0,41.038,-25.725,0,1.65
261/135/6,0,0,20.436,27.935,0,1.65
261/135/7,0,0,31.223,42.859,0,1.65
261/135/8,0,0,22.423,30.921,0,1.65
261/135/9,0,0,21.003,28.788,0,1.65
261/135/13,0,0,21.073,27.533,0,1.65
261/135/14,0,0,18.946,27.056,0,1.65
262/133/6,0,0,65.39,-54.112,0,2.675
262/133/7,0,0,100.092,-82.814,0,2.675
262/133/8,0,0,71.923,-59.207,0,2.675
262/133/9,0,0,67.257,-55.568,0,2.675
262/133/13,0,0,64.562,-53.667,0,2.675
262/133/14,0,0,63.419,-52.373,0,2.675
262/134/6,0,0,24.101,70.157,0,2.675
262/134/7,0,0,36.345,106.947,0,2.675
262/134/8,0,0,25.516,76.396,0,2.675
262/134/9,0,0,24.505,71.94,0,2.675
262/134/13,0,0,24.369,69.701,0,2.675
262/134/14,0,0,23.226,67.939,0,2.675
264/126/6,0,0,13.282,-17.934,0,1.65
264/126/7,0,0,19.721,-27.143,0,1.65
264/126/8,0,0,14.348,-19.932,0,1.65
264/126/9,0,0,13.587,-18.505,0,1.65
264/126/13,0,0,15.307,-19.292,0,1.65
264/126/14,0,0,10.8,-15.72,0,1.65
264/133/6,0,0,-0.337,-7.255,0,1.65
264/133/7,0,0,-0.155,-11.001,0,1.65
264/133/8,0,0,-0.223,-8.279,0,1.65
