1,x+y+z+rx+ry+rz
2,x+y+z+rx+ry+rz
3,x+y+z+rx+ry+rz
4,x+y+z+rx+ry+rz
5,x+y+z+rx+ry+rz
6,x+y+z+rx+ry+rz
7,x+y+z+rx+ry+rz
8,x+y+z+rx+ry+rz
9,x+y+z+rx+ry+rz
10,x+y+z+rx+ry+rz
11,x+y+z+rx+ry+rz
12,x+y+z+rx+ry+rz
13,x+y+z+rx+ry+rz
14,x+y+z+rx+ry+rz
15,x+y+z+rx+ry+rz
16,x+y+z+rx+ry+rz
