1,Column11,1   17   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
2,Column17,2   18   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
3,Column17,3   19   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
4,Column11,4   20   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
5,Column17,5   21   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
6,Column22,6   22   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
7,Column22,7   23   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
8,Column17,8   24   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
9,Column17,9   25   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
10,Column22,10   26   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
11,Column22,11   27   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
12,Column17,12   28   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
13,Column11,13   29   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
14,Column17,14   30   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
15,Column17,15   31   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
16,Column11,16   32   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
17,Column11,17   33   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
18,Column16,18   34   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
19,Column16,19   35   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
20,Column11,20   36   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
21,Column16,21   37   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
