Column1,Column1,5,150,None,0.00
Column2,Column2,5,150,None,0.00
Column3,Column3,5,150,None,0.00
Column4,Column4,5,150,None,0.00
Column5,Column5,5,150,None,0.00
Column6,Column6,5,150,None,0.00
Column7,Column7,5,150,None,0.00
Column8,Column8,5,150,None,0.00
Column9,Column9,5,150,None,0.00
Column10,Column10,5,150,None,0.00
Column11,Column11,5,150,None,0.00
Column12,Column12,5,150,None,0.00
Column13,Column13,5,150,None,0.00
Column14,Column14,5,150,None,0.00
Column15,Column15,5,150,None,0.00
Column16,Column16,5,150,None,0.00
Column17,Column17,5,150,None,0.00
Column18,Column18,5,150,None,0.00
Column19,Column19,5,150,None,0.00
Column20,Column20,5,150,None,0.00
Column21,Column21,5,150,None,0.00
Column22,Column22,5,150,None,0.00
Column23,Column23,5,150,None,0.00
Column24,Column24,5,150,None,0.00
Column25,Column25,5,150,None,0.00
Column26,Column26,5,150,None,0.00
Column27,Column27,5,150,None,0.00
Column28,Column28,5,150,None,0.00
Column29,Column29,5,150,None,0.00
Column30,Column30,5,150,None,0.00
Column31,Column31,5,150,None,0.00
Column32,Column32,5,150,None,0.00
Column33,Column33,5,150,None,0.00
Column34,Column34,5,150,None,0.00
Column35,Column35,5,150,None,0.00
Column36,Column36,5,150,None,0.00
Column37,Column37,5,150,None,0.00
Column38,Column38,5,150,None,0.00
Column39,Column39,5,150,None,0.00
Column40,Column40,5,150,None,0.00
Column41,Column41,5,150,None,0.00
Column42,Column42,5,150,None,0.00
Column43,Column43,5,150,None,0.00
Column44,Column44,5,150,None,0.00
Column45,Column45,5,150,None,0.00
Column46,Column46,5,150,None,0.00
Column47,Column47,5,150,None,0.00
Column48,Column48,5,150,None,0.00
Column49,Column49,5,150,None,0.00
Column50,Column50,5,150,None,0.00
Column51,Column51,5,150,None,0.00
Column52,Column52,5,150,None,0.00
Column53,Column53,5,150,None,0.00
Column54,Column54,5,150,None,0.00
Column55,Column55,5,150,None,0.00
Column56,Column56,5,150,None,0.00
Column57,Column57,5,150,None,0.00
