0.2,0.2,0.04,12,2,0.000226195
0.2,0.2,0.04,12,3,0.000339292
0.2,0.2,0.04,12,4,0.000452389
0.2,0.2,0.04,12,5,0.000565487
0.2,0.2,0.04,12,6,0.000678584
0.2,0.2,0.04,12,8,0.000904779
0.2,0.2,0.04,12,9,0.001017876
0.2,0.2,0.04,12,10,0.001130973
0.2,0.2,0.04,16,3,0.000603186
0.2,0.2,0.04,16,4,0.000804248
0.2,0.2,0.04,16,5,0.00100531
0.2,0.2,0.04,16,6,0.001206372
0.2,0.2,0.04,16,8,0.001608495
0.2,0.2,0.04,16,9,0.001809557
0.2,0.2,0.04,16,10,0.002010619
0.2,0.2,0.04,20,3,0.000942478
0.2,0.2,0.04,20,4,0.001256637
0.2,0.2,0.04,20,5,0.001570796
0.2,0.2,0.04,20,6,0.001884956
0.2,0.2,0.04,20,8,0.002513274
0.2,0.2,0.04,20,9,0.002827433
0.2,0.2,0.04,20,10,0.003141593
0.2,0.2,0.04,25,4,0.001963495
0.2,0.2,0.04,25,5,0.002454369
0.2,0.2,0.04,25,6,0.002945243
0.2,0.2,0.04,25,8,0.003926991
0.2,0.2,0.04,25,9,0.004417865
0.2,0.2,0.04,25,10,0.004908739
0.2,0.25,0.05,12,2,0.000226195
0.2,0.25,0.05,12,3,0.000339292
0.2,0.25,0.05,12,4,0.000452389
0.2,0.25,0.05,12,5,0.000565487
0.2,0.25,0.05,12,6,0.000678584
0.2,0.25,0.05,12,8,0.000904779
0.2,0.25,0.05,12,9,0.001017876
0.2,0.25,0.05,12,10,0.001130973
0.2,0.25,0.05,16,3,0.000603186
0.2,0.25,0.05,16,4,0.000804248
0.2,0.25,0.05,16,5,0.00100531
0.2,0.25,0.05,16,6,0.001206372
0.2,0.25,0.05,16,8,0.001608495
0.2,0.25,0.05,16,9,0.001809557
0.2,0.25,0.05,16,10,0.002010619
0.2,0.25,0.05,20,3,0.000942478
0.2,0.25,0.05,20,4,0.001256637
0.2,0.25,0.05,20,5,0.001570796
0.2,0.25,0.05,20,6,0.001884956
0.2,0.25,0.05,20,8,0.002513274
0.2,0.25,0.05,20,9,0.002827433
0.2,0.25,0.05,20,10,0.003141593
0.2,0.25,0.05,25,4,0.001963495
0.2,0.25,0.05,25,5,0.002454369
0.2,0.25,0.05,25,6,0.002945243
0.2,0.25,0.05,25,8,0.003926991
0.2,0.25,0.05,25,9,0.004417865
0.2,0.25,0.05,25,10,0.004908739
0.2,0.3,0.06,12,2,0.000226195
0.2,0.3,0.06,12,3,0.000339292
0.2,0.3,0.06,12,4,0.000452389
0.2,0.3,0.06,12,5,0.000565487
0.2,0.3,0.06,12,6,0.000678584
0.2,0.3,0.06,12,8,0.000904779
0.2,0.3,0.06,12,9,0.001017876
0.2,0.3,0.06,12,10,0.001130973
0.2,0.3,0.06,16,3,0.000603186
0.2,0.3,0.06,16,4,0.000804248
0.2,0.3,0.06,16,5,0.00100531
0.2,0.3,0.06,16,6,0.001206372
0.2,0.3,0.06,16,8,0.001608495
0.2,0.3,0.06,16,9,0.001809557
0.2,0.3,0.06,16,10,0.002010619
0.2,0.3,0.06,20,3,0.000942478
0.2,0.3,0.06,20,4,0.001256637
0.2,0.3,0.06,20,5,0.001570796
0.2,0.3,0.06,20,6,0.001884956
0.2,0.3,0.06,20,8,0.002513274
0.2,0.3,0.06,20,9,0.002827433
0.2,0.3,0.06,20,10,0.003141593
0.2,0.3,0.06,25,4,0.001963495
0.2,0.3,0.06,25,5,0.002454369
0.2,0.3,0.06,25,6,0.002945243
0.2,0.3,0.06,25,8,0.003926991
0.2,0.3,0.06,25,9,0.004417865
0.2,0.3,0.06,25,10,0.004908739
0.2,0.35,0.07,12,2,0.000226195
0.2,0.35,0.07,12,3,0.000339292
0.2,0.35,0.07,12,4,0.000452389
0.2,0.35,0.07,12,5,0.000565487
0.2,0.35,0.07,12,6,0.000678584
0.2,0.35,0.07,12,8,0.000904779
0.2,0.35,0.07,12,9,0.001017876
0.2,0.35,0.07,12,10,0.001130973
0.2,0.35,0.07,16,3,0.000603186
0.2,0.35,0.07,16,4,0.000804248
0.2,0.35,0.07,16,5,0.00100531
0.2,0.35,0.07,16,6,0.001206372
0.2,0.35,0.07,16,8,0.001608495
0.2,0.35,0.07,16,9,0.001809557
0.2,0.35,0.07,16,10,0.002010619
0.2,0.35,0.07,20,3,0.000942478
0.2,0.35,0.07,20,4,0.001256637
0.2,0.35,0.07,20,5,0.001570796
0.2,0.35,0.07,20,6,0.001884956
0.2,0.35,0.07,20,8,0.002513274
0.2,0.35,0.07,20,9,0.002827433
0.2,0.35,0.07,20,10,0.003141593
0.2,0.35,0.07,25,4,0.001963495
0.2,0.35,0.07,25,5,0.002454369
0.2,0.35,0.07,25,6,0.002945243
0.2,0.35,0.07,25,8,0.003926991
0.2,0.35,0.07,25,9,0.004417865
0.2,0.35,0.07,25,10,0.004908739
0.2,0.4,0.08,12,2,0.000226195
0.2,0.4,0.08,12,3,0.000339292
0.2,0.4,0.08,12,4,0.000452389
0.2,0.4,0.08,12,5,0.000565487
0.2,0.4,0.08,12,6,0.000678584
0.2,0.4,0.08,12,8,0.000904779
0.2,0.4,0.08,12,9,0.001017876
0.2,0.4,0.08,12,10,0.001130973
0.2,0.4,0.08,16,3,0.000603186
0.2,0.4,0.08,16,4,0.000804248
0.2,0.4,0.08,16,5,0.00100531
0.2,0.4,0.08,16,6,0.001206372
0.2,0.4,0.08,16,8,0.001608495
0.2,0.4,0.08,16,9,0.001809557
0.2,0.4,0.08,16,10,0.002010619
0.2,0.4,0.08,20,3,0.000942478
0.2,0.4,0.08,20,4,0.001256637
0.2,0.4,0.08,20,5,0.001570796
0.2,0.4,0.08,20,6,0.001884956
0.2,0.4,0.08,20,8,0.002513274
0.2,0.4,0.08,20,9,0.002827433
0.2,0.4,0.08,20,10,0.003141593
0.2,0.4,0.08,25,4,0.001963495
0.2,0.4,0.08,25,5,0.002454369
0.2,0.4,0.08,25,6,0.002945243
0.2,0.4,0.08,25,8,0.003926991
0.2,0.4,0.08,25,9,0.004417865
0.2,0.4,0.08,25,10,0.004908739
0.2,0.45,0.09,12,2,0.000226195
0.2,0.45,0.09,12,3,0.000339292
0.2,0.45,0.09,12,4,0.000452389
0.2,0.45,0.09,12,5,0.000565487
0.2,0.45,0.09,12,6,0.000678584
0.2,0.45,0.09,12,8,0.000904779
0.2,0.45,0.09,12,9,0.001017876
0.2,0.45,0.09,12,10,0.001130973
0.2,0.45,0.09,16,3,0.000603186
0.2,0.45,0.09,16,4,0.000804248
0.2,0.45,0.09,16,5,0.00100531
0.2,0.45,0.09,16,6,0.001206372
0.2,0.45,0.09,16,8,0.001608495
0.2,0.45,0.09,16,9,0.001809557
0.2,0.45,0.09,16,10,0.002010619
0.2,0.45,0.09,20,3,0.000942478
