8,2,0.3,0.001340413
8,2,0.25,0.001608495
8,2,0.2,0.002010619
8,2,0.175,0.002297851
8,2,0.15,0.002680826
8,2,0.125,0.003216991
8,2,0.1,0.004021239
8,3,0.3,0.002010619
8,3,0.25,0.002412743
8,3,0.2,0.003015929
8,3,0.175,0.003446776
8,3,0.15,0.004021239
8,3,0.125,0.004825486
8,3,0.1,0.006031858
8,4,0.3,0.002680826
8,4,0.25,0.003216991
8,4,0.2,0.004021239
8,4,0.175,0.004595701
8,4,0.15,0.005361651
8,4,0.125,0.006433982
8,4,0.1,0.008042477
10,2,0.3,0.002094395
10,2,0.25,0.002513274
10,2,0.2,0.003141593
10,2,0.175,0.003590392
10,2,0.15,0.00418879
10,2,0.125,0.005026548
10,2,0.1,0.006283185
10,3,0.3,0.003141593
10,3,0.25,0.003769911
10,3,0.2,0.004712389
10,3,0.175,0.005385587
10,3,0.15,0.006283185
10,3,0.125,0.007539822
10,3,0.1,0.009424778
10,4,0.3,0.00418879
10,4,0.25,0.005026548
10,4,0.2,0.006283185
10,4,0.175,0.007180783
10,4,0.15,0.00837758
10,4,0.125,0.010053096
10,4,0.1,0.012566371
