-0.5814,0.16013,1
-0.44379,0.20182,1
-0.34614,0.22623,1
-0.20156,0.25703,1
-0.03542,0.28203,1
0.1396,0.29564,1
0.22331,0.2975,1
0.22331,0.29725,1
0.22331,0.29725,1
0.32857,0.29508,1
0.40023,0.2911,1
0.5112,0.28058,1
0.61773,0.26879,1
0.76105,0.25146,1
0.85616,0.23814,1
0.99187,0.21751,1
1.09079,0.20039,1
1.21001,0.17671,1
1.30005,0.15755,1
1.3622,0.14141,1
1.4142,0.12829,1
1.47761,0.11164,1
1.5258,0.09649,1
1.57336,0.08135,1
1.61268,0.06872,1
1.6539,0.05458,1
1.68941,0.04297,1
1.71984,0.03084,1
1.74014,0.02023,1
1.75662,0.01011,1
1.7636,0.00075,1
0.83714,0.00357,0
0.78704,0.02226,0
0.73124,0.03943,0
0.64881,0.06011,0
0.58222,0.07271,0
0.49852,0.08275,0
0.42749,0.08647,0
0.38184,0.08668,0
0.31208,0.08255,0
0.24804,0.07539,0
0.20111,0.06749,0
0.15482,0.05706,0
0.11297,0.04587,0
0.07492,0.03317,0
0.04448,0.02199,0
0.01785,0.01031,0
0,0,0
-0.6,0,0.6
0,0,0
0.1,0,0
0.2,0,0
0.2,0.05,0
0.3,0,0
0.3,0.05,0
0.4,0,0
0.4,0.05,0
0.5,0,0
0.5,0.05,0
0.6,0,0
0.6,0.05,0
0.7,0,0
0.8,0,0
