-0.59786,0.08038,1
-0.44823,0.10309,1
-0.30721,0.12095,1
-0.20197,0.132,1
-0.00636,0.1481,1
0.15991,0.1555,1
0.28467,0.15721,1
0.34934,0.15648,1
0.46867,0.15284,1
0.58176,0.14729,1
0.69878,0.13946,1
0.83751,0.12838,1
0.95336,0.11865,1
1.07816,0.10728,1
1.21196,0.09353,1
1.34204,0.07825,1
1.48307,0.05969,1
1.5987,0.04196,1
1.70993,0.02371,1
1.79175,0.01021,1
1.83715,0.00245,1
0.83143,0.00298,0
0.75025,0.01623,0
0.67301,0.02683,0
0.56853,0.03735,0
0.48843,0.04223,0
0.41989,0.04409,0
0.39454,0.04402,0
0.33123,0.04285,0
0.25033,0.03884,0
0.18284,0.03283,0
0.02636,0.00782,0
0.0891,0.01991,0
0.13058,0.02636,0
0,0,0
-0.6,0,0
-0.5,0,0
-0.4,0,0
-0.3,0,0
-0.2,0,0
-0.1,0,0
0,0,0
0.1,0,0
0.2,0,0
0.3,0,0
0.4,0,0
0.5,0,0
0.6,0,0
0.7,0,0
0.8,0,0
