-0.59568,0.16177,1
-0.4971,0.20084,1
-0.39787,0.23787,1
-0.19811,0.31025,1
-0.00203,0.35562,1
0.20052,0.38173,1
0.30404,0.38634,1
0.40079,0.3869,1
0.48002,0.38343,1
0.5243,0.37865,1
0.60138,0.36438,1
0.80037,0.32093,1
0.99999,0.27409,1
1.20089,0.22253,1
1.27385,0.2005,1
1.40165,0.15949,1
1.6003,0.08868,1
1.79894,0.01719,1
1.84708,-0.0011,1
0.84338,0.00005,0
0.79992,0.01732,0
0.66078,0.06476,0
0.60052,0.08172,0
0.51136,0.09702,0
0.40124,0.10153,0
0.26673,0.08987,0
0.20138,0.07542,0
0.1326,0.05557,0
0.07455,0.03403,0
-0.00247,-0.00067,0
-0.6,0,0.6
0,0,0
0.00E+00,0,0
0.1,0,0
0.2,0,0
0.2,0.05,0
0.3,0,0
0.3,0.05,0
0.4,0,0
0.4,0.05,0
0.4,0.1,0
0.5,0,0
0.5,0.05,0
0.6,0,0
0.6,0.05,0
0.7,0,0
0.7,0.05,0
