Bar/Node/Case,FX (kN),FY (kN),FZ (kN),MY (kNm),MZ (kNm),Length (m)
 74/ 65/ 6 (C),0.000,-0.000,-30.126,-11.474,-0.000,3.725
 74/ 65/ 7 (C),0.000,-0.000,-47.062,-17.936,-0.000,3.725
 74/ 65/ 8 (C),0.000,-0.000,-34.207,-13.029,-0.000,3.725
 74/ 65/ 9 (C),0.000,-0.000,-31.292,-11.918,-0.000,3.725
 74/ 65/ 13 (C),0.000,-0.000,-29.709,-11.625,0.000,3.725
 74/ 65/ 14 (C),0.000,0.000,-28.794,-10.655,-0.000,3.725
 75/ 63/ 6 (C),0.000,-0.000,29.559,-16.510,-0.000,2.500
 75/ 63/ 7 (C),0.000,-0.000,46.088,-25.588,-0.000,2.500
 75/ 63/ 8 (C),0.000,-0.000,33.395,-18.464,-0.000,2.500
 75/ 63/ 9 (C),0.000,-0.000,30.655,-17.068,-0.000,2.500
 75/ 63/ 13 (C),0.000,-0.000,27.176,-14.171,-0.000,2.500
 75/ 63/ 14 (C),0.000,0.000,30.299,-18.013,0.000,2.500
 75/ 64/ 6 (C),0.000,-0.000,-27.137,-13.301,0.000,2.500
 75/ 64/ 7 (C),0.000,-0.000,-42.592,-20.929,0.000,2.500
 75/ 64/ 8 (C),0.000,-0.000,-31.062,-15.338,0.000,2.500
 75/ 64/ 9 (C),0.000,-0.000,-28.258,-13.883,0.000,2.500
 75/ 64/ 13 (C),0.000,-0.000,-27.857,-14.846,0.000,2.500
 75/ 64/ 14 (C),0.000,0.000,-24.734,-10.882,-0.000,2.500
 76/ 30/ 6 (C),532.324,4.253,-13.102,18.771,5.864,2.800
 76/ 30/ 7 (C),811.151,6.627,-20.208,28.963,9.160,2.800
 76/ 30/ 8 (C),580.072,4.845,-14.671,21.026,6.700,2.800
 76/ 30/ 9 (C),545.966,4.422,-13.550,19.415,6.103,2.800
 76/ 30/ 13 (C),520.108,2.828,-11.432,16.462,4.101,2.800
 76/ 30/ 14 (C),524.076,5.424,-14.101,20.112,7.270,2.800
 76/ 64/ 6 (C),521.124,4.253,-13.102,-17.916,-6.044,2.800
 76/ 64/ 7 (C),796.031,6.627,-20.208,-27.619,-9.395,2.800
 76/ 64/ 8 (C),568.872,4.845,-14.671,-20.051,-6.866,2.800
 76/ 64/ 9 (C),534.766,4.422,-13.550,-18.526,-6.279,2.800
 76/ 64/ 13 (C),508.908,2.828,-11.432,-15.547,-3.817,2.800
 76/ 64/ 14 (C),512.876,5.424,-14.101,-19.370,-7.918,2.800
 77/ 62/ 6 (C),-0.000,0.000,31.496,-21.983,0.000,2.350
 77/ 62/ 7 (C),-0.000,0.000,49.261,-34.322,0.000,2.350
 77/ 62/ 8 (C),-0.000,0.000,35.883,-25.029,0.000,2.350
 77/ 62/ 9 (C),-0.000,0.000,32.750,-22.853,0.000,2.350
 77/ 62/ 13 (C),-0.000,-0.000,28.822,-19.255,-0.000,2.350
 77/ 62/ 14 (C),-0.000,0.000,32.290,-23.406,0.000,2.350
 77/ 63/ 6 (C),-0.000,0.000,-20.049,-8.322,-0.000,2.350
 77/ 63/ 7 (C),-0.000,0.000,-31.316,-12.903,-0.000,2.350
 77/ 63/ 8 (C),-0.000,0.000,-22.688,-9.281,-0.000,2.350
 77/ 63/ 9 (C),-0.000,0.000,-20.803,-8.596,-0.000,2.350
 77/ 63/ 13 (C),-0.000,-0.000,-21.217,-10.115,0.000,2.350
 77/ 63/ 14 (C),-0.000,0.000,-17.749,-6.117,-0.000,2.350
 78/ 57/ 6 (C),0.000,-0.000,31.122,-16.516,-0.000,3.725
 78/ 57/ 7 (C),0.000,-0.000,48.856,-26.210,-0.000,3.725
 78/ 57/ 8 (C),0.000,-0.000,35.522,-19.058,-0.000,3.725
 78/ 57/ 9 (C),0.000,-0.000,32.379,-17.243,-0.000,3.725
 78/ 57/ 13 (C),0.000,-0.000,30.146,-15.917,-0.000,3.725
 78/ 57/ 14 (C),0.000,0.000,30.212,-16.027,0.000,3.725
 78/ 63/ 6 (C),0.000,-0.000,-39.461,-32.048,0.000,3.725
 78/ 63/ 7 (C),0.000,-0.000,-61.624,-49.989,0.000,3.725
 78/ 63/ 8 (C),0.000,-0.000,-44.773,-36.289,0.000,3.725
 78/ 63/ 9 (C),0.000,-0.000,-40.979,-33.260,0.000,3.725
 78/ 63/ 13 (C),0.000,-0.000,-38.355,-31.207,0.000,3.725
 78/ 63/ 14 (C),0.000,0.000,-38.289,-31.071,-0.000,3.725
 79/ 29/ 6 (C),404.028,-11.761,-3.319,5.132,-17.468,2.800
 79/ 29/ 7 (C),616.634,-18.354,-5.143,7.943,-27.242,2.800
 79/ 29/ 8 (C),441.329,-13.336,-3.724,5.750,-19.785,2.800
 79/ 29/ 9 (C),414.685,-12.211,-3.435,5.308,-18.130,2.800
 79/ 29/ 13 (C),396.448,-11.514,-1.735,2.925,-17.156,2.800
 79/ 29/ 14 (C),395.622,-11.333,-4.730,7.073,-16.786,2.800
 79/ 63/ 6 (C),392.828,-11.761,-3.319,-4.162,15.463,2.800
 79/ 63/ 7 (C),601.514,-18.354,-5.143,-6.456,24.148,2.800
 79/ 63/ 8 (C),430.129,-13.336,-3.724,-4.678,17.555,2.800
 79/ 63/ 9 (C),403.485,-12.211,-3.435,-4.309,16.061,2.800
 79/ 63/ 13 (C),385.248,-11.514,-1.735,-1.931,15.082,2.800
 79/ 63/ 14 (C),384.422,-11.333,-4.730,-6.171,14.947,2.800
 80/ 61/ 6 (C),0.000,-0.000,-53.815,25.853,-0.000,1.350
 80/ 61/ 7 (C),0.000,-0.000,-83.683,40.155,-0.000,1.350
 80/ 61/ 8 (C),0.000,-0.000,-60.828,29.140,-0.000,1.350
 80/ 61/ 9 (C),0.000,-0.000,-55.819,26.793,-0.000,1.350
 80/ 61/ 13 (C),0.000,-0.000,-52.575,24.235,-0.000,1.350
 80/ 61/ 14 (C),0.000,0.000,-52.050,26.063,0.000,1.350
 80/ 62/ 6 (C),0.000,-0.000,-73.196,-59.343,0.000,1.350
 80/ 62/ 7 (C),0.000,-0.000,-113.536,-92.116,0.000,1.350
 80/ 62/ 8 (C),0.000,-0.000,-82.567,-67.032,0.000,1.350
 80/ 62/ 9 (C),0.000,-0.000,-75.873,-61.540,0.000,1.350
 80/ 62/ 13 (C),0.000,-0.000,-71.450,-58.964,0.000,1.350
 80/ 62/ 14 (C),0.000,0.000,-70.925,-56.427,-0.000,1.350
 81/ 28/ 6 (C),627.832,7.024,16.240,-23.401,10.142,2.800
 81/ 28/ 7 (C),957.249,10.781,25.072,-36.134,15.571,2.800
 81/ 28/ 8 (C),685.023,7.772,18.194,-26.221,11.224,2.800
 81/ 28/ 9 (C),644.172,7.238,16.798,-24.207,10.451,2.800
 81/ 28/ 13 (C),617.096,7.913,17.157,-24.635,11.061,2.800
 81/ 28/ 14 (C),614.057,5.814,14.484,-20.957,8.759,2.800
 81/ 62/ 6 (C),616.632,7.024,16.240,22.070,-9.525,2.800
 81/ 62/ 7 (C),942.129,10.781,25.072,34.067,-14.614,2.800
 81/ 62/ 8 (C),673.823,7.772,18.194,24.723,-10.539,2.800
 81/ 62/ 9 (C),632.972,7.238,16.798,22.828,-9.815,2.800
 81/ 62/ 13 (C),605.896,7.913,17.157,23.405,-11.095,2.800
 81/ 62/ 14 (C),602.857,5.814,14.484,19.598,-7.521,2.800
 82/ 60/ 6 (C),0.000,-0.000,45.311,-28.948,-0.000,3.675
 82/ 60/ 7 (C),0.000,-0.000,70.293,-45.292,-0.000,3.675
 82/ 60/ 8 (C),0.000,-0.000,51.138,-32.970,-0.000,3.675
 82/ 60/ 9 (C),0.000,-0.000,46.976,-30.098,-0.000,3.675
 82/ 60/ 13 (C),0.000,-0.000,43.391,-26.563,-0.000,3.675
 82/ 60/ 14 (C),0.000,0.000,44.734,-29.610,0.000,3.675
 82/ 61/ 6 (C),0.000,-0.000,-20.932,24.697,0.000,3.675
 82/ 61/ 7 (C),0.000,-0.000,-32.425,38.366,0.000,3.675
 82/ 61/ 8 (C),0.000,-0.000,-23.600,27.841,0.000,3.675
 82/ 61/ 9 (C),0.000,-0.000,-21.695,25.595,0.000,3.675
 82/ 61/ 13 (C),0.000,-0.000,-21.032,23.078,0.000,3.675
 82/ 61/ 14 (C),0.000,0.000,-19.689,24.968,-0.000,3.675
 83/ 56/ 6 (C),0.000,0.000,37.694,-23.304,0.000,3.725
 83/ 56/ 7 (C),0.000,0.000,59.213,-37.044,0.000,3.725
 83/ 56/ 8 (C),0.000,0.000,43.061,-26.971,0.000,3.725
 83/ 56/ 9 (C),0.000,0.000,39.228,-24.352,0.000,3.725
 83/ 56/ 13 (C),0.000,0.000,36.953,-23.635,0.000,3.725
 83/ 56/ 14 (C),0.000,0.000,36.135,-21.401,0.000,3.725
 83/ 61/ 6 (C),0.000,0.000,-32.883,-14.343,-0.000,3.725
 83/ 61/ 7 (C),0.000,0.000,-51.258,-22.228,-0.000,3.725
 83/ 61/ 8 (C),0.000,0.000,-37.227,-16.106,-0.000,3.725
 83/ 61/ 9 (C),0.000,0.000,-34.124,-14.847,-0.000,3.725
 83/ 61/ 13 (C),0.000,0.000,-31.543,-13.558,-0.000,3.725
 83/ 61/ 14 (C),0.000,0.000,-32.361,-14.373,-0.000,3.725
 84/ 55/ 6 (C),0.000,-0.000,21.947,-7.763,-0.000,3.725
 84/ 55/ 7 (C),0.000,-0.000,33.133,-11.835,-0.000,3.725
 84/ 55/ 8 (C),0.000,-0.000,24.162,-8.555,-0.000,3.725
 84/ 55/ 9 (C),0.000,-0.000,22.580,-7.990,-0.000,3.725
 84/ 55/ 13 (C),0.000,-0.000,24.803,-14.891,-0.000,3.725
 84/ 55/ 14 (C),0.000,0.000,18.142,-0.297,0.000,3.725
 84/ 60/ 6 (C),0.000,-0.000,-26.377,-16.013,0.000,3.725
 84/ 60/ 7 (C),0.000,-0.000,-39.700,-24.064,0.000,3.725
 84/ 60/ 8 (C),0.000,-0.000,-29.018,-17.600,0.000,3.725
 84/ 60/ 9 (C),0.000,-0.000,-27.131,-16.467,0.000,3.725
 84/ 60/ 13 (C),0.000,-0.000,-22.480,-10.564,0.000,3.725
 84/ 60/ 14 (C),0.000,0.000,-29.141,-20.783,-0.000,3.725
 85/ 26/ 6 (C),357.952,-0.780,-13.773,20.046,-1.248,2.800
 85/ 26/ 7 (C),538.421,-1.185,-21.295,30.979,-1.896,2.800
 85/ 26/ 8 (C),386.994,-0.898,-15.421,22.433,-1.429,2.800
 85/ 26/ 9 (C),366.250,-0.814,-14.244,20.728,-1.299,2.800
 85/ 26/ 13 (C),353.618,2.982,-12.870,18.771,4.019,2.800
 85/ 26/ 14 (C),349.840,-4.491,-13.970,20.299,-6.437,2.800
 85/ 60/ 6 (C),351.652,-0.780,-13.773,-18.518,0.936,2.800
 85/ 60/ 7 (C),529.916,-1.185,-21.295,-28.647,1.421,2.800
 85/ 60/ 8 (C),380.694,-0.898,-15.421,-20.747,1.086,2.800
 85/ 60/ 9 (C),359.950,-0.814,-14.244,-19.155,0.979,2.800
 85/ 60/ 13 (C),347.318,2.982,-12.870,-17.265,-4.330,2.800
 85/ 60/ 14 (C),343.540,-4.491,-13.970,-18.817,6.138,2.800
 86/ 58/ 6 (C),-0.000,0.000,14.620,-3.187,0.000,2.775
 86/ 58/ 7 (C),-0.000,0.000,21.727,-4.644,0.000,2.775
 86/ 58/ 8 (C),-0.000,0.000,16.010,-3.623,0.000,2.775
 86/ 58/ 9 (C),-0.000,0.000,15.017,-3.312,0.000,2.775
 86/ 58/ 13 (C),-0.000,-0.000,10.991,0.747,-0.000,2.775
 86/ 58/ 14 (C),-0.000,0.000,17.653,-6.934,0.000,2.775
 86/ 59/ 6 (C),-0.000,0.000,-15.386,-4.250,-0.000,2.775
 86/ 59/ 7 (C),-0.000,0.000,-22.997,-6.407,-0.000,2.775
 86/ 59/ 8 (C),-0.000,0.000,-16.691,-4.568,-0.000,2.775
 86/ 59/ 9 (C),-0.000,0.000,-15.759,-4.341,-0.000,2.775
 86/ 59/ 13 (C),-0.000,-0.000,-18.437,-9.585,0.000,2.775
 86/ 59/ 14 (C),-0.000,0.000,-11.776,1.221,-0.000,2.775
 87/ 25/ 6 (C),162.719,1.930,1.748,-2.088,2.826,2.800
 87/ 25/ 7 (C),239.136,2.988,2.668,-3.184,4.370,2.800
 87/ 25/ 8 (C),172.825,2.191,1.918,-2.290,3.205,2.800
 87/ 25/ 9 (C),165.606,2.004,1.797,-2.146,2.934,2.800
 87/ 25/ 13 (C),160.659,-0.663,3.908,-5.096,-0.731,2.800
 87/ 25/ 14 (C),160.447,4.411,-0.484,1.008,6.220,2.800
 87/ 59/ 6 (C),156.419,1.930,1.748,2.808,-2.577,2.800
 87/ 59/ 7 (C),230.631,2.988,2.668,4.285,-3.995,2.800
 87/ 59/ 8 (C),166.525,2.191,1.918,3.080,-2.930,2.800
 87/ 59/ 9 (C),159.306,2.004,1.797,2.885,-2.678,2.800
 87/ 59/ 13 (C),154.359,-0.663,3.908,5.845,1.127,2.800
 87/ 59/ 14 (C),154.147,4.411,-0.484,-0.346,-6.130,2.800
 88/ 57/ 6 (C),0.000,-0.000,35.879,-45.587,-0.000,3.850
 88/ 57/ 7 (C),0.000,-0.000,54.264,-69.203,-0.000,3.850
 88/ 57/ 8 (C),0.000,-0.000,39.460,-50.098,-0.000,3.850
 88/ 57/ 9 (C),0.000,-0.000,36.902,-46.876,-0.000,3.850
 88/ 57/ 13 (C),0.000,-0.000,33.555,-41.555,-0.000,3.850
 88/ 57/ 14 (C),0.000,0.000,36.668,-47.687,0.000,3.850
 88/ 58/ 6 (C),0.000,-0.000,-15.132,-5.650,0.000,3.850
 88/ 58/ 7 (C),0.000,-0.000,-22.707,-8.456,0.000,3.850
 88/ 58/ 8 (C),0.000,-0.000,-16.733,-6.348,0.000,3.850
 88/ 58/ 9 (C),0.000,-0.000,-15.589,-5.850,0.000,3.850
 88/ 58/ 13 (C),0.000,-0.000,-16.346,-8.427,0.000,3.850
 88/ 58/ 14 (C),0.000,0.000,-13.232,-2.575,-0.000,3.850
 89/ 24/ 6 (C),300.489,8.351,1.184,-2.082,12.008,2.800
 89/ 24/ 7 (C),452.143,13.150,1.806,-3.168,18.909,2.800
 89/ 24/ 8 (C),324.697,9.566,1.293,-2.272,13.754,2.800
 89/ 24/ 9 (C),307.406,8.698,1.215,-2.136,12.507,2.800
 89/ 24/ 13 (C),290.576,7.401,3.810,-5.748,10.773,2.800
 89/ 24/ 14 (C),300.028,8.781,-1.490,1.665,12.494,2.800
 89/ 58/ 6 (C),294.189,8.351,1.184,1.232,-11.376,2.800
 89/ 58/ 7 (C),443.638,13.150,1.806,1.888,-17.911,2.800
 89/ 58/ 8 (C),318.397,9.566,1.293,1.348,-13.030,2.800
 89/ 58/ 9 (C),301.106,8.698,1.215,1.265,-11.849,2.800
 89/ 58/ 13 (C),284.276,7.401,3.810,4.920,-9.950,2.800
 89/ 58/ 14 (C),293.728,8.781,-1.490,-2.507,-12.094,2.800
 90/ 56/ 6 (C),-0.001,0.000,-0.564,36.759,0.000,3.700
 90/ 56/ 7 (C),-0.001,0.000,-1.030,55.588,0.000,3.700
 90/ 56/ 8 (C),-0.001,0.000,-0.351,39.703,0.000,3.700
 90/ 56/ 9 (C),-0.001,0.000,-0.503,37.600,0.000,3.700
 90/ 56/ 13 (C),-0.001,-0.000,-2.509,39.603,-0.000,3.700
 90/ 56/ 14 (C),-0.001,0.000,1.289,32.654,0.000,3.700
 90/ 57/ 6 (C),-0.001,0.000,-48.359,-53.749,-0.000,3.700
 90/ 57/ 7 (C),-0.001,0.000,-73.048,-81.456,-0.000,3.700
 90/ 57/ 8 (C),-0.001,0.000,-52.937,-58.880,-0.000,3.700
 90/ 57/ 9 (C),-0.001,0.000,-49.667,-55.215,-0.000,3.700
 90/ 57/ 13 (C),-0.001,-0.000,-49.277,-56.202,0.000,3.700
 90/ 57/ 14 (C),-0.001,0.000,-45.479,-49.097,-0.000,3.700
 91/ 23/ 6 (C),458.477,6.811,-1.257,4.726,9.877,2.800
 91/ 23/ 7 (C),692.146,10.783,-1.940,7.206,15.633,2.800
 91/ 23/ 8 (C),497.061,7.846,-1.413,5.211,11.372,2.800
 91/ 23/ 9 (C),469.501,7.106,-1.302,4.864,10.304,2.800
 91/ 23/ 13 (C),450.830,6.529,1.315,1.099,9.452,2.800
 91/ 23/ 14 (C),449.588,6.648,-3.762,8.144,9.662,2.800
 91/ 57/ 6 (C),452.177,6.811,-1.257,1.206,-9.192,2.800
 91/ 57/ 7 (C),683.641,10.783,-1.940,1.773,-14.559,2.800
 91/ 57/ 8 (C),490.761,7.846,-1.413,1.255,-10.597,2.800
 91/ 57/ 9 (C),463.201,7.106,-1.302,1.220,-9.594,2.800
 91/ 57/ 13 (C),444.530,6.529,1.315,4.780,-8.830,2.800
 91/ 57/ 14 (C),443.288,6.648,-3.762,-2.390,-8.953,2.800
 92/ 55/ 6 (C),0.001,-0.000,41.739,-35.797,-0.000,3.675
 92/ 55/ 7 (C),0.001,-0.000,63.065,-54.292,-0.000,3.675
 92/ 55/ 8 (C),0.001,-0.000,45.694,-39.142,-0.000,3.675
 92/ 55/ 9 (C),0.001,-0.000,42.869,-36.753,-0.000,3.675
 92/ 55/ 13 (C),0.001,-0.000,38.607,-30.156,-0.000,3.675
 92/ 55/ 14 (C),0.001,0.000,43.176,-40.005,0.000,3.675
 92/ 56/ 6 (C),0.001,-0.000,-5.524,30.748,0.000,3.675
 92/ 56/ 7 (C),0.001,-0.000,-8.134,46.645,0.000,3.675
 92/ 56/ 8 (C),0.001,-0.000,-6.295,33.253,0.000,3.675
 92/ 56/ 9 (C),0.001,-0.000,-5.744,31.464,0.000,3.675
 92/ 56/ 13 (C),0.001,-0.000,-7.643,26.741,0.000,3.675
 92/ 56/ 14 (C),0.001,0.000,-3.074,33.682,-0.000,3.675
 93/ 21/ 6 (C),211.945,8.472,9.563,-18.327,12.544,2.800
 93/ 21/ 7 (C),319.013,13.439,14.435,-27.686,19.901,2.800
 93/ 21/ 8 (C),228.465,9.788,10.400,-19.943,14.493,2.800
 93/ 21/ 9 (C),216.665,8.848,9.802,-18.788,13.101,2.800
 93/ 21/ 13 (C),209.974,8.950,12.254,-22.110,13.180,2.800
 93/ 21/ 14 (C),206.836,7.429,6.513,-13.850,11.074,2.800
 93/ 56/ 6 (C),205.645,8.472,9.563,8.449,-11.176,2.800
 93/ 56/ 7 (C),310.508,13.439,14.435,12.733,-17.729,2.800
 93/ 56/ 8 (C),222.165,9.788,10.400,9.176,-12.913,2.800
 93/ 56/ 9 (C),210.365,8.848,9.802,8.657,-11.672,2.800
 93/ 56/ 13 (C),203.674,8.950,12.254,12.201,-11.879,2.800
 93/ 56/ 14 (C),200.536,7.429,6.513,4.385,-9.729,2.800
 94/ 20/ 6 (C),269.335,3.657,-15.780,24.287,5.185,2.800
 94/ 20/ 7 (C),401.148,5.638,-23.976,36.887,7.995,2.800
 94/ 20/ 8 (C),289.235,4.089,-17.298,26.610,5.799,2.800
 94/ 20/ 9 (C),275.021,3.780,-16.214,24.951,5.360,2.800
 94/ 20/ 13 (C),268.045,6.359,-13.515,21.158,8.887,2.800
 94/ 20/ 14 (C),262.098,0.770,-17.395,26.421,1.220,2.800
 94/ 55/ 6 (C),263.035,3.657,-15.780,-19.897,-5.055,2.800
 94/ 55/ 7 (C),392.643,5.638,-23.976,-30.246,-7.792,2.800
 94/ 55/ 8 (C),282.935,4.089,-17.298,-21.824,-5.649,2.800
 94/ 55/ 9 (C),268.721,3.780,-16.214,-20.448,-5.224,2.800
 94/ 55/ 13 (C),261.745,6.359,-13.515,-16.683,-8.919,2.800
 94/ 55/ 14 (C),255.798,0.770,-17.395,-22.286,-0.936,2.800
 95/ 53/ 6 (C),-0.002,0.000,-27.099,123.653,0.000,3.775
 95/ 53/ 7 (C),-0.002,0.000,-40.939,186.629,0.000,3.775
 95/ 53/ 8 (C),-0.002,0.000,-29.022,133.965,0.000,3.775
 95/ 53/ 9 (C),-0.002,0.000,-27.648,126.599,0.000,3.775
 95/ 53/ 13 (C),-0.002,0.000,-24.285,119.676,0.000,3.775
 95/ 53/ 14 (C),-0.001,0.000,-29.089,123.211,0.000,3.775
 95/ 54/ 6 (C),-0.002,0.000,-76.365,-71.635,-0.000,3.775
 95/ 54/ 7 (C),-0.002,0.000,-115.216,-108.114,-0.000,3.775
 95/ 54/ 8 (C),-0.002,0.000,-83.253,-77.954,-0.000,3.775
 95/ 54/ 9 (C),-0.002,0.000,-78.333,-73.440,-0.000,3.775
 95/ 54/ 13 (C),-0.002,0.000,-72.486,-62.979,-0.000,3.775
 95/ 54/ 14 (C),-0.001,0.000,-77.291,-77.582,-0.000,3.775
 96/ 46/ 6 (C),-0.000,0.000,26.082,-19.436,0.000,3.525
 96/ 46/ 7 (C),-0.000,0.000,39.267,-29.269,0.000,3.525
 96/ 46/ 8 (C),-0.000,0.000,28.689,-21.358,0.000,3.525
 96/ 46/ 9 (C),-0.000,0.000,26.827,-19.985,0.000,3.525
 96/ 46/ 13 (C),-0.000,0.000,21.545,-13.205,0.000,3.525
 96/ 46/ 14 (C),-0.000,0.000,29.503,-24.844,0.000,3.525
 96/ 54/ 6 (C),-0.000,0.000,-18.049,-5.277,-0.000,3.525
 96/ 54/ 7 (C),-0.000,0.000,-27.112,-7.845,-0.000,3.525
 96/ 54/ 8 (C),-0.000,0.000,-19.791,-5.676,-0.000,3.525
 96/ 54/ 9 (C),-0.000,0.000,-18.546,-5.391,-0.000,3.525
 96/ 54/ 13 (C),-0.000,0.000,-21.654,-13.399,-0.000,3.525
 96/ 54/ 14 (C),-0.000,0.000,-13.696,3.016,-0.000,3.525
 97/ 52/ 6 (C),0.000,-0.000,38.628,62.930,-0.000,2.150
 97/ 52/ 7 (C),0.000,-0.000,57.608,95.814,-0.000,2.150
 97/ 52/ 8 (C),0.000,-0.000,41.243,69.451,-0.000,2.150
 97/ 52/ 9 (C),0.000,-0.000,39.375,64.793,-0.000,2.150
 97/ 52/ 13 (C),0.000,-0.000,40.809,59.044,-0.000,2.150
 97/ 52/ 14 (C),-0.000,-0.000,35.327,64.022,-0.000,2.150
 97/ 53/ 6 (C),0.000,-0.000,18.437,124.275,0.000,2.150
 97/ 53/ 7 (C),0.000,-0.000,27.819,187.648,0.000,2.150
 97/ 53/ 8 (C),0.000,-0.000,19.434,134.678,0.000,2.150
 97/ 53/ 9 (C),0.000,-0.000,18.722,127.248,0.000,2.150
 97/ 53/ 13 (C),0.000,-0.000,20.965,125.450,0.000,2.150
 97/ 53/ 14 (C),-0.000,-0.000,15.482,118.642,0.000,2.150
 98/ 44/ 6 (C),-0.001,0.000,25.489,-3.461,0.000,3.525
 98/ 44/ 7 (C),-0.002,0.000,39.692,-5.450,0.000,3.525
 98/ 44/ 8 (C),-0.001,0.000,28.915,-4.091,0.000,3.525
 98/ 44/ 9 (C),-0.001,0.000,26.468,-3.641,0.000,3.525
 98/ 44/ 13 (C),-0.001,0.000,24.353,-2.796,0.000,3.525
 98/ 44/ 14 (C),-0.001,-0.000,25.156,-3.855,-0.000,3.525
 98/ 53/ 6 (C),-0.001,0.000,-33.797,-18.103,-0.000,3.525
 98/ 53/ 7 (C),-0.002,0.000,-52.914,-28.753,-0.000,3.525
 98/ 53/ 8 (C),-0.001,0.000,-38.406,-20.819,-0.000,3.525
 98/ 53/ 9 (C),-0.001,0.000,-35.114,-18.879,-0.000,3.525
 98/ 53/ 13 (C),-0.001,0.000,-33.210,-18.407,-0.000,3.525
 98/ 53/ 14 (C),-0.001,-0.000,-32.407,-16.635,0.000,3.525
 99/ 51/ 6 (C),-0.002,0.000,105.483,-112.038,0.000,1.825
 99/ 51/ 7 (C),-0.003,0.000,159.626,-169.657,0.000,1.825
 99/ 51/ 8 (C),-0.002,0.000,115.494,-122.403,0.000,1.825
 99/ 51/ 9 (C),-0.002,0.000,108.343,-114.999,0.000,1.825
 99/ 51/ 13 (C),-0.002,0.000,106.335,-117.763,0.000,1.825
 99/ 51/ 14 (C),-0.002,0.000,100.340,-101.870,0.000,1.825
 99/ 52/ 6 (C),-0.002,0.000,89.693,66.061,-0.000,1.825
 99/ 52/ 7 (C),-0.003,0.000,136.487,100.546,-0.000,1.825
 99/ 52/ 8 (C),-0.002,0.000,98.539,72.902,-0.000,1.825
 99/ 52/ 9 (C),-0.002,0.000,92.221,68.015,-0.000,1.825
 99/ 52/ 13 (C),-0.002,0.000,90.795,62.118,-0.000,1.825
 99/ 52/ 14 (C),-0.002,0.000,84.800,67.071,-0.000,1.825
 100/ 43/ 6 (C),-0.000,0.000,10.392,62.340,0.000,3.525
 100/ 43/ 7 (C),-0.000,0.000,16.333,95.888,0.000,3.525
 100/ 43/ 8 (C),-0.000,0.000,11.988,69.367,0.000,3.525
 100/ 43/ 9 (C),-0.000,0.000,10.848,64.348,0.000,3.525
 100/ 43/ 13 (C),-0.000,0.000,9.793,61.145,0.000,3.525
 100/ 43/ 14 (C),-0.000,0.000,10.306,60.524,0.000,3.525
 100/ 52/ 6 (C),-0.000,0.000,-51.065,-18.174,-0.000,3.525
 100/ 52/ 7 (C),-0.000,0.000,-78.879,-28.390,-0.000,3.525
 100/ 52/ 8 (C),-0.000,0.000,-57.296,-20.674,-0.000,3.525
 100/ 52/ 9 (C),-0.000,0.000,-52.845,-18.888,-0.000,3.525
 100/ 52/ 13 (C),-0.000,0.000,-49.986,-18.231,-0.000,3.525
 100/ 52/ 14 (C),-0.000,0.000,-49.473,-17.045,-0.000,3.525
 101/ 50/ 6 (C),-0.000,-0.000,19.051,-3.292,-0.000,2.000
 101/ 50/ 7 (C),-0.000,-0.000,29.154,-5.291,-0.000,2.000
 101/ 50/ 8 (C),-0.000,-0.000,21.288,-3.891,-0.000,2.000
 101/ 50/ 9 (C),-0.000,-0.000,19.690,-3.463,-0.000,2.000
 101/ 50/ 13 (C),-0.000,-0.000,20.420,-4.959,-0.000,2.000
 101/ 50/ 14 (C),-0.000,-0.000,16.724,-1.368,-0.000,2.000
 101/ 51/ 6 (C),-0.000,-0.000,-2.768,10.386,0.000,2.000
 101/ 51/ 7 (C),-0.000,-0.000,-3.386,16.333,0.000,2.000
 101/ 51/ 8 (C),-0.000,-0.000,-2.503,11.887,0.000,2.000
 101/ 51/ 9 (C),-0.000,-0.000,-2.692,10.815,0.000,2.000
 101/ 51/ 13 (C),-0.000,-0.000,-0.976,11.965,0.000,2.000
 101/ 51/ 14 (C),-0.000,-0.000,-4.672,8.164,0.000,2.000
 102/ 49/ 6 (C),-0.000,0.000,-52.878,7.835,0.000,1.225
 102/ 49/ 7 (C),-0.001,0.000,-80.062,11.970,0.000,1.225
 102/ 49/ 8 (C),-0.001,0.000,-57.885,8.812,0.000,1.225
 102/ 49/ 9 (C),-0.000,0.000,-54.309,8.114,0.000,1.225
 102/ 49/ 13 (C),-0.001,0.000,-48.250,10.099,0.000,1.225
 102/ 49/ 14 (C),-0.000,0.000,-55.360,5.153,0.000,1.225
 102/ 50/ 6 (C),-0.000,0.000,-65.218,-63.105,-0.000,1.225
 102/ 50/ 7 (C),-0.001,0.000,-98.365,-95.099,-0.000,1.225
 102/ 50/ 8 (C),-0.001,0.000,-71.276,-68.690,-0.000,1.225
 102/ 50/ 9 (C),-0.000,0.000,-66.949,-64.701,-0.000,1.225
 102/ 50/ 13 (C),-0.001,0.000,-60.366,-55.080,-0.000,1.225
 102/ 50/ 14 (C),-0.000,0.000,-67.475,-68.736,-0.000,1.225
 103/ 17/ 6 (C),474.594,0.433,4.797,-4.482,0.314,3.050
 103/ 17/ 7 (C),713.999,0.624,7.193,-6.703,0.439,3.050
 103/ 17/ 8 (C),514.588,0.453,5.201,-4.848,0.318,3.050
