Bar/Node/Case,FX (kN),FY (kN),FZ (kN),MX (kNm),MY (kNm),MZ (kNm)
 15/ 89/ 7 (C),0,0,38.65,5.2,-15.17,0
 15/ 89/ 7 (C),0,0,38.65,5.2,-15.17,0
 15/ 89/ 7 (C),0,0,38.65,5.2,-15.17,0
 15/ 94/ 7 (C),0,0,-43.1,5.2,-23.45,0
 15/ 89/ 7 (C),0,0,38.65,5.2,-15.17,0
 15/ 89/ 7 (C),0,0,38.65,5.2,-15.17,0
 15/ 89/ 7 (C),0,0,38.65,5.2,-15.17,0
 15/ 94/ 7 (C),0,0,-43.1,5.2,-23.45,0
 15/ 94/ 7 (C),0,0,-43.1,5.2,-23.45,0
 15/ 89/ 7 (C),0,0,38.65,5.2,-15.17,0
 16/ 88/ 7 (C),0,0,24.85,0.23,-14.69,0
 16/ 88/ 7 (C),0,0,24.85,0.23,-14.69,0
 16/ 88/ 7 (C),0,0,24.85,0.23,-14.69,0
 16/ 88/ 7 (C),0,0,24.85,0.23,-14.69,0
 16/ 88/ 7 (C),0,0,24.85,0.23,-14.69,0
 16/ 93/ 7 (C),0,0,-25.34,0.23,-15.6,0
 16/ 88/ 7 (C),0,0,24.85,0.23,-14.69,0
 16/ 88/ 7 (C),0,0,24.85,0.23,-14.69,0
 16/ 88/ 7 (C),0,0,24.85,0.23,-14.69,0
 16/ 93/ 7 (C),0,0,-25.34,0.23,-15.6,0
 16/ 88/ 7 (C),0,0,24.85,0.23,-14.69,0
 16/ 93/ 7 (C),0,0,-25.34,0.23,-15.6,0
 17/ 60/ 7 (C),316.1,-2.81,-20.16,-0.33,27.68,-4
 17/ 93/ 7 (C),304.9,-2.81,-20.16,-0.33,-28.77,3.86
 17/ 60/ 7 (C),316.1,-2.81,-20.16,-0.33,27.68,-4
 17/ 60/ 7 (C),316.1,-2.81,-20.16,-0.33,27.68,-4
 17/ 60/ 7 (C),316.1,-2.81,-20.16,-0.33,27.68,-4
 17/ 60/ 7 (C),316.1,-2.81,-20.16,-0.33,27.68,-4
 17/ 60/ 7 (C),316.1,-2.81,-20.16,-0.33,27.68,-4
 17/ 60/ 7 (C),316.1,-2.81,-20.16,-0.33,27.68,-4
 17/ 60/ 7 (C),316.1,-2.81,-20.16,-0.33,27.68,-4
 17/ 93/ 7 (C),304.9,-2.81,-20.16,-0.33,-28.77,3.86
 17/ 93/ 7 (C),304.9,-2.81,-20.16,-0.33,-28.77,3.86
 17/ 60/ 7 (C),316.1,-2.81,-20.16,-0.33,27.68,-4
 18/ 91/ 7 (C),0,0,13.72,-1.63,-4.54,0
 18/ 91/ 7 (C),0,0,13.72,-1.63,-4.54,0
 18/ 91/ 7 (C),0,0,13.72,-1.63,-4.54,0
 18/ 91/ 7 (C),0,0,13.72,-1.63,-4.54,0
 18/ 91/ 7 (C),0,0,13.72,-1.63,-4.54,0
 18/ 92/ 7 (C),0,0,-17.67,-1.63,-10.02,0
 18/ 91/ 7 (C),0,0,13.72,-1.63,-4.54,0
 18/ 91/ 7 (C),0,0,13.72,-1.63,-4.54,0
 18/ 91/ 7 (C),0,0,13.72,-1.63,-4.54,0
 18/ 92/ 7 (C),0,0,-17.67,-1.63,-10.02,0
 18/ 91/ 7 (C),0,0,13.72,-1.63,-4.54,0
 18/ 92/ 7 (C),0,0,-17.67,-1.63,-10.02,0
 19/ 59/ 7 (C),146.88,2.55,4.33,-0.33,-5.99,3.33
 19/ 92/ 7 (C),135.68,2.55,4.33,-0.33,6.14,-3.81
 19/ 59/ 7 (C),146.88,2.55,4.33,-0.33,-5.99,3.33
 19/ 59/ 7 (C),146.88,2.55,4.33,-0.33,-5.99,3.33
 19/ 59/ 7 (C),146.88,2.55,4.33,-0.33,-5.99,3.33
 19/ 59/ 7 (C),146.88,2.55,4.33,-0.33,-5.99,3.33
 19/ 59/ 7 (C),146.88,2.55,4.33,-0.33,-5.99,3.33
 19/ 59/ 7 (C),146.88,2.55,4.33,-0.33,-5.99,3.33
 19/ 92/ 7 (C),135.68,2.55,4.33,-0.33,6.14,-3.81
 19/ 59/ 7 (C),146.88,2.55,4.33,-0.33,-5.99,3.33
 19/ 59/ 7 (C),146.88,2.55,4.33,-0.33,-5.99,3.33
 19/ 92/ 7 (C),135.68,2.55,4.33,-0.33,6.14,-3.81
 20/ 90/ 7 (C),0,0,30.79,1.31,-29.94,0
 20/ 90/ 7 (C),0,0,30.79,1.31,-29.94,0
 20/ 90/ 7 (C),0,0,30.79,1.31,-29.94,0
 20/ 90/ 7 (C),0,0,30.79,1.31,-29.94,0
 20/ 90/ 7 (C),0,0,30.79,1.31,-29.94,0
 20/ 91/ 7 (C),0,0,-22.14,1.31,-13.3,0
 20/ 90/ 7 (C),0,0,30.79,1.31,-29.94,0
 20/ 90/ 7 (C),0,0,30.79,1.31,-29.94,0
 20/ 91/ 7 (C),0,0,-22.14,1.31,-13.3,0
 20/ 90/ 7 (C),0,0,30.79,1.31,-29.94,0
 20/ 91/ 7 (C),0,0,-22.14,1.31,-13.3,0
 20/ 90/ 7 (C),0,0,30.79,1.31,-29.94,0
 21/ 58/ 7 (C),271.4,9.73,1.48,-0.33,-1.68,13.45
 21/ 91/ 7 (C),260.2,9.73,1.48,-0.33,2.48,-13.81
 21/ 58/ 7 (C),271.4,9.73,1.48,-0.33,-1.68,13.45
 21/ 58/ 7 (C),271.4,9.73,1.48,-0.33,-1.68,13.45
 21/ 58/ 7 (C),271.4,9.73,1.48,-0.33,-1.68,13.45
 21/ 58/ 7 (C),271.4,9.73,1.48,-0.33,-1.68,13.45
 21/ 58/ 7 (C),271.4,9.73,1.48,-0.33,-1.68,13.45
 21/ 58/ 7 (C),271.4,9.73,1.48,-0.33,-1.68,13.45
 21/ 91/ 7 (C),260.2,9.73,1.48,-0.33,2.48,-13.81
 21/ 58/ 7 (C),271.4,9.73,1.48,-0.33,-1.68,13.45
 21/ 58/ 7 (C),271.4,9.73,1.48,-0.33,-1.68,13.45
 21/ 91/ 7 (C),260.2,9.73,1.48,-0.33,2.48,-13.81
 22/ 89/ 7 (C),0,0,2.46,0.64,26.15,0
 22/ 89/ 7 (C),0,0,2.46,0.64,26.15,0
 22/ 89/ 7 (C),0,0,2.46,0.64,26.15,0
 22/ 89/ 7 (C),0,0,2.46,0.64,26.15,0
 22/ 89/ 7 (C),0,0,2.46,0.64,26.15,0
 22/ 90/ 7 (C),0,0,-47.19,0.64,-56.6,0
 22/ 89/ 7 (C),0,0,2.46,0.64,26.15,0
 22/ 89/ 7 (C),0,0,2.46,0.64,26.15,0
 22/ 89/ 7 (C),0,0,2.46,0.64,26.15,0
 22/ 90/ 7 (C),0,0,-47.19,0.64,-56.6,0
 22/ 90/ 7 (C),0,0,-47.19,0.64,-56.6,0
 22/ 89/ 7 (C),0,0,2.46,0.64,26.15,0
 23/ 57/ 7 (C),370.98,6.25,10.46,-0.33,-15.7,8.65
 23/ 90/ 7 (C),359.78,6.25,10.46,-0.33,13.57,-8.85
 23/ 57/ 7 (C),370.98,6.25,10.46,-0.33,-15.7,8.65
 23/ 57/ 7 (C),370.98,6.25,10.46,-0.33,-15.7,8.65
 23/ 57/ 7 (C),370.98,6.25,10.46,-0.33,-15.7,8.65
 23/ 57/ 7 (C),370.98,6.25,10.46,-0.33,-15.7,8.65
 23/ 57/ 7 (C),370.98,6.25,10.46,-0.33,-15.7,8.65
 23/ 57/ 7 (C),370.98,6.25,10.46,-0.33,-15.7,8.65
 23/ 90/ 7 (C),359.78,6.25,10.46,-0.33,13.57,-8.85
 23/ 57/ 7 (C),370.98,6.25,10.46,-0.33,-15.7,8.65
 23/ 57/ 7 (C),370.98,6.25,10.46,-0.33,-15.7,8.65
 23/ 90/ 7 (C),359.78,6.25,10.46,-0.33,13.57,-8.85
 24/ 88/ 7 (C),0,0,47.9,0.54,-52.99,0
 24/ 88/ 7 (C),0,0,47.9,0.54,-52.99,0
 24/ 88/ 7 (C),0,0,47.9,0.54,-52.99,0
 24/ 88/ 7 (C),0,0,47.9,0.54,-52.99,0
 24/ 88/ 7 (C),0,0,47.9,0.54,-52.99,0
 24/ 89/ 7 (C),0,0,-1.2,0.54,32.82,0
 24/ 88/ 7 (C),0,0,47.9,0.54,-52.99,0
 24/ 88/ 7 (C),0,0,47.9,0.54,-52.99,0
 24/ 89/ 7 (C),0,0,-1.2,0.54,32.82,0
 24/ 88/ 7 (C),0,0,47.9,0.54,-52.99,0
 24/ 88/ 7 (C),0,0,47.9,0.54,-52.99,0
 24/ 89/ 7 (C),0,0,-1.2,0.54,32.82,0
 25/ 56/ 7 (C),169.29,5.14,-2.51,-0.33,5.13,6.85
 25/ 89/ 7 (C),158.09,5.14,-2.51,-0.33,-1.88,-7.55
 25/ 56/ 7 (C),169.29,5.14,-2.51,-0.33,5.13,6.85
 25/ 56/ 7 (C),169.29,5.14,-2.51,-0.33,5.13,6.85
 25/ 56/ 7 (C),169.29,5.14,-2.51,-0.33,5.13,6.85
 25/ 56/ 7 (C),169.29,5.14,-2.51,-0.33,5.13,6.85
 25/ 56/ 7 (C),169.29,5.14,-2.51,-0.33,5.13,6.85
 25/ 56/ 7 (C),169.29,5.14,-2.51,-0.33,5.13,6.85
 25/ 56/ 7 (C),169.29,5.14,-2.51,-0.33,5.13,6.85
 25/ 89/ 7 (C),158.09,5.14,-2.51,-0.33,-1.88,-7.55
 25/ 56/ 7 (C),169.29,5.14,-2.51,-0.33,5.13,6.85
 25/ 89/ 7 (C),158.09,5.14,-2.51,-0.33,-1.88,-7.55
 26/ 55/ 7 (C),244.13,5.42,-17.91,-0.33,24.07,7.44
 26/ 88/ 7 (C),232.93,5.42,-17.91,-0.33,-26.08,-7.75
 26/ 55/ 7 (C),244.13,5.42,-17.91,-0.33,24.07,7.44
 26/ 55/ 7 (C),244.13,5.42,-17.91,-0.33,24.07,7.44
 26/ 55/ 7 (C),244.13,5.42,-17.91,-0.33,24.07,7.44
 26/ 55/ 7 (C),244.13,5.42,-17.91,-0.33,24.07,7.44
 26/ 55/ 7 (C),244.13,5.42,-17.91,-0.33,24.07,7.44
 26/ 55/ 7 (C),244.13,5.42,-17.91,-0.33,24.07,7.44
 26/ 55/ 7 (C),244.13,5.42,-17.91,-0.33,24.07,7.44
 26/ 88/ 7 (C),232.93,5.42,-17.91,-0.33,-26.08,-7.75
 26/ 55/ 7 (C),244.13,5.42,-17.91,-0.33,24.07,7.44
 26/ 88/ 7 (C),232.93,5.42,-17.91,-0.33,-26.08,-7.75
 27/ 86/ 7 (C),0,0,-29.08,-0.02,97.33,0
 27/ 86/ 7 (C),0,0,-29.08,-0.02,97.33,0
 27/ 86/ 7 (C),0,0,-29.08,-0.02,97.33,0
 27/ 86/ 7 (C),0,0,-29.08,-0.02,97.33,0
 27/ 86/ 7 (C),0,0,-29.08,-0.02,97.33,0
 27/ 87/ 7 (C),0,0,-80.23,-0.02,-108.99,0
 27/ 86/ 7 (C),0,0,-29.08,-0.02,97.33,0
 27/ 86/ 7 (C),0,0,-29.08,-0.02,97.33,0
 27/ 86/ 7 (C),0,0,-29.08,-0.02,97.33,0
 27/ 87/ 7 (C),0,0,-80.23,-0.02,-108.99,0
 27/ 87/ 7 (C),0,0,-80.23,-0.02,-108.99,0
 27/ 86/ 7 (C),0,0,-29.08,-0.02,97.33,0
 28/ 79/ 7 (C),0,0,16.41,0.98,-2.04,0
 28/ 79/ 7 (C),0,0,16.41,0.98,-2.04,0
 28/ 79/ 7 (C),0,0,16.41,0.98,-2.04,0
 28/ 79/ 7 (C),0,0,16.41,0.98,-2.04,0
 28/ 79/ 7 (C),0,0,16.41,0.98,-2.04,0
 28/ 87/ 7 (C),0,0,-29.48,0.98,-25.07,0
 28/ 79/ 7 (C),0,0,16.41,0.98,-2.04,0
 28/ 79/ 7 (C),0,0,16.41,0.98,-2.04,0
 28/ 79/ 7 (C),0,0,16.41,0.98,-2.04,0
 28/ 87/ 7 (C),0,0,-29.48,0.98,-25.07,0
 28/ 87/ 7 (C),0,0,-29.48,0.98,-25.07,0
 28/ 79/ 7 (C),0,0,16.41,0.98,-2.04,0
 29/ 54/ 7 (C),461.18,-9.39,41.39,-0.33,-59.99,-13.58
 29/ 87/ 7 (C),449.98,-9.39,41.39,-0.33,55.9,12.72
 29/ 54/ 7 (C),461.18,-9.39,41.39,-0.33,-59.99,-13.58
 29/ 54/ 7 (C),461.18,-9.39,41.39,-0.33,-59.99,-13.58
 29/ 54/ 7 (C),461.18,-9.39,41.39,-0.33,-59.99,-13.58
 29/ 54/ 7 (C),461.18,-9.39,41.39,-0.33,-59.99,-13.58
 29/ 54/ 7 (C),461.18,-9.39,41.39,-0.33,-59.99,-13.58
 29/ 54/ 7 (C),461.18,-9.39,41.39,-0.33,-59.99,-13.58
 29/ 87/ 7 (C),449.98,-9.39,41.39,-0.33,55.9,12.72
 29/ 54/ 7 (C),461.18,-9.39,41.39,-0.33,-59.99,-13.58
 29/ 87/ 7 (C),449.98,-9.39,41.39,-0.33,55.9,12.72
 29/ 54/ 7 (C),461.18,-9.39,41.39,-0.33,-59.99,-13.58
 30/ 85/ 7 (C),0,0,44.81,10.4,24.68,0
 30/ 85/ 7 (C),0,0,44.81,10.4,24.68,0
 30/ 85/ 7 (C),0,0,44.81,10.4,24.68,0
 30/ 85/ 7 (C),0,0,44.81,10.4,24.68,0
 30/ 85/ 7 (C),0,0,44.81,10.4,24.68,0
 30/ 86/ 7 (C),0,0,23.54,10.4,98.15,0
 30/ 85/ 7 (C),0,0,44.81,10.4,24.68,0
 30/ 85/ 7 (C),0,0,44.81,10.4,24.68,0
 30/ 86/ 7 (C),0,0,23.54,10.4,98.15,0
 30/ 85/ 7 (C),0,0,44.81,10.4,24.68,0
 30/ 85/ 7 (C),0,0,44.81,10.4,24.68,0
 30/ 86/ 7 (C),0,0,23.54,10.4,98.15,0
 31/ 77/ 7 (C),0,0,34.26,1.31,-8,0
 31/ 77/ 7 (C),0,0,34.26,1.31,-8,0
 31/ 77/ 7 (C),0,0,34.26,1.31,-8,0
 31/ 77/ 7 (C),0,0,34.26,1.31,-8,0
 31/ 77/ 7 (C),0,0,34.26,1.31,-8,0
 31/ 86/ 7 (C),0,0,-35.6,1.31,-10.35,0
 31/ 77/ 7 (C),0,0,34.26,1.31,-8,0
 31/ 77/ 7 (C),0,0,34.26,1.31,-8,0
 31/ 77/ 7 (C),0,0,34.26,1.31,-8,0
 31/ 86/ 7 (C),0,0,-35.6,1.31,-10.35,0
 31/ 77/ 7 (C),0,0,34.26,1.31,-8,0
 31/ 86/ 7 (C),0,0,-35.6,1.31,-10.35,0
 32/ 53/ 7 (C),13.25,-9.28,-0.86,-0.33,1.2,-14.46
 32/ 86/ 7 (C),2.05,-9.28,-0.86,-0.33,-1.21,11.51
 32/ 53/ 7 (C),13.25,-9.28,-0.86,-0.33,1.2,-14.46
 32/ 53/ 7 (C),13.25,-9.28,-0.86,-0.33,1.2,-14.46
 32/ 53/ 7 (C),13.25,-9.28,-0.86,-0.33,1.2,-14.46
 32/ 53/ 7 (C),13.25,-9.28,-0.86,-0.33,1.2,-14.46
 32/ 53/ 7 (C),13.25,-9.28,-0.86,-0.33,1.2,-14.46
 32/ 53/ 7 (C),13.25,-9.28,-0.86,-0.33,1.2,-14.46
 32/ 53/ 7 (C),13.25,-9.28,-0.86,-0.33,1.2,-14.46
 32/ 86/ 7 (C),2.05,-9.28,-0.86,-0.33,-1.21,11.51
 32/ 86/ 7 (C),2.05,-9.28,-0.86,-0.33,-1.21,11.51
 32/ 53/ 7 (C),13.25,-9.28,-0.86,-0.33,1.2,-14.46
 33/ 84/ 7 (C),0,0,110.26,-12.16,-144.67,0
