Bar/Node/Case,FX (kN),FY (kN),FZ (kN),MX (kNm),MY (kNm),MZ (kNm)
 88/ 57/ 7 (C),0,0,33.02,1.24,-36.31,0
 88/ 57/ 7 (C),0,0,33.02,1.24,-36.31,0
 88/ 58/ 7 (C),0,0,-19.92,1.24,-11.09,0
 88/ 57/ 7 (C),0,0,33.02,1.24,-36.31,0
 88/ 57/ 7 (C),0,0,33.02,1.24,-36.31,0
 88/ 58/ 7 (C),0,0,-19.92,1.24,-11.09,0
 88/ 57/ 7 (C),0,0,33.02,1.24,-36.31,0
 88/ 57/ 7 (C),0,0,33.02,1.24,-36.31,0
 88/ 58/ 7 (C),0,0,-19.92,1.24,-11.09,0
 89/ 24/ 7 (C),361.03,9.7,2,-0.33,-3.56,13.71
 89/ 58/ 7 (C),349.83,9.7,2,-0.33,2.04,-13.46
 89/ 24/ 7 (C),361.03,9.7,2,-0.33,-3.56,13.71
 89/ 24/ 7 (C),361.03,9.7,2,-0.33,-3.56,13.71
 89/ 24/ 7 (C),361.03,9.7,2,-0.33,-3.56,13.71
 89/ 24/ 7 (C),361.03,9.7,2,-0.33,-3.56,13.71
 89/ 24/ 7 (C),361.03,9.7,2,-0.33,-3.56,13.71
 89/ 24/ 7 (C),361.03,9.7,2,-0.33,-3.56,13.71
 89/ 58/ 7 (C),349.83,9.7,2,-0.33,2.04,-13.46
 89/ 24/ 7 (C),361.03,9.7,2,-0.33,-3.56,13.71
 89/ 24/ 7 (C),361.03,9.7,2,-0.33,-3.56,13.71
 89/ 58/ 7 (C),349.83,9.7,2,-0.33,2.04,-13.46
 90/ 56/ 7 (C),0,0,-0.63,0.89,35.84,0
 90/ 56/ 7 (C),0,0,-0.63,0.89,35.84,0
 90/ 56/ 7 (C),0,0,-0.63,0.89,35.84,0
 90/ 56/ 7 (C),0,0,-0.63,0.89,35.84,0
 90/ 56/ 7 (C),0,0,-0.63,0.89,35.84,0
 90/ 57/ 7 (C),0,0,-50.28,0.89,-58.34,0
 90/ 56/ 7 (C),0,0,-0.63,0.89,35.84,0
 90/ 56/ 7 (C),0,0,-0.63,0.89,35.84,0
 90/ 56/ 7 (C),0,0,-0.63,0.89,35.84,0
 90/ 57/ 7 (C),0,0,-50.28,0.89,-58.34,0
 90/ 57/ 7 (C),0,0,-50.28,0.89,-58.34,0
 90/ 56/ 7 (C),0,0,-0.63,0.89,35.84,0
 91/ 23/ 7 (C),501.99,6.46,-2.38,-0.33,10.26,9.21
 91/ 57/ 7 (C),490.79,6.46,-2.38,-0.33,3.6,-8.87
 91/ 23/ 7 (C),501.99,6.46,-2.38,-0.33,10.26,9.21
 91/ 23/ 7 (C),501.99,6.46,-2.38,-0.33,10.26,9.21
 91/ 23/ 7 (C),501.99,6.46,-2.38,-0.33,10.26,9.21
 91/ 23/ 7 (C),501.99,6.46,-2.38,-0.33,10.26,9.21
 91/ 23/ 7 (C),501.99,6.46,-2.38,-0.33,10.26,9.21
 91/ 23/ 7 (C),501.99,6.46,-2.38,-0.33,10.26,9.21
 91/ 23/ 7 (C),501.99,6.46,-2.38,-0.33,10.26,9.21
 91/ 57/ 7 (C),490.79,6.46,-2.38,-0.33,3.6,-8.87
 91/ 23/ 7 (C),501.99,6.46,-2.38,-0.33,10.26,9.21
 91/ 57/ 7 (C),490.79,6.46,-2.38,-0.33,3.6,-8.87
 92/ 55/ 7 (C),0,0,47.05,0.35,-55.34,0
 92/ 55/ 7 (C),0,0,47.05,0.35,-55.34,0
 92/ 55/ 7 (C),0,0,47.05,0.35,-55.34,0
 92/ 55/ 7 (C),0,0,47.05,0.35,-55.34,0
 92/ 55/ 7 (C),0,0,47.05,0.35,-55.34,0
 92/ 56/ 7 (C),0,0,-2.05,0.35,27.35,0
 92/ 55/ 7 (C),0,0,47.05,0.35,-55.34,0
 92/ 55/ 7 (C),0,0,47.05,0.35,-55.34,0
 92/ 56/ 7 (C),0,0,-2.05,0.35,27.35,0
 92/ 55/ 7 (C),0,0,47.05,0.35,-55.34,0
 92/ 55/ 7 (C),0,0,47.05,0.35,-55.34,0
 92/ 56/ 7 (C),0,0,-2.05,0.35,27.35,0
 93/ 21/ 7 (C),219.56,5.12,25.01,-0.33,-49.6,7.5
 93/ 56/ 7 (C),208.36,5.12,25.01,-0.33,20.43,-6.84
 93/ 21/ 7 (C),219.56,5.12,25.01,-0.33,-49.6,7.5
 93/ 21/ 7 (C),219.56,5.12,25.01,-0.33,-49.6,7.5
 93/ 21/ 7 (C),219.56,5.12,25.01,-0.33,-49.6,7.5
 93/ 21/ 7 (C),219.56,5.12,25.01,-0.33,-49.6,7.5
 93/ 21/ 7 (C),219.56,5.12,25.01,-0.33,-49.6,7.5
 93/ 21/ 7 (C),219.56,5.12,25.01,-0.33,-49.6,7.5
 93/ 56/ 7 (C),208.36,5.12,25.01,-0.33,20.43,-6.84
 93/ 21/ 7 (C),219.56,5.12,25.01,-0.33,-49.6,7.5
 93/ 21/ 7 (C),219.56,5.12,25.01,-0.33,-49.6,7.5
 93/ 56/ 7 (C),208.36,5.12,25.01,-0.33,20.43,-6.84
 94/ 20/ 7 (C),327.16,5.6,-25.73,-0.33,40.55,8.08
 94/ 55/ 7 (C),315.96,5.6,-25.73,-0.33,-31.49,-7.6
 94/ 20/ 7 (C),327.16,5.6,-25.73,-0.33,40.55,8.08
 94/ 20/ 7 (C),327.16,5.6,-25.73,-0.33,40.55,8.08
 94/ 20/ 7 (C),327.16,5.6,-25.73,-0.33,40.55,8.08
 94/ 20/ 7 (C),327.16,5.6,-25.73,-0.33,40.55,8.08
 94/ 20/ 7 (C),327.16,5.6,-25.73,-0.33,40.55,8.08
 94/ 20/ 7 (C),327.16,5.6,-25.73,-0.33,40.55,8.08
 94/ 20/ 7 (C),327.16,5.6,-25.73,-0.33,40.55,8.08
 94/ 55/ 7 (C),315.96,5.6,-25.73,-0.33,-31.49,-7.6
 94/ 20/ 7 (C),327.16,5.6,-25.73,-0.33,40.55,8.08
 94/ 55/ 7 (C),315.96,5.6,-25.73,-0.33,-31.49,-7.6
 95/ 53/ 7 (C),0,0,-28.01,0.98,98.27,0
 95/ 53/ 7 (C),0,0,-28.01,0.98,98.27,0
 95/ 53/ 7 (C),0,0,-28.01,0.98,98.27,0
 95/ 53/ 7 (C),0,0,-28.01,0.98,98.27,0
 95/ 53/ 7 (C),0,0,-28.01,0.98,98.27,0
 95/ 54/ 7 (C),0,0,-79.16,0.98,-104.01,0
 95/ 53/ 7 (C),0,0,-28.01,0.98,98.27,0
 95/ 53/ 7 (C),0,0,-28.01,0.98,98.27,0
 95/ 53/ 7 (C),0,0,-28.01,0.98,98.27,0
 95/ 54/ 7 (C),0,0,-79.16,0.98,-104.01,0
 95/ 53/ 7 (C),0,0,-28.01,0.98,98.27,0
 95/ 54/ 7 (C),0,0,-79.16,0.98,-104.01,0
 96/ 46/ 7 (C),0,0,21.8,1.34,-12.9,0
 96/ 46/ 7 (C),0,0,21.8,1.34,-12.9,0
 96/ 46/ 7 (C),0,0,21.8,1.34,-12.9,0
 96/ 46/ 7 (C),0,0,21.8,1.34,-12.9,0
 96/ 46/ 7 (C),0,0,21.8,1.34,-12.9,0
 96/ 54/ 7 (C),0,0,-24.09,1.34,-16.93,0
 96/ 46/ 7 (C),0,0,21.8,1.34,-12.9,0
 96/ 46/ 7 (C),0,0,21.8,1.34,-12.9,0
 96/ 46/ 7 (C),0,0,21.8,1.34,-12.9,0
 96/ 54/ 7 (C),0,0,-24.09,1.34,-16.93,0
 96/ 46/ 7 (C),0,0,21.8,1.34,-12.9,0
 96/ 54/ 7 (C),0,0,-24.09,1.34,-16.93,0
 97/ 52/ 7 (C),0,0,42.74,8.45,28.72,0
 97/ 52/ 7 (C),0,0,42.74,8.45,28.72,0
 97/ 52/ 7 (C),0,0,42.74,8.45,28.72,0
 97/ 52/ 7 (C),0,0,42.74,8.45,28.72,0
 97/ 52/ 7 (C),0,0,42.74,8.45,28.72,0
 97/ 53/ 7 (C),0,0,21.48,8.45,97.76,0
 97/ 52/ 7 (C),0,0,42.74,8.45,28.72,0
 97/ 52/ 7 (C),0,0,42.74,8.45,28.72,0
 97/ 53/ 7 (C),0,0,21.48,8.45,97.76,0
 97/ 52/ 7 (C),0,0,42.74,8.45,28.72,0
 97/ 53/ 7 (C),0,0,21.48,8.45,97.76,0
 97/ 52/ 7 (C),0,0,42.74,8.45,28.72,0
 98/ 44/ 7 (C),0,0,33.63,1.71,-2.41,0
 98/ 44/ 7 (C),0,0,33.63,1.71,-2.41,0
 98/ 44/ 7 (C),0,0,33.63,1.71,-2.41,0
 98/ 44/ 7 (C),0,0,33.63,1.71,-2.41,0
 98/ 44/ 7 (C),0,0,33.63,1.71,-2.41,0
 98/ 53/ 7 (C),0,0,-36.23,1.71,-6.99,0
 98/ 44/ 7 (C),0,0,33.63,1.71,-2.41,0
 98/ 44/ 7 (C),0,0,33.63,1.71,-2.41,0
 98/ 44/ 7 (C),0,0,33.63,1.71,-2.41,0
 98/ 53/ 7 (C),0,0,-36.23,1.71,-6.99,0
 98/ 44/ 7 (C),0,0,33.63,1.71,-2.41,0
 98/ 53/ 7 (C),0,0,-36.23,1.71,-6.99,0
 99/ 51/ 7 (C),0,0,108.33,-11.79,-137.64,0
 99/ 51/ 7 (C),0,0,108.33,-11.79,-137.64,0
 99/ 51/ 7 (C),0,0,108.33,-11.79,-137.64,0
 99/ 51/ 7 (C),0,0,108.33,-11.79,-137.64,0
 99/ 51/ 7 (C),0,0,108.33,-11.79,-137.64,0
 99/ 52/ 7 (C),0,0,91.63,-11.79,44.82,0
 99/ 51/ 7 (C),0,0,108.33,-11.79,-137.64,0
 99/ 51/ 7 (C),0,0,108.33,-11.79,-137.64,0
 99/ 52/ 7 (C),0,0,91.63,-11.79,44.82,0
 99/ 51/ 7 (C),0,0,108.33,-11.79,-137.64,0
 99/ 51/ 7 (C),0,0,108.33,-11.79,-137.64,0
 99/ 52/ 7 (C),0,0,91.63,-11.79,44.82,0
 100/ 43/ 7 (C),0,0,19.62,-16.11,40.16,0
 100/ 43/ 7 (C),0,0,19.62,-16.11,40.16,0
 100/ 43/ 7 (C),0,0,19.62,-16.11,40.16,0
 100/ 43/ 7 (C),0,0,19.62,-16.11,40.16,0
 100/ 43/ 7 (C),0,0,19.62,-16.11,40.16,0
 100/ 52/ 7 (C),0,0,-48.88,-16.11,-20.24,0
 100/ 43/ 7 (C),0,0,19.62,-16.11,40.16,0
 100/ 43/ 7 (C),0,0,19.62,-16.11,40.16,0
 100/ 43/ 7 (C),0,0,19.62,-16.11,40.16,0
 100/ 52/ 7 (C),0,0,-48.88,-16.11,-20.24,0
 100/ 52/ 7 (C),0,0,-48.88,-16.11,-20.24,0
 100/ 43/ 7 (C),0,0,19.62,-16.11,40.16,0
 101/ 50/ 7 (C),0,0,13.81,-28.03,-1.04,0
 101/ 50/ 7 (C),0,0,13.81,-28.03,-1.04,0
 101/ 50/ 7 (C),0,0,13.81,-28.03,-1.04,0
 101/ 50/ 7 (C),0,0,13.81,-28.03,-1.04,0
 101/ 50/ 7 (C),0,0,13.81,-28.03,-1.04,0
 101/ 51/ 7 (C),0,0,-9.01,-28.03,1.17,0
 101/ 50/ 7 (C),0,0,13.81,-28.03,-1.04,0
 101/ 50/ 7 (C),0,0,13.81,-28.03,-1.04,0
 101/ 51/ 7 (C),0,0,-9.01,-28.03,1.17,0
 101/ 50/ 7 (C),0,0,13.81,-28.03,-1.04,0
 101/ 51/ 7 (C),0,0,-9.01,-28.03,1.17,0
 101/ 50/ 7 (C),0,0,13.81,-28.03,-1.04,0
 102/ 49/ 7 (C),0,0,-51.41,-1.84,4.48,0
 102/ 49/ 7 (C),0,0,-51.41,-1.84,4.48,0
 102/ 49/ 7 (C),0,0,-51.41,-1.84,4.48,0
 102/ 49/ 7 (C),0,0,-51.41,-1.84,4.48,0
 102/ 49/ 7 (C),0,0,-51.41,-1.84,4.48,0
 102/ 50/ 7 (C),0,0,-64.36,-1.84,-65.04,0
 102/ 49/ 7 (C),0,0,-51.41,-1.84,4.48,0
 102/ 49/ 7 (C),0,0,-51.41,-1.84,4.48,0
 102/ 49/ 7 (C),0,0,-51.41,-1.84,4.48,0
 102/ 50/ 7 (C),0,0,-64.36,-1.84,-65.04,0
 102/ 49/ 7 (C),0,0,-51.41,-1.84,4.48,0
 102/ 50/ 7 (C),0,0,-64.36,-1.84,-65.04,0
 103/ 17/ 7 (C),503.65,0.85,7.38,-0.08,-6.38,0.27
 103/ 50/ 7 (C),491.45,0.85,7.38,-0.08,16.12,-2.31
 103/ 17/ 7 (C),503.65,0.85,7.38,-0.08,-6.38,0.27
 103/ 17/ 7 (C),503.65,0.85,7.38,-0.08,-6.38,0.27
 103/ 17/ 7 (C),503.65,0.85,7.38,-0.08,-6.38,0.27
 103/ 17/ 7 (C),503.65,0.85,7.38,-0.08,-6.38,0.27
 103/ 17/ 7 (C),503.65,0.85,7.38,-0.08,-6.38,0.27
 103/ 17/ 7 (C),503.65,0.85,7.38,-0.08,-6.38,0.27
 103/ 50/ 7 (C),491.45,0.85,7.38,-0.08,16.12,-2.31
 103/ 17/ 7 (C),503.65,0.85,7.38,-0.08,-6.38,0.27
 103/ 17/ 7 (C),503.65,0.85,7.38,-0.08,-6.38,0.27
 103/ 50/ 7 (C),491.45,0.85,7.38,-0.08,16.12,-2.31
 104/ 48/ 7 (C),0,0,-21.96,8.16,66.27,0
 104/ 48/ 7 (C),0,0,-21.96,8.16,66.27,0
 104/ 48/ 7 (C),0,0,-21.96,8.16,66.27,0
 104/ 48/ 7 (C),0,0,-21.96,8.16,66.27,0
 104/ 48/ 7 (C),0,0,-21.96,8.16,66.27,0
 104/ 49/ 7 (C),0,0,-46.27,8.16,-13.91,0
 104/ 48/ 7 (C),0,0,-21.96,8.16,66.27,0
 104/ 48/ 7 (C),0,0,-21.96,8.16,66.27,0
 104/ 48/ 7 (C),0,0,-21.96,8.16,66.27,0
 104/ 49/ 7 (C),0,0,-46.27,8.16,-13.91,0
 104/ 48/ 7 (C),0,0,-21.96,8.16,66.27,0
 104/ 49/ 7 (C),0,0,-46.27,8.16,-13.91,0
 105/ 40/ 7 (C),0,0,47.54,18.38,-40.74,0
 105/ 40/ 7 (C),0,0,47.54,18.38,-40.74,0
 105/ 40/ 7 (C),0,0,47.54,18.38,-40.74,0
 105/ 40/ 7 (C),0,0,47.54,18.38,-40.74,0
 105/ 40/ 7 (C),0,0,47.54,18.38,-40.74,0
 105/ 49/ 7 (C),0,0,-5.13,18.38,10,0
 105/ 40/ 7 (C),0,0,47.54,18.38,-40.74,0
 105/ 40/ 7 (C),0,0,47.54,18.38,-40.74,0
 105/ 49/ 7 (C),0,0,-5.13,18.38,10,0
 105/ 40/ 7 (C),0,0,47.54,18.38,-40.74,0
 105/ 40/ 7 (C),0,0,47.54,18.38,-40.74,0
 105/ 49/ 7 (C),0,0,-5.13,18.38,10,0
 106/ 47/ 7 (C),0,0,76.83,-2.08,-79.21,0
 106/ 47/ 7 (C),0,0,76.83,-2.08,-79.21,0
 106/ 47/ 7 (C),0,0,76.83,-2.08,-79.21,0
 106/ 47/ 7 (C),0,0,76.83,-2.08,-79.21,0
 106/ 47/ 7 (C),0,0,76.83,-2.08,-79.21,0
 106/ 48/ 7 (C),0,0,47.18,-2.08,86.65,0
 106/ 47/ 7 (C),0,0,76.83,-2.08,-79.21,0
 106/ 47/ 7 (C),0,0,76.83,-2.08,-79.21,0
 106/ 48/ 7 (C),0,0,47.18,-2.08,86.65,0
 106/ 47/ 7 (C),0,0,76.83,-2.08,-79.21,0
 106/ 48/ 7 (C),0,0,47.18,-2.08,86.65,0
 106/ 47/ 7 (C),0,0,76.83,-2.08,-79.21,0
 107/ 34/ 7 (C),0,0,44.69,-1.16,-26.38,0
 107/ 34/ 7 (C),0,0,44.69,-1.16,-26.38,0
 107/ 34/ 7 (C),0,0,44.69,-1.16,-26.38,0
 107/ 34/ 7 (C),0,0,44.69,-1.16,-26.38,0
 107/ 34/ 7 (C),0,0,44.69,-1.16,-26.38,0
 107/ 48/ 7 (C),0,0,-46.98,-1.16,-31.33,0
 107/ 34/ 7 (C),0,0,44.69,-1.16,-26.38,0
 107/ 34/ 7 (C),0,0,44.69,-1.16,-26.38,0
 107/ 34/ 7 (C),0,0,44.69,-1.16,-26.38,0
 107/ 48/ 7 (C),0,0,-46.98,-1.16,-31.33,0
 107/ 34/ 7 (C),0,0,44.69,-1.16,-26.38,0
 107/ 48/ 7 (C),0,0,-46.98,-1.16,-31.33,0
 108/ 33/ 7 (C),0,0,29.46,0.45,-20.05,0
 108/ 33/ 7 (C),0,0,29.46,0.45,-20.05,0
 108/ 33/ 7 (C),0,0,29.46,0.45,-20.05,0
 108/ 33/ 7 (C),0,0,29.46,0.45,-20.05,0
 108/ 33/ 7 (C),0,0,29.46,0.45,-20.05,0
 108/ 47/ 7 (C),0,0,-28.53,0.45,-18.05,0
 108/ 33/ 7 (C),0,0,29.46,0.45,-20.05,0
 108/ 33/ 7 (C),0,0,29.46,0.45,-20.05,0
 108/ 47/ 7 (C),0,0,-28.53,0.45,-18.05,0
 108/ 33/ 7 (C),0,0,29.46,0.45,-20.05,0
 108/ 33/ 7 (C),0,0,29.46,0.45,-20.05,0
 108/ 47/ 7 (C),0,0,-28.53,0.45,-18.05,0
 109/ 45/ 7 (C),0,0,-34.17,-11.99,83.44,0
 109/ 45/ 7 (C),0,0,-34.17,-11.99,83.44,0
 109/ 45/ 7 (C),0,0,-34.17,-11.99,83.44,0
 109/ 45/ 7 (C),0,0,-34.17,-11.99,83.44,0
 109/ 45/ 7 (C),0,0,-34.17,-11.99,83.44,0
 109/ 46/ 7 (C),0,0,-93.05,-11.99,-101.29,0
 109/ 45/ 7 (C),0,0,-34.17,-11.99,83.44,0
 109/ 45/ 7 (C),0,0,-34.17,-11.99,83.44,0
 109/ 45/ 7 (C),0,0,-34.17,-11.99,83.44,0
 109/ 46/ 7 (C),0,0,-93.05,-11.99,-101.29,0
 109/ 46/ 7 (C),0,0,-93.05,-11.99,-101.29,0
 109/ 45/ 7 (C),0,0,-34.17,-11.99,83.44,0
 110/ 39/ 7 (C),0,0,-23.42,8.27,52.06,0
 110/ 39/ 7 (C),0,0,-23.42,8.27,52.06,0
 110/ 39/ 7 (C),0,0,-23.42,8.27,52.06,0
 110/ 39/ 7 (C),0,0,-23.42,8.27,52.06,0
 110/ 39/ 7 (C),0,0,-23.42,8.27,52.06,0
 110/ 46/ 7 (C),0,0,-49.32,8.27,-37.04,0
 110/ 39/ 7 (C),0,0,-23.42,8.27,52.06,0
 110/ 39/ 7 (C),0,0,-23.42,8.27,52.06,0
 110/ 39/ 7 (C),0,0,-23.42,8.27,52.06,0
 110/ 46/ 7 (C),0,0,-49.32,8.27,-37.04,0
 110/ 39/ 7 (C),0,0,-23.42,8.27,52.06,0
 110/ 46/ 7 (C),0,0,-49.32,8.27,-37.04,0
 111/ 44/ 7 (C),0,0,-14.93,-7.24,53.2,0
 111/ 44/ 7 (C),0,0,-14.93,-7.24,53.2,0
 111/ 44/ 7 (C),0,0,-14.93,-7.24,53.2,0
 111/ 44/ 7 (C),0,0,-14.93,-7.24,53.2,0
 111/ 44/ 7 (C),0,0,-14.93,-7.24,53.2,0
 111/ 45/ 7 (C),0,0,-28.33,-7.24,31.77,0
 111/ 44/ 7 (C),0,0,-14.93,-7.24,53.2,0
 111/ 44/ 7 (C),0,0,-14.93,-7.24,53.2,0
 111/ 44/ 7 (C),0,0,-14.93,-7.24,53.2,0
 111/ 45/ 7 (C),0,0,-28.33,-7.24,31.77,0
 111/ 44/ 7 (C),0,0,-14.93,-7.24,53.2,0
 111/ 45/ 7 (C),0,0,-28.33,-7.24,31.77,0
 112/ 38/ 7 (C),0,0,54.5,15.7,-43.98,0
 112/ 38/ 7 (C),0,0,54.5,15.7,-43.98,0
 112/ 38/ 7 (C),0,0,54.5,15.7,-43.98,0
 112/ 38/ 7 (C),0,0,54.5,15.7,-43.98,0
 112/ 38/ 7 (C),0,0,54.5,15.7,-43.98,0
 112/ 45/ 7 (C),0,0,17.7,15.7,44.47,0
 112/ 38/ 7 (C),0,0,54.5,15.7,-43.98,0
 112/ 38/ 7 (C),0,0,54.5,15.7,-43.98,0
 112/ 45/ 7 (C),0,0,17.7,15.7,44.47,0
 112/ 38/ 7 (C),0,0,54.5,15.7,-43.98,0
 112/ 38/ 7 (C),0,0,54.5,15.7,-43.98,0
 112/ 45/ 7 (C),0,0,17.7,15.7,44.47,0
 113/ 43/ 7 (C),0,0,49.89,-4.83,-20.93,0
 113/ 43/ 7 (C),0,0,49.89,-4.83,-20.93,0
 113/ 43/ 7 (C),0,0,49.89,-4.83,-20.93,0
 113/ 43/ 7 (C),0,0,49.89,-4.83,-20.93,0
 113/ 43/ 7 (C),0,0,49.89,-4.83,-20.93,0
 113/ 44/ 7 (C),0,0,18.7,-4.83,54.91,0
 113/ 43/ 7 (C),0,0,49.89,-4.83,-20.93,0
 113/ 43/ 7 (C),0,0,49.89,-4.83,-20.93,0
 113/ 44/ 7 (C),0,0,18.7,-4.83,54.91,0
 113/ 43/ 7 (C),0,0,49.89,-4.83,-20.93,0
 113/ 44/ 7 (C),0,0,18.7,-4.83,54.91,0
 113/ 43/ 7 (C),0,0,49.89,-4.83,-20.93,0
 114/ 41/ 7 (C),0,0,84.81,-37.04,-46.89,0
 114/ 41/ 7 (C),0,0,84.81,-37.04,-46.89,0
 114/ 41/ 7 (C),0,0,84.81,-37.04,-46.89,0
 114/ 41/ 7 (C),0,0,84.81,-37.04,-46.89,0
 114/ 41/ 7 (C),0,0,84.81,-37.04,-46.89,0
 114/ 43/ 7 (C),0,0,69.51,-37.04,45,0
 114/ 41/ 7 (C),0,0,84.81,-37.04,-46.89,0
 114/ 41/ 7 (C),0,0,84.81,-37.04,-46.89,0
 114/ 43/ 7 (C),0,0,69.51,-37.04,45,0
 114/ 41/ 7 (C),0,0,84.81,-37.04,-46.89,0
 114/ 43/ 7 (C),0,0,69.51,-37.04,45,0
 114/ 41/ 7 (C),0,0,84.81,-37.04,-46.89,0
 115/ 41/ 7 (C),0,0,-79.92,-30.7,93.29,0
 115/ 41/ 7 (C),0,0,-79.92,-30.7,93.29,0
 115/ 41/ 7 (C),0,0,-79.92,-30.7,93.29,0
 115/ 41/ 7 (C),0,0,-79.92,-30.7,93.29,0
 115/ 41/ 7 (C),0,0,-79.92,-30.7,93.29,0
 115/ 42/ 7 (C),0,0,-111.59,-30.7,-82.15,0
 115/ 41/ 7 (C),0,0,-79.92,-30.7,93.29,0
 115/ 41/ 7 (C),0,0,-79.92,-30.7,93.29,0
 115/ 41/ 7 (C),0,0,-79.92,-30.7,93.29,0
 115/ 42/ 7 (C),0,0,-111.59,-30.7,-82.15,0
 115/ 42/ 7 (C),0,0,-111.59,-30.7,-82.15,0
 115/ 41/ 7 (C),0,0,-79.92,-30.7,93.29,0
 116/ 37/ 7 (C),0,0,-73.32,32.48,56.37,0
 116/ 37/ 7 (C),0,0,-73.32,32.48,56.37,0
 116/ 37/ 7 (C),0,0,-73.32,32.48,56.37,0
 116/ 37/ 7 (C),0,0,-73.32,32.48,56.37,0
 116/ 37/ 7 (C),0,0,-73.32,32.48,56.37,0
 116/ 42/ 7 (C),0,0,-92.85,32.48,-50.22,0
 116/ 37/ 7 (C),0,0,-73.32,32.48,56.37,0
 116/ 37/ 7 (C),0,0,-73.32,32.48,56.37,0
 116/ 37/ 7 (C),0,0,-73.32,32.48,56.37,0
 116/ 42/ 7 (C),0,0,-92.85,32.48,-50.22,0
 116/ 37/ 7 (C),0,0,-73.32,32.48,56.37,0
 116/ 42/ 7 (C),0,0,-92.85,32.48,-50.22,0
 117/ 40/ 7 (C),0,0,74.27,16.19,-77.56,0
 117/ 40/ 7 (C),0,0,74.27,16.19,-77.56,0
 117/ 40/ 7 (C),0,0,74.27,16.19,-77.56,0
 117/ 40/ 7 (C),0,0,74.27,16.19,-77.56,0
 117/ 40/ 7 (C),0,0,74.27,16.19,-77.56,0
 117/ 41/ 7 (C),0,0,4.89,16.19,56.25,0
 117/ 40/ 7 (C),0,0,74.27,16.19,-77.56,0
 117/ 40/ 7 (C),0,0,74.27,16.19,-77.56,0
 117/ 41/ 7 (C),0,0,4.89,16.19,56.25,0
 117/ 40/ 7 (C),0,0,74.27,16.19,-77.56,0
 117/ 40/ 7 (C),0,0,74.27,16.19,-77.56,0
 117/ 41/ 7 (C),0,0,4.89,16.19,56.25,0
 118/ 35/ 7 (C),0,0,-46,-30.4,43.28,0
 118/ 35/ 7 (C),0,0,-46,-30.4,43.28,0
 118/ 35/ 7 (C),0,0,-46,-30.4,43.28,0
 118/ 35/ 7 (C),0,0,-46,-30.4,43.28,0
 118/ 35/ 7 (C),0,0,-46,-30.4,43.28,0
 118/ 40/ 7 (C),0,0,-77.23,-30.4,-57.35,0
 118/ 35/ 7 (C),0,0,-46,-30.4,43.28,0
 118/ 35/ 7 (C),0,0,-46,-30.4,43.28,0
 118/ 35/ 7 (C),0,0,-46,-30.4,43.28,0
 118/ 40/ 7 (C),0,0,-77.23,-30.4,-57.35,0
 118/ 40/ 7 (C),0,0,-77.23,-30.4,-57.35,0
 118/ 35/ 7 (C),0,0,-46,-30.4,43.28,0
 119/ 13/ 7 (C),957.21,0.24,-5.42,-0.08,6.45,-0.26
 119/ 40/ 7 (C),945.01,0.24,-5.42,-0.08,-10.07,-1
 119/ 13/ 7 (C),957.21,0.24,-5.42,-0.08,6.45,-0.26
 119/ 13/ 7 (C),957.21,0.24,-5.42,-0.08,6.45,-0.26
 119/ 13/ 7 (C),957.21,0.24,-5.42,-0.08,6.45,-0.26
 119/ 13/ 7 (C),957.21,0.24,-5.42,-0.08,6.45,-0.26
 119/ 13/ 7 (C),957.21,0.24,-5.42,-0.08,6.45,-0.26
 119/ 13/ 7 (C),957.21,0.24,-5.42,-0.08,6.45,-0.26
 119/ 13/ 7 (C),957.21,0.24,-5.42,-0.08,6.45,-0.26
 119/ 40/ 7 (C),945.01,0.24,-5.42,-0.08,-10.07,-1
 119/ 13/ 7 (C),957.21,0.24,-5.42,-0.08,6.45,-0.26
 119/ 40/ 7 (C),945.01,0.24,-5.42,-0.08,-10.07,-1
 120/ 38/ 7 (C),0,0,2.81,-9.23,37.67,0
 120/ 38/ 7 (C),0,0,2.81,-9.23,37.67,0
 120/ 38/ 7 (C),0,0,2.81,-9.23,37.67,0
 120/ 38/ 7 (C),0,0,2.81,-9.23,37.67,0
 120/ 38/ 7 (C),0,0,2.81,-9.23,37.67,0
 120/ 39/ 7 (C),0,0,-49.05,-9.23,-31.7,0
 120/ 38/ 7 (C),0,0,2.81,-9.23,37.67,0
 120/ 38/ 7 (C),0,0,2.81,-9.23,37.67,0
 120/ 38/ 7 (C),0,0,2.81,-9.23,37.67,0
 120/ 39/ 7 (C),0,0,-49.05,-9.23,-31.7,0
 120/ 38/ 7 (C),0,0,2.81,-9.23,37.67,0
 120/ 39/ 7 (C),0,0,-49.05,-9.23,-31.7,0
 121/ 36/ 7 (C),0,0,347.72,14.07,-80.82,0
 121/ 36/ 7 (C),0,0,347.72,14.07,-80.82,0
 121/ 36/ 7 (C),0,0,347.72,14.07,-80.82,0
 121/ 36/ 7 (C),0,0,347.72,14.07,-80.82,0
 121/ 36/ 7 (C),0,0,347.72,14.07,-80.82,0
 121/ 39/ 7 (C),0,0,344.99,14.07,57.67,0
 121/ 36/ 7 (C),0,0,347.72,14.07,-80.82,0
 121/ 36/ 7 (C),0,0,347.72,14.07,-80.82,0
 121/ 39/ 7 (C),0,0,344.99,14.07,57.67,0
 121/ 36/ 7 (C),0,0,347.72,14.07,-80.82,0
