Bar/Node/Case,FX (kN),FY (kN),FZ (kN),MX (kNm),MY (kNm),MZ (kNm)
 87/ 59/ 6 (C),271.5,3.83,4.96,-0.51,7.44,-5.18
 88/ 57/ 6 (C),0,0,50.81,1.9,-56.03,0
 88/ 57/ 6 (C),0,0,50.81,1.9,-56.03,0
 88/ 57/ 6 (C),0,0,50.81,1.9,-56.03,0
 88/ 57/ 6 (C),0,0,50.81,1.9,-56.03,0
 88/ 57/ 6 (C),0,0,50.81,1.9,-56.03,0
 88/ 58/ 6 (C),0,0,-30.71,1.9,-17.34,0
 88/ 57/ 6 (C),0,0,50.81,1.9,-56.03,0
 88/ 57/ 6 (C),0,0,50.81,1.9,-56.03,0
 88/ 58/ 6 (C),0,0,-30.71,1.9,-17.34,0
 88/ 57/ 6 (C),0,0,50.81,1.9,-56.03,0
 88/ 57/ 6 (C),0,0,50.81,1.9,-56.03,0
 88/ 58/ 6 (C),0,0,-30.71,1.9,-17.34,0
 89/ 24/ 6 (C),546.51,15.59,3.13,-0.51,-5.53,22.05
 89/ 58/ 6 (C),531.39,15.59,3.13,-0.51,3.22,-21.59
 89/ 24/ 6 (C),546.51,15.59,3.13,-0.51,-5.53,22.05
 89/ 24/ 6 (C),546.51,15.59,3.13,-0.51,-5.53,22.05
 89/ 24/ 6 (C),546.51,15.59,3.13,-0.51,-5.53,22.05
 89/ 24/ 6 (C),546.51,15.59,3.13,-0.51,-5.53,22.05
 89/ 24/ 6 (C),546.51,15.59,3.13,-0.51,-5.53,22.05
 89/ 24/ 6 (C),546.51,15.59,3.13,-0.51,-5.53,22.05
 89/ 58/ 6 (C),531.39,15.59,3.13,-0.51,3.22,-21.59
 89/ 24/ 6 (C),546.51,15.59,3.13,-0.51,-5.53,22.05
 89/ 24/ 6 (C),546.51,15.59,3.13,-0.51,-5.53,22.05
 89/ 58/ 6 (C),531.39,15.59,3.13,-0.51,3.22,-21.59
 90/ 56/ 6 (C),0,0,-0.68,1.32,54.2,0
 90/ 56/ 6 (C),0,0,-0.68,1.32,54.2,0
 90/ 56/ 6 (C),0,0,-0.68,1.32,54.2,0
 90/ 56/ 6 (C),0,0,-0.68,1.32,54.2,0
 90/ 56/ 6 (C),0,0,-0.68,1.32,54.2,0
 90/ 57/ 6 (C),0,0,-76.99,1.32,-89.49,0
 90/ 56/ 6 (C),0,0,-0.68,1.32,54.2,0
 90/ 56/ 6 (C),0,0,-0.68,1.32,54.2,0
 90/ 56/ 6 (C),0,0,-0.68,1.32,54.2,0
 90/ 57/ 6 (C),0,0,-76.99,1.32,-89.49,0
 90/ 56/ 6 (C),0,0,-0.68,1.32,54.2,0
 90/ 57/ 6 (C),0,0,-76.99,1.32,-89.49,0
 91/ 23/ 6 (C),763.07,10.53,-3.71,-0.51,15.79,15.03
 91/ 57/ 6 (C),747.95,10.53,-3.71,-0.51,5.4,-14.46
 91/ 23/ 6 (C),763.07,10.53,-3.71,-0.51,15.79,15.03
 91/ 23/ 6 (C),763.07,10.53,-3.71,-0.51,15.79,15.03
 91/ 23/ 6 (C),763.07,10.53,-3.71,-0.51,15.79,15.03
 91/ 23/ 6 (C),763.07,10.53,-3.71,-0.51,15.79,15.03
 91/ 23/ 6 (C),763.07,10.53,-3.71,-0.51,15.79,15.03
 91/ 23/ 6 (C),763.07,10.53,-3.71,-0.51,15.79,15.03
 91/ 23/ 6 (C),763.07,10.53,-3.71,-0.51,15.79,15.03
 91/ 57/ 6 (C),747.95,10.53,-3.71,-0.51,5.4,-14.46
 91/ 23/ 6 (C),763.07,10.53,-3.71,-0.51,15.79,15.03
 91/ 57/ 6 (C),747.95,10.53,-3.71,-0.51,5.4,-14.46
 92/ 55/ 6 (C),0,0,72.13,0.67,-84.95,0
 92/ 55/ 6 (C),0,0,72.13,0.67,-84.95,0
 92/ 55/ 6 (C),0,0,72.13,0.67,-84.95,0
 92/ 55/ 6 (C),0,0,72.13,0.67,-84.95,0
 92/ 55/ 6 (C),0,0,72.13,0.67,-84.95,0
 92/ 56/ 6 (C),0,0,-3.32,0.67,41.48,0
 92/ 55/ 6 (C),0,0,72.13,0.67,-84.95,0
 92/ 55/ 6 (C),0,0,72.13,0.67,-84.95,0
 92/ 56/ 6 (C),0,0,-3.32,0.67,41.48,0
 92/ 55/ 6 (C),0,0,72.13,0.67,-84.95,0
 92/ 55/ 6 (C),0,0,72.13,0.67,-84.95,0
 92/ 56/ 6 (C),0,0,-3.32,0.67,41.48,0
 93/ 21/ 6 (C),332.19,8.81,38.21,-0.51,-75.78,12.94
 93/ 56/ 6 (C),317.07,8.81,38.21,-0.51,31.21,-11.74
 93/ 21/ 6 (C),332.19,8.81,38.21,-0.51,-75.78,12.94
 93/ 21/ 6 (C),332.19,8.81,38.21,-0.51,-75.78,12.94
 93/ 21/ 6 (C),332.19,8.81,38.21,-0.51,-75.78,12.94
 93/ 21/ 6 (C),332.19,8.81,38.21,-0.51,-75.78,12.94
 93/ 21/ 6 (C),332.19,8.81,38.21,-0.51,-75.78,12.94
 93/ 21/ 6 (C),332.19,8.81,38.21,-0.51,-75.78,12.94
 93/ 56/ 6 (C),317.07,8.81,38.21,-0.51,31.21,-11.74
 93/ 21/ 6 (C),332.19,8.81,38.21,-0.51,-75.78,12.94
 93/ 21/ 6 (C),332.19,8.81,38.21,-0.51,-75.78,12.94
 93/ 56/ 6 (C),317.07,8.81,38.21,-0.51,31.21,-11.74
 94/ 20/ 6 (C),490.86,8.79,-39.51,-0.51,62.24,12.69
 94/ 55/ 6 (C),475.74,8.79,-39.51,-0.51,-48.38,-11.93
 94/ 20/ 6 (C),490.86,8.79,-39.51,-0.51,62.24,12.69
 94/ 20/ 6 (C),490.86,8.79,-39.51,-0.51,62.24,12.69
 94/ 20/ 6 (C),490.86,8.79,-39.51,-0.51,62.24,12.69
 94/ 20/ 6 (C),490.86,8.79,-39.51,-0.51,62.24,12.69
 94/ 20/ 6 (C),490.86,8.79,-39.51,-0.51,62.24,12.69
 94/ 20/ 6 (C),490.86,8.79,-39.51,-0.51,62.24,12.69
 94/ 20/ 6 (C),490.86,8.79,-39.51,-0.51,62.24,12.69
 94/ 55/ 6 (C),475.74,8.79,-39.51,-0.51,-48.38,-11.93
 94/ 20/ 6 (C),490.86,8.79,-39.51,-0.51,62.24,12.69
 94/ 55/ 6 (C),475.74,8.79,-39.51,-0.51,-48.38,-11.93
 95/ 53/ 6 (C),0,0,-42.05,1.77,148.75,0
 95/ 53/ 6 (C),0,0,-42.05,1.77,148.75,0
 95/ 53/ 6 (C),0,0,-42.05,1.77,148.75,0
 95/ 53/ 6 (C),0,0,-42.05,1.77,148.75,0
 95/ 53/ 6 (C),0,0,-42.05,1.77,148.75,0
 95/ 54/ 6 (C),0,0,-120.74,1.77,-158.53,0
 95/ 53/ 6 (C),0,0,-42.05,1.77,148.75,0
 95/ 53/ 6 (C),0,0,-42.05,1.77,148.75,0
 95/ 53/ 6 (C),0,0,-42.05,1.77,148.75,0
 95/ 54/ 6 (C),0,0,-120.74,1.77,-158.53,0
 95/ 53/ 6 (C),0,0,-42.05,1.77,148.75,0
 95/ 54/ 6 (C),0,0,-120.74,1.77,-158.53,0
 96/ 46/ 6 (C),0,0,33.44,1.94,-19.88,0
 96/ 46/ 6 (C),0,0,33.44,1.94,-19.88,0
 96/ 46/ 6 (C),0,0,33.44,1.94,-19.88,0
 96/ 46/ 6 (C),0,0,33.44,1.94,-19.88,0
 96/ 46/ 6 (C),0,0,33.44,1.94,-19.88,0
 96/ 54/ 6 (C),0,0,-36.95,1.94,-26.07,0
 96/ 46/ 6 (C),0,0,33.44,1.94,-19.88,0
 96/ 46/ 6 (C),0,0,33.44,1.94,-19.88,0
 96/ 46/ 6 (C),0,0,33.44,1.94,-19.88,0
 96/ 54/ 6 (C),0,0,-36.95,1.94,-26.07,0
 96/ 46/ 6 (C),0,0,33.44,1.94,-19.88,0
 96/ 54/ 6 (C),0,0,-36.95,1.94,-26.07,0
 97/ 52/ 6 (C),0,0,64.19,13.2,44.48,0
 97/ 52/ 6 (C),0,0,64.19,13.2,44.48,0
 97/ 52/ 6 (C),0,0,64.19,13.2,44.48,0
 97/ 52/ 6 (C),0,0,64.19,13.2,44.48,0
 97/ 52/ 6 (C),0,0,64.19,13.2,44.48,0
 97/ 53/ 6 (C),0,0,32.35,13.2,148.26,0
 97/ 52/ 6 (C),0,0,64.19,13.2,44.48,0
 97/ 52/ 6 (C),0,0,64.19,13.2,44.48,0
 97/ 53/ 6 (C),0,0,32.35,13.2,148.26,0
 97/ 52/ 6 (C),0,0,64.19,13.2,44.48,0
 97/ 53/ 6 (C),0,0,32.35,13.2,148.26,0
 97/ 52/ 6 (C),0,0,64.19,13.2,44.48,0
 98/ 44/ 6 (C),0,0,52.48,2.37,-3.68,0
 98/ 44/ 6 (C),0,0,52.48,2.37,-3.68,0
 98/ 44/ 6 (C),0,0,52.48,2.37,-3.68,0
 98/ 44/ 6 (C),0,0,52.48,2.37,-3.68,0
 98/ 44/ 6 (C),0,0,52.48,2.37,-3.68,0
 98/ 53/ 6 (C),0,0,-57.41,2.37,-12.37,0
 98/ 44/ 6 (C),0,0,52.48,2.37,-3.68,0
 98/ 44/ 6 (C),0,0,52.48,2.37,-3.68,0
 98/ 44/ 6 (C),0,0,52.48,2.37,-3.68,0
 98/ 53/ 6 (C),0,0,-57.41,2.37,-12.37,0
 98/ 44/ 6 (C),0,0,52.48,2.37,-3.68,0
 98/ 53/ 6 (C),0,0,-57.41,2.37,-12.37,0
 99/ 51/ 6 (C),0,0,165.48,-18.92,-210.17,0
 99/ 51/ 6 (C),0,0,165.48,-18.92,-210.17,0
 99/ 51/ 6 (C),0,0,165.48,-18.92,-210.17,0
 99/ 51/ 6 (C),0,0,165.48,-18.92,-210.17,0
 99/ 51/ 6 (C),0,0,165.48,-18.92,-210.17,0
 99/ 52/ 6 (C),0,0,140.67,-18.92,69.19,0
 99/ 51/ 6 (C),0,0,165.48,-18.92,-210.17,0
 99/ 51/ 6 (C),0,0,165.48,-18.92,-210.17,0
 99/ 52/ 6 (C),0,0,140.67,-18.92,69.19,0
 99/ 51/ 6 (C),0,0,165.48,-18.92,-210.17,0
 99/ 51/ 6 (C),0,0,165.48,-18.92,-210.17,0
 99/ 52/ 6 (C),0,0,140.67,-18.92,69.19,0
 100/ 43/ 6 (C),0,0,31.19,-24.71,62.26,0
 100/ 43/ 6 (C),0,0,31.19,-24.71,62.26,0
 100/ 43/ 6 (C),0,0,31.19,-24.71,62.26,0
 100/ 43/ 6 (C),0,0,31.19,-24.71,62.26,0
 100/ 43/ 6 (C),0,0,31.19,-24.71,62.26,0
 100/ 52/ 6 (C),0,0,-76.48,-24.71,-32.11,0
 100/ 43/ 6 (C),0,0,31.19,-24.71,62.26,0
 100/ 43/ 6 (C),0,0,31.19,-24.71,62.26,0
 100/ 43/ 6 (C),0,0,31.19,-24.71,62.26,0
 100/ 52/ 6 (C),0,0,-76.48,-24.71,-32.11,0
 100/ 52/ 6 (C),0,0,-76.48,-24.71,-32.11,0
 100/ 43/ 6 (C),0,0,31.19,-24.71,62.26,0
 101/ 50/ 6 (C),0,0,21.44,-42.71,-1.78,0
 101/ 50/ 6 (C),0,0,21.44,-42.71,-1.78,0
 101/ 50/ 6 (C),0,0,21.44,-42.71,-1.78,0
 101/ 50/ 6 (C),0,0,21.44,-42.71,-1.78,0
 101/ 50/ 6 (C),0,0,21.44,-42.71,-1.78,0
 101/ 51/ 6 (C),0,0,-13.19,-42.71,2.18,0
 101/ 50/ 6 (C),0,0,21.44,-42.71,-1.78,0
 101/ 50/ 6 (C),0,0,21.44,-42.71,-1.78,0
 101/ 51/ 6 (C),0,0,-13.19,-42.71,2.18,0
 101/ 50/ 6 (C),0,0,21.44,-42.71,-1.78,0
 101/ 51/ 6 (C),0,0,-13.19,-42.71,2.18,0
 101/ 50/ 6 (C),0,0,21.44,-42.71,-1.78,0
 102/ 49/ 6 (C),0,0,-78.55,-2.39,7.13,0
 102/ 49/ 6 (C),0,0,-78.55,-2.39,7.13,0
 102/ 49/ 6 (C),0,0,-78.55,-2.39,7.13,0
 102/ 49/ 6 (C),0,0,-78.55,-2.39,7.13,0
 102/ 49/ 6 (C),0,0,-78.55,-2.39,7.13,0
 102/ 50/ 6 (C),0,0,-98.08,-2.39,-98.76,0
 102/ 49/ 6 (C),0,0,-78.55,-2.39,7.13,0
 102/ 49/ 6 (C),0,0,-78.55,-2.39,7.13,0
 102/ 49/ 6 (C),0,0,-78.55,-2.39,7.13,0
 102/ 50/ 6 (C),0,0,-98.08,-2.39,-98.76,0
 102/ 49/ 6 (C),0,0,-78.55,-2.39,7.13,0
 102/ 50/ 6 (C),0,0,-98.08,-2.39,-98.76,0
 103/ 17/ 6 (C),761.15,1.23,11.17,-0.13,-9.63,0.35
 103/ 50/ 6 (C),744.68,1.23,11.17,-0.13,24.44,-3.42
 103/ 17/ 6 (C),761.15,1.23,11.17,-0.13,-9.63,0.35
 103/ 17/ 6 (C),761.15,1.23,11.17,-0.13,-9.63,0.35
 103/ 17/ 6 (C),761.15,1.23,11.17,-0.13,-9.63,0.35
 103/ 17/ 6 (C),761.15,1.23,11.17,-0.13,-9.63,0.35
 103/ 17/ 6 (C),761.15,1.23,11.17,-0.13,-9.63,0.35
 103/ 17/ 6 (C),761.15,1.23,11.17,-0.13,-9.63,0.35
 103/ 50/ 6 (C),744.68,1.23,11.17,-0.13,24.44,-3.42
 103/ 17/ 6 (C),761.15,1.23,11.17,-0.13,-9.63,0.35
 103/ 17/ 6 (C),761.15,1.23,11.17,-0.13,-9.63,0.35
 103/ 50/ 6 (C),744.68,1.23,11.17,-0.13,24.44,-3.42
 104/ 48/ 6 (C),0,0,-33.42,12.7,100.42,0
 104/ 48/ 6 (C),0,0,-33.42,12.7,100.42,0
 104/ 48/ 6 (C),0,0,-33.42,12.7,100.42,0
 104/ 48/ 6 (C),0,0,-33.42,12.7,100.42,0
 104/ 48/ 6 (C),0,0,-33.42,12.7,100.42,0
 104/ 49/ 6 (C),0,0,-69.99,12.7,-21.08,0
 104/ 48/ 6 (C),0,0,-33.42,12.7,100.42,0
 104/ 48/ 6 (C),0,0,-33.42,12.7,100.42,0
 104/ 48/ 6 (C),0,0,-33.42,12.7,100.42,0
 104/ 49/ 6 (C),0,0,-69.99,12.7,-21.08,0
 104/ 48/ 6 (C),0,0,-33.42,12.7,100.42,0
 104/ 49/ 6 (C),0,0,-69.99,12.7,-21.08,0
 105/ 40/ 6 (C),0,0,74.23,28.2,-62.83,0
 105/ 40/ 6 (C),0,0,74.23,28.2,-62.83,0
 105/ 40/ 6 (C),0,0,74.23,28.2,-62.83,0
 105/ 40/ 6 (C),0,0,74.23,28.2,-62.83,0
 105/ 40/ 6 (C),0,0,74.23,28.2,-62.83,0
 105/ 49/ 6 (C),0,0,-8.57,28.2,15.09,0
 105/ 40/ 6 (C),0,0,74.23,28.2,-62.83,0
 105/ 40/ 6 (C),0,0,74.23,28.2,-62.83,0
 105/ 49/ 6 (C),0,0,-8.57,28.2,15.09,0
 105/ 40/ 6 (C),0,0,74.23,28.2,-62.83,0
 105/ 40/ 6 (C),0,0,74.23,28.2,-62.83,0
 105/ 49/ 6 (C),0,0,-8.57,28.2,15.09,0
 106/ 47/ 6 (C),0,0,116.61,-3.5,-120.38,0
 106/ 47/ 6 (C),0,0,116.61,-3.5,-120.38,0
 106/ 47/ 6 (C),0,0,116.61,-3.5,-120.38,0
 106/ 47/ 6 (C),0,0,116.61,-3.5,-120.38,0
 106/ 47/ 6 (C),0,0,116.61,-3.5,-120.38,0
 106/ 48/ 6 (C),0,0,71.72,-3.5,131.52,0
 106/ 47/ 6 (C),0,0,116.61,-3.5,-120.38,0
 106/ 47/ 6 (C),0,0,116.61,-3.5,-120.38,0
 106/ 48/ 6 (C),0,0,71.72,-3.5,131.52,0
 106/ 47/ 6 (C),0,0,116.61,-3.5,-120.38,0
 106/ 48/ 6 (C),0,0,71.72,-3.5,131.52,0
 106/ 47/ 6 (C),0,0,116.61,-3.5,-120.38,0
 107/ 34/ 6 (C),0,0,70.37,-1.75,-41.55,0
 107/ 34/ 6 (C),0,0,70.37,-1.75,-41.55,0
 107/ 34/ 6 (C),0,0,70.37,-1.75,-41.55,0
 107/ 34/ 6 (C),0,0,70.37,-1.75,-41.55,0
 107/ 34/ 6 (C),0,0,70.37,-1.75,-41.55,0
 107/ 48/ 6 (C),0,0,-74.28,-1.75,-50.01,0
 107/ 34/ 6 (C),0,0,70.37,-1.75,-41.55,0
 107/ 34/ 6 (C),0,0,70.37,-1.75,-41.55,0
 107/ 34/ 6 (C),0,0,70.37,-1.75,-41.55,0
 107/ 48/ 6 (C),0,0,-74.28,-1.75,-50.01,0
 107/ 34/ 6 (C),0,0,70.37,-1.75,-41.55,0
 107/ 48/ 6 (C),0,0,-74.28,-1.75,-50.01,0
 108/ 33/ 6 (C),0,0,45.31,0.82,-31.11,0
 108/ 33/ 6 (C),0,0,45.31,0.82,-31.11,0
 108/ 33/ 6 (C),0,0,45.31,0.82,-31.11,0
 108/ 33/ 6 (C),0,0,45.31,0.82,-31.11,0
 108/ 33/ 6 (C),0,0,45.31,0.82,-31.11,0
 108/ 47/ 6 (C),0,0,-43.82,0.82,-27.87,0
 108/ 33/ 6 (C),0,0,45.31,0.82,-31.11,0
 108/ 33/ 6 (C),0,0,45.31,0.82,-31.11,0
 108/ 47/ 6 (C),0,0,-43.82,0.82,-27.87,0
 108/ 33/ 6 (C),0,0,45.31,0.82,-31.11,0
 108/ 33/ 6 (C),0,0,45.31,0.82,-31.11,0
 108/ 47/ 6 (C),0,0,-43.82,0.82,-27.87,0
 109/ 45/ 6 (C),0,0,-50.3,-18.23,126.48,0
 109/ 45/ 6 (C),0,0,-50.3,-18.23,126.48,0
 109/ 45/ 6 (C),0,0,-50.3,-18.23,126.48,0
 109/ 45/ 6 (C),0,0,-50.3,-18.23,126.48,0
 109/ 45/ 6 (C),0,0,-50.3,-18.23,126.48,0
 109/ 46/ 6 (C),0,0,-143.22,-18.23,-155.56,0
 109/ 45/ 6 (C),0,0,-50.3,-18.23,126.48,0
 109/ 45/ 6 (C),0,0,-50.3,-18.23,126.48,0
 109/ 45/ 6 (C),0,0,-50.3,-18.23,126.48,0
 109/ 46/ 6 (C),0,0,-143.22,-18.23,-155.56,0
 109/ 46/ 6 (C),0,0,-143.22,-18.23,-155.56,0
 109/ 45/ 6 (C),0,0,-50.3,-18.23,126.48,0
 110/ 39/ 6 (C),0,0,-35.64,12.55,78.8,0
 110/ 39/ 6 (C),0,0,-35.64,12.55,78.8,0
 110/ 39/ 6 (C),0,0,-35.64,12.55,78.8,0
 110/ 39/ 6 (C),0,0,-35.64,12.55,78.8,0
 110/ 39/ 6 (C),0,0,-35.64,12.55,78.8,0
 110/ 46/ 6 (C),0,0,-74.69,12.55,-56.36,0
 110/ 39/ 6 (C),0,0,-35.64,12.55,78.8,0
 110/ 39/ 6 (C),0,0,-35.64,12.55,78.8,0
 110/ 39/ 6 (C),0,0,-35.64,12.55,78.8,0
 110/ 46/ 6 (C),0,0,-74.69,12.55,-56.36,0
 110/ 39/ 6 (C),0,0,-35.64,12.55,78.8,0
 110/ 46/ 6 (C),0,0,-74.69,12.55,-56.36,0
 111/ 44/ 6 (C),0,0,-24.43,-11.21,81.27,0
 111/ 44/ 6 (C),0,0,-24.43,-11.21,81.27,0
 111/ 44/ 6 (C),0,0,-24.43,-11.21,81.27,0
 111/ 44/ 6 (C),0,0,-24.43,-11.21,81.27,0
 111/ 44/ 6 (C),0,0,-24.43,-11.21,81.27,0
 111/ 45/ 6 (C),0,0,-45.02,-11.21,46.88,0
 111/ 44/ 6 (C),0,0,-24.43,-11.21,81.27,0
 111/ 44/ 6 (C),0,0,-24.43,-11.21,81.27,0
 111/ 44/ 6 (C),0,0,-24.43,-11.21,81.27,0
 111/ 45/ 6 (C),0,0,-45.02,-11.21,46.88,0
 111/ 44/ 6 (C),0,0,-24.43,-11.21,81.27,0
 111/ 45/ 6 (C),0,0,-45.02,-11.21,46.88,0
 112/ 38/ 6 (C),0,0,83.6,24.19,-67.37,0
 112/ 38/ 6 (C),0,0,83.6,24.19,-67.37,0
 112/ 38/ 6 (C),0,0,83.6,24.19,-67.37,0
 112/ 38/ 6 (C),0,0,83.6,24.19,-67.37,0
 112/ 38/ 6 (C),0,0,83.6,24.19,-67.37,0
 112/ 45/ 6 (C),0,0,26.58,24.19,67.6,0
 112/ 38/ 6 (C),0,0,83.6,24.19,-67.37,0
 112/ 38/ 6 (C),0,0,83.6,24.19,-67.37,0
 112/ 45/ 6 (C),0,0,26.58,24.19,67.6,0
 112/ 38/ 6 (C),0,0,83.6,24.19,-67.37,0
 112/ 38/ 6 (C),0,0,83.6,24.19,-67.37,0
 112/ 45/ 6 (C),0,0,26.58,24.19,67.6,0
 113/ 43/ 6 (C),0,0,76.26,-7.53,-31.99,0
 113/ 43/ 6 (C),0,0,76.26,-7.53,-31.99,0
 113/ 43/ 6 (C),0,0,76.26,-7.53,-31.99,0
 113/ 43/ 6 (C),0,0,76.26,-7.53,-31.99,0
 113/ 43/ 6 (C),0,0,76.26,-7.53,-31.99,0
 113/ 44/ 6 (C),0,0,28.05,-7.53,83.64,0
 113/ 43/ 6 (C),0,0,76.26,-7.53,-31.99,0
 113/ 43/ 6 (C),0,0,76.26,-7.53,-31.99,0
 113/ 44/ 6 (C),0,0,28.05,-7.53,83.64,0
 113/ 43/ 6 (C),0,0,76.26,-7.53,-31.99,0
 113/ 44/ 6 (C),0,0,28.05,-7.53,83.64,0
 113/ 43/ 6 (C),0,0,76.26,-7.53,-31.99,0
 114/ 41/ 6 (C),0,0,130.91,-56.7,-72.27,0
 114/ 41/ 6 (C),0,0,130.91,-56.7,-72.27,0
 114/ 41/ 6 (C),0,0,130.91,-56.7,-72.27,0
 114/ 41/ 6 (C),0,0,130.91,-56.7,-72.27,0
 114/ 41/ 6 (C),0,0,130.91,-56.7,-72.27,0
 114/ 43/ 6 (C),0,0,107.44,-56.7,69.79,0
 114/ 41/ 6 (C),0,0,130.91,-56.7,-72.27,0
 114/ 41/ 6 (C),0,0,130.91,-56.7,-72.27,0
 114/ 43/ 6 (C),0,0,107.44,-56.7,69.79,0
 114/ 41/ 6 (C),0,0,130.91,-56.7,-72.27,0
 114/ 43/ 6 (C),0,0,107.44,-56.7,69.79,0
 114/ 41/ 6 (C),0,0,130.91,-56.7,-72.27,0
 115/ 41/ 6 (C),0,0,-124.21,-47.32,144.84,0
 115/ 41/ 6 (C),0,0,-124.21,-47.32,144.84,0
 115/ 41/ 6 (C),0,0,-124.21,-47.32,144.84,0
 115/ 41/ 6 (C),0,0,-124.21,-47.32,144.84,0
 115/ 41/ 6 (C),0,0,-124.21,-47.32,144.84,0
 115/ 42/ 6 (C),0,0,-173.74,-47.32,-128.39,0
 115/ 41/ 6 (C),0,0,-124.21,-47.32,144.84,0
 115/ 41/ 6 (C),0,0,-124.21,-47.32,144.84,0
 115/ 41/ 6 (C),0,0,-124.21,-47.32,144.84,0
 115/ 42/ 6 (C),0,0,-173.74,-47.32,-128.39,0
 115/ 42/ 6 (C),0,0,-173.74,-47.32,-128.39,0
 115/ 41/ 6 (C),0,0,-124.21,-47.32,144.84,0
 116/ 37/ 6 (C),0,0,-113.27,50.45,87.08,0
 116/ 37/ 6 (C),0,0,-113.27,50.45,87.08,0
 116/ 37/ 6 (C),0,0,-113.27,50.45,87.08,0
 116/ 37/ 6 (C),0,0,-113.27,50.45,87.08,0
 116/ 37/ 6 (C),0,0,-113.27,50.45,87.08,0
 116/ 42/ 6 (C),0,0,-143.56,50.45,-77.72,0
 116/ 37/ 6 (C),0,0,-113.27,50.45,87.08,0
 116/ 37/ 6 (C),0,0,-113.27,50.45,87.08,0
 116/ 37/ 6 (C),0,0,-113.27,50.45,87.08,0
 116/ 42/ 6 (C),0,0,-143.56,50.45,-77.72,0
 116/ 37/ 6 (C),0,0,-113.27,50.45,87.08,0
 116/ 42/ 6 (C),0,0,-143.56,50.45,-77.72,0
 117/ 40/ 6 (C),0,0,116.51,24.95,-121.35,0
 117/ 40/ 6 (C),0,0,116.51,24.95,-121.35,0
 117/ 40/ 6 (C),0,0,116.51,24.95,-121.35,0
 117/ 40/ 6 (C),0,0,116.51,24.95,-121.35,0
 117/ 40/ 6 (C),0,0,116.51,24.95,-121.35,0
 117/ 41/ 6 (C),0,0,6.7,24.95,88.14,0
 117/ 40/ 6 (C),0,0,116.51,24.95,-121.35,0
 117/ 40/ 6 (C),0,0,116.51,24.95,-121.35,0
 117/ 41/ 6 (C),0,0,6.7,24.95,88.14,0
 117/ 40/ 6 (C),0,0,116.51,24.95,-121.35,0
 117/ 40/ 6 (C),0,0,116.51,24.95,-121.35,0
 117/ 41/ 6 (C),0,0,6.7,24.95,88.14,0
 118/ 35/ 6 (C),0,0,-70.66,-47.02,66.92,0
 118/ 35/ 6 (C),0,0,-70.66,-47.02,66.92,0
 118/ 35/ 6 (C),0,0,-70.66,-47.02,66.92,0
 118/ 35/ 6 (C),0,0,-70.66,-47.02,66.92,0
 118/ 35/ 6 (C),0,0,-70.66,-47.02,66.92,0
 118/ 40/ 6 (C),0,0,-119.72,-47.02,-88.6,0
 118/ 35/ 6 (C),0,0,-70.66,-47.02,66.92,0
 118/ 35/ 6 (C),0,0,-70.66,-47.02,66.92,0
 118/ 35/ 6 (C),0,0,-70.66,-47.02,66.92,0
 118/ 40/ 6 (C),0,0,-119.72,-47.02,-88.6,0
 118/ 40/ 6 (C),0,0,-119.72,-47.02,-88.6,0
 118/ 35/ 6 (C),0,0,-70.66,-47.02,66.92,0
 119/ 13/ 6 (C),1470.43,0.32,-8.69,-0.13,10.29,-0.46
 119/ 40/ 6 (C),1453.96,0.32,-8.69,-0.13,-16.22,-1.42
 119/ 13/ 6 (C),1470.43,0.32,-8.69,-0.13,10.29,-0.46
 119/ 13/ 6 (C),1470.43,0.32,-8.69,-0.13,10.29,-0.46
 119/ 13/ 6 (C),1470.43,0.32,-8.69,-0.13,10.29,-0.46
 119/ 13/ 6 (C),1470.43,0.32,-8.69,-0.13,10.29,-0.46
 119/ 13/ 6 (C),1470.43,0.32,-8.69,-0.13,10.29,-0.46
 119/ 13/ 6 (C),1470.43,0.32,-8.69,-0.13,10.29,-0.46
 119/ 13/ 6 (C),1470.43,0.32,-8.69,-0.13,10.29,-0.46
 119/ 40/ 6 (C),1453.96,0.32,-8.69,-0.13,-16.22,-1.42
 119/ 13/ 6 (C),1470.43,0.32,-8.69,-0.13,10.29,-0.46
 119/ 40/ 6 (C),1453.96,0.32,-8.69,-0.13,-16.22,-1.42
 120/ 38/ 6 (C),0,0,4.92,-14.19,58.18,0
 120/ 38/ 6 (C),0,0,4.92,-14.19,58.18,0
 120/ 38/ 6 (C),0,0,4.92,-14.19,58.18,0
 120/ 38/ 6 (C),0,0,4.92,-14.19,58.18,0
 120/ 38/ 6 (C),0,0,4.92,-14.19,58.18,0
 120/ 39/ 6 (C),0,0,-76.42,-14.19,-49.61,0
 120/ 38/ 6 (C),0,0,4.92,-14.19,58.18,0
 120/ 38/ 6 (C),0,0,4.92,-14.19,58.18,0
 120/ 38/ 6 (C),0,0,4.92,-14.19,58.18,0
 120/ 39/ 6 (C),0,0,-76.42,-14.19,-49.61,0
 120/ 38/ 6 (C),0,0,4.92,-14.19,58.18,0
 120/ 39/ 6 (C),0,0,-76.42,-14.19,-49.61,0
 121/ 36/ 6 (C),0,0,525.07,21.83,-122.17,0
 121/ 36/ 6 (C),0,0,525.07,21.83,-122.17,0
 121/ 36/ 6 (C),0,0,525.07,21.83,-122.17,0
 121/ 36/ 6 (C),0,0,525.07,21.83,-122.17,0
