Bar/Node/Case,FX (kN),FY (kN),FZ (kN),MX (kNm),MY (kNm),MZ (kNm)
 262/ 126/ 6 (C),0,0,19.51,-3.94,-19.6,0
 262/ 126/ 6 (C),0,0,19.51,-3.94,-19.6,0
 262/ 126/ 6 (C),0,0,19.51,-3.94,-19.6,0
 262/ 133/ 6 (C),0,0,-1.84,-3.94,-5.02,0
 262/ 126/ 6 (C),0,0,19.51,-3.94,-19.6,0
 262/ 126/ 6 (C),0,0,19.51,-3.94,-19.6,0
 262/ 133/ 6 (C),0,0,-1.84,-3.94,-5.02,0
 262/ 126/ 6 (C),0,0,19.51,-3.94,-19.6,0
 262/ 126/ 6 (C),0,0,19.51,-3.94,-19.6,0
 262/ 133/ 6 (C),0,0,-1.84,-3.94,-5.02,0
 263/ 100/ 6 (C),338.93,8.46,-40.64,-0.5,58.12,11.97
 263/ 133/ 6 (C),323.81,8.46,-40.64,-0.5,-55.68,-11.72
 263/ 100/ 6 (C),338.93,8.46,-40.64,-0.5,58.12,11.97
 263/ 100/ 6 (C),338.93,8.46,-40.64,-0.5,58.12,11.97
 263/ 100/ 6 (C),338.93,8.46,-40.64,-0.5,58.12,11.97
 263/ 100/ 6 (C),338.93,8.46,-40.64,-0.5,58.12,11.97
 263/ 100/ 6 (C),338.93,8.46,-40.64,-0.5,58.12,11.97
 263/ 100/ 6 (C),338.93,8.46,-40.64,-0.5,58.12,11.97
 263/ 100/ 6 (C),338.93,8.46,-40.64,-0.5,58.12,11.97
 263/ 133/ 6 (C),323.81,8.46,-40.64,-0.5,-55.68,-11.72
 263/ 100/ 6 (C),338.93,8.46,-40.64,-0.5,58.12,11.97
 263/ 133/ 6 (C),323.81,8.46,-40.64,-0.5,-55.68,-11.72
 264/ 99/ 6 (C),269.63,-10.39,18.1,-0.5,-25.78,-14.7
 264/ 132/ 6 (C),254.51,-10.39,18.1,-0.5,24.91,14.39
 264/ 99/ 6 (C),269.63,-10.39,18.1,-0.5,-25.78,-14.7
 264/ 99/ 6 (C),269.63,-10.39,18.1,-0.5,-25.78,-14.7
 264/ 99/ 6 (C),269.63,-10.39,18.1,-0.5,-25.78,-14.7
 264/ 99/ 6 (C),269.63,-10.39,18.1,-0.5,-25.78,-14.7
 264/ 99/ 6 (C),269.63,-10.39,18.1,-0.5,-25.78,-14.7
 264/ 99/ 6 (C),269.63,-10.39,18.1,-0.5,-25.78,-14.7
 264/ 132/ 6 (C),254.51,-10.39,18.1,-0.5,24.91,14.39
 264/ 99/ 6 (C),269.63,-10.39,18.1,-0.5,-25.78,-14.7
 264/ 132/ 6 (C),254.51,-10.39,18.1,-0.5,24.91,14.39
 264/ 99/ 6 (C),269.63,-10.39,18.1,-0.5,-25.78,-14.7
 265/ 131/ 6 (C),0,0,8.34,3.64,44.65,0
 265/ 131/ 6 (C),0,0,8.34,3.64,44.65,0
 265/ 131/ 6 (C),0,0,8.34,3.64,44.65,0
 265/ 131/ 6 (C),0,0,8.34,3.64,44.65,0
 265/ 131/ 6 (C),0,0,8.34,3.64,44.65,0
 265/ 132/ 6 (C),0,0,-73.4,3.64,-55.36,0
 265/ 131/ 6 (C),0,0,8.34,3.64,44.65,0
 265/ 131/ 6 (C),0,0,8.34,3.64,44.65,0
 265/ 131/ 6 (C),0,0,8.34,3.64,44.65,0
 265/ 132/ 6 (C),0,0,-73.4,3.64,-55.36,0
 265/ 132/ 6 (C),0,0,-73.4,3.64,-55.36,0
 265/ 131/ 6 (C),0,0,8.34,3.64,44.65,0
 266/ 125/ 6 (C),0,0,31.84,3.15,-11.95,0
 266/ 125/ 6 (C),0,0,31.84,3.15,-11.95,0
 266/ 125/ 6 (C),0,0,31.84,3.15,-11.95,0
 266/ 125/ 6 (C),0,0,31.84,3.15,-11.95,0
 266/ 125/ 6 (C),0,0,31.84,3.15,-11.95,0
 266/ 132/ 6 (C),0,0,-41.96,3.15,-30.8,0
 266/ 125/ 6 (C),0,0,31.84,3.15,-11.95,0
 266/ 125/ 6 (C),0,0,31.84,3.15,-11.95,0
 266/ 125/ 6 (C),0,0,31.84,3.15,-11.95,0
 266/ 132/ 6 (C),0,0,-41.96,3.15,-30.8,0
 266/ 125/ 6 (C),0,0,31.84,3.15,-11.95,0
 266/ 132/ 6 (C),0,0,-41.96,3.15,-30.8,0
 267/ 130/ 6 (C),0,0,98.32,-15.69,-59.54,0
 267/ 130/ 6 (C),0,0,98.32,-15.69,-59.54,0
 267/ 130/ 6 (C),0,0,98.32,-15.69,-59.54,0
 267/ 130/ 6 (C),0,0,98.32,-15.69,-59.54,0
 267/ 130/ 6 (C),0,0,98.32,-15.69,-59.54,0
 267/ 131/ 6 (C),0,0,62.78,-15.69,48.84,0
 267/ 130/ 6 (C),0,0,98.32,-15.69,-59.54,0
 267/ 130/ 6 (C),0,0,98.32,-15.69,-59.54,0
 267/ 131/ 6 (C),0,0,62.78,-15.69,48.84,0
 267/ 130/ 6 (C),0,0,98.32,-15.69,-59.54,0
 267/ 131/ 6 (C),0,0,62.78,-15.69,48.84,0
 267/ 130/ 6 (C),0,0,98.32,-15.69,-59.54,0
 268/ 124/ 6 (C),0,0,71.38,-4.19,-50.87,0
 268/ 124/ 6 (C),0,0,71.38,-4.19,-50.87,0
 268/ 124/ 6 (C),0,0,71.38,-4.19,-50.87,0
 268/ 124/ 6 (C),0,0,71.38,-4.19,-50.87,0
 268/ 124/ 6 (C),0,0,71.38,-4.19,-50.87,0
 268/ 131/ 6 (C),0,0,-54.45,-4.19,-19.33,0
 268/ 124/ 6 (C),0,0,71.38,-4.19,-50.87,0
 268/ 124/ 6 (C),0,0,71.38,-4.19,-50.87,0
 268/ 131/ 6 (C),0,0,-54.45,-4.19,-19.33,0
 268/ 124/ 6 (C),0,0,71.38,-4.19,-50.87,0
 268/ 124/ 6 (C),0,0,71.38,-4.19,-50.87,0
 268/ 131/ 6 (C),0,0,-54.45,-4.19,-19.33,0
 269/ 97/ 6 (C),435.38,6.76,-16.54,-0.5,23.33,9.4
 269/ 130/ 6 (C),420.26,6.76,-16.54,-0.5,-22.98,-9.52
 269/ 97/ 6 (C),435.38,6.76,-16.54,-0.5,23.33,9.4
 269/ 97/ 6 (C),435.38,6.76,-16.54,-0.5,23.33,9.4
 269/ 97/ 6 (C),435.38,6.76,-16.54,-0.5,23.33,9.4
 269/ 97/ 6 (C),435.38,6.76,-16.54,-0.5,23.33,9.4
 269/ 97/ 6 (C),435.38,6.76,-16.54,-0.5,23.33,9.4
 269/ 97/ 6 (C),435.38,6.76,-16.54,-0.5,23.33,9.4
 269/ 97/ 6 (C),435.38,6.76,-16.54,-0.5,23.33,9.4
 269/ 130/ 6 (C),420.26,6.76,-16.54,-0.5,-22.98,-9.52
 269/ 97/ 6 (C),435.38,6.76,-16.54,-0.5,23.33,9.4
 269/ 130/ 6 (C),420.26,6.76,-16.54,-0.5,-22.98,-9.52
 270/ 129/ 6 (C),0,0,59.32,7.44,-40.84,0
 270/ 129/ 6 (C),0,0,59.32,7.44,-40.84,0
 270/ 129/ 6 (C),0,0,59.32,7.44,-40.84,0
 270/ 129/ 6 (C),0,0,59.32,7.44,-40.84,0
 270/ 129/ 6 (C),0,0,59.32,7.44,-40.84,0
 270/ 130/ 6 (C),0,0,-40.71,7.44,-17.27,0
 270/ 129/ 6 (C),0,0,59.32,7.44,-40.84,0
 270/ 129/ 6 (C),0,0,59.32,7.44,-40.84,0
 270/ 130/ 6 (C),0,0,-40.71,7.44,-17.27,0
 270/ 129/ 6 (C),0,0,59.32,7.44,-40.84,0
 270/ 129/ 6 (C),0,0,59.32,7.44,-40.84,0
 270/ 130/ 6 (C),0,0,-40.71,7.44,-17.27,0
 271/ 96/ 6 (C),356.01,-13.59,-2.24,-0.5,3.29,-19.33
 271/ 129/ 6 (C),340.89,-13.59,-2.24,-0.5,-2.98,18.72
 271/ 96/ 6 (C),356.01,-13.59,-2.24,-0.5,3.29,-19.33
 271/ 96/ 6 (C),356.01,-13.59,-2.24,-0.5,3.29,-19.33
 271/ 96/ 6 (C),356.01,-13.59,-2.24,-0.5,3.29,-19.33
 271/ 96/ 6 (C),356.01,-13.59,-2.24,-0.5,3.29,-19.33
 271/ 96/ 6 (C),356.01,-13.59,-2.24,-0.5,3.29,-19.33
 271/ 96/ 6 (C),356.01,-13.59,-2.24,-0.5,3.29,-19.33
 271/ 96/ 6 (C),356.01,-13.59,-2.24,-0.5,3.29,-19.33
 271/ 129/ 6 (C),340.89,-13.59,-2.24,-0.5,-2.98,18.72
 271/ 129/ 6 (C),340.89,-13.59,-2.24,-0.5,-2.98,18.72
 271/ 96/ 6 (C),356.01,-13.59,-2.24,-0.5,3.29,-19.33
 272/ 128/ 6 (C),0,0,44.46,-5.45,-30.27,0
 272/ 128/ 6 (C),0,0,44.46,-5.45,-30.27,0
 272/ 128/ 6 (C),0,0,44.46,-5.45,-30.27,0
 272/ 128/ 6 (C),0,0,44.46,-5.45,-30.27,0
 272/ 128/ 6 (C),0,0,44.46,-5.45,-30.27,0
 272/ 129/ 6 (C),0,0,-46.69,-5.45,-32.54,0
 272/ 128/ 6 (C),0,0,44.46,-5.45,-30.27,0
 272/ 128/ 6 (C),0,0,44.46,-5.45,-30.27,0
 272/ 128/ 6 (C),0,0,44.46,-5.45,-30.27,0
 272/ 129/ 6 (C),0,0,-46.69,-5.45,-32.54,0
 272/ 129/ 6 (C),0,0,-46.69,-5.45,-32.54,0
 272/ 128/ 6 (C),0,0,44.46,-5.45,-30.27,0
 273/ 123/ 6 (C),0,0,57.72,-2.48,-27.87,0
 273/ 123/ 6 (C),0,0,57.72,-2.48,-27.87,0
 273/ 123/ 6 (C),0,0,57.72,-2.48,-27.87,0
 273/ 123/ 6 (C),0,0,57.72,-2.48,-27.87,0
 273/ 123/ 6 (C),0,0,57.72,-2.48,-27.87,0
 273/ 129/ 6 (C),0,0,-71.48,-2.48,-53.5,0
 273/ 123/ 6 (C),0,0,57.72,-2.48,-27.87,0
 273/ 123/ 6 (C),0,0,57.72,-2.48,-27.87,0
 273/ 123/ 6 (C),0,0,57.72,-2.48,-27.87,0
 273/ 129/ 6 (C),0,0,-71.48,-2.48,-53.5,0
 273/ 129/ 6 (C),0,0,-71.48,-2.48,-53.5,0
 273/ 123/ 6 (C),0,0,57.72,-2.48,-27.87,0
 274/ 95/ 6 (C),510.05,4.37,22.43,-0.5,-31.7,6.08
 274/ 128/ 6 (C),494.93,4.37,22.43,-0.5,31.1,-6.15
 274/ 95/ 6 (C),510.05,4.37,22.43,-0.5,-31.7,6.08
 274/ 95/ 6 (C),510.05,4.37,22.43,-0.5,-31.7,6.08
 274/ 95/ 6 (C),510.05,4.37,22.43,-0.5,-31.7,6.08
 274/ 95/ 6 (C),510.05,4.37,22.43,-0.5,-31.7,6.08
 274/ 95/ 6 (C),510.05,4.37,22.43,-0.5,-31.7,6.08
 274/ 95/ 6 (C),510.05,4.37,22.43,-0.5,-31.7,6.08
 274/ 128/ 6 (C),494.93,4.37,22.43,-0.5,31.1,-6.15
 274/ 95/ 6 (C),510.05,4.37,22.43,-0.5,-31.7,6.08
 274/ 95/ 6 (C),510.05,4.37,22.43,-0.5,-31.7,6.08
 274/ 128/ 6 (C),494.93,4.37,22.43,-0.5,31.1,-6.15
 275/ 127/ 6 (C),0,0,-89.62,27.64,58.96,0
 275/ 127/ 6 (C),0,0,-89.62,27.64,58.96,0
 275/ 127/ 6 (C),0,0,-89.62,27.64,58.96,0
 275/ 127/ 6 (C),0,0,-89.62,27.64,58.96,0
 275/ 127/ 6 (C),0,0,-89.62,27.64,58.96,0
 275/ 128/ 6 (C),0,0,-124,27.64,-84.35,0
 275/ 127/ 6 (C),0,0,-89.62,27.64,58.96,0
 275/ 127/ 6 (C),0,0,-89.62,27.64,58.96,0
 275/ 127/ 6 (C),0,0,-89.62,27.64,58.96,0
 275/ 128/ 6 (C),0,0,-124,27.64,-84.35,0
 275/ 127/ 6 (C),0,0,-89.62,27.64,58.96,0
 275/ 128/ 6 (C),0,0,-124,27.64,-84.35,0
 276/ 126/ 6 (C),0,0,92.43,-7.29,-90.56,0
 276/ 126/ 6 (C),0,0,92.43,-7.29,-90.56,0
 276/ 126/ 6 (C),0,0,92.43,-7.29,-90.56,0
 276/ 126/ 6 (C),0,0,92.43,-7.29,-90.56,0
 276/ 126/ 6 (C),0,0,92.43,-7.29,-90.56,0
 276/ 127/ 6 (C),0,0,-23.4,-7.29,50.88,0
 276/ 126/ 6 (C),0,0,92.43,-7.29,-90.56,0
 276/ 126/ 6 (C),0,0,92.43,-7.29,-90.56,0
 276/ 127/ 6 (C),0,0,-23.4,-7.29,50.88,0
 276/ 126/ 6 (C),0,0,92.43,-7.29,-90.56,0
 276/ 126/ 6 (C),0,0,92.43,-7.29,-90.56,0
 276/ 127/ 6 (C),0,0,-23.4,-7.29,50.88,0
 277/ 122/ 6 (C),0,0,62.97,8.08,-28.87,0
 277/ 122/ 6 (C),0,0,62.97,8.08,-28.87,0
 277/ 122/ 6 (C),0,0,62.97,8.08,-28.87,0
 277/ 122/ 6 (C),0,0,62.97,8.08,-28.87,0
 277/ 122/ 6 (C),0,0,62.97,8.08,-28.87,0
 277/ 127/ 6 (C),0,0,-66.22,8.08,-34.93,0
 277/ 122/ 6 (C),0,0,62.97,8.08,-28.87,0
 277/ 122/ 6 (C),0,0,62.97,8.08,-28.87,0
 277/ 122/ 6 (C),0,0,62.97,8.08,-28.87,0
 277/ 127/ 6 (C),0,0,-66.22,8.08,-34.93,0
 277/ 122/ 6 (C),0,0,62.97,8.08,-28.87,0
 277/ 127/ 6 (C),0,0,-66.22,8.08,-34.93,0
 278/ 93/ 6 (C),313.59,-3.97,-31.09,-0.5,44.6,-5.79
 278/ 126/ 6 (C),298.47,-3.97,-31.09,-0.5,-42.45,5.34
 278/ 93/ 6 (C),313.59,-3.97,-31.09,-0.5,44.6,-5.79
 278/ 93/ 6 (C),313.59,-3.97,-31.09,-0.5,44.6,-5.79
 278/ 93/ 6 (C),313.59,-3.97,-31.09,-0.5,44.6,-5.79
 278/ 93/ 6 (C),313.59,-3.97,-31.09,-0.5,44.6,-5.79
 278/ 93/ 6 (C),313.59,-3.97,-31.09,-0.5,44.6,-5.79
 278/ 93/ 6 (C),313.59,-3.97,-31.09,-0.5,44.6,-5.79
 278/ 93/ 6 (C),313.59,-3.97,-31.09,-0.5,44.6,-5.79
 278/ 126/ 6 (C),298.47,-3.97,-31.09,-0.5,-42.45,5.34
 278/ 126/ 6 (C),298.47,-3.97,-31.09,-0.5,-42.45,5.34
 278/ 93/ 6 (C),313.59,-3.97,-31.09,-0.5,44.6,-5.79
 279/ 121/ 6 (C),0,0,38.84,0.16,-24.58,0
 279/ 121/ 6 (C),0,0,38.84,0.16,-24.58,0
 279/ 121/ 6 (C),0,0,38.84,0.16,-24.58,0
 279/ 121/ 6 (C),0,0,38.84,0.16,-24.58,0
 279/ 121/ 6 (C),0,0,38.84,0.16,-24.58,0
 279/ 126/ 6 (C),0,0,-38.33,0.16,-23.62,0
 279/ 121/ 6 (C),0,0,38.84,0.16,-24.58,0
 279/ 121/ 6 (C),0,0,38.84,0.16,-24.58,0
 279/ 126/ 6 (C),0,0,-38.33,0.16,-23.62,0
 279/ 121/ 6 (C),0,0,38.84,0.16,-24.58,0
 279/ 126/ 6 (C),0,0,-38.33,0.16,-23.62,0
 279/ 121/ 6 (C),0,0,38.84,0.16,-24.58,0
 280/ 92/ 6 (C),143.39,4.62,6.74,-0.5,-9.47,6.54
 280/ 125/ 6 (C),128.27,4.62,6.74,-0.5,9.39,-6.38
 280/ 92/ 6 (C),143.39,4.62,6.74,-0.5,-9.47,6.54
 280/ 92/ 6 (C),143.39,4.62,6.74,-0.5,-9.47,6.54
 280/ 92/ 6 (C),143.39,4.62,6.74,-0.5,-9.47,6.54
 280/ 92/ 6 (C),143.39,4.62,6.74,-0.5,-9.47,6.54
 280/ 92/ 6 (C),143.39,4.62,6.74,-0.5,-9.47,6.54
 280/ 92/ 6 (C),143.39,4.62,6.74,-0.5,-9.47,6.54
 280/ 125/ 6 (C),128.27,4.62,6.74,-0.5,9.39,-6.38
 280/ 92/ 6 (C),143.39,4.62,6.74,-0.5,-9.47,6.54
 280/ 92/ 6 (C),143.39,4.62,6.74,-0.5,-9.47,6.54
 280/ 125/ 6 (C),128.27,4.62,6.74,-0.5,9.39,-6.38
 281/ 124/ 6 (C),0,0,18.84,-2.38,-4.75,0
 281/ 124/ 6 (C),0,0,18.84,-2.38,-4.75,0
 281/ 124/ 6 (C),0,0,18.84,-2.38,-4.75,0
 281/ 124/ 6 (C),0,0,18.84,-2.38,-4.75,0
 281/ 124/ 6 (C),0,0,18.84,-2.38,-4.75,0
 281/ 125/ 6 (C),0,0,-28.77,-2.38,-18.53,0
 281/ 124/ 6 (C),0,0,18.84,-2.38,-4.75,0
 281/ 124/ 6 (C),0,0,18.84,-2.38,-4.75,0
 281/ 124/ 6 (C),0,0,18.84,-2.38,-4.75,0
 281/ 125/ 6 (C),0,0,-28.77,-2.38,-18.53,0
 281/ 125/ 6 (C),0,0,-28.77,-2.38,-18.53,0
 281/ 124/ 6 (C),0,0,18.84,-2.38,-4.75,0
 282/ 91/ 6 (C),268.47,15.44,3.97,-0.5,-5.37,21.9
 282/ 124/ 6 (C),253.35,15.44,3.97,-0.5,5.75,-21.33
 282/ 91/ 6 (C),268.47,15.44,3.97,-0.5,-5.37,21.9
 282/ 91/ 6 (C),268.47,15.44,3.97,-0.5,-5.37,21.9
 282/ 91/ 6 (C),268.47,15.44,3.97,-0.5,-5.37,21.9
 282/ 91/ 6 (C),268.47,15.44,3.97,-0.5,-5.37,21.9
 282/ 91/ 6 (C),268.47,15.44,3.97,-0.5,-5.37,21.9
 282/ 91/ 6 (C),268.47,15.44,3.97,-0.5,-5.37,21.9
 282/ 124/ 6 (C),253.35,15.44,3.97,-0.5,5.75,-21.33
 282/ 91/ 6 (C),268.47,15.44,3.97,-0.5,-5.37,21.9
 282/ 91/ 6 (C),268.47,15.44,3.97,-0.5,-5.37,21.9
 282/ 124/ 6 (C),253.35,15.44,3.97,-0.5,5.75,-21.33
 283/ 123/ 6 (C),0,0,47.14,2.05,-45.57,0
 283/ 123/ 6 (C),0,0,47.14,2.05,-45.57,0
 283/ 123/ 6 (C),0,0,47.14,2.05,-45.57,0
 283/ 123/ 6 (C),0,0,47.14,2.05,-45.57,0
 283/ 123/ 6 (C),0,0,47.14,2.05,-45.57,0
 283/ 124/ 6 (C),0,0,-34.37,2.05,-20.99,0
 283/ 123/ 6 (C),0,0,47.14,2.05,-45.57,0
 283/ 123/ 6 (C),0,0,47.14,2.05,-45.57,0
 283/ 124/ 6 (C),0,0,-34.37,2.05,-20.99,0
 283/ 123/ 6 (C),0,0,47.14,2.05,-45.57,0
 283/ 123/ 6 (C),0,0,47.14,2.05,-45.57,0
 283/ 124/ 6 (C),0,0,-34.37,2.05,-20.99,0
 284/ 90/ 6 (C),369.5,9.65,12.38,-0.5,-17.3,13.82
 284/ 123/ 6 (C),354.38,9.65,12.38,-0.5,17.38,-13.19
 284/ 90/ 6 (C),369.5,9.65,12.38,-0.5,-17.3,13.82
 284/ 90/ 6 (C),369.5,9.65,12.38,-0.5,-17.3,13.82
 284/ 90/ 6 (C),369.5,9.65,12.38,-0.5,-17.3,13.82
 284/ 90/ 6 (C),369.5,9.65,12.38,-0.5,-17.3,13.82
 284/ 90/ 6 (C),369.5,9.65,12.38,-0.5,-17.3,13.82
 284/ 90/ 6 (C),369.5,9.65,12.38,-0.5,-17.3,13.82
 284/ 123/ 6 (C),354.38,9.65,12.38,-0.5,17.38,-13.19
 284/ 90/ 6 (C),369.5,9.65,12.38,-0.5,-17.3,13.82
 284/ 90/ 6 (C),369.5,9.65,12.38,-0.5,-17.3,13.82
 284/ 123/ 6 (C),354.38,9.65,12.38,-0.5,17.38,-13.19
 285/ 122/ 6 (C),0,0,4.34,0.79,39.83,0
 285/ 122/ 6 (C),0,0,4.34,0.79,39.83,0
 285/ 122/ 6 (C),0,0,4.34,0.79,39.83,0
 285/ 122/ 6 (C),0,0,4.34,0.79,39.83,0
 285/ 122/ 6 (C),0,0,4.34,0.79,39.83,0
 285/ 123/ 6 (C),0,0,-71.97,0.79,-85.29,0
 285/ 122/ 6 (C),0,0,4.34,0.79,39.83,0
 285/ 122/ 6 (C),0,0,4.34,0.79,39.83,0
 285/ 122/ 6 (C),0,0,4.34,0.79,39.83,0
 285/ 123/ 6 (C),0,0,-71.97,0.79,-85.29,0
 285/ 122/ 6 (C),0,0,4.34,0.79,39.83,0
 285/ 123/ 6 (C),0,0,-71.97,0.79,-85.29,0
 286/ 89/ 6 (C),171.22,9.21,0.01,-0.5,-0.64,13.07
 286/ 122/ 6 (C),156.1,9.21,0.01,-0.5,-0.61,-12.73
 286/ 89/ 6 (C),171.22,9.21,0.01,-0.5,-0.64,13.07
 286/ 89/ 6 (C),171.22,9.21,0.01,-0.5,-0.64,13.07
 286/ 89/ 6 (C),171.22,9.21,0.01,-0.5,-0.64,13.07
 286/ 89/ 6 (C),171.22,9.21,0.01,-0.5,-0.64,13.07
 286/ 89/ 6 (C),171.22,9.21,0.01,-0.5,-0.64,13.07
 286/ 89/ 6 (C),171.22,9.21,0.01,-0.5,-0.64,13.07
 286/ 122/ 6 (C),156.1,9.21,0.01,-0.5,-0.61,-12.73
 286/ 89/ 6 (C),171.22,9.21,0.01,-0.5,-0.64,13.07
 286/ 89/ 6 (C),171.22,9.21,0.01,-0.5,-0.64,13.07
 286/ 122/ 6 (C),156.1,9.21,0.01,-0.5,-0.61,-12.73
 287/ 121/ 6 (C),0,0,74.08,0.99,-85.18,0
 287/ 121/ 6 (C),0,0,74.08,0.99,-85.18,0
 287/ 121/ 6 (C),0,0,74.08,0.99,-85.18,0
 287/ 121/ 6 (C),0,0,74.08,0.99,-85.18,0
 287/ 121/ 6 (C),0,0,74.08,0.99,-85.18,0
 287/ 122/ 6 (C),0,0,-1.37,0.99,48.42,0
 287/ 121/ 6 (C),0,0,74.08,0.99,-85.18,0
 287/ 121/ 6 (C),0,0,74.08,0.99,-85.18,0
 287/ 122/ 6 (C),0,0,-1.37,0.99,48.42,0
 287/ 121/ 6 (C),0,0,74.08,0.99,-85.18,0
 287/ 121/ 6 (C),0,0,74.08,0.99,-85.18,0
 287/ 122/ 6 (C),0,0,-1.37,0.99,48.42,0
 288/ 88/ 6 (C),238.58,8.29,-28.54,-0.5,41.08,11.79
 288/ 121/ 6 (C),223.46,8.29,-28.54,-0.5,-38.82,-11.41
 288/ 88/ 6 (C),238.58,8.29,-28.54,-0.5,41.08,11.79
 288/ 88/ 6 (C),238.58,8.29,-28.54,-0.5,41.08,11.79
 288/ 88/ 6 (C),238.58,8.29,-28.54,-0.5,41.08,11.79
 288/ 88/ 6 (C),238.58,8.29,-28.54,-0.5,41.08,11.79
 288/ 88/ 6 (C),238.58,8.29,-28.54,-0.5,41.08,11.79
 288/ 88/ 6 (C),238.58,8.29,-28.54,-0.5,41.08,11.79
 288/ 88/ 6 (C),238.58,8.29,-28.54,-0.5,41.08,11.79
 288/ 121/ 6 (C),223.46,8.29,-28.54,-0.5,-38.82,-11.41
 288/ 88/ 6 (C),238.58,8.29,-28.54,-0.5,41.08,11.79
 288/ 121/ 6 (C),223.46,8.29,-28.54,-0.5,-38.82,-11.41
 289/ 87/ 6 (C),511.14,-13.76,56.83,-0.51,-79.5,-19.03
 289/ 120/ 6 (C),496.02,-13.76,56.83,-0.51,79.62,19.5
 289/ 87/ 6 (C),511.14,-13.76,56.83,-0.51,-79.5,-19.03
 289/ 87/ 6 (C),511.14,-13.76,56.83,-0.51,-79.5,-19.03
 289/ 87/ 6 (C),511.14,-13.76,56.83,-0.51,-79.5,-19.03
 289/ 87/ 6 (C),511.14,-13.76,56.83,-0.51,-79.5,-19.03
 289/ 87/ 6 (C),511.14,-13.76,56.83,-0.51,-79.5,-19.03
 289/ 87/ 6 (C),511.14,-13.76,56.83,-0.51,-79.5,-19.03
 289/ 120/ 6 (C),496.02,-13.76,56.83,-0.51,79.62,19.5
 289/ 87/ 6 (C),511.14,-13.76,56.83,-0.51,-79.5,-19.03
 289/ 120/ 6 (C),496.02,-13.76,56.83,-0.51,79.62,19.5
 289/ 87/ 6 (C),511.14,-13.76,56.83,-0.51,-79.5,-19.03
 290/ 119/ 6 (C),0,0,-39.52,0.34,139.48,0
 290/ 119/ 6 (C),0,0,-39.52,0.34,139.48,0
 290/ 119/ 6 (C),0,0,-39.52,0.34,139.48,0
 290/ 119/ 6 (C),0,0,-39.52,0.34,139.48,0
 290/ 119/ 6 (C),0,0,-39.52,0.34,139.48,0
 290/ 120/ 6 (C),0,0,-118.21,0.34,-158.24,0
 290/ 119/ 6 (C),0,0,-39.52,0.34,139.48,0
 290/ 119/ 6 (C),0,0,-39.52,0.34,139.48,0
 290/ 119/ 6 (C),0,0,-39.52,0.34,139.48,0
 290/ 120/ 6 (C),0,0,-118.21,0.34,-158.24,0
 290/ 120/ 6 (C),0,0,-118.21,0.34,-158.24,0
 290/ 119/ 6 (C),0,0,-39.52,0.34,139.48,0
 291/ 112/ 6 (C),0,0,24.98,1.93,-2.56,0
 291/ 112/ 6 (C),0,0,24.98,1.93,-2.56,0
 291/ 112/ 6 (C),0,0,24.98,1.93,-2.56,0
 291/ 112/ 6 (C),0,0,24.98,1.93,-2.56,0
 291/ 112/ 6 (C),0,0,24.98,1.93,-2.56,0
 291/ 120/ 6 (C),0,0,-45.41,1.93,-38.58,0
 291/ 112/ 6 (C),0,0,24.98,1.93,-2.56,0
 291/ 112/ 6 (C),0,0,24.98,1.93,-2.56,0
 291/ 112/ 6 (C),0,0,24.98,1.93,-2.56,0
 291/ 120/ 6 (C),0,0,-45.41,1.93,-38.58,0
 291/ 120/ 6 (C),0,0,-45.41,1.93,-38.58,0
 291/ 112/ 6 (C),0,0,24.98,1.93,-2.56,0
 292/ 86/ 6 (C),24.47,-11.29,-1.01,-0.51,1.46,-15.35
 292/ 119/ 6 (C),9.35,-11.29,-1.01,-0.51,-1.37,16.27
 292/ 86/ 6 (C),24.47,-11.29,-1.01,-0.51,1.46,-15.35
 292/ 86/ 6 (C),24.47,-11.29,-1.01,-0.51,1.46,-15.35
 292/ 86/ 6 (C),24.47,-11.29,-1.01,-0.51,1.46,-15.35
 292/ 86/ 6 (C),24.47,-11.29,-1.01,-0.51,1.46,-15.35
 292/ 86/ 6 (C),24.47,-11.29,-1.01,-0.51,1.46,-15.35
 292/ 86/ 6 (C),24.47,-11.29,-1.01,-0.51,1.46,-15.35
 292/ 86/ 6 (C),24.47,-11.29,-1.01,-0.51,1.46,-15.35
 292/ 119/ 6 (C),9.35,-11.29,-1.01,-0.51,-1.37,16.27
 292/ 119/ 6 (C),9.35,-11.29,-1.01,-0.51,-1.37,16.27
 292/ 86/ 6 (C),24.47,-11.29,-1.01,-0.51,1.46,-15.35
 293/ 118/ 6 (C),0,0,63.37,16.31,39.35,0
 293/ 118/ 6 (C),0,0,63.37,16.31,39.35,0
 293/ 118/ 6 (C),0,0,63.37,16.31,39.35,0
 293/ 118/ 6 (C),0,0,63.37,16.31,39.35,0
 293/ 118/ 6 (C),0,0,63.37,16.31,39.35,0
 293/ 119/ 6 (C),0,0,31.52,16.31,141.36,0
 293/ 118/ 6 (C),0,0,63.37,16.31,39.35,0
 293/ 118/ 6 (C),0,0,63.37,16.31,39.35,0
 293/ 119/ 6 (C),0,0,31.52,16.31,141.36,0
 293/ 118/ 6 (C),0,0,63.37,16.31,39.35,0
 293/ 119/ 6 (C),0,0,31.52,16.31,141.36,0
 293/ 118/ 6 (C),0,0,63.37,16.31,39.35,0
 294/ 110/ 6 (C),0,0,53.76,0.47,-12.79,0
