"Bar/Node/Case,FX (kN),FY (kN),FZ (kN),MY (kNm),MZ (kNm),Length (m)"
" 29/ 87/ 6,500.36,-9.29,44.36,59.53,13.51,2.800"
" 29/ 87/ 7,321.18,-5.90,28.19,38.03,8.38,2.800"
" 30/ 85/ 1,-0.00,0.00,22.31,11.09,0.00,2.150"
" 30/ 85/ 2,-0.00,0.00,10.17,5.05,0.00,2.150"
" 30/ 85/ 3,-0.00,0.00,4.10,3.14,0.00,2.150"
" 30/ 85/ 4,-0.00,-0.00,0.86,-0.13,-0.00,2.150"
" 30/ 85/ 6,-0.00,0.00,53.29,27.04,0.00,2.150"
" 30/ 85/ 7,-0.00,0.00,34.16,17.04,0.00,2.150"
" 30/ 86/ 1,-0.00,0.00,11.83,47.78,-0.00,2.150"
" 30/ 86/ 2,-0.00,0.00,6.12,22.56,-0.00,2.150"
" 30/ 86/ 3,-0.00,0.00,1.78,9.46,-0.00,2.150"
" 30/ 86/ 4,-0.00,-0.00,0.86,1.72,0.00,2.150"
" 30/ 86/ 6,-0.00,0.00,29.60,116.15,-0.00,2.150"
" 30/ 86/ 7,-0.00,0.00,18.94,74.11,-0.00,2.150"
" 31/ 77/ 1,0.00,0.00,19.60,-6.81,0.00,3.525"
" 31/ 77/ 2,0.00,0.00,10.16,-3.23,0.00,3.525"
" 31/ 77/ 3,0.00,0.00,5.65,-1.80,0.00,3.525"
" 31/ 77/ 4,-0.00,0.00,0.08,-0.02,0.00,3.525"
" 31/ 77/ 6,0.00,0.00,50.06,-16.51,0.00,3.525"
" 31/ 77/ 7,0.00,0.00,31.39,-10.48,0.00,3.525"
" 31/ 86/ 1,0.00,0.00,-16.81,-1.89,0.00,3.525"
" 31/ 86/ 2,0.00,0.00,-9.93,-2.84,-0.00,3.525"
" 31/ 86/ 3,0.00,0.00,-5.83,-2.13,-0.00,3.525"
" 31/ 86/ 4,-0.00,0.00,0.08,0.25,-0.00,3.525"
" 31/ 86/ 6,0.00,0.00,-46.45,-10.14,0.00,3.525"
" 31/ 86/ 7,0.00,0.00,-28.56,-5.50,0.00,3.525"
" 32/ 53/ 1,5.51,-1.58,-1.13,1.71,-2.46,2.800"
" 32/ 53/ 2,1.26,-1.48,-0.80,1.21,-2.25,2.800"
" 32/ 53/ 3,-2.50,-1.05,-0.30,0.46,-1.59,2.800"
" 32/ 53/ 4,1.61,0.10,-0.08,0.12,0.15,2.800"
" 32/ 53/ 6,7.42,-6.07,-3.95,5.96,-9.27,2.800"
" 32/ 53/ 7,6.27,-3.46,-2.30,3.47,-5.30,2.800"
" 32/ 86/ 1,1.13,-1.58,-1.13,-1.46,1.98,2.800"
" 32/ 86/ 2,1.26,-1.48,-0.80,-1.02,1.89,2.800"
" 32/ 86/ 3,-2.50,-1.05,-0.30,-0.38,1.35,2.800"
" 32/ 86/ 4,1.61,0.10,-0.08,-0.10,-0.14,2.800"
" 32/ 86/ 6,1.52,-6.07,-3.95,-5.12,7.73,2.800"
" 32/ 86/ 7,1.90,-3.46,-2.30,-2.98,4.39,2.800"
" 33/ 84/ 1,0.00,-0.00,57.21,-70.55,-0.00,1.825"
" 33/ 84/ 2,0.00,-0.00,26.12,-32.86,-0.00,1.825"
" 33/ 84/ 3,0.00,-0.00,13.14,-15.87,-0.00,1.825"
" 33/ 84/ 4,0.00,-0.00,0.89,-1.45,-0.00,1.825"
" 33/ 84/ 6,0.00,-0.00,138.04,-171.47,-0.00,1.825"
" 33/ 84/ 7,0.00,-0.00,87.77,-108.98,-0.00,1.825"
" 33/ 85/ 1,0.00,-0.00,49.05,26.41,0.00,1.825"
" 33/ 85/ 2,0.00,-0.00,23.20,12.14,0.00,1.825"
" 33/ 85/ 3,0.00,-0.00,11.47,6.59,0.00,1.825"
" 33/ 85/ 4,0.00,-0.00,0.89,0.18,0.00,1.825"
" 33/ 85/ 6,0.00,-0.00,120.16,64.14,0.00,1.825"
" 33/ 85/ 7,0.00,-0.00,76.20,40.64,0.00,1.825"
" 34/ 76/ 1,0.00,0.00,13.11,25.78,0.00,3.525"
" 34/ 76/ 2,0.00,0.00,6.53,13.07,0.00,3.525"
" 34/ 76/ 3,0.00,0.00,3.81,7.01,0.00,3.525"
" 34/ 76/ 4,-0.00,0.00,-0.04,0.23,0.00,3.525"
" 34/ 76/ 6,0.00,0.00,33.06,65.44,0.00,3.525"
" 34/ 76/ 7,0.00,0.00,20.74,41.09,0.00,3.525"
" 34/ 85/ 1,0.00,0.00,-26.75,-3.11,-0.00,3.525"
" 34/ 85/ 2,0.00,0.00,-13.04,-1.79,-0.00,3.525"
" 34/ 85/ 3,0.00,0.00,-7.38,-1.23,-0.00,3.525"
" 34/ 85/ 4,-0.00,0.00,-0.04,0.10,-0.00,3.525"
" 34/ 85/ 6,0.00,0.00,-66.88,-8.71,-0.00,3.525"
" 34/ 85/ 7,0.00,0.00,-42.04,-5.29,-0.00,3.525"
" 35/ 83/ 1,-0.00,0.00,7.35,-0.94,0.00,2.000"
" 35/ 83/ 2,-0.00,0.00,2.97,-0.23,0.00,2.000"
" 35/ 83/ 3,-0.00,0.00,1.82,-0.23,0.00,2.000"
" 35/ 83/ 4,-0.00,0.00,-0.06,0.05,0.00,2.000"
" 35/ 83/ 6,-0.00,0.00,16.19,-0.91,0.00,2.000"
" 35/ 83/ 7,-0.00,0.00,10.53,-0.84,0.00,2.000"
" 35/ 84/ 1,-0.00,0.00,-5.69,-0.71,-0.00,2.000"
" 35/ 84/ 2,-0.00,0.00,-1.96,-0.22,-0.00,2.000"
" 35/ 84/ 3,-0.00,0.00,-1.00,0.01,-0.00,2.000"
" 35/ 84/ 4,-0.00,0.00,-0.06,-0.07,-0.00,2.000"
" 35/ 84/ 6,-0.00,0.00,-13.04,-2.05,-0.00,2.000"
" 35/ 84/ 7,-0.00,0.00,-8.29,-1.21,-0.00,2.000"
" 36/ 51/ 1,248.82,-0.97,-19.44,28.04,-1.49,2.800"
" 36/ 51/ 2,103.73,-0.51,-9.02,12.97,-0.76,2.800"
" 36/ 51/ 3,46.50,-0.29,-4.36,6.27,-0.44,2.800"
" 36/ 51/ 4,6.39,0.00,-0.40,0.57,-0.00,2.800"
" 36/ 51/ 6,574.12,-2.47,-46.47,67.80,-4.18,2.800"
" 36/ 51/ 7,369.74,-1.55,-29.71,43.15,-2.53,2.800"
" 36/ 84/ 1,244.44,-0.97,-19.44,-26.40,1.23,2.800"
" 36/ 84/ 2,103.73,-0.51,-9.02,-12.27,0.66,2.800"
" 36/ 84/ 3,46.50,-0.29,-4.36,-5.93,0.38,2.800"
" 36/ 84/ 4,6.39,0.00,-0.40,-0.54,-0.00,2.800"
" 36/ 84/ 6,568.22,-2.47,-46.47,-64.12,3.61,2.800"
" 36/ 84/ 7,365.36,-1.55,-29.71,-40.76,2.15,2.800"
" 37/ 82/ 1,-0.00,0.00,-26.54,0.69,0.00,1.225"
" 37/ 82/ 2,0.00,0.00,-12.61,0.40,0.00,1.225"
" 37/ 82/ 3,-0.00,0.00,-6.28,0.54,0.00,1.225"
" 37/ 82/ 4,0.00,0.00,-0.46,-0.16,0.00,1.225"
" 37/ 82/ 6,-0.00,0.00,-64.52,2.50,0.00,1.225"
" 37/ 82/ 7,-0.00,0.00,-41.04,1.36,0.00,1.225"
" 37/ 83/ 1,-0.00,0.00,-32.98,-35.00,-0.00,1.225"
" 37/ 83/ 2,0.00,0.00,-15.24,-16.12,-0.00,1.225"
" 37/ 83/ 3,-0.00,0.00,-7.78,-7.77,-0.00,1.225"
" 37/ 83/ 4,0.00,0.00,-0.46,-0.72,-0.00,1.225"
" 37/ 83/ 6,-0.00,0.00,-79.39,-83.35,-0.00,1.225"
" 37/ 83/ 7,-0.00,0.00,-50.55,-53.34,-0.00,1.225"
" 38/ 50/ 1,217.01,0.01,5.36,-7.31,-0.20,2.800"
" 38/ 50/ 2,93.00,-0.14,2.45,-3.34,-0.29,2.800"
" 38/ 50/ 3,40.17,-0.06,1.17,-1.60,-0.12,2.800"
" 38/ 50/ 4,6.48,-0.01,0.11,-0.16,-0.02,2.800"
" 38/ 50/ 6,500.31,-0.49,12.77,-16.78,-1.55,2.800"
" 38/ 50/ 7,323.15,-0.23,8.17,-10.89,-0.78,2.800"
" 38/ 83/ 1,210.71,0.01,5.36,7.69,-0.22,2.800"
" 38/ 83/ 2,93.00,-0.14,2.45,3.51,0.11,2.800"
" 38/ 83/ 3,40.17,-0.06,1.17,1.68,0.04,2.800"
" 38/ 83/ 4,6.48,-0.01,0.11,0.16,0.01,2.800"
" 38/ 83/ 6,491.81,-0.49,12.77,17.63,0.58,2.800"
" 38/ 83/ 7,316.85,-0.23,8.17,11.45,0.16,2.800"
" 39/ 81/ 1,0.00,-0.00,-9.15,29.05,-0.00,2.350"
" 39/ 81/ 2,0.00,-0.00,-4.69,13.63,-0.00,2.350"
" 39/ 81/ 3,0.00,-0.00,-1.63,5.87,-0.00,2.350"
" 39/ 81/ 4,0.00,0.00,-0.53,0.96,0.00,2.350"
" 39/ 81/ 6,0.00,-0.00,-22.23,69.34,-0.00,2.350"
" 39/ 81/ 7,0.00,-0.00,-14.33,44.51,-0.00,2.350"
" 39/ 82/ 1,0.00,-0.00,-21.20,-6.61,0.00,2.350"
" 39/ 82/ 2,0.00,-0.00,-9.53,-3.08,0.00,2.350"
" 39/ 82/ 3,0.00,-0.00,-4.39,-1.21,0.00,2.350"
" 39/ 82/ 4,0.00,0.00,-0.53,-0.27,-0.00,2.350"
" 39/ 82/ 6,0.00,-0.00,-49.88,-15.38,0.00,2.350"
" 39/ 82/ 7,0.00,-0.00,-32.04,-9.98,0.00,2.350"
" 40/ 73/ 1,0.00,-0.00,22.08,-16.92,-0.00,2.700"
" 40/ 73/ 2,0.00,-0.00,11.98,-8.65,-0.00,2.700"
" 40/ 73/ 3,0.00,-0.00,6.72,-4.70,-0.00,2.700"
" 40/ 73/ 4,0.00,0.00,0.06,-0.12,0.00,2.700"
" 40/ 73/ 6,0.00,-0.00,57.90,-43.00,-0.00,2.700"
" 40/ 73/ 7,0.00,-0.00,36.07,-27.00,-0.00,2.700"
" 40/ 82/ 1,0.00,-0.00,-5.35,2.10,0.00,2.700"
" 40/ 82/ 2,0.00,-0.00,-3.09,0.85,0.00,2.700"
" 40/ 82/ 3,0.00,-0.00,-1.89,0.38,0.00,2.700"
" 40/ 82/ 4,0.00,0.00,0.06,0.05,-0.00,2.700"
" 40/ 82/ 6,0.00,-0.00,-14.65,4.66,0.00,2.700"
" 40/ 82/ 7,0.00,-0.00,-9.00,3.04,0.00,2.700"
" 41/ 80/ 1,0.00,0.00,36.84,-37.31,0.00,2.675"
" 41/ 80/ 2,0.00,0.00,17.00,-17.54,0.00,2.675"
" 41/ 80/ 3,0.00,0.00,8.11,-8.18,0.00,2.675"
" 41/ 80/ 4,0.00,-0.00,0.80,-0.92,-0.00,2.675"
" 41/ 80/ 6,0.00,0.00,89.12,-90.98,0.00,2.675"
" 41/ 80/ 7,0.00,0.00,56.72,-57.83,0.00,2.675"
" 41/ 81/ 1,0.00,0.00,22.04,41.44,-0.00,2.675"
" 41/ 81/ 2,0.00,0.00,10.74,19.57,-0.00,2.675"
" 41/ 81/ 3,0.00,0.00,4.53,8.73,-0.00,2.675"
" 41/ 81/ 4,0.00,-0.00,0.80,1.23,0.00,2.675"
" 41/ 81/ 6,0.00,0.00,54.39,100.97,-0.00,2.675"
" 41/ 81/ 7,0.00,0.00,34.59,64.29,-0.00,2.675"
" 42/ 68/ 1,0.00,0.00,23.70,-16.00,0.00,4.325"
" 42/ 68/ 2,0.00,0.00,13.07,-8.77,0.00,4.325"
" 42/ 68/ 3,0.00,0.00,7.52,-5.11,0.00,4.325"
" 42/ 68/ 4,-0.00,0.00,-0.02,0.05,0.00,4.325"
" 42/ 68/ 6,0.00,0.00,62.73,-42.12,-0.00,4.325"
" 42/ 68/ 7,0.00,0.00,38.98,-26.20,-0.00,4.325"
" 42/ 81/ 1,0.00,0.00,-24.24,-17.17,-0.00,4.325"
" 42/ 81/ 2,0.00,0.00,-13.87,-10.51,-0.00,4.325"
" 42/ 81/ 3,0.00,0.00,-7.88,-5.89,-0.00,4.325"
" 42/ 81/ 4,-0.00,0.00,-0.02,-0.06,-0.00,4.325"
" 42/ 81/ 6,0.00,0.00,-65.49,-48.10,0.00,4.325"
" 42/ 81/ 7,0.00,0.00,-40.53,-29.55,0.00,4.325"
" 43/ 48/ 1,6.50,-6.08,-4.51,6.47,-9.23,2.800"
" 43/ 48/ 2,1.33,-3.74,-2.16,3.10,-5.67,2.800"
" 43/ 48/ 3,-1.82,-2.13,-1.04,1.50,-3.23,2.800"
" 43/ 48/ 4,1.29,-0.01,-0.10,0.14,-0.01,2.800"
" 43/ 48/ 6,9.68,-17.14,-11.60,16.63,-26.01,2.800"
" 43/ 48/ 7,7.55,-10.51,-7.23,10.37,-15.95,2.800"
" 43/ 81/ 1,2.12,-6.08,-4.51,-6.17,7.79,2.800"
" 43/ 81/ 2,1.33,-3.74,-2.16,-2.96,4.80,2.800"
" 43/ 81/ 3,-1.82,-2.13,-1.04,-1.42,2.73,2.800"
" 43/ 81/ 4,1.29,-0.01,-0.10,-0.13,0.01,2.800"
" 43/ 81/ 6,3.77,-17.14,-11.60,-15.87,21.98,2.800"
" 43/ 81/ 7,3.17,-10.51,-7.23,-9.89,13.47,2.800"
" 44/ 67/ 1,0.00,-0.00,14.88,-10.19,-0.00,4.325"
" 44/ 67/ 2,0.00,-0.00,7.09,-5.14,-0.00,4.325"
" 44/ 67/ 3,0.00,-0.00,4.07,-2.98,-0.00,4.325"
" 44/ 67/ 4,-0.00,-0.00,-0.01,0.02,-0.00,4.325"
" 44/ 67/ 6,0.00,-0.00,36.76,-25.80,-0.00,4.325"
" 44/ 67/ 7,0.00,-0.00,23.17,-16.18,-0.00,4.325"
" 44/ 80/ 1,0.00,-0.00,-14.56,-9.51,0.00,4.325"
" 44/ 80/ 2,0.00,-0.00,-6.89,-4.72,0.00,4.325"
" 44/ 80/ 3,0.00,-0.00,-3.93,-2.68,0.00,4.325"
" 44/ 80/ 4,-0.00,-0.00,-0.01,-0.01,0.00,4.325"
" 44/ 80/ 6,0.00,-0.00,-35.94,-24.03,0.00,4.325"
" 44/ 80/ 7,0.00,-0.00,-22.65,-15.07,0.00,4.325"
" 45/ 47/ 1,210.38,-3.75,-14.25,20.57,-5.49,2.800"
" 45/ 47/ 2,89.69,-1.94,-6.73,9.71,-2.85,2.800"
" 45/ 47/ 3,40.17,-1.12,-3.15,4.54,-1.64,2.800"
" 45/ 47/ 4,5.54,0.00,-0.35,0.51,0.00,2.800"
" 45/ 47/ 6,488.52,-9.62,-34.39,50.24,-14.16,2.800"
" 45/ 47/ 7,314.34,-6.01,-21.96,31.92,-8.84,2.800"
" 45/ 80/ 1,206.00,-3.75,-14.25,-19.34,5.00,2.800"
" 45/ 80/ 2,89.69,-1.94,-6.73,-9.15,2.58,2.800"
" 45/ 80/ 3,40.17,-1.12,-3.15,-4.27,1.49,2.800"
" 45/ 80/ 4,5.54,0.00,-0.35,-0.48,-0.01,2.800"
" 45/ 80/ 6,482.62,-9.62,-34.39,-47.37,12.87,2.800"
" 45/ 80/ 7,309.97,-6.01,-21.96,-30.07,8.03,2.800"
" 46/ 78/ 1,0.00,0.00,-11.43,36.48,0.00,2.775"
" 46/ 78/ 2,0.00,0.00,-4.19,17.38,0.00,2.775"
" 46/ 78/ 3,0.00,0.00,-0.40,6.81,0.00,2.775"
" 46/ 78/ 4,0.00,0.00,-1.00,1.56,0.00,2.775"
" 46/ 78/ 6,0.00,0.00,-23.34,87.50,0.00,2.775"
" 46/ 78/ 7,0.00,0.00,-15.85,56.23,0.00,2.775"
" 46/ 79/ 1,0.00,0.00,-42.23,-42.47,-0.00,2.775"
" 46/ 79/ 2,0.00,0.00,-21.50,-21.42,-0.00,2.775"
" 46/ 79/ 3,0.00,0.00,-10.29,-9.82,-0.00,2.775"
" 46/ 79/ 4,0.00,0.00,-1.00,-1.21,-0.00,2.775"
" 46/ 79/ 6,0.00,0.00,-105.72,-105.10,-0.00,2.775"
" 46/ 79/ 7,0.00,0.00,-66.93,-66.84,-0.00,2.775"
" 47/ 72/ 1,0.00,-0.00,-1.34,6.74,-0.00,2.450"
" 47/ 72/ 2,0.00,-0.00,-0.95,3.11,-0.00,2.450"
" 47/ 72/ 3,0.00,-0.00,-0.26,1.39,-0.00,2.450"
" 47/ 72/ 4,0.00,-0.00,-0.14,0.19,-0.00,2.450"
" 47/ 72/ 6,0.00,-0.00,-4.43,16.86,-0.00,2.450"
" 47/ 72/ 7,0.00,-0.00,-2.64,10.61,-0.00,2.450"
" 47/ 79/ 1,0.00,-0.00,-14.20,-12.29,0.00,2.450"
" 47/ 79/ 2,0.00,-0.00,-6.20,-5.64,0.00,2.450"
" 47/ 79/ 3,0.00,-0.00,-3.26,-2.91,0.00,2.450"
" 47/ 79/ 4,0.00,-0.00,-0.14,-0.16,0.00,2.450"
" 47/ 79/ 6,0.00,-0.00,-34.17,-30.43,0.00,2.450"
" 47/ 79/ 7,0.00,-0.00,-21.66,-19.16,0.00,2.450"
" 48/ 46/ 1,263.66,-2.47,15.01,-21.50,-3.89,2.800"
" 48/ 46/ 2,119.66,-1.05,7.53,-10.78,-1.65,2.800"
" 48/ 46/ 3,53.14,-0.44,3.48,-4.98,-0.70,2.800"
" 48/ 46/ 4,7.62,-0.08,0.41,-0.59,-0.12,2.800"
" 48/ 46/ 6,626.47,-5.50,37.54,-53.01,-9.64,2.800"
" 48/ 46/ 7,401.51,-3.60,23.76,-33.74,-6.06,2.800"
" 48/ 79/ 1,259.29,-2.47,15.01,20.53,3.02,2.800"
" 48/ 79/ 2,119.66,-1.05,7.53,10.30,1.28,2.800"
" 48/ 79/ 3,53.14,-0.44,3.48,4.76,0.54,2.800"
" 48/ 79/ 4,7.62,-0.08,0.41,0.56,0.10,2.800"
" 48/ 79/ 6,620.56,-5.50,37.54,50.60,7.77,2.800"
" 48/ 79/ 7,397.13,-3.60,23.76,32.21,4.82,2.800"
" 49/ 71/ 1,-0.00,-0.00,32.49,-30.64,-0.00,2.450"
" 49/ 71/ 2,-0.00,-0.00,16.16,-15.25,-0.00,2.450"
" 49/ 71/ 3,-0.00,-0.00,7.61,-6.86,-0.00,2.450"
" 49/ 71/ 4,-0.00,0.00,0.81,-0.93,0.00,2.450"
" 49/ 71/ 6,-0.00,-0.00,80.69,-76.07,-0.00,2.450"
" 49/ 71/ 7,-0.00,-0.00,51.16,-48.29,-0.00,2.450"
" 49/ 78/ 1,-0.00,-0.00,13.64,25.87,0.00,2.450"
" 49/ 78/ 2,-0.00,-0.00,6.71,12.77,0.00,2.450"
" 49/ 78/ 3,-0.00,-0.00,2.21,5.17,0.00,2.450"
" 49/ 78/ 4,-0.00,0.00,0.81,1.06,0.00,2.450"
" 49/ 78/ 6,-0.00,-0.00,32.97,63.17,0.00,2.450"
" 49/ 78/ 7,-0.00,-0.00,21.24,40.41,0.00,2.450"
" 50/ 45/ 1,10.70,11.79,6.69,-9.64,17.68,2.800"
" 50/ 45/ 2,3.61,5.79,3.15,-4.53,8.69,2.800"
" 50/ 45/ 3,-2.64,2.54,1.58,-2.28,3.83,2.800"
" 50/ 45/ 4,2.35,0.38,0.11,-0.15,0.57,2.800"
" 50/ 45/ 6,18.72,28.72,15.80,-22.72,43.07,2.800"
" 50/ 45/ 7,13.94,18.35,10.16,-14.61,27.52,2.800"
" 50/ 78/ 1,6.33,11.79,6.69,9.09,-15.35,2.800"
" 50/ 78/ 2,3.61,5.79,3.15,4.29,-7.52,2.800"
" 50/ 78/ 3,-2.64,2.54,1.58,2.15,-3.29,2.800"
" 50/ 78/ 4,2.35,0.38,0.11,0.15,-0.50,2.800"
" 50/ 78/ 6,12.81,28.72,15.80,21.49,-37.30,2.800"
" 50/ 78/ 7,9.57,18.35,10.16,13.81,-23.85,2.800"
" 51/ 76/ 1,0.00,0.00,27.23,-15.93,0.00,2.150"
" 51/ 76/ 2,0.00,0.00,13.57,-8.40,0.00,2.150"
" 51/ 76/ 3,0.00,0.00,6.56,-3.75,0.00,2.150"
" 51/ 76/ 4,-0.00,0.00,0.60,-0.53,-0.00,2.150"
" 51/ 76/ 6,0.00,0.00,67.99,-40.57,0.00,2.150"
" 51/ 76/ 7,0.00,0.00,43.00,-25.63,0.00,2.150"
" 51/ 77/ 1,0.00,0.00,11.29,26.64,-0.00,2.150"
" 51/ 77/ 2,0.00,0.00,5.71,13.14,-0.00,2.150"
" 51/ 77/ 3,0.00,0.00,2.07,5.99,-0.00,2.150"
" 51/ 77/ 4,-0.00,0.00,0.60,0.76,-0.00,2.150"
" 51/ 77/ 6,0.00,0.00,27.95,66.08,-0.00,2.150"
" 51/ 77/ 7,0.00,0.00,17.86,41.91,-0.00,2.150"
" 52/ 74/ 1,-0.00,0.00,49.48,-28.30,0.00,1.175"
" 52/ 74/ 2,-0.00,0.00,23.73,-13.52,0.00,1.175"
" 52/ 74/ 3,-0.00,0.00,12.44,-6.82,0.00,1.175"
" 52/ 74/ 4,0.00,-0.00,0.56,-0.45,-0.00,1.175"
" 52/ 74/ 6,-0.00,0.00,121.94,-69.30,0.00,1.175"
" 52/ 74/ 7,-0.00,0.00,77.13,-43.97,0.00,1.175"
" 52/ 76/ 1,-0.00,0.00,40.33,25.14,-0.00,1.175"
" 52/ 76/ 2,-0.00,0.00,20.10,12.70,-0.00,1.175"
" 52/ 76/ 3,-0.00,0.00,10.36,6.85,-0.00,1.175"
" 52/ 76/ 4,0.00,-0.00,0.56,0.20,0.00,1.175"
" 52/ 76/ 6,-0.00,0.00,101.05,63.73,-0.00,1.175"
" 52/ 76/ 7,-0.00,0.00,63.74,40.02,-0.00,1.175"
" 53/ 74/ 1,0.00,0.00,-49.53,58.62,0.00,1.800"
" 53/ 74/ 2,0.00,0.00,-24.78,29.15,0.00,1.800"
" 53/ 74/ 3,0.00,0.00,-13.12,15.28,0.00,1.800"
" 53/ 74/ 4,-0.00,-0.00,-0.52,0.69,-0.00,1.800"
" 53/ 74/ 6,0.00,0.00,-124.26,147.37,0.00,1.800"
" 53/ 74/ 7,0.00,0.00,-78.31,92.78,0.00,1.800"
" 53/ 75/ 1,0.00,0.00,-67.39,-48.31,-0.00,1.800"
" 53/ 75/ 2,0.00,0.00,-33.50,-24.48,-0.00,1.800"
" 53/ 75/ 3,0.00,0.00,-18.10,-13.50,-0.00,1.800"
" 53/ 75/ 4,-0.00,-0.00,-0.52,-0.24,0.00,1.800"
" 53/ 75/ 6,0.00,0.00,-168.93,-121.58,-0.00,1.800"
" 53/ 75/ 7,0.00,0.00,-106.38,-76.53,-0.00,1.800"
" 54/ 70/ 1,0.00,-0.00,-46.64,32.29,-0.00,1.275"
" 54/ 70/ 2,0.00,-0.00,-22.98,15.86,-0.00,1.275"
" 54/ 70/ 3,0.00,-0.00,-11.64,8.11,-0.00,1.275"
" 54/ 70/ 4,-0.00,0.00,-0.74,0.48,0.00,1.275"
" 54/ 70/ 6,0.00,-0.00,-116.97,80.19,-0.00,1.275"
" 54/ 70/ 7,0.00,-0.00,-73.71,50.70,-0.00,1.275"
" 54/ 75/ 1,0.00,-0.00,-57.69,-34.59,0.00,1.275"
" 54/ 75/ 2,0.00,-0.00,-28.04,-16.91,0.00,1.275"
" 54/ 75/ 3,0.00,-0.00,-14.54,-8.73,0.00,1.275"
" 54/ 75/ 4,-0.00,0.00,-0.74,-0.47,-0.00,1.275"
" 54/ 75/ 6,0.00,-0.00,-143.81,-87.14,0.00,1.275"
" 54/ 75/ 7,0.00,-0.00,-90.69,-54.77,0.00,1.275"
" 55/ 42/ 1,514.68,-6.36,10.75,-15.45,-9.30,2.800"
" 55/ 42/ 2,243.67,-3.14,5.44,-7.80,-4.55,2.800"
" 55/ 42/ 3,106.33,-1.65,3.10,-4.44,-2.39,2.800"
" 55/ 42/ 4,16.46,-0.07,0.00,-0.01,-0.11,2.800"
" 55/ 42/ 6,1246.67,-15.46,27.71,-38.44,-23.98,2.800"
" 55/ 42/ 7,796.06,-9.85,17.27,-24.27,-14.94,2.800"
" 55/ 75/ 1,508.38,-6.36,10.75,14.64,8.51,2.800"
" 55/ 75/ 2,243.67,-3.14,5.44,7.45,4.23,2.800"
" 55/ 75/ 3,106.33,-1.65,3.10,4.25,2.23,2.800"
" 55/ 75/ 4,16.46,-0.07,0.00,0.01,0.09,2.800"
" 55/ 75/ 6,1238.17,-15.46,27.71,36.49,22.19,2.800"
" 55/ 75/ 7,789.76,-9.85,17.27,23.04,13.78,2.800"
" 56/ 73/ 1,0.00,0.00,38.84,-38.97,0.00,3.050"
" 56/ 73/ 2,0.00,0.00,19.77,-19.92,0.00,3.050"
" 56/ 73/ 3,0.00,0.00,11.21,-10.84,0.00,3.050"
" 56/ 73/ 4,-0.00,0.00,0.04,-0.27,0.00,3.050"
" 56/ 73/ 6,0.00,-0.00,99.26,-99.72,-0.00,3.050"
" 56/ 73/ 7,0.00,0.00,62.10,-62.45,-0.00,3.050"
" 56/ 74/ 1,0.00,0.00,-0.06,27.36,-0.00,3.050"
" 56/ 74/ 2,0.00,0.00,-1.05,13.66,-0.00,3.050"
" 56/ 74/ 3,0.00,0.00,-0.69,8.09,-0.00,3.050"
" 56/ 74/ 4,-0.00,0.00,0.04,-0.14,-0.00,3.050"
" 56/ 74/ 6,0.00,-0.00,-2.32,69.70,-0.00,3.050"
" 56/ 74/ 7,0.00,0.00,-1.18,43.55,-0.00,3.050"
" 57/ 69/ 1,-0.00,0.00,-22.46,22.79,0.00,1.625"
" 57/ 69/ 2,-0.00,0.00,-11.23,11.57,0.00,1.625"
" 57/ 69/ 3,-0.00,0.00,-5.52,5.82,0.00,1.625"
" 57/ 69/ 4,-0.00,-0.00,-0.45,0.40,-0.00,1.625"
" 57/ 69/ 6,-0.00,0.00,-56.47,57.48,0.00,1.625"
" 57/ 69/ 7,-0.00,0.00,-35.62,36.24,0.00,1.625"
" 57/ 73/ 1,-0.00,0.00,-40.03,-28.26,-0.00,1.625"
" 57/ 73/ 2,-0.00,0.00,-20.12,-14.10,-0.00,1.625"
" 57/ 73/ 3,-0.00,0.00,-10.60,-7.39,-0.00,1.625"
" 57/ 73/ 4,-0.00,-0.00,-0.45,-0.33,0.00,1.625"
" 57/ 73/ 6,-0.00,0.00,-101.14,-71.42,-0.00,1.625"
" 57/ 73/ 7,-0.00,0.00,-63.60,-44.89,-0.00,1.625"
" 58/ 40/ 1,401.64,-0.29,-4.86,6.93,-0.32,2.800"
" 58/ 40/ 2,198.83,-0.15,-2.52,3.59,-0.15,2.800"
" 58/ 40/ 3,86.28,-0.06,-1.60,2.27,-0.06,2.800"
" 58/ 40/ 4,13.67,-0.01,0.08,-0.11,-0.01,2.800"
" 58/ 40/ 6,991.61,-0.50,-12.10,18.30,-1.11,2.800"
" 58/ 40/ 7,630.95,-0.37,-7.63,11.29,-0.63,2.800"
" 58/ 73/ 1,397.26,-0.29,-4.86,-6.67,0.49,2.800"
" 58/ 73/ 2,198.83,-0.15,-2.52,-3.47,0.25,2.800"
" 58/ 73/ 3,86.28,-0.06,-1.60,-2.19,0.11,2.800"
" 58/ 73/ 4,13.67,-0.01,0.08,0.10,0.02,2.800"
" 58/ 73/ 6,985.70,-0.50,-12.10,-17.68,1.52,2.800"
" 58/ 73/ 7,626.58,-0.37,-7.63,-10.90,0.90,2.800"
" 59/ 71/ 1,-0.00,-0.00,1.19,25.98,-0.00,2.775"
" 59/ 71/ 2,-0.00,-0.00,0.73,12.99,-0.00,2.775"
" 59/ 71/ 3,-0.00,-0.00,0.83,6.50,-0.00,2.775"
" 59/ 71/ 4,-0.00,-0.00,-0.21,0.46,-0.00,2.775"
