"Bar/Node/Case,FX (kN),FY (kN),FZ (kN),MY (kNm),MZ (kNm),Length (m)"
" 176/ 60/ 7,0.0,0.00,39.39,-33.20,0.00,5.00"
" 176/ 64/ 6,0.0,0.00,-65.35,-62.14,-0.00,5.00"
" 176/ 64/ 7,0.0,0.00,-41.90,-39.47,-0.00,5.00"
" 177/ 65/ 6,0.0,-0.00,67.32,-68.18,-0.00,5.00"
" 177/ 65/ 7,0.0,0.00,43.21,-43.56,0.00,5.00"
" 177/ 69/ 6,0.0,-0.00,-59.39,-48.37,0.00,5.00"
" 177/ 69/ 7,0.0,0.00,-38.08,-30.72,-0.00,5.00"
" 178/ 66/ 6,0.0,-0.00,117.96,-123.85,-0.00,5.00"
" 178/ 66/ 7,0.0,0.00,74.00,-77.64,0.00,5.00"
" 178/ 70/ 6,0.0,-0.00,-101.70,-83.20,0.00,5.00"
" 178/ 70/ 7,0.0,0.00,-63.57,-51.55,-0.00,5.00"
" 179/ 67/ 6,0.0,-0.00,117.96,-123.85,-0.00,5.00"
" 179/ 67/ 7,0.0,0.00,74.00,-77.64,0.00,5.00"
" 179/ 71/ 6,0.0,-0.00,-101.70,-83.20,0.00,5.00"
" 179/ 71/ 7,0.0,0.00,-63.57,-51.55,-0.00,5.00"
" 180/ 68/ 6,0.0,-0.00,67.32,-68.18,-0.00,5.00"
" 180/ 68/ 7,0.0,0.00,43.21,-43.56,0.00,5.00"
" 180/ 72/ 6,0.0,-0.00,-59.39,-48.37,0.00,5.00"
" 180/ 72/ 7,0.0,0.00,-38.08,-30.72,-0.00,5.00"
" 181/ 69/ 6,0.0,0.00,63.35,-60.01,0.00,5.00"
" 181/ 69/ 7,0.0,-0.00,40.64,-38.13,-0.00,5.00"
" 181/ 73/ 6,0.0,0.00,-63.35,-60.01,-0.00,5.00"
" 181/ 73/ 7,0.0,-0.00,-40.64,-38.13,0.00,5.00"
" 182/ 70/ 6,0.0,0.00,109.83,-106.46,0.00,5.00"
" 182/ 70/ 7,0.0,-0.00,68.79,-66.20,-0.00,5.00"
" 182/ 74/ 6,0.0,0.00,-109.83,-106.46,-0.00,5.00"
" 182/ 74/ 7,0.0,-0.00,-68.79,-66.20,0.00,5.00"
" 183/ 71/ 6,0.0,0.00,109.83,-106.46,0.00,5.00"
" 183/ 71/ 7,0.0,-0.00,68.79,-66.20,-0.00,5.00"
" 183/ 75/ 6,0.0,0.00,-109.83,-106.46,-0.00,5.00"
" 183/ 75/ 7,0.0,-0.00,-68.79,-66.20,0.00,5.00"
" 184/ 72/ 6,0.0,0.00,63.35,-60.01,0.00,5.00"
" 184/ 72/ 7,0.0,-0.00,40.64,-38.13,-0.00,5.00"
" 184/ 76/ 6,0.0,0.00,-63.35,-60.01,-0.00,5.00"
" 184/ 76/ 7,0.0,-0.00,-40.64,-38.13,0.00,5.00"
" 185/ 73/ 6,0.0,0.0,59.39,-48.37,0.00,5.00"
" 185/ 73/ 7,0.0,-0.00,38.08,-30.72,-0.00,5.00"
" 185/ 77/ 6,0.0,0.0,-67.32,-68.18,0.00,5.00"
" 185/ 77/ 7,0.0,-0.00,-43.21,-43.56,0.00,5.00"
" 186/ 74/ 6,0.0,0.0,101.70,-83.20,0.00,5.00"
" 186/ 74/ 7,0.0,-0.00,63.57,-51.55,-0.00,5.00"
" 186/ 78/ 6,0.0,0.0,-117.96,-123.85,0.00,5.00"
" 186/ 78/ 7,0.0,-0.00,-74.00,-77.64,0.00,5.00"
" 187/ 75/ 6,0.0,0.0,101.70,-83.20,0.00,5.00"
" 187/ 75/ 7,0.0,-0.00,63.57,-51.55,-0.00,5.00"
" 187/ 79/ 6,0.0,0.0,-117.96,-123.85,0.00,5.00"
" 187/ 79/ 7,0.0,-0.00,-74.00,-77.64,0.00,5.00"
" 188/ 76/ 6,0.0,0.0,59.39,-48.37,0.00,5.00"
" 188/ 76/ 7,0.0,-0.00,38.08,-30.72,-0.00,5.00"
" 188/ 80/ 6,0.0,0.0,-67.32,-68.18,0.00,5.00"
" 188/ 80/ 7,0.0,-0.00,-43.21,-43.56,0.00,5.00"
" 189/ 81/ 6,0.0,0.00,57.55,-45.07,0.00,5.00"
" 189/ 81/ 7,0.0,0.00,38.71,-29.68,0.00,5.00"
" 189/ 85/ 6,0.0,0.00,-59.78,-50.66,-0.00,5.00"
" 189/ 85/ 7,0.0,0.00,-40.70,-34.67,-0.00,5.00"
" 190/ 82/ 6,0.0,0.00,100.64,-85.95,0.00,5.00"
" 190/ 82/ 7,0.0,0.00,66.56,-55.74,0.00,5.00"
" 190/ 86/ 6,0.0,0.00,-100.27,-85.01,-0.00,5.00"
" 190/ 86/ 7,0.0,0.00,-67.27,-57.53,-0.00,5.00"
" 191/ 83/ 6,0.0,0.00,100.64,-85.95,0.00,5.00"
" 191/ 83/ 7,0.0,0.00,66.56,-55.74,0.00,5.00"
" 191/ 87/ 6,0.0,0.00,-100.27,-85.01,-0.00,5.00"
" 191/ 87/ 7,0.0,0.00,-67.27,-57.53,-0.00,5.00"
" 192/ 84/ 6,0.0,0.00,57.55,-45.07,0.00,5.00"
" 192/ 84/ 7,0.0,0.00,38.71,-29.68,0.00,5.00"
" 192/ 88/ 6,0.0,0.00,-59.78,-50.66,-0.00,5.00"
" 192/ 88/ 7,0.0,0.00,-40.70,-34.67,-0.00,5.00"
" 193/ 85/ 6,0.0,-0.00,58.67,-55.73,-0.00,5.00"
" 193/ 85/ 7,0.0,-0.00,39.71,-37.71,-0.00,5.00"
" 193/ 89/ 6,0.0,-0.00,-58.67,-55.73,0.00,5.00"
" 193/ 89/ 7,0.0,-0.00,-39.71,-37.71,0.00,5.00"
" 194/ 86/ 6,0.0,-0.00,100.46,-97.07,-0.00,5.00"
" 194/ 86/ 7,0.0,-0.00,66.91,-64.76,-0.00,5.00"
" 194/ 90/ 6,0.0,-0.00,-100.46,-97.07,0.00,5.00"
" 194/ 90/ 7,0.0,-0.00,-66.91,-64.76,0.00,5.00"
" 195/ 87/ 6,0.0,-0.00,100.46,-97.07,-0.00,5.00"
" 195/ 87/ 7,0.0,-0.00,66.91,-64.76,-0.00,5.00"
" 195/ 91/ 6,0.0,-0.00,-100.46,-97.07,0.00,5.00"
" 195/ 91/ 7,0.0,-0.00,-66.91,-64.76,0.00,5.00"
" 196/ 88/ 6,0.0,-0.00,58.67,-55.73,-0.00,5.00"
" 196/ 88/ 7,0.0,-0.00,39.71,-37.71,-0.00,5.00"
" 196/ 92/ 6,0.0,-0.00,-58.67,-55.73,0.00,5.00"
" 196/ 92/ 7,0.0,-0.00,-39.71,-37.71,0.00,5.00"
" 197/ 89/ 6,0.0,0.00,59.78,-50.66,0.00,5.00"
" 197/ 89/ 7,0.0,-0.00,40.70,-34.67,-0.00,5.00"
" 197/ 93/ 6,0.0,0.00,-57.55,-45.07,-0.00,5.00"
" 197/ 93/ 7,0.0,-0.00,-38.71,-29.68,0.00,5.00"
" 198/ 90/ 6,0.0,0.00,100.27,-85.01,0.00,5.00"
" 198/ 90/ 7,0.0,-0.00,67.27,-57.53,-0.00,5.00"
" 198/ 94/ 6,0.0,0.00,-100.64,-85.95,-0.00,5.00"
" 198/ 94/ 7,0.0,-0.00,-66.56,-55.74,0.00,5.00"
" 199/ 91/ 6,0.0,0.00,100.27,-85.01,0.00,5.00"
" 199/ 91/ 7,0.0,-0.00,67.27,-57.53,-0.00,5.00"
" 199/ 95/ 6,0.0,0.00,-100.64,-85.95,-0.00,5.00"
" 199/ 95/ 7,0.0,-0.00,-66.56,-55.74,0.00,5.00"
" 200/ 92/ 6,0.0,0.00,59.78,-50.66,0.00,5.00"
" 200/ 92/ 7,0.0,-0.00,40.70,-34.67,-0.00,5.00"
" 200/ 96/ 6,0.0,0.00,-57.55,-45.07,-0.00,5.00"
" 200/ 96/ 7,0.0,-0.00,-38.71,-29.68,0.00,5.00"
