"Bar/Node/Case,FX (kN),FY (kN),FZ (kN),MY (kNm),MZ (kNm),Length (m)"
" 88/ 26/ 6,0.0,-0.00,150.39,-183.26,-0.00,6.00"
" 88/ 26/ 7,0.0,-0.00,93.80,-113.73,-0.00,6.00"
" 88/ 27/ 6,0.0,-0.00,-150.39,-183.26,0.00,6.00"
" 88/ 27/ 7,0.0,-0.00,-93.80,-113.73,0.00,6.00"
" 89/ 27/ 6,0.0,0.00,157.86,-189.98,0.00,6.00"
" 89/ 27/ 7,0.0,0.00,98.42,-117.85,0.00,6.00"
" 89/ 28/ 6,0.0,0.00,-142.92,-145.16,-0.00,6.00"
" 89/ 28/ 7,0.0,0.00,-89.18,-90.14,-0.00,6.00"
" 90/ 29/ 6,0.0,0.0,80.79,-78.97,0.00,6.00"
" 90/ 29/ 7,0.0,0.00,51.54,-50.01,0.00,6.00"
" 90/ 30/ 6,0.0,0.0,-89.85,-106.17,0.00,6.00"
" 90/ 30/ 7,0.0,0.00,-57.26,-67.15,-0.00,6.00"
" 91/ 30/ 6,0.0,-0.00,85.32,-102.02,-0.00,6.00"
" 91/ 30/ 7,0.0,-0.00,54.40,-64.54,-0.00,6.00"
" 91/ 31/ 6,0.0,-0.00,-85.32,-102.02,0.00,6.00"
" 91/ 31/ 7,0.0,-0.00,-54.40,-64.54,0.00,6.00"
" 92/ 31/ 6,0.0,0.00,89.85,-106.17,0.00,6.00"
" 92/ 31/ 7,0.0,0.00,57.26,-67.15,0.00,6.00"
" 92/ 32/ 6,0.0,0.00,-80.79,-78.97,-0.00,6.00"
" 92/ 32/ 7,0.0,0.00,-51.54,-50.01,-0.00,6.00"
" 93/ 33/ 6,0.0,-0.00,83.40,-88.62,-0.00,6.00"
" 93/ 33/ 7,0.0,-0.00,53.20,-56.12,-0.00,6.00"
" 93/ 34/ 6,0.0,-0.00,-87.24,-100.15,0.00,6.00"
" 93/ 34/ 7,0.0,-0.00,-55.60,-63.32,0.00,6.00"
" 94/ 34/ 6,0.0,-0.00,85.32,-100.63,-0.00,6.00"
" 94/ 34/ 7,0.0,0.00,54.40,-63.66,0.00,6.00"
" 94/ 35/ 6,0.0,-0.00,-85.32,-100.63,0.00,6.00"
" 94/ 35/ 7,0.0,0.00,-54.40,-63.66,-0.00,6.00"
" 95/ 35/ 6,0.0,-0.00,87.24,-100.15,-0.00,6.00"
" 95/ 35/ 7,0.0,0.00,55.60,-63.32,0.00,6.00"
" 95/ 36/ 6,0.0,-0.00,-83.40,-88.62,0.00,6.00"
" 95/ 36/ 7,0.0,0.00,-53.20,-56.12,-0.00,6.00"
" 96/ 37/ 6,0.0,-0.00,147.42,-161.50,-0.00,6.00"
" 96/ 37/ 7,0.0,-0.00,92.00,-100.35,-0.00,6.00"
" 96/ 38/ 6,0.0,-0.00,-153.36,-179.30,0.00,6.00"
" 96/ 38/ 7,0.0,-0.00,-95.61,-111.17,0.00,6.00"
" 97/ 38/ 6,0.0,-0.00,150.39,-181.05,-0.00,6.00"
" 97/ 38/ 7,0.0,0.00,93.80,-112.34,0.00,6.00"
" 97/ 39/ 6,0.0,-0.00,-150.39,-181.05,0.00,6.00"
" 97/ 39/ 7,0.0,0.00,-93.80,-112.34,-0.00,6.00"
" 98/ 39/ 6,0.0,-0.00,153.36,-179.30,-0.00,6.00"
" 98/ 39/ 7,0.0,0.00,95.61,-111.17,0.00,6.00"
" 98/ 40/ 6,0.0,-0.00,-147.42,-161.50,0.00,6.00"
" 98/ 40/ 7,0.0,0.00,-92.00,-100.35,-0.00,6.00"
" 99/ 41/ 6,0.0,-0.00,147.42,-161.50,-0.00,6.00"
" 99/ 41/ 7,0.0,-0.00,92.00,-100.35,-0.00,6.00"
" 99/ 42/ 6,0.0,-0.00,-153.36,-179.30,0.00,6.00"
" 99/ 42/ 7,0.0,-0.00,-95.61,-111.17,0.00,6.00"
" 100/ 42/ 6,0.0,-0.00,150.39,-181.05,-0.00,6.00"
" 100/ 42/ 7,0.0,0.00,93.80,-112.34,0.00,6.00"
" 100/ 43/ 6,0.0,-0.00,-150.39,-181.05,0.00,6.00"
" 100/ 43/ 7,0.0,0.00,-93.80,-112.34,-0.00,6.00"
" 101/ 43/ 6,0.0,-0.00,153.36,-179.30,-0.00,6.00"
" 101/ 43/ 7,0.0,0.00,95.61,-111.17,0.00,6.00"
" 101/ 44/ 6,0.0,-0.00,-147.42,-161.50,0.00,6.00"
" 101/ 44/ 7,0.0,0.00,-92.00,-100.35,-0.00,6.00"
" 102/ 45/ 6,0.0,-0.00,83.40,-88.62,-0.00,6.00"
" 102/ 45/ 7,0.0,-0.00,53.20,-56.12,-0.00,6.00"
" 102/ 46/ 6,0.0,-0.00,-87.24,-100.15,0.00,6.00"
" 102/ 46/ 7,0.0,-0.00,-55.60,-63.32,0.00,6.00"
" 103/ 46/ 6,0.0,-0.00,85.32,-100.63,-0.00,6.00"
" 103/ 46/ 7,0.0,0.00,54.40,-63.66,0.00,6.00"
" 103/ 47/ 6,0.0,-0.00,-85.32,-100.63,0.00,6.00"
" 103/ 47/ 7,0.0,0.00,-54.40,-63.66,-0.00,6.00"
" 104/ 47/ 6,0.0,-0.00,87.24,-100.15,-0.00,6.00"
" 104/ 47/ 7,0.0,0.00,55.60,-63.32,0.00,6.00"
" 104/ 48/ 6,0.0,-0.00,-83.40,-88.62,0.00,6.00"
" 104/ 48/ 7,0.0,0.00,-53.20,-56.12,-0.00,6.00"
" 105/ 49/ 6,0.0,0.00,84.19,-90.24,0.00,6.00"
" 105/ 49/ 7,0.0,0.00,53.70,-57.11,0.00,6.00"
" 105/ 50/ 6,0.0,0.00,-86.45,-97.02,-0.00,6.00"
" 105/ 50/ 7,0.0,0.00,-55.10,-61.33,-0.00,6.00"
" 106/ 50/ 6,0.0,-0.00,85.32,-100.54,-0.00,6.00"
" 106/ 50/ 7,0.0,-0.00,54.40,-63.61,-0.00,6.00"
" 106/ 51/ 6,0.0,-0.00,-85.32,-100.54,0.00,6.00"
" 106/ 51/ 7,0.0,-0.00,-54.40,-63.61,0.00,6.00"
" 107/ 51/ 6,0.0,0.00,86.45,-97.02,0.00,6.00"
" 107/ 51/ 7,0.0,0.00,55.10,-61.33,0.00,6.00"
" 107/ 52/ 6,0.0,0.00,-84.19,-90.24,-0.00,6.00"
" 107/ 52/ 7,0.0,0.00,-53.70,-57.11,-0.00,6.00"
" 108/ 53/ 6,0.0,0.00,148.97,-165.08,0.00,6.00"
" 108/ 53/ 7,0.0,0.00,92.96,-102.52,0.00,6.00"
" 108/ 54/ 6,0.0,0.00,-151.81,-173.59,-0.00,6.00"
" 108/ 54/ 7,0.0,0.00,-94.65,-107.58,-0.00,6.00"
" 109/ 54/ 6,0.0,-0.00,150.39,-180.77,-0.00,6.00"
" 109/ 54/ 7,0.0,-0.00,93.80,-112.19,-0.00,6.00"
" 109/ 55/ 6,0.0,-0.00,-150.39,-180.77,0.00,6.00"
" 109/ 55/ 7,0.0,-0.00,-93.80,-112.19,0.00,6.00"
" 110/ 55/ 6,0.0,0.00,151.81,-173.59,0.00,6.00"
" 110/ 55/ 7,0.0,0.00,94.65,-107.58,0.00,6.00"
" 110/ 56/ 6,0.0,0.00,-148.97,-165.08,-0.00,6.00"
" 110/ 56/ 7,0.0,0.00,-92.96,-102.52,-0.00,6.00"
" 111/ 57/ 6,0.0,0.00,148.97,-165.08,0.00,6.00"
" 111/ 57/ 7,0.0,0.00,92.96,-102.52,0.00,6.00"
" 111/ 58/ 6,0.0,0.00,-151.81,-173.59,-0.00,6.00"
" 111/ 58/ 7,0.0,0.00,-94.65,-107.58,-0.00,6.00"
" 112/ 58/ 6,0.0,-0.00,150.39,-180.77,-0.00,6.00"
" 112/ 58/ 7,0.0,-0.00,93.80,-112.19,-0.00,6.00"
" 112/ 59/ 6,0.0,-0.00,-150.39,-180.77,0.00,6.00"
" 112/ 59/ 7,0.0,-0.00,-93.80,-112.19,0.00,6.00"
" 113/ 59/ 6,0.0,0.00,151.81,-173.59,0.00,6.00"
" 113/ 59/ 7,0.0,0.00,94.65,-107.58,0.00,6.00"
" 113/ 60/ 6,0.0,0.00,-148.97,-165.08,-0.00,6.00"
" 113/ 60/ 7,0.0,0.00,-92.96,-102.52,-0.00,6.00"
" 114/ 61/ 6,0.0,0.00,84.19,-90.24,0.00,6.00"
" 114/ 61/ 7,0.0,0.00,53.70,-57.11,0.00,6.00"
" 114/ 62/ 6,0.0,0.00,-86.45,-97.02,-0.00,6.00"
" 114/ 62/ 7,0.0,0.00,-55.10,-61.33,-0.00,6.00"
" 115/ 62/ 6,0.0,-0.00,85.32,-100.54,-0.00,6.00"
" 115/ 62/ 7,0.0,-0.00,54.40,-63.61,-0.00,6.00"
" 115/ 63/ 6,0.0,-0.00,-85.32,-100.54,0.00,6.00"
" 115/ 63/ 7,0.0,-0.00,-54.40,-63.61,0.00,6.00"
" 116/ 63/ 6,0.0,0.00,86.45,-97.02,0.00,6.00"
" 116/ 63/ 7,0.0,0.00,55.10,-61.33,0.00,6.00"
" 116/ 64/ 6,0.0,0.00,-84.19,-90.24,-0.00,6.00"
" 116/ 64/ 7,0.0,0.00,-53.70,-57.11,-0.00,6.00"
" 117/ 65/ 6,0.0,-0.00,85.90,-97.10,-0.00,6.00"
" 117/ 65/ 7,0.0,-0.00,54.87,-61.86,-0.00,6.00"
" 117/ 66/ 6,0.0,-0.00,-84.74,-93.60,0.00,6.00"
" 117/ 66/ 7,0.0,-0.00,-53.93,-59.05,0.00,6.00"
" 118/ 66/ 6,0.0,0.00,85.32,-99.46,0.00,6.00"
" 118/ 66/ 7,0.0,-0.00,54.40,-62.85,-0.00,6.00"
" 118/ 67/ 6,0.0,0.00,-85.32,-99.46,-0.00,6.00"
" 118/ 67/ 7,0.0,-0.00,-54.40,-62.85,0.00,6.00"
" 119/ 67/ 6,0.0,-0.00,84.74,-93.60,-0.00,6.00"
" 119/ 67/ 7,0.0,0.00,53.93,-59.05,0.00,6.00"
" 119/ 68/ 6,0.0,-0.00,-85.90,-97.10,0.00,6.00"
" 119/ 68/ 7,0.0,0.00,-54.87,-61.86,-0.00,6.00"
" 120/ 69/ 6,0.0,-0.00,151.71,-175.70,-0.00,6.00"
" 120/ 69/ 7,0.0,-0.00,94.82,-109.82,-0.00,6.00"
" 120/ 70/ 6,0.0,-0.00,-149.07,-167.76,0.00,6.00"
" 120/ 70/ 7,0.0,-0.00,-92.79,-103.73,0.00,6.00"
" 121/ 70/ 6,0.0,0.00,150.39,-179.22,0.00,6.00"
" 121/ 70/ 7,0.0,-0.00,93.80,-111.10,-0.00,6.00"
" 121/ 71/ 6,0.0,0.00,-150.39,-179.22,-0.00,6.00"
" 121/ 71/ 7,0.0,-0.00,-93.80,-111.10,0.00,6.00"
" 122/ 71/ 6,0.0,-0.00,149.07,-167.76,-0.00,6.00"
" 122/ 71/ 7,0.0,0.00,92.79,-103.73,0.00,6.00"
" 122/ 72/ 6,0.0,-0.00,-151.71,-175.70,0.00,6.00"
" 122/ 72/ 7,0.0,0.00,-94.82,-109.82,-0.00,6.00"
" 123/ 73/ 6,0.0,-0.00,151.71,-175.70,-0.00,6.00"
" 123/ 73/ 7,0.0,-0.00,94.82,-109.82,-0.00,6.00"
" 123/ 74/ 6,0.0,-0.00,-149.07,-167.76,0.00,6.00"
" 123/ 74/ 7,0.0,-0.00,-92.79,-103.73,0.00,6.00"
" 124/ 74/ 6,0.0,0.00,150.39,-179.22,0.00,6.00"
" 124/ 74/ 7,0.0,-0.00,93.80,-111.10,-0.00,6.00"
" 124/ 75/ 6,0.0,0.00,-150.39,-179.22,-0.00,6.00"
" 124/ 75/ 7,0.0,-0.00,-93.80,-111.10,0.00,6.00"
" 125/ 75/ 6,0.0,-0.00,149.07,-167.76,-0.00,6.00"
" 125/ 75/ 7,0.0,0.00,92.79,-103.73,0.00,6.00"
" 125/ 76/ 6,0.0,-0.00,-151.71,-175.70,0.00,6.00"
" 125/ 76/ 7,0.0,0.00,-94.82,-109.82,-0.00,6.00"
" 126/ 77/ 6,0.0,-0.00,85.90,-97.10,-0.00,6.00"
" 126/ 77/ 7,0.0,-0.00,54.87,-61.86,-0.00,6.00"
" 126/ 78/ 6,0.0,-0.00,-84.74,-93.60,0.00,6.00"
" 126/ 78/ 7,0.0,-0.00,-53.93,-59.05,0.00,6.00"
" 127/ 78/ 6,0.0,0.00,85.32,-99.46,0.00,6.00"
" 127/ 78/ 7,0.0,-0.00,54.40,-62.85,-0.00,6.00"
" 127/ 79/ 6,0.0,0.00,-85.32,-99.46,-0.00,6.00"
" 127/ 79/ 7,0.0,-0.00,-54.40,-62.85,0.00,6.00"
" 128/ 79/ 6,0.0,-0.00,84.74,-93.60,-0.00,6.00"
" 128/ 79/ 7,0.0,0.00,53.93,-59.05,0.00,6.00"
" 128/ 80/ 6,0.0,-0.00,-85.90,-97.10,0.00,6.00"
" 128/ 80/ 7,0.0,0.00,-54.87,-61.86,-0.00,6.00"
" 129/ 81/ 6,0.0,0.00,74.08,-65.26,0.00,6.00"
" 129/ 81/ 7,0.0,-0.00,49.77,-43.15,-0.00,6.00"
" 129/ 82/ 6,0.0,0.00,-83.44,-93.34,-0.00,6.00"
" 129/ 82/ 7,0.0,-0.00,-56.40,-63.04,0.00,6.00"
" 130/ 82/ 6,0.0,0.00,78.76,-93.44,0.00,6.00"
" 130/ 82/ 7,0.0,0.00,53.09,-62.82,0.00,6.00"
" 130/ 83/ 6,0.0,0.00,-78.76,-93.44,-0.00,6.00"
" 130/ 83/ 7,0.0,0.00,-53.09,-62.82,-0.00,6.00"
" 131/ 83/ 6,0.0,-0.00,83.44,-93.34,-0.00,6.00"
" 131/ 83/ 7,0.0,-0.00,56.40,-63.04,-0.00,6.00"
" 131/ 84/ 6,0.0,-0.00,-74.08,-65.26,0.00,6.00"
" 131/ 84/ 7,0.0,-0.00,-49.77,-43.15,0.00,6.00"
" 132/ 85/ 6,0.0,0.00,130.69,-124.16,0.00,6.00"
" 132/ 85/ 7,0.0,-0.00,86.48,-80.98,-0.00,6.00"
" 132/ 86/ 6,0.0,0.00,-143.84,-163.61,-0.00,6.00"
" 132/ 86/ 7,0.0,-0.00,-95.88,-109.19,0.00,6.00"
" 133/ 86/ 6,0.0,0.00,137.26,-165.67,0.00,6.00"
" 133/ 86/ 7,0.0,0.00,91.18,-109.94,0.00,6.00"
" 133/ 87/ 6,0.0,0.00,-137.26,-165.67,-0.00,6.00"
" 133/ 87/ 7,0.0,0.00,-91.18,-109.94,-0.00,6.00"
" 134/ 87/ 6,0.0,-0.00,143.84,-163.61,-0.00,6.00"
" 134/ 87/ 7,0.0,-0.00,95.88,-109.19,-0.00,6.00"
" 134/ 88/ 6,0.0,-0.00,-130.69,-124.16,0.00,6.00"
" 134/ 88/ 7,0.0,-0.00,-86.48,-80.98,0.00,6.00"
" 135/ 89/ 6,0.0,0.00,130.69,-124.16,0.00,6.00"
" 135/ 89/ 7,0.0,-0.00,86.48,-80.98,-0.00,6.00"
" 135/ 90/ 6,0.0,0.00,-143.84,-163.61,-0.00,6.00"
" 135/ 90/ 7,0.0,-0.00,-95.88,-109.19,0.00,6.00"
" 136/ 90/ 6,0.0,0.00,137.26,-165.67,0.00,6.00"
" 136/ 90/ 7,0.0,0.00,91.18,-109.94,0.00,6.00"
" 136/ 91/ 6,0.0,0.00,-137.26,-165.67,-0.00,6.00"
" 136/ 91/ 7,0.0,0.00,-91.18,-109.94,-0.00,6.00"
" 137/ 91/ 6,0.0,-0.00,143.84,-163.61,-0.00,6.00"
" 137/ 91/ 7,0.0,-0.00,95.88,-109.19,-0.00,6.00"
" 137/ 92/ 6,0.0,-0.00,-130.69,-124.16,0.00,6.00"
" 137/ 92/ 7,0.0,-0.00,-86.48,-80.98,0.00,6.00"
" 138/ 93/ 6,0.0,0.00,74.08,-65.26,0.00,6.00"
" 138/ 93/ 7,0.0,-0.00,49.77,-43.15,-0.00,6.00"
" 138/ 94/ 6,0.0,0.00,-83.44,-93.34,-0.00,6.00"
" 138/ 94/ 7,0.0,-0.00,-56.40,-63.04,0.00,6.00"
" 139/ 94/ 6,0.0,0.00,78.76,-93.44,0.00,6.00"
" 139/ 94/ 7,0.0,0.00,53.09,-62.82,0.00,6.00"
" 139/ 95/ 6,0.0,0.00,-78.76,-93.44,-0.00,6.00"
" 139/ 95/ 7,0.0,0.00,-53.09,-62.82,-0.00,6.00"
" 140/ 95/ 6,0.0,-0.00,83.44,-93.34,-0.00,6.00"
" 140/ 95/ 7,0.0,-0.00,56.40,-63.04,-0.00,6.00"
" 140/ 96/ 6,0.0,-0.00,-74.08,-65.26,0.00,6.00"
" 140/ 96/ 7,0.0,-0.00,-49.77,-43.15,0.00,6.00"
" 141/ 17/ 6,0.0,0.00,60.85,-50.24,0.00,5.00"
" 141/ 17/ 7,0.0,-0.00,39.05,-31.95,-0.00,5.00"
" 141/ 21/ 6,0.0,0.00,-65.86,-62.75,-0.00,5.00"
" 141/ 21/ 7,0.0,-0.00,-42.24,-39.93,0.00,5.00"
" 142/ 18/ 6,0.0,0.00,106.17,-91.68,0.00,5.00"
" 142/ 18/ 7,0.0,-0.00,66.52,-57.11,-0.00,5.00"
" 142/ 22/ 6,0.0,0.00,-113.49,-109.98,-0.00,5.00"
" 142/ 22/ 7,0.0,-0.00,-71.06,-68.47,0.00,5.00"
" 143/ 19/ 6,0.0,0.00,106.17,-91.68,0.00,5.00"
" 143/ 19/ 7,0.0,-0.00,66.52,-57.11,-0.00,5.00"
" 143/ 23/ 6,0.0,0.00,-113.49,-109.98,-0.00,5.00"
" 143/ 23/ 7,0.0,-0.00,-71.06,-68.47,0.00,5.00"
" 144/ 20/ 6,0.0,0.00,60.85,-50.24,0.00,5.00"
" 144/ 20/ 7,0.0,-0.00,39.05,-31.95,-0.00,5.00"
" 144/ 24/ 6,0.0,0.00,-65.86,-62.75,-0.00,5.00"
" 144/ 24/ 7,0.0,-0.00,-42.24,-39.93,0.00,5.00"
" 145/ 21/ 6,0.0,-0.00,63.35,-62.76,-0.00,5.00"
" 145/ 21/ 7,0.0,0.00,40.64,-39.92,0.00,5.00"
" 145/ 25/ 6,0.0,-0.00,-63.35,-62.76,0.00,5.00"
" 145/ 25/ 7,0.0,0.00,-40.64,-39.92,-0.00,5.00"
" 146/ 22/ 6,0.0,-0.00,109.83,-111.14,-0.00,5.00"
" 146/ 22/ 7,0.0,0.00,68.79,-69.20,0.00,5.00"
" 146/ 26/ 6,0.0,-0.00,-109.83,-111.14,0.00,5.00"
" 146/ 26/ 7,0.0,0.00,-68.79,-69.20,-0.00,5.00"
" 147/ 23/ 6,0.0,-0.00,109.83,-111.14,-0.00,5.00"
" 147/ 23/ 7,0.0,0.00,68.79,-69.20,0.00,5.00"
" 147/ 27/ 6,0.0,-0.00,-109.83,-111.14,0.00,5.00"
" 147/ 27/ 7,0.0,0.00,-68.79,-69.20,-0.00,5.00"
" 148/ 24/ 6,0.0,-0.00,63.35,-62.76,-0.00,5.00"
" 148/ 24/ 7,0.0,0.00,40.64,-39.92,0.00,5.00"
" 148/ 28/ 6,0.0,-0.00,-63.35,-62.76,0.00,5.00"
" 148/ 28/ 7,0.0,0.00,-40.64,-39.92,-0.00,5.00"
" 149/ 25/ 6,0.0,-0.00,65.86,-62.75,-0.00,5.00"
" 149/ 25/ 7,0.0,-0.00,42.24,-39.93,-0.00,5.00"
" 149/ 29/ 6,0.0,-0.00,-60.85,-50.24,0.00,5.00"
" 149/ 29/ 7,0.0,-0.00,-39.05,-31.95,0.00,5.00"
" 150/ 26/ 6,0.0,-0.00,113.49,-109.98,-0.00,5.00"
" 150/ 26/ 7,0.0,-0.00,71.06,-68.47,-0.00,5.00"
" 150/ 30/ 6,0.0,-0.00,-106.17,-91.68,0.00,5.00"
" 150/ 30/ 7,0.0,-0.00,-66.52,-57.11,0.00,5.00"
" 151/ 27/ 6,0.0,-0.00,113.49,-109.98,-0.00,5.00"
" 151/ 27/ 7,0.0,-0.00,71.06,-68.47,-0.00,5.00"
" 151/ 31/ 6,0.0,-0.00,-106.17,-91.68,0.00,5.00"
" 151/ 31/ 7,0.0,-0.00,-66.52,-57.11,0.00,5.00"
" 152/ 28/ 6,0.0,-0.00,65.86,-62.75,-0.00,5.00"
" 152/ 28/ 7,0.0,-0.00,42.24,-39.93,-0.00,5.00"
" 152/ 32/ 6,0.0,-0.00,-60.85,-50.24,0.00,5.00"
" 152/ 32/ 7,0.0,-0.00,-39.05,-31.95,0.00,5.00"
" 153/ 33/ 6,0.0,0.00,63.94,-59.13,0.00,5.00"
" 153/ 33/ 7,0.0,-0.00,41.01,-37.59,-0.00,5.00"
" 153/ 37/ 6,0.0,0.00,-62.76,-56.19,-0.00,5.00"
" 153/ 37/ 7,0.0,-0.00,-40.28,-35.77,0.00,5.00"
" 154/ 34/ 6,0.0,0.00,111.80,-107.59,0.00,5.00"
" 154/ 34/ 7,0.0,-0.00,70.03,-67.05,-0.00,5.00"
" 154/ 38/ 6,0.0,0.00,-107.86,-97.75,-0.00,5.00"
" 154/ 38/ 7,0.0,-0.00,-67.54,-60.82,0.00,5.00"
" 155/ 35/ 6,0.0,0.00,111.80,-107.59,0.00,5.00"
" 155/ 35/ 7,0.0,-0.00,70.03,-67.05,-0.00,5.00"
" 155/ 39/ 6,0.0,0.00,-107.86,-97.75,-0.00,5.00"
" 155/ 39/ 7,0.0,-0.00,-67.54,-60.82,0.00,5.00"
" 156/ 36/ 6,0.0,0.00,63.94,-59.13,0.00,5.00"
" 156/ 36/ 7,0.0,-0.00,41.01,-37.59,-0.00,5.00"
" 156/ 40/ 6,0.0,0.00,-62.76,-56.19,-0.00,5.00"
" 156/ 40/ 7,0.0,-0.00,-40.28,-35.77,0.00,5.00"
" 157/ 37/ 6,0.0,-0.00,63.35,-61.32,-0.00,5.00"
" 157/ 37/ 7,0.0,0.00,40.64,-39.00,0.00,5.00"
" 157/ 41/ 6,0.0,-0.00,-63.35,-61.32,0.00,5.00"
" 157/ 41/ 7,0.0,0.00,-40.64,-39.00,-0.00,5.00"
" 158/ 38/ 6,0.0,-0.00,109.83,-108.68,-0.00,5.00"
" 158/ 38/ 7,0.0,0.00,68.79,-67.66,0.00,5.00"
" 158/ 42/ 6,0.0,-0.00,-109.83,-108.68,0.00,5.00"
" 158/ 42/ 7,0.0,0.00,-68.79,-67.66,-0.00,5.00"
" 159/ 39/ 6,0.0,-0.00,109.83,-108.68,-0.00,5.00"
" 159/ 39/ 7,0.0,0.00,68.79,-67.66,0.00,5.00"
" 159/ 43/ 6,0.0,-0.00,-109.83,-108.68,0.00,5.00"
" 159/ 43/ 7,0.0,0.00,-68.79,-67.66,-0.00,5.00"
" 160/ 40/ 6,0.0,-0.00,63.35,-61.32,-0.00,5.00"
" 160/ 40/ 7,0.0,0.00,40.64,-39.00,0.00,5.00"
" 160/ 44/ 6,0.0,-0.00,-63.35,-61.32,0.00,5.00"
" 160/ 44/ 7,0.0,0.00,-40.64,-39.00,-0.00,5.00"
" 161/ 41/ 6,0.0,0.00,62.76,-56.19,0.00,5.00"
" 161/ 41/ 7,0.0,0.00,40.28,-35.77,0.00,5.00"
" 161/ 45/ 6,0.0,0.00,-63.94,-59.13,-0.00,5.00"
" 161/ 45/ 7,0.0,0.00,-41.01,-37.59,-0.00,5.00"
" 162/ 42/ 6,0.0,0.00,107.86,-97.75,0.00,5.00"
" 162/ 42/ 7,0.0,0.00,67.54,-60.82,0.00,5.00"
" 162/ 46/ 6,0.0,0.00,-111.80,-107.59,-0.00,5.00"
" 162/ 46/ 7,0.0,0.00,-70.03,-67.05,-0.00,5.00"
" 163/ 43/ 6,0.0,0.00,107.86,-97.75,0.00,5.00"
" 163/ 43/ 7,0.0,0.00,67.54,-60.82,0.00,5.00"
" 163/ 47/ 6,0.0,0.00,-111.80,-107.59,-0.00,5.00"
" 163/ 47/ 7,0.0,0.00,-70.03,-67.05,-0.00,5.00"
" 164/ 44/ 6,0.0,0.00,62.76,-56.19,0.00,5.00"
" 164/ 44/ 7,0.0,0.00,40.28,-35.77,0.00,5.00"
" 164/ 48/ 6,0.0,0.00,-63.94,-59.13,-0.00,5.00"
" 164/ 48/ 7,0.0,0.00,-41.01,-37.59,-0.00,5.00"
" 165/ 49/ 6,0.0,0.00,65.35,-62.14,0.00,5.00"
" 165/ 49/ 7,0.0,0.00,41.90,-39.47,0.00,5.00"
" 165/ 53/ 6,0.0,0.00,-61.36,-52.16,-0.00,5.00"
" 165/ 53/ 7,0.0,0.00,-39.39,-33.20,-0.00,5.00"
" 166/ 50/ 6,0.0,0.00,114.56,-113.74,0.00,5.00"
" 166/ 50/ 7,0.0,0.00,71.76,-70.86,0.00,5.00"
" 166/ 54/ 6,0.0,0.00,-105.10,-90.09,-0.00,5.00"
" 166/ 54/ 7,0.0,0.00,-65.82,-56.00,-0.00,5.00"
" 167/ 51/ 6,0.0,0.00,114.56,-113.74,0.00,5.00"
" 167/ 51/ 7,0.0,0.00,71.76,-70.86,0.00,5.00"
" 167/ 55/ 6,0.0,0.00,-105.10,-90.09,-0.00,5.00"
" 167/ 55/ 7,0.0,0.00,-65.82,-56.00,-0.00,5.00"
" 168/ 52/ 6,0.0,0.00,65.35,-62.14,0.00,5.00"
" 168/ 52/ 7,0.0,0.00,41.90,-39.47,0.00,5.00"
" 168/ 56/ 6,0.0,0.00,-61.36,-52.16,-0.00,5.00"
" 168/ 56/ 7,0.0,0.00,-39.39,-33.20,-0.00,5.00"
" 169/ 53/ 6,0.0,-0.00,63.35,-60.88,-0.00,5.00"
" 169/ 53/ 7,0.0,-0.00,40.64,-38.73,-0.00,5.00"
" 169/ 57/ 6,0.0,-0.00,-63.35,-60.88,0.00,5.00"
" 169/ 57/ 7,0.0,-0.00,-40.64,-38.73,0.00,5.00"
" 170/ 54/ 6,0.0,-0.00,109.83,-107.81,-0.00,5.00"
" 170/ 54/ 7,0.0,-0.00,68.79,-67.13,-0.00,5.00"
" 170/ 58/ 6,0.0,-0.00,-109.83,-107.81,0.00,5.00"
" 170/ 58/ 7,0.0,-0.00,-68.79,-67.13,0.00,5.00"
" 171/ 55/ 6,0.0,-0.00,109.83,-107.81,-0.00,5.00"
" 171/ 55/ 7,0.0,-0.00,68.79,-67.13,-0.00,5.00"
" 171/ 59/ 6,0.0,-0.00,-109.83,-107.81,0.00,5.00"
" 171/ 59/ 7,0.0,-0.00,-68.79,-67.13,0.00,5.00"
" 172/ 56/ 6,0.0,-0.00,63.35,-60.88,-0.00,5.00"
" 172/ 56/ 7,0.0,-0.00,40.64,-38.73,-0.00,5.00"
" 172/ 60/ 6,0.0,-0.00,-63.35,-60.88,0.00,5.00"
" 172/ 60/ 7,0.0,-0.00,-40.64,-38.73,0.00,5.00"
" 173/ 57/ 6,0.0,0.00,61.36,-52.16,0.00,5.00"
" 173/ 57/ 7,0.0,0.00,39.39,-33.20,0.00,5.00"
" 173/ 61/ 6,0.0,0.00,-65.35,-62.14,-0.00,5.00"
" 173/ 61/ 7,0.0,0.00,-41.90,-39.47,-0.00,5.00"
" 174/ 58/ 6,0.0,0.00,105.10,-90.09,0.00,5.00"
" 174/ 58/ 7,0.0,0.00,65.82,-56.00,0.00,5.00"
" 174/ 62/ 6,0.0,0.00,-114.56,-113.74,-0.00,5.00"
" 174/ 62/ 7,0.0,0.00,-71.76,-70.86,-0.00,5.00"
" 175/ 59/ 6,0.0,0.00,105.10,-90.09,0.00,5.00"
" 175/ 59/ 7,0.0,0.00,65.82,-56.00,0.00,5.00"
" 175/ 63/ 6,0.0,0.00,-114.56,-113.74,-0.00,5.00"
" 175/ 63/ 7,0.0,0.00,-71.76,-70.86,-0.00,5.00"
" 176/ 60/ 6,0.0,0.00,61.36,-52.16,0.00,5.00"
