"Bar/Node/Case,FX (kN),FY (kN),FZ (kN),MY (kNm),MZ (kNm),Length (m)"
" 32/ 32/ 34 (C),333.04,0.97,35.71,-50.19,-0.20,2.80"
" 32/ 32/ 35 (C),344.28,-28.93,-0.90,-2.64,-40.28,2.80"
" 32/ 32/ 36 (C),418.72,-24.14,39.41,-54.73,-34.24,2.80"
" 32/ 32/ 37 (C),249.97,5.67,2.86,-7.25,5.74,2.80"
" 32/ 32/ 38 (C),328.73,5.72,39.44,-54.76,5.79,2.80"
" 32/ 32/ 39 (C),339.96,-24.18,2.83,-7.22,-34.29,2.80"
" 32/ 32/ 40 (C),334.37,-11.61,19.28,-28.70,-17.24,2.80"
" 32/ 48/ 22 (C),334.62,-11.95,19.85,26.01,15.71,2.80"
" 32/ 48/ 23 (C),522.38,-19.24,32.01,41.88,25.27,2.80"
" 32/ 48/ 24 (C),484.72,-43.84,47.65,67.61,62.62,2.80"
" 32/ 48/ 25 (C),179.30,11.99,-15.89,-27.76,-18.82,2.80"
" 32/ 48/ 26 (C),316.19,12.06,47.70,67.70,-18.94,2.80"
" 32/ 48/ 27 (C),347.83,-43.92,-15.94,-27.85,62.75,2.80"
" 32/ 48/ 28 (C),476.88,-35.20,54.43,78.27,49.33,2.80"
" 32/ 48/ 29 (C),171.45,20.63,-9.11,-17.10,-32.12,2.80"
" 32/ 48/ 30 (C),308.35,20.70,54.48,78.36,-32.24,2.80"
" 32/ 48/ 31 (C),339.98,-35.27,-9.16,-17.19,49.45,2.80"
" 32/ 48/ 32 (C),414.62,-28.89,35.69,49.76,40.65,2.80"
" 32/ 48/ 33 (C),245.87,0.92,-0.87,-5.11,-2.84,2.80"
" 32/ 48/ 34 (C),324.63,0.97,35.71,49.81,-2.90,2.80"
" 32/ 48/ 35 (C),335.86,-28.93,-0.90,-5.16,40.72,2.80"
" 32/ 48/ 36 (C),410.31,-24.14,39.41,55.63,33.34,2.80"
" 32/ 48/ 37 (C),241.55,5.67,2.86,0.75,-10.14,2.80"
" 32/ 48/ 38 (C),320.31,5.72,39.44,55.67,-10.21,2.80"
" 32/ 48/ 39 (C),331.55,-24.18,2.83,0.70,33.41,2.80"
" 32/ 48/ 40 (C),325.96,-11.61,19.28,25.27,15.26,2.80"
" 33/ 33/ 22 (C),255.08,10.77,-17.31,23.64,14.60,2.80"
" 33/ 33/ 23 (C),395.41,17.29,-27.73,37.88,23.45,2.80"
" 33/ 33/ 24 (C),162.65,-10.64,17.31,-22.13,-16.57,2.80"
" 33/ 33/ 25 (C),344.15,38.96,-43.96,58.65,55.35,2.80"
" 33/ 33/ 26 (C),268.20,39.04,17.41,-22.26,55.48,2.80"
" 33/ 33/ 27 (C),238.60,-10.72,-44.05,58.77,-16.70,2.80"
" 33/ 33/ 28 (C),157.27,-18.01,10.27,-12.66,-26.96,2.80"
" 33/ 33/ 29 (C),338.77,31.58,-51.00,68.12,44.96,2.80"
" 33/ 33/ 30 (C),262.82,31.67,10.36,-12.79,45.09,2.80"
" 33/ 33/ 31 (C),233.22,-18.10,-51.09,68.25,-27.09,2.80"
" 33/ 33/ 32 (C),202.16,-0.74,2.72,-2.85,-2.15,2.80"
" 33/ 33/ 33 (C),302.22,25.74,-32.53,43.63,36.25,2.80"
" 33/ 33/ 34 (C),258.52,25.79,2.77,-2.92,36.33,2.80"
" 33/ 33/ 35 (C),245.86,-0.79,-32.58,43.70,-2.22,2.80"
" 33/ 33/ 36 (C),199.20,-4.80,-1.15,2.36,-7.86,2.80"
" 33/ 33/ 37 (C),299.26,21.69,-36.41,48.84,30.54,2.80"
" 33/ 33/ 38 (C),255.57,21.73,-1.10,2.29,30.61,2.80"
" 33/ 33/ 39 (C),242.90,-4.84,-36.46,48.90,-7.93,2.80"
" 33/ 33/ 40 (C),248.59,10.46,-16.81,22.97,14.18,2.80"
" 33/ 49/ 22 (C),246.67,10.77,-17.31,-24.82,-15.55,2.80"
" 33/ 49/ 23 (C),384.05,17.29,-27.73,-39.76,-24.97,2.80"
" 33/ 49/ 24 (C),154.24,-10.64,17.31,26.34,13.22,2.80"
" 33/ 49/ 25 (C),335.74,38.96,-43.96,-64.43,-53.73,2.80"
" 33/ 49/ 26 (C),259.79,39.04,17.41,26.48,-53.84,2.80"
" 33/ 49/ 27 (C),230.19,-10.72,-44.05,-64.57,13.33,2.80"
" 33/ 49/ 28 (C),148.86,-18.01,10.27,16.09,23.48,2.80"
" 33/ 49/ 29 (C),330.36,31.58,-51.00,-74.68,-43.47,2.80"
" 33/ 49/ 30 (C),254.41,31.67,10.36,16.22,-43.58,2.80"
" 33/ 49/ 31 (C),224.81,-18.10,-51.09,-74.82,23.59,2.80"
" 33/ 49/ 32 (C),193.75,-0.74,2.72,4.76,-0.07,2.80"
" 33/ 49/ 33 (C),293.81,25.74,-32.53,-47.47,-35.82,2.80"
" 33/ 49/ 34 (C),250.11,25.79,2.77,4.83,-35.88,2.80"
" 33/ 49/ 35 (C),237.44,-0.79,-32.58,-47.54,-0.01,2.80"
" 33/ 49/ 36 (C),190.79,-4.80,-1.15,-0.88,5.57,2.80"
" 33/ 49/ 37 (C),290.85,21.69,-36.41,-53.10,-30.18,2.80"
" 33/ 49/ 38 (C),247.15,21.73,-1.10,-0.80,-30.24,2.80"
" 33/ 49/ 39 (C),234.49,-4.84,-36.46,-53.18,5.63,2.80"
" 33/ 49/ 40 (C),240.17,10.46,-16.81,-24.11,-15.09,2.80"
" 34/ 34/ 22 (C),497.06,21.60,1.78,-2.69,29.88,2.80"
" 34/ 34/ 23 (C),777.33,34.91,2.72,-4.06,48.37,2.80"
" 34/ 34/ 24 (C),429.30,-17.09,69.31,-83.22,-18.21,2.80"
" 34/ 34/ 25 (C),551.51,62.63,-52.02,61.00,80.12,2.80"
" 34/ 34/ 26 (C),547.84,62.61,69.40,-83.35,80.09,2.80"
" 34/ 34/ 27 (C),432.97,-17.07,-52.12,61.13,-18.18,2.80"
" 34/ 34/ 28 (C),424.45,-20.62,55.53,-66.28,-22.09,2.80"
" 34/ 34/ 29 (C),546.66,59.10,-65.80,77.94,76.23,2.80"
" 34/ 34/ 30 (C),542.98,59.08,55.62,-66.42,76.21,2.80"
" 34/ 34/ 31 (C),428.12,-20.60,-65.89,78.07,-22.07,2.80"
" 34/ 34/ 32 (C),456.60,0.69,40.45,-48.79,3.83,2.80"
" 34/ 34/ 33 (C),522.02,43.26,-29.36,34.19,56.33,2.80"
" 34/ 34/ 34 (C),519.90,43.25,40.50,-48.86,56.32,2.80"
" 34/ 34/ 35 (C),458.72,0.70,-29.41,34.26,3.84,2.80"
" 34/ 34/ 36 (C),453.94,-1.25,32.87,-39.47,1.69,2.80"
" 34/ 34/ 37 (C),519.35,41.32,-36.94,43.51,54.20,2.80"
" 34/ 34/ 38 (C),517.24,41.31,32.92,-39.54,54.19,2.80"
" 34/ 34/ 39 (C),456.05,-1.24,-36.99,43.58,1.71,2.80"
" 34/ 34/ 40 (C),483.52,20.94,1.74,-2.64,28.97,2.80"
" 34/ 50/ 22 (C),483.15,21.60,1.78,2.31,-30.61,2.80"
" 34/ 50/ 23 (C),758.55,34.91,2.72,3.57,-49.37,2.80"
" 34/ 50/ 24 (C),415.39,-17.09,69.31,110.84,29.65,2.80"
" 34/ 50/ 25 (C),537.60,62.63,-52.02,-84.65,-95.24,2.80"
" 34/ 50/ 26 (C),533.93,62.61,69.40,110.97,-95.21,2.80"
" 34/ 50/ 27 (C),419.06,-17.07,-52.12,-84.79,29.62,2.80"
" 34/ 50/ 28 (C),410.54,-20.62,55.53,89.20,35.64,2.80"
" 34/ 50/ 29 (C),532.75,59.10,-65.80,-106.30,-89.25,2.80"
" 34/ 50/ 30 (C),529.08,59.08,55.62,89.33,-89.22,2.80"
" 34/ 50/ 31 (C),414.21,-20.60,-65.89,-106.43,35.61,2.80"
" 34/ 50/ 32 (C),442.70,0.69,40.45,64.46,1.90,2.80"
" 34/ 50/ 33 (C),508.11,43.26,-29.36,-48.02,-64.79,2.80"
" 34/ 50/ 34 (C),506.00,43.25,40.50,64.53,-64.77,2.80"
" 34/ 50/ 35 (C),444.81,0.70,-29.41,-48.09,1.88,2.80"
" 34/ 50/ 36 (C),440.03,-1.25,32.87,52.56,5.19,2.80"
" 34/ 50/ 37 (C),505.44,41.32,-36.94,-59.92,-61.50,2.80"
" 34/ 50/ 38 (C),503.33,41.31,32.92,52.63,-61.48,2.80"
" 34/ 50/ 39 (C),442.14,-1.24,-36.99,-59.99,5.17,2.80"
" 34/ 50/ 40 (C),469.61,20.94,1.74,2.25,-29.68,2.80"
" 35/ 35/ 22 (C),497.06,21.60,-1.78,2.69,29.88,2.80"
" 35/ 35/ 23 (C),777.33,34.91,-2.72,4.06,48.37,2.80"
" 35/ 35/ 24 (C),428.12,-20.60,65.89,-78.07,-22.07,2.80"
" 35/ 35/ 25 (C),542.98,59.08,-55.62,66.42,76.21,2.80"
" 35/ 35/ 26 (C),546.66,59.10,65.80,-77.94,76.23,2.80"
" 35/ 35/ 27 (C),424.45,-20.62,-55.53,66.28,-22.09,2.80"
" 35/ 35/ 28 (C),432.97,-17.07,52.12,-61.13,-18.18,2.80"
" 35/ 35/ 29 (C),547.84,62.61,-69.40,83.35,80.09,2.80"
" 35/ 35/ 30 (C),551.51,62.63,52.02,-61.00,80.12,2.80"
" 35/ 35/ 31 (C),429.30,-17.09,-69.31,83.22,-18.21,2.80"
" 35/ 35/ 32 (C),456.05,-1.24,36.99,-43.58,1.71,2.80"
" 35/ 35/ 33 (C),517.24,41.31,-32.92,39.54,54.19,2.80"
" 35/ 35/ 34 (C),519.35,41.32,36.94,-43.51,54.20,2.80"
" 35/ 35/ 35 (C),453.94,-1.25,-32.87,39.47,1.69,2.80"
" 35/ 35/ 36 (C),458.72,0.70,29.41,-34.26,3.84,2.80"
" 35/ 35/ 37 (C),519.90,43.25,-40.50,48.86,56.32,2.80"
" 35/ 35/ 38 (C),522.02,43.26,29.36,-34.19,56.33,2.80"
" 35/ 35/ 39 (C),456.60,0.69,-40.45,48.79,3.83,2.80"
" 35/ 35/ 40 (C),483.52,20.94,-1.74,2.64,28.97,2.80"
" 35/ 51/ 22 (C),483.15,21.60,-1.78,-2.31,-30.61,2.80"
" 35/ 51/ 23 (C),758.55,34.91,-2.72,-3.57,-49.37,2.80"
" 35/ 51/ 24 (C),414.21,-20.60,65.89,106.43,35.61,2.80"
" 35/ 51/ 25 (C),529.08,59.08,-55.62,-89.33,-89.22,2.80"
" 35/ 51/ 26 (C),532.75,59.10,65.80,106.30,-89.25,2.80"
" 35/ 51/ 27 (C),410.54,-20.62,-55.53,-89.20,35.64,2.80"
" 35/ 51/ 28 (C),419.06,-17.07,52.12,84.79,29.62,2.80"
" 35/ 51/ 29 (C),533.93,62.61,-69.40,-110.97,-95.21,2.80"
" 35/ 51/ 30 (C),537.60,62.63,52.02,84.65,-95.24,2.80"
" 35/ 51/ 31 (C),415.39,-17.09,-69.31,-110.84,29.65,2.80"
" 35/ 51/ 32 (C),442.14,-1.24,36.99,59.99,5.17,2.80"
" 35/ 51/ 33 (C),503.33,41.31,-32.92,-52.63,-61.48,2.80"
" 35/ 51/ 34 (C),505.44,41.32,36.94,59.92,-61.50,2.80"
" 35/ 51/ 35 (C),440.03,-1.25,-32.87,-52.56,5.19,2.80"
" 35/ 51/ 36 (C),444.81,0.70,29.41,48.09,1.88,2.80"
" 35/ 51/ 37 (C),506.00,43.25,-40.50,-64.53,-64.77,2.80"
" 35/ 51/ 38 (C),508.11,43.26,29.36,48.02,-64.79,2.80"
" 35/ 51/ 39 (C),442.70,0.69,-40.45,-64.46,1.90,2.80"
" 35/ 51/ 40 (C),469.61,20.94,-1.74,-2.25,-29.68,2.80"
" 36/ 36/ 22 (C),255.08,10.77,17.31,-23.64,14.60,2.80"
" 36/ 36/ 23 (C),395.41,17.29,27.73,-37.88,23.45,2.80"
" 36/ 36/ 24 (C),233.22,-18.10,51.09,-68.25,-27.09,2.80"
" 36/ 36/ 25 (C),262.82,31.67,-10.36,12.79,45.09,2.80"
" 36/ 36/ 26 (C),338.77,31.58,51.00,-68.12,44.96,2.80"
" 36/ 36/ 27 (C),157.27,-18.01,-10.27,12.66,-26.96,2.80"
" 36/ 36/ 28 (C),238.60,-10.72,44.05,-58.77,-16.70,2.80"
" 36/ 36/ 29 (C),268.20,39.04,-17.41,22.26,55.48,2.80"
" 36/ 36/ 30 (C),344.15,38.96,43.96,-58.65,55.35,2.80"
" 36/ 36/ 31 (C),162.65,-10.64,-17.31,22.13,-16.57,2.80"
" 36/ 36/ 32 (C),242.90,-4.84,36.46,-48.90,-7.93,2.80"
" 36/ 36/ 33 (C),255.57,21.73,1.10,-2.29,30.61,2.80"
" 36/ 36/ 34 (C),299.26,21.69,36.41,-48.84,30.54,2.80"
" 36/ 36/ 35 (C),199.20,-4.80,1.15,-2.36,-7.86,2.80"
" 36/ 36/ 36 (C),245.86,-0.79,32.58,-43.70,-2.22,2.80"
" 36/ 36/ 37 (C),258.52,25.79,-2.77,2.92,36.33,2.80"
" 36/ 36/ 38 (C),302.22,25.74,32.53,-43.63,36.25,2.80"
" 36/ 36/ 39 (C),202.16,-0.74,-2.72,2.85,-2.15,2.80"
" 36/ 36/ 40 (C),248.59,10.46,16.81,-22.97,14.18,2.80"
" 36/ 52/ 22 (C),246.67,10.77,17.31,24.82,-15.55,2.80"
" 36/ 52/ 23 (C),384.05,17.29,27.73,39.76,-24.97,2.80"
" 36/ 52/ 24 (C),224.81,-18.10,51.09,74.82,23.59,2.80"
" 36/ 52/ 25 (C),254.41,31.67,-10.36,-16.22,-43.58,2.80"
" 36/ 52/ 26 (C),330.36,31.58,51.00,74.68,-43.47,2.80"
" 36/ 52/ 27 (C),148.86,-18.01,-10.27,-16.09,23.48,2.80"
" 36/ 52/ 28 (C),230.19,-10.72,44.05,64.57,13.33,2.80"
" 36/ 52/ 29 (C),259.79,39.04,-17.41,-26.48,-53.84,2.80"
" 36/ 52/ 30 (C),335.74,38.96,43.96,64.43,-53.73,2.80"
" 36/ 52/ 31 (C),154.24,-10.64,-17.31,-26.34,13.22,2.80"
" 36/ 52/ 32 (C),234.49,-4.84,36.46,53.18,5.63,2.80"
" 36/ 52/ 33 (C),247.15,21.73,1.10,0.80,-30.24,2.80"
" 36/ 52/ 34 (C),290.85,21.69,36.41,53.10,-30.18,2.80"
" 36/ 52/ 35 (C),190.79,-4.80,1.15,0.88,5.57,2.80"
" 36/ 52/ 36 (C),237.44,-0.79,32.58,47.54,-0.01,2.80"
" 36/ 52/ 37 (C),250.11,25.79,-2.77,-4.83,-35.88,2.80"
" 36/ 52/ 38 (C),293.81,25.74,32.53,47.47,-35.82,2.80"
" 36/ 52/ 39 (C),193.75,-0.74,-2.72,-4.76,-0.07,2.80"
" 36/ 52/ 40 (C),240.17,10.46,16.81,24.11,-15.09,2.80"
" 37/ 37/ 22 (C),482.76,-0.48,-34.24,46.98,-0.77,2.80"
" 37/ 37/ 23 (C),755.98,-0.73,-55.73,76.58,-1.15,2.80"
" 37/ 37/ 24 (C),432.50,-37.65,-12.02,24.17,-52.24,2.80"
" 37/ 37/ 25 (C),510.35,48.89,-52.91,65.32,66.85,2.80"
" 37/ 37/ 26 (C),422.05,48.97,-12.01,24.15,66.98,2.80"
" 37/ 37/ 27 (C),520.80,-37.73,-52.92,65.34,-52.37,2.80"
" 37/ 37/ 28 (C),437.26,-49.84,-13.55,25.79,-68.36,2.80"
" 37/ 37/ 29 (C),515.11,36.69,-54.44,66.94,50.72,2.80"
" 37/ 37/ 30 (C),426.81,36.78,-13.54,25.77,50.86,2.80"
" 37/ 37/ 31 (C),525.56,-49.92,-54.45,66.96,-68.50,2.80"
" 37/ 37/ 32 (C),449.89,-20.23,-21.05,33.27,-28.12,2.80"
" 37/ 37/ 33 (C),495.11,25.98,-44.57,56.95,35.47,2.80"
" 37/ 37/ 34 (C),444.31,26.03,-21.04,33.26,35.55,2.80"
" 37/ 37/ 35 (C),500.69,-20.27,-44.58,56.96,-28.19,2.80"
" 37/ 37/ 36 (C),452.50,-26.93,-21.89,34.16,-36.98,2.80"
" 37/ 37/ 37 (C),497.72,19.27,-45.41,57.84,26.60,2.80"
" 37/ 37/ 38 (C),446.92,19.32,-21.88,34.15,26.68,2.80"
" 37/ 37/ 39 (C),503.30,-26.98,-45.42,57.85,-37.06,2.80"
" 37/ 37/ 40 (C),469.50,-0.47,-33.17,45.51,-0.76,2.80"
" 37/ 53/ 22 (C),471.77,-0.48,-34.24,-48.90,0.58,2.80"
" 37/ 53/ 23 (C),741.14,-0.73,-55.73,-79.45,0.90,2.80"
" 37/ 53/ 24 (C),421.51,-37.65,-12.02,-9.48,53.17,2.80"
" 37/ 53/ 25 (C),499.36,48.89,-52.91,-82.82,-70.03,2.80"
" 37/ 53/ 26 (C),411.06,48.97,-12.01,-9.46,-70.14,2.80"
" 37/ 53/ 27 (C),509.81,-37.73,-52.92,-82.84,53.27,2.80"
" 37/ 53/ 28 (C),426.27,-49.84,-13.55,-12.16,71.19,2.80"
" 37/ 53/ 29 (C),504.12,36.69,-54.44,-85.50,-52.02,2.80"
" 37/ 53/ 30 (C),415.82,36.78,-13.54,-12.14,-52.12,2.80"
" 37/ 53/ 31 (C),514.57,-49.92,-54.45,-85.51,71.29,2.80"
" 37/ 53/ 32 (C),438.90,-20.23,-21.05,-25.66,28.52,2.80"
" 37/ 53/ 33 (C),484.12,25.98,-44.57,-67.85,-37.27,2.80"
" 37/ 53/ 34 (C),433.32,26.03,-21.04,-25.65,-37.33,2.80"
" 37/ 53/ 35 (C),489.70,-20.27,-44.58,-67.86,28.58,2.80"
" 37/ 53/ 36 (C),441.51,-26.93,-21.89,-27.13,38.42,2.80"
" 37/ 53/ 37 (C),486.73,19.27,-45.41,-69.32,-27.36,2.80"
" 37/ 53/ 38 (C),435.93,19.32,-21.88,-27.12,-27.42,2.80"
" 37/ 53/ 39 (C),492.31,-26.98,-45.42,-69.33,38.48,2.80"
" 37/ 53/ 40 (C),458.51,-0.47,-33.17,-47.36,0.57,2.80"
" 38/ 38/ 22 (C),939.88,-0.10,0.43,-0.74,-0.09,2.80"
" 38/ 38/ 23 (C),1483.12,-0.06,0.78,-1.25,-0.03,2.80"
" 38/ 38/ 24 (C),920.80,-60.56,49.40,-50.97,-82.76,2.80"
" 38/ 38/ 25 (C),921.06,66.34,-45.15,45.94,90.33,2.80"
" 38/ 38/ 26 (C),899.81,66.32,49.41,-50.99,90.30,2.80"
" 38/ 38/ 27 (C),942.05,-60.54,-45.16,45.96,-82.74,2.80"
" 38/ 38/ 28 (C),922.52,-66.55,46.00,-47.37,-90.53,2.80"
" 38/ 38/ 29 (C),922.77,60.35,-48.55,49.54,82.56,2.80"
" 38/ 38/ 30 (C),901.52,60.33,46.01,-47.38,82.53,2.80"
" 38/ 38/ 31 (C),943.77,-66.53,-48.56,49.56,-90.51,2.80"
" 38/ 38/ 32 (C),920.81,-32.34,28.55,-29.58,-44.18,2.80"
" 38/ 38/ 33 (C),921.82,35.42,-25.84,26.17,48.25,2.80"
" 38/ 38/ 34 (C),909.60,35.41,28.56,-29.59,48.24,2.80"
" 38/ 38/ 35 (C),933.03,-32.33,-25.85,26.18,-44.17,2.80"
" 38/ 38/ 36 (C),921.75,-35.63,26.69,-27.60,-48.45,2.80"
" 38/ 38/ 37 (C),922.77,32.13,-27.71,28.15,43.98,2.80"
" 38/ 38/ 38 (C),910.54,32.12,26.69,-27.61,43.96,2.80"
" 38/ 38/ 39 (C),933.98,-35.62,-27.72,28.16,-48.44,2.80"
" 38/ 38/ 40 (C),912.43,-0.10,0.41,-0.71,-0.11,2.80"
" 38/ 54/ 22 (C),925.97,-0.10,0.43,0.48,0.17,2.80"
" 38/ 54/ 23 (C),1464.34,-0.06,0.78,0.92,0.13,2.80"
" 38/ 54/ 24 (C),906.89,-60.56,49.40,87.34,86.80,2.80"
" 38/ 54/ 25 (C),907.15,66.34,-45.15,-80.49,-95.42,2.80"
" 38/ 54/ 26 (C),885.90,66.32,49.41,87.36,-95.39,2.80"
" 38/ 54/ 27 (C),928.14,-60.54,-45.16,-80.51,86.77,2.80"
" 38/ 54/ 28 (C),908.61,-66.55,46.00,81.42,95.81,2.80"
" 38/ 54/ 29 (C),908.86,60.35,-48.55,-86.40,-86.42,2.80"
" 38/ 54/ 30 (C),887.61,60.33,46.01,81.44,-86.39,2.80"
" 38/ 54/ 31 (C),929.86,-66.53,-48.56,-86.42,95.77,2.80"
" 38/ 54/ 32 (C),906.90,-32.34,28.55,50.37,46.37,2.80"
" 38/ 54/ 33 (C),907.91,35.42,-25.84,-46.18,-50.94,2.80"
" 38/ 54/ 34 (C),895.69,35.41,28.56,50.38,-50.92,2.80"
" 38/ 54/ 35 (C),919.13,-32.33,-25.85,-46.19,46.35,2.80"
" 38/ 54/ 36 (C),907.84,-35.63,26.69,47.12,51.32,2.80"
" 38/ 54/ 37 (C),908.86,32.13,-27.71,-49.44,-45.99,2.80"
" 38/ 54/ 38 (C),896.63,32.12,26.69,47.13,-45.97,2.80"
" 38/ 54/ 39 (C),920.07,-35.62,-27.72,-49.45,51.30,2.80"
" 38/ 54/ 40 (C),898.52,-0.10,0.41,0.43,0.18,2.80"
" 39/ 39/ 22 (C),939.88,-0.10,-0.43,0.74,-0.09,2.80"
" 39/ 39/ 23 (C),1483.12,-0.06,-0.78,1.25,-0.03,2.80"
" 39/ 39/ 24 (C),943.77,-66.53,48.56,-49.56,-90.51,2.80"
" 39/ 39/ 25 (C),901.52,60.33,-46.01,47.38,82.53,2.80"
" 39/ 39/ 26 (C),922.77,60.35,48.55,-49.54,82.56,2.80"
" 39/ 39/ 27 (C),922.52,-66.55,-46.00,47.37,-90.53,2.80"
" 39/ 39/ 28 (C),942.05,-60.54,45.16,-45.96,-82.74,2.80"
" 39/ 39/ 29 (C),899.81,66.32,-49.41,50.99,90.30,2.80"
" 39/ 39/ 30 (C),921.06,66.34,45.15,-45.94,90.33,2.80"
" 39/ 39/ 31 (C),920.80,-60.56,-49.40,50.97,-82.76,2.80"
" 39/ 39/ 32 (C),933.98,-35.62,27.72,-28.16,-48.44,2.80"
" 39/ 39/ 33 (C),910.54,32.12,-26.69,27.61,43.96,2.80"
" 39/ 39/ 34 (C),922.77,32.13,27.71,-28.15,43.98,2.80"
" 39/ 39/ 35 (C),921.75,-35.63,-26.69,27.60,-48.45,2.80"
" 39/ 39/ 36 (C),933.03,-32.33,25.85,-26.18,-44.17,2.80"
" 39/ 39/ 37 (C),909.60,35.41,-28.56,29.59,48.24,2.80"
" 39/ 39/ 38 (C),921.82,35.42,25.84,-26.17,48.25,2.80"
" 39/ 39/ 39 (C),920.81,-32.34,-28.55,29.58,-44.18,2.80"
" 39/ 39/ 40 (C),912.43,-0.10,-0.41,0.71,-0.11,2.80"
" 39/ 55/ 22 (C),925.97,-0.10,-0.43,-0.48,0.17,2.80"
" 39/ 55/ 23 (C),1464.34,-0.06,-0.78,-0.92,0.13,2.80"
" 39/ 55/ 24 (C),929.86,-66.53,48.56,86.42,95.77,2.80"
" 39/ 55/ 25 (C),887.61,60.33,-46.01,-81.44,-86.39,2.80"
" 39/ 55/ 26 (C),908.86,60.35,48.55,86.40,-86.42,2.80"
" 39/ 55/ 27 (C),908.61,-66.55,-46.00,-81.42,95.81,2.80"
" 39/ 55/ 28 (C),928.14,-60.54,45.16,80.51,86.77,2.80"
" 39/ 55/ 29 (C),885.90,66.32,-49.41,-87.36,-95.39,2.80"
" 39/ 55/ 30 (C),907.15,66.34,45.15,80.49,-95.42,2.80"
" 39/ 55/ 31 (C),906.89,-60.56,-49.40,-87.34,86.80,2.80"
" 39/ 55/ 32 (C),920.07,-35.62,27.72,49.45,51.30,2.80"
" 39/ 55/ 33 (C),896.63,32.12,-26.69,-47.13,-45.97,2.80"
" 39/ 55/ 34 (C),908.86,32.13,27.71,49.44,-45.99,2.80"
" 39/ 55/ 35 (C),907.84,-35.63,-26.69,-47.12,51.32,2.80"
" 39/ 55/ 36 (C),919.13,-32.33,25.85,46.19,46.35,2.80"
" 39/ 55/ 37 (C),895.69,35.41,-28.56,-50.38,-50.92,2.80"
" 39/ 55/ 38 (C),907.91,35.42,25.84,46.18,-50.94,2.80"
" 39/ 55/ 39 (C),906.90,-32.34,-28.55,-50.37,46.37,2.80"
" 39/ 55/ 40 (C),898.52,-0.10,-0.41,-0.43,0.18,2.80"
" 40/ 40/ 22 (C),482.76,-0.48,34.24,-46.98,-0.77,2.80"
" 40/ 40/ 23 (C),755.98,-0.73,55.73,-76.58,-1.15,2.80"
" 40/ 40/ 24 (C),525.56,-49.92,54.45,-66.96,-68.50,2.80"
" 40/ 40/ 25 (C),426.81,36.78,13.54,-25.77,50.86,2.80"
" 40/ 40/ 26 (C),515.11,36.69,54.44,-66.94,50.72,2.80"
" 40/ 40/ 27 (C),437.26,-49.84,13.55,-25.79,-68.36,2.80"
" 40/ 40/ 28 (C),520.80,-37.73,52.92,-65.34,-52.37,2.80"
" 40/ 40/ 29 (C),422.05,48.97,12.01,-24.15,66.98,2.80"
" 40/ 40/ 30 (C),510.35,48.89,52.91,-65.32,66.85,2.80"
" 40/ 40/ 31 (C),432.50,-37.65,12.02,-24.17,-52.24,2.80"
" 40/ 40/ 32 (C),503.30,-26.98,45.42,-57.85,-37.06,2.80"
" 40/ 40/ 33 (C),446.92,19.32,21.88,-34.15,26.68,2.80"
" 40/ 40/ 34 (C),497.72,19.27,45.41,-57.84,26.60,2.80"
" 40/ 40/ 35 (C),452.50,-26.93,21.89,-34.16,-36.98,2.80"
" 40/ 40/ 36 (C),500.69,-20.27,44.58,-56.96,-28.19,2.80"
" 40/ 40/ 37 (C),444.31,26.03,21.04,-33.26,35.55,2.80"
" 40/ 40/ 38 (C),495.11,25.98,44.57,-56.95,35.47,2.80"
" 40/ 40/ 39 (C),449.89,-20.23,21.05,-33.27,-28.12,2.80"
" 40/ 40/ 40 (C),469.50,-0.47,33.17,-45.51,-0.76,2.80"
" 40/ 56/ 22 (C),471.77,-0.48,34.24,48.90,0.58,2.80"
" 40/ 56/ 23 (C),741.14,-0.73,55.73,79.45,0.90,2.80"
" 40/ 56/ 24 (C),514.57,-49.92,54.45,85.51,71.29,2.80"
" 40/ 56/ 25 (C),415.82,36.78,13.54,12.14,-52.12,2.80"
" 40/ 56/ 26 (C),504.12,36.69,54.44,85.50,-52.02,2.80"
" 40/ 56/ 27 (C),426.27,-49.84,13.55,12.16,71.19,2.80"
" 40/ 56/ 28 (C),509.81,-37.73,52.92,82.84,53.27,2.80"
" 40/ 56/ 29 (C),411.06,48.97,12.01,9.46,-70.14,2.80"
" 40/ 56/ 30 (C),499.36,48.89,52.91,82.82,-70.03,2.80"
" 40/ 56/ 31 (C),421.51,-37.65,12.02,9.48,53.17,2.80"
" 40/ 56/ 32 (C),492.31,-26.98,45.42,69.33,38.48,2.80"
" 40/ 56/ 33 (C),435.93,19.32,21.88,27.12,-27.42,2.80"
" 40/ 56/ 34 (C),486.73,19.27,45.41,69.32,-27.36,2.80"
" 40/ 56/ 35 (C),441.51,-26.93,21.89,27.13,38.42,2.80"
" 40/ 56/ 36 (C),489.70,-20.27,44.58,67.86,28.58,2.80"
" 40/ 56/ 37 (C),433.32,26.03,21.04,25.65,-37.33,2.80"
" 40/ 56/ 38 (C),484.12,25.98,44.57,67.85,-37.27,2.80"
" 40/ 56/ 39 (C),438.90,-20.23,21.05,25.66,28.52,2.80"
" 40/ 56/ 40 (C),458.51,-0.47,33.17,47.36,0.57,2.80"
" 41/ 41/ 22 (C),482.76,0.48,-34.24,46.98,0.77,2.80"
" 41/ 41/ 23 (C),755.98,0.73,-55.73,76.58,1.15,2.80"
