m141,12.42 12.42 12.42 0.00 0.00 0.00,None,,m141,m141,141,-,-,-1e20   1e20
m142,23.1 23.1 23.1 0.00 0.00 0.00,None,,m142,m142,142,-,-,-1e20   1e20
m143,23.1 23.1 23.1 0.00 0.00 0.00,None,,m143,m143,143,-,-,-1e20   1e20
m144,12.42 12.42 12.42 0.00 0.00 0.00,None,,m144,m144,144,-,-,-1e20   1e20
m145,11.46 11.46 11.46 0.00 0.00 0.00,None,,m145,m145,145,-,-,-1e20   1e20
m146,22.79 22.79 22.79 0.00 0.00 0.00,None,,m146,m146,146,-,-,-1e20   1e20
m147,22.79 22.79 22.79 0.00 0.00 0.00,None,,m147,m147,147,-,-,-1e20   1e20
m148,11.46 11.46 11.46 0.00 0.00 0.00,None,,m148,m148,148,-,-,-1e20   1e20
m149,23.01 23.01 23.01 0.00 0.00 0.00,None,,m149,m149,149,-,-,-1e20   1e20
m150,44.36 44.36 44.36 0.00 0.00 0.00,None,,m150,m150,150,-,-,-1e20   1e20
m151,44.36 44.36 44.36 0.00 0.00 0.00,None,,m151,m151,151,-,-,-1e20   1e20
m152,23.01 23.01 23.01 0.00 0.00 0.00,None,,m152,m152,152,-,-,-1e20   1e20
m153,23.01 23.01 23.01 0.00 0.00 0.00,None,,m153,m153,153,-,-,-1e20   1e20
m154,44.36 44.36 44.36 0.00 0.00 0.00,None,,m154,m154,154,-,-,-1e20   1e20
m155,44.36 44.36 44.36 0.00 0.00 0.00,None,,m155,m155,155,-,-,-1e20   1e20
m156,23.01 23.01 23.01 0.00 0.00 0.00,None,,m156,m156,156,-,-,-1e20   1e20
m157,11.46 11.46 11.46 0.00 0.00 0.00,None,,m157,m157,157,-,-,-1e20   1e20
m158,22.79 22.79 22.79 0.00 0.00 0.00,None,,m158,m158,158,-,-,-1e20   1e20
m159,22.79 22.79 22.79 0.00 0.00 0.00,None,,m159,m159,159,-,-,-1e20   1e20
m160,11.46 11.46 11.46 0.00 0.00 0.00,None,,m160,m160,160,-,-,-1e20   1e20
m161,10.92 10.92 10.92 0.00 0.00 0.00,None,,m161,m161,161,-,-,-1e20   1e20
m162,22.01 22.01 22.01 0.00 0.00 0.00,None,,m162,m162,162,-,-,-1e20   1e20
m163,22.01 22.01 22.01 0.00 0.00 0.00,None,,m163,m163,163,-,-,-1e20   1e20
m164,10.92 10.92 10.92 0.00 0.00 0.00,None,,m164,m164,164,-,-,-1e20   1e20
m165,21.92 21.92 21.92 0.00 0.00 0.00,None,,m165,m165,165,-,-,-1e20   1e20
m166,42.86 42.86 42.86 0.00 0.00 0.00,None,,m166,m166,166,-,-,-1e20   1e20
m167,42.86 42.86 42.86 0.00 0.00 0.00,None,,m167,m167,167,-,-,-1e20   1e20
m168,21.92 21.92 21.92 0.00 0.00 0.00,None,,m168,m168,168,-,-,-1e20   1e20
m169,21.92 21.92 21.92 0.00 0.00 0.00,None,,m169,m169,169,-,-,-1e20   1e20
m170,42.86 42.86 42.86 0.00 0.00 0.00,None,,m170,m170,170,-,-,-1e20   1e20
m171,42.86 42.86 42.86 0.00 0.00 0.00,None,,m171,m171,171,-,-,-1e20   1e20
m172,21.92 21.92 21.92 0.00 0.00 0.00,None,,m172,m172,172,-,-,-1e20   1e20
m173,10.92 10.92 10.92 0.00 0.00 0.00,None,,m173,m173,173,-,-,-1e20   1e20
m174,22.01 22.01 22.01 0.00 0.00 0.00,None,,m174,m174,174,-,-,-1e20   1e20
m175,22.01 22.01 22.01 0.00 0.00 0.00,None,,m175,m175,175,-,-,-1e20   1e20
m176,10.92 10.92 10.92 0.00 0.00 0.00,None,,m176,m176,176,-,-,-1e20   1e20
