0,0.36,1,,,0,0.36,0.89,,,0,0,0.36,1,,,0,0,0.36,1,,,0,0,0.36,1
0,0.66,2,,,0.2,0.08,0.001,,,0,0.1,0.32,1,,,0,0.1,0.32,1,,,0,0.1,0.32,1
0.2,0.08,0,,,0.2,0.38,0.753,,,0,0.22,0.22,1,,,0,0.22,0.22,1,,,0,0.22,0.22,1
0.2,0.38,1,,,0.4,0.11,0,,,0,0.32,0.1,1,,,0,0.32,0.1,1,,,0,0.32,0.1,1
0.2,0.68,2,,,0.4,0.39,0.681,,,0,0.36,0,1,,,0,0.36,0,1,,,0,0.36,0,1
0.4,0.11,0,,,0.6,0.11,0,,,0.2,0,0.38,1,,,0.2,0,0.38,1,,,0.2,0,0.38,1
0.4,0.39,1,,,0.6,0.38,0.746,,,0.2,0.1,0.34,1,,,0.2,0.1,0.34,1,,,0.2,0.1,0.34,1
0.4,0.68,2,,,0.8,0.1,0.083,,,0.2,0.23,0.23,1,,,0.2,0.23,0.23,1,,,0.2,0.23,0.23,1
0.6,0.11,0,,,0.8,0.33,0.752,,,0.2,0.34,0.1,1,,,0.2,0.34,0.1,1,,,0.2,0.34,0.1,1
0.6,0.38,1,,,1,0.07,0.188,,,0.2,0.38,0,1,,,0.2,0.38,0,1,,,0.2,0.38,0,1
0.6,0.66,2,,,1,0.3,0.081,,,0.4,0,0.39,1,,,0.4,0,0.39,1,,,0.4,0,0.39,1
0.8,0.1,0.1,,,1,0.58,1.586,,,0.4,0.05,0.38,1,,,0.4,0.05,0.38,1,,,0.4,0.05,0.38,1
0.8,0.33,1,,,1.2,0.03,0.278,,,0.4,0.23,0.23,1,,,0.4,0.23,0.23,1,,,0.4,0.23,0.23,1
0.8,0.61,2,,,1.2,0.25,0.86,,,0.4,0.38,0.05,1,,,0.4,0.38,0.05,1,,,0.4,0.38,0.05,1
1,0.07,0.2,,,1.2,0.53,1.625,,,0.4,0.39,0,1,,,0.4,0.39,0,1,,,0.4,0.39,0,1
1,0.3,1,,,1.4,0.03,0.476,,,0.6,0,0.38,1,,,0.6,0,0.38,1,,,0.6,0,0.38,1
1,0.58,2,,,1.4,0.2,0.917,,,0.6,0.05,0.36,1,,,0.6,0.05,0.36,1,,,0.6,0.05,0.36,1
1.2,0.03,0.3,,,1.4,0.49,1.694,,,0.6,0.22,0.22,1,,,0.6,0.22,0.22,1,,,0.6,0.22,0.22,1
1.2,0.25,1,,,,,,,,0.6,0.36,0.05,1,,,0.6,0.36,0.05,1,,,0.6,0.36,0.05,1
1.2,0.53,2,,,,,,,,0.6,0.38,0,1,,,0.6,0.38,0,1,,,0.6,0.38,0,1
1.4,0.03,0.5,,,,,,,,0.8,0,0.33,1,,,0.8,0,0.33,1,,,0.8,0,0.33,1
1.4,0.2,1,,,,,,,,0.8,0.1,0.29,1,,,0.8,0.1,0.29,1,,,0.8,0.1,0.29,1
1.4,0.49,2,,,,,,,,0.8,0.2,0.2,1,,,0.8,0.2,0.2,1,,,0.8,0.2,0.2,1
,,,,,,,,,,0.8,0.29,0.1,1,,,0.8,0.29,0.1,1,,,0.8,0.29,0.1,1
,,,,,,,,,,0.8,0.33,0,1,,,0.8,0.33,0,1,,,0.8,0.33,0,1
,,,,,,,,,,1,0,0.3,1,,,1,0,0.3,1,,,1,0,0.3,1
,,,,,,,,,,1,0.1,0.26,1,,,1,0.1,0.26,1,,,1,0.1,0.26,1
,,,,,,,,,,1,0.18,0.18,1,,,1,0.18,0.18,1,,,1,0.18,0.18,1
,,,,,,,,,,1,0.26,0.1,1,,,1,0.26,0.1,1,,,1,0.26,0.1,1
,,,,,,,,,,1,0.3,0,1,,,1,0.3,0,1,,,1,0.3,0,1
,,,,,,,,,,1.2,0.08,0.23,1,,,1.2,0.08,0.23,1,,,1.2,0.08,0.23,1
,,,,,,,,,,1.2,0.17,0.17,1,,,1.2,0.17,0.17,1,,,1.2,0.17,0.17,1
,,,,,,,,,,1.2,0.23,0.08,1,,,1.2,0.23,0.08,1,,,1.2,0.23,0.08,1
,,,,,,,,,,1.2,0.25,0,1,,,1.2,0.25,0,1,,,1.2,0.25,0,1
,,,,,,,,,,1.2,0,0.25,1,,,1.2,0,0.25,1,,,1.2,0,0.25,1
,,,,,,,,,,1.4,0,0.2,1,,,1.4,0,0.2,1,,,1.4,0,0.2,1
,,,,,,,,,,1.4,0.08,0.18,1,,,1.4,0.08,0.18,1,,,1.4,0.08,0.18,1
,,,,,,,,,,1.4,0.13,0.13,1,,,1.4,0.13,0.13,1,,,1.4,0.13,0.13,1
,,,,,,,,,,1.4,0.18,0.08,1,,,1.4,0.18,0.08,1,,,1.4,0.18,0.08,1
,,,,,,,,,,1.4,0.2,0,1,,,1.4,0.2,0,1,,,1.4,0.2,0,1
,,,,,,,,,,0,0,0.36,1,,,0,0,0.36,1,,,-0.2,0,0.38,1
,,,,,,,,,,0,0.1,0.32,1,,,0,0.1,0.32,1,,,-0.2,0.1,0.34,1
,,,,,,,,,,0,0.22,0.22,1,,,0,0.22,0.22,1,,,-0.2,0.23,0.23,1
,,,,,,,,,,0,0.32,0.1,1,,,0,0.32,0.1,1,,,-0.2,0.34,0.1,1
,,,,,,,,,,0,0.36,0,1,,,0,0.36,0,1,,,-0.2,0.38,0,1
,,,,,,,,,,0.2,0,0.38,1,,,-0.2,0,0.38,1,,,-0.4,0,0.39,1
,,,,,,,,,,0.2,0.1,0.34,1,,,-0.2,0.1,0.34,1,,,-0.4,0.05,0.38,1
,,,,,,,,,,0.2,0.23,0.23,1,,,-0.2,0.23,0.23,1,,,-0.4,0.23,0.23,1
,,,,,,,,,,0.2,0.34,0.1,1,,,-0.2,0.34,0.1,1,,,-0.4,0.38,0.05,1
,,,,,,,,,,0.2,0.38,0,1,,,-0.2,0.38,0,1,,,-0.4,0.39,0,1
,,,,,,,,,,0.4,0,0.39,1,,,-0.4,0,0.39,1,,,-0.6,0,0.38,1
,,,,,,,,,,0.4,0.05,0.38,1,,,-0.4,0.05,0.38,1,,,-0.6,0.05,0.36,1
,,,,,,,,,,0.4,0.23,0.23,1,,,-0.4,0.23,0.23,1,,,-0.6,0.22,0.22,1
,,,,,,,,,,0.4,0.38,0.05,1,,,-0.4,0.38,0.05,1,,,-0.6,0.36,0.05,1
,,,,,,,,,,0.4,0.39,0,1,,,-0.4,0.39,0,1,,,-0.6,0.38,0,1
,,,,,,,,,,0.6,0,0.38,1,,,-0.6,0,0.38,1,,,-0.8,0,0.33,1
,,,,,,,,,,0.6,0.05,0.36,1,,,-0.6,0.05,0.36,1,,,-0.8,0.1,0.29,1
,,,,,,,,,,0.6,0.22,0.22,1,,,-0.6,0.22,0.22,1,,,-0.8,0.2,0.2,1
,,,,,,,,,,0.6,0.36,0.05,1,,,-0.6,0.36,0.05,1,,,-0.8,0.29,0.1,1
,,,,,,,,,,0.6,0.38,0,1,,,-0.6,0.38,0,1,,,-0.8,0.33,0,1
,,,,,,,,,,0.8,0,0.33,1,,,-0.8,0,0.33,1,,,-1,0,0.3,1
,,,,,,,,,,0.8,0.1,0.29,1,,,-0.8,0.1,0.29,1,,,-1,0.1,0.26,1
,,,,,,,,,,0.8,0.2,0.2,1,,,-0.8,0.2,0.2,1,,,-1,0.18,0.18,1
,,,,,,,,,,0.8,0.29,0.1,1,,,-0.8,0.29,0.1,1,,,-1,0.26,0.1,1
,,,,,,,,,,0.8,0.33,0,1,,,-0.8,0.33,0,1,,,-1,0.3,0,1
,,,,,,,,,,1,0,0.3,1,,,-1,0,0.3,1,,,-1.2,0.08,0.23,1
,,,,,,,,,,1,0.1,0.26,1,,,-1,0.1,0.26,1,,,-1.2,0.17,0.17,1
,,,,,,,,,,1,0.18,0.18,1,,,-1,0.18,0.18,1,,,-1.2,0.23,0.08,1
,,,,,,,,,,1,0.26,0.1,1,,,-1,0.26,0.1,1,,,-1.2,0.25,0,1
,,,,,,,,,,1,0.3,0,1,,,-1,0.3,0,1,,,-1.2,0,0.25,1
,,,,,,,,,,1.2,0.08,0.23,1,,,-1.2,0.08,0.23,1,,,-1.4,0,0.2,1
,,,,,,,,,,1.2,0.17,0.17,1,,,-1.2,0.17,0.17,1,,,-1.4,0.08,0.18,1
,,,,,,,,,,1.2,0.23,0.08,1,,,-1.2,0.23,0.08,1,,,-1.4,0.13,0.13,1
,,,,,,,,,,1.2,0.25,0,1,,,-1.2,0.25,0,1,,,-1.4,0.18,0.08,1
,,,,,,,,,,1.2,0,0.25,1,,,-1.2,0,0.25,1,,,-1.4,0.2,0,1
,,,,,,,,,,1.4,0,0.2,1,,,-1.4,0,0.2,1,,,0,-0.1,0.32,1
,,,,,,,,,,1.4,0.08,0.18,1,,,-1.4,0.08,0.18,1,,,0,-0.22,0.22,1
,,,,,,,,,,1.4,0.13,0.13,1,,,-1.4,0.13,0.13,1,,,0,-0.32,0.1,1
,,,,,,,,,,1.4,0.18,0.08,1,,,-1.4,0.18,0.08,1,,,0,-0.36,0,1
,,,,,,,,,,1.4,0.2,0,1,,,-1.4,0.2,0,1,,,0.2,-0.1,0.34,1
,,,,,,,,,,0,0,0.36,1,,,0,0,0.36,1,,,0.2,-0.23,0.23,1
,,,,,,,,,,0,0.1,0.32,1,,,0,-0.1,0.32,1,,,0.2,-0.34,0.1,1
,,,,,,,,,,0,0.22,0.22,1,,,0,-0.22,0.22,1,,,0.2,-0.38,0,1
,,,,,,,,,,0,0.32,0.1,1,,,0,-0.32,0.1,1,,,0.4,-0.05,0.38,1
,,,,,,,,,,0,0.36,0,1,,,0,-0.36,0,1,,,0.4,-0.23,0.23,1
,,,,,,,,,,0.2,0,0.38,1,,,0.2,0,0.38,1,,,0.4,-0.38,0.05,1
,,,,,,,,,,0.2,0.1,0.34,1,,,0.2,-0.1,0.34,1,,,0.4,-0.39,0,1
,,,,,,,,,,0.2,0.23,0.23,1,,,0.2,-0.23,0.23,1,,,0.6,-0.05,0.36,1
,,,,,,,,,,0.2,0.34,0.1,1,,,0.2,-0.34,0.1,1,,,0.6,-0.22,0.22,1
,,,,,,,,,,0.2,0.38,0,1,,,0.2,-0.38,0,1,,,0.6,-0.36,0.05,1
,,,,,,,,,,0.4,0,0.39,1,,,0.4,0,0.39,1,,,0.6,-0.38,0,1
,,,,,,,,,,0.4,0.05,0.38,1,,,0.4,-0.05,0.38,1,,,0.8,-0.1,0.29,1
,,,,,,,,,,0.4,0.23,0.23,1,,,0.4,-0.23,0.23,1,,,0.8,-0.2,0.2,1
,,,,,,,,,,0.4,0.38,0.05,1,,,0.4,-0.38,0.05,1,,,0.8,-0.29,0.1,1
,,,,,,,,,,0.4,0.39,0,1,,,0.4,-0.39,0,1,,,0.8,-0.33,0,1
,,,,,,,,,,0.6,0,0.38,1,,,0.6,0,0.38,1,,,1,-0.1,0.26,1
,,,,,,,,,,0.6,0.05,0.36,1,,,0.6,-0.05,0.36,1,,,1,-0.18,0.18,1
,,,,,,,,,,0.6,0.22,0.22,1,,,0.6,-0.22,0.22,1,,,1,-0.26,0.1,1
,,,,,,,,,,0.6,0.36,0.05,1,,,0.6,-0.36,0.05,1,,,1,-0.3,0,1
,,,,,,,,,,0.6,0.38,0,1,,,0.6,-0.38,0,1,,,1.2,-0.08,0.23,1
,,,,,,,,,,0.8,0,0.33,1,,,0.8,0,0.33,1,,,1.2,-0.17,0.17,1
,,,,,,,,,,0.8,0.1,0.29,1,,,0.8,-0.1,0.29,1,,,1.2,-0.23,0.08,1
,,,,,,,,,,0.8,0.2,0.2,1,,,0.8,-0.2,0.2,1,,,1.2,-0.25,0,1
,,,,,,,,,,0.8,0.29,0.1,1,,,0.8,-0.29,0.1,1,,,1.4,-0.08,0.18,1
,,,,,,,,,,0.8,0.33,0,1,,,0.8,-0.33,0,1,,,1.4,-0.13,0.13,1
,,,,,,,,,,1,0,0.3,1,,,1,0,0.3,1,,,1.4,-0.18,0.08,1
,,,,,,,,,,1,0.1,0.26,1,,,1,-0.1,0.26,1,,,1.4,-0.2,0,1
,,,,,,,,,,1,0.18,0.18,1,,,1,-0.18,0.18,1,,,-0.2,-0.1,0.34,1
,,,,,,,,,,1,0.26,0.1,1,,,1,-0.26,0.1,1,,,-0.2,-0.23,0.23,1
,,,,,,,,,,1,0.3,0,1,,,1,-0.3,0,1,,,-0.2,-0.34,0.1,1
,,,,,,,,,,1.2,0.08,0.23,1,,,1.2,-0.08,0.23,1,,,-0.2,-0.38,0,1
,,,,,,,,,,1.2,0.17,0.17,1,,,1.2,-0.17,0.17,1,,,-0.4,-0.05,0.38,1
,,,,,,,,,,1.2,0.23,0.08,1,,,1.2,-0.23,0.08,1,,,-0.4,-0.23,0.23,1
,,,,,,,,,,1.2,0.25,0,1,,,1.2,-0.25,0,1,,,-0.4,-0.38,0.05,1
,,,,,,,,,,1.2,0,0.25,1,,,1.2,0,0.25,1,,,-0.4,-0.39,0,1
,,,,,,,,,,1.4,0,0.2,1,,,1.4,0,0.2,1,,,-0.6,-0.05,0.36,1
,,,,,,,,,,1.4,0.08,0.18,1,,,1.4,-0.08,0.18,1,,,-0.6,-0.22,0.22,1
,,,,,,,,,,1.4,0.13,0.13,1,,,1.4,-0.13,0.13,1,,,-0.6,-0.36,0.05,1
,,,,,,,,,,1.4,0.18,0.08,1,,,1.4,-0.18,0.08,1,,,-0.6,-0.38,0,1
,,,,,,,,,,1.4,0.2,0,1,,,1.4,-0.2,0,1,,,-0.8,-0.1,0.29,1
,,,,,,,,,,0,0,0.36,1,,,0,0,0.36,1,,,-0.8,-0.2,0.2,1
,,,,,,,,,,0,0.1,0.32,1,,,0,-0.1,0.32,1,,,-0.8,-0.29,0.1,1
,,,,,,,,,,0,0.22,0.22,1,,,0,-0.22,0.22,1,,,-0.8,-0.33,0,1
,,,,,,,,,,0,0.32,0.1,1,,,0,-0.32,0.1,1,,,-1,-0.1,0.26,1
,,,,,,,,,,0,0.36,0,1,,,0,-0.36,0,1,,,-1,-0.18,0.18,1
,,,,,,,,,,0.2,0,0.38,1,,,-0.2,0,0.38,1,,,-1,-0.26,0.1,1
,,,,,,,,,,0.2,0.1,0.34,1,,,-0.2,-0.1,0.34,1,,,-1,-0.3,0,1
,,,,,,,,,,0.2,0.23,0.23,1,,,-0.2,-0.23,0.23,1,,,-1.2,-0.08,0.23,1
,,,,,,,,,,0.2,0.34,0.1,1,,,-0.2,-0.34,0.1,1,,,-1.2,-0.17,0.17,1
,,,,,,,,,,0.2,0.38,0,1,,,-0.2,-0.38,0,1,,,-1.2,-0.23,0.08,1
,,,,,,,,,,0.4,0,0.39,1,,,-0.4,0,0.39,1,,,-1.2,-0.25,0,1
,,,,,,,,,,0.4,0.05,0.38,1,,,-0.4,-0.05,0.38,1,,,-1.4,-0.08,0.18,1
,,,,,,,,,,0.4,0.23,0.23,1,,,-0.4,-0.23,0.23,1,,,-1.4,-0.13,0.13,1
,,,,,,,,,,0.4,0.38,0.05,1,,,-0.4,-0.38,0.05,1,,,-1.4,-0.18,0.08,1
,,,,,,,,,,0.4,0.39,0,1,,,-0.4,-0.39,0,1,,,-1.4,-0.2,0,1
,,,,,,,,,,0.6,0,0.38,1,,,-0.6,0,0.38,1,,,,,,
,,,,,,,,,,0.6,0.05,0.36,1,,,-0.6,-0.05,0.36,1,,,,,,
,,,,,,,,,,0.6,0.22,0.22,1,,,-0.6,-0.22,0.22,1,,,,,,
,,,,,,,,,,0.6,0.36,0.05,1,,,-0.6,-0.36,0.05,1,,,,,,
,,,,,,,,,,0.6,0.38,0,1,,,-0.6,-0.38,0,1,,,,,,
,,,,,,,,,,0.8,0,0.33,1,,,-0.8,0,0.33,1,,,,,,
,,,,,,,,,,0.8,0.1,0.29,1,,,-0.8,-0.1,0.29,1,,,,,,
,,,,,,,,,,0.8,0.2,0.2,1,,,-0.8,-0.2,0.2,1,,,,,,
,,,,,,,,,,0.8,0.29,0.1,1,,,-0.8,-0.29,0.1,1,,,,,,
,,,,,,,,,,0.8,0.33,0,1,,,-0.8,-0.33,0,1,,,,,,
,,,,,,,,,,1,0,0.3,1,,,-1,0,0.3,1,,,,,,
,,,,,,,,,,1,0.1,0.26,1,,,-1,-0.1,0.26,1,,,,,,
