"Bar/Node/Case,FX (kN),FY (kN),FZ (kN),MY (kNm),MZ (kNm),Length (m)"
" 22/ 38/ 37 (C),1278.55,87.81,-98.00,-139.14,-124.47,2.80"
" 22/ 38/ 38 (C),1310.50,87.81,95.50,134.14,-124.47,2.80"
" 22/ 38/ 39 (C),1315.66,-97.02,-98.00,-139.14,136.41,2.80"
" 22/ 38/ 40 (C),1303.50,-0.33,2.02,2.14,-0.07,2.80"
" 23/ 23/ 22 (C),1351.01,-0.34,-2.08,3.61,-1.02,2.80"
" 23/ 23/ 23 (C),2120.52,-0.55,-3.37,5.85,-1.64,2.80"
" 23/ 23/ 24 (C),1330.05,-210.72,215.57,-298.40,-293.13,2.80"
" 23/ 23/ 25 (C),1318.84,191.41,-205.41,285.81,265.25,2.80"
" 23/ 23/ 26 (C),1249.32,191.41,215.57,-298.40,265.25,2.80"
" 23/ 23/ 27 (C),1399.57,-210.72,-205.41,285.81,-293.13,2.80"
" 23/ 23/ 28 (C),1328.66,-192.05,201.40,-278.81,-267.20,2.80"
" 23/ 23/ 29 (C),1317.45,210.08,-219.58,305.39,291.17,2.80"
" 23/ 23/ 30 (C),1247.93,210.08,201.40,-278.81,291.17,2.80"
" 23/ 23/ 31 (C),1398.18,-192.05,-219.58,305.39,-267.20,2.80"
" 23/ 23/ 32 (C),1326.65,-97.02,98.00,-135.26,-135.26,2.80"
" 23/ 23/ 33 (C),1321.49,87.81,-95.50,133.26,121.39,2.80"
" 23/ 23/ 34 (C),1289.54,87.81,98.00,-135.26,121.39,2.80"
" 23/ 23/ 35 (C),1358.60,-97.02,-95.50,133.26,-135.26,2.80"
" 23/ 23/ 36 (C),1326.01,-88.44,91.49,-126.26,-123.34,2.80"
" 23/ 23/ 37 (C),1320.85,96.39,-102.01,142.26,133.30,2.80"
" 23/ 23/ 38 (C),1288.90,96.39,91.49,-126.26,133.30,2.80"
" 23/ 23/ 39 (C),1357.96,-88.44,-102.01,142.26,-123.34,2.80"
" 23/ 23/ 40 (C),1314.49,-0.33,-2.02,3.51,-1.00,2.80"
" 23/ 39/ 22 (C),1340.02,-0.34,-2.08,-2.20,-0.08,2.80"
" 23/ 39/ 23 (C),2105.68,-0.55,-3.37,-3.59,-0.10,2.80"
" 23/ 39/ 24 (C),1319.07,-210.72,215.57,305.21,296.88,2.80"
" 23/ 39/ 25 (C),1307.85,191.41,-205.41,-289.35,-270.71,2.80"
" 23/ 39/ 26 (C),1238.34,191.41,215.57,305.21,-270.71,2.80"
" 23/ 39/ 27 (C),1388.58,-210.72,-205.41,-289.35,296.88,2.80"
" 23/ 39/ 28 (C),1317.68,-192.05,201.40,285.12,270.53,2.80"
" 23/ 39/ 29 (C),1306.46,210.08,-219.58,-309.44,-297.06,2.80"
" 23/ 39/ 30 (C),1236.95,210.08,201.40,285.12,-297.06,2.80"
" 23/ 39/ 31 (C),1387.19,-192.05,-219.58,-309.44,270.53,2.80"
" 23/ 39/ 32 (C),1315.66,-97.02,98.00,139.14,136.41,2.80"
" 23/ 39/ 33 (C),1310.50,87.81,-95.50,-134.14,-124.47,2.80"
" 23/ 39/ 34 (C),1278.55,87.81,98.00,139.14,-124.47,2.80"
" 23/ 39/ 35 (C),1347.61,-97.02,-95.50,-134.14,136.41,2.80"
" 23/ 39/ 36 (C),1315.02,-88.44,91.49,129.90,124.29,2.80"
" 23/ 39/ 37 (C),1309.87,96.39,-102.01,-143.37,-136.59,2.80"
" 23/ 39/ 38 (C),1277.91,96.39,91.49,129.90,-136.59,2.80"
" 23/ 39/ 39 (C),1346.97,-88.44,-102.01,-143.37,124.29,2.80"
" 23/ 39/ 40 (C),1303.50,-0.33,-2.02,-2.14,-0.07,2.80"
" 24/ 24/ 22 (C),725.72,-0.36,35.53,-51.70,-0.84,2.80"
" 24/ 24/ 23 (C),1123.50,-0.56,57.24,-83.28,-1.32,2.80"
" 24/ 24/ 24 (C),1018.19,-229.88,157.33,-211.61,-319.53,2.80"
" 24/ 24/ 25 (C),434.16,172.25,-80.33,100.82,238.84,2.80"
" 24/ 24/ 26 (C),937.46,172.25,157.33,-211.61,238.84,2.80"
" 24/ 24/ 27 (C),514.89,-229.88,-80.33,100.82,-319.53,2.80"
" 24/ 24/ 28 (C),990.71,-172.94,149.36,-201.26,-240.47,2.80"
" 24/ 24/ 29 (C),406.68,229.19,-88.30,111.16,317.91,2.80"
" 24/ 24/ 30 (C),909.98,229.19,149.36,-201.26,317.91,2.80"
" 24/ 24/ 31 (C),487.41,-172.94,-88.30,111.16,-240.47,2.80"
" 24/ 24/ 32 (C),852.97,-105.85,90.96,-124.40,-147.31,2.80"
" 24/ 24/ 33 (C),584.53,78.98,-18.27,19.20,109.34,2.80"
" 24/ 24/ 34 (C),815.86,78.98,90.96,-124.40,109.34,2.80"
" 24/ 24/ 35 (C),621.64,-105.85,-18.27,19.20,-147.31,2.80"
" 24/ 24/ 36 (C),840.34,-79.68,87.30,-119.64,-110.97,2.80"
" 24/ 24/ 37 (C),571.90,105.16,-21.94,23.96,145.68,2.80"
" 24/ 24/ 38 (C),803.24,105.16,87.30,-119.64,145.68,2.80"
" 24/ 24/ 39 (C),609.01,-79.68,-21.94,23.96,-110.97,2.80"
" 24/ 24/ 40 (C),708.07,-0.35,34.51,-50.21,-0.82,2.80"
" 24/ 40/ 22 (C),714.73,-0.36,35.53,47.79,0.16,2.80"
" 24/ 40/ 23 (C),1108.66,-0.56,57.24,77.00,0.25,2.80"
" 24/ 40/ 24 (C),1007.20,-229.88,157.33,228.91,324.14,2.80"
" 24/ 40/ 25 (C),423.17,172.25,-80.33,-124.11,-243.46,2.80"
" 24/ 40/ 26 (C),926.47,172.25,157.33,228.91,-243.46,2.80"
" 24/ 40/ 27 (C),503.90,-229.88,-80.33,-124.11,324.14,2.80"
" 24/ 40/ 28 (C),979.73,-172.94,149.36,216.95,243.76,2.80"
" 24/ 40/ 29 (C),395.69,229.19,-88.30,-136.08,-323.83,2.80"
" 24/ 40/ 30 (C),899.00,229.19,149.36,216.95,-323.83,2.80"
" 24/ 40/ 31 (C),476.42,-172.94,-88.30,-136.08,243.76,2.80"
" 24/ 40/ 32 (C),841.98,-105.85,90.96,130.30,149.07,2.80"
" 24/ 40/ 33 (C),573.54,78.98,-18.27,-31.96,-111.82,2.80"
" 24/ 40/ 34 (C),804.87,78.98,90.96,130.30,-111.82,2.80"
" 24/ 40/ 35 (C),610.65,-105.85,-18.27,-31.96,149.07,2.80"
" 24/ 40/ 36 (C),829.35,-79.68,87.30,124.80,112.12,2.80"
" 24/ 40/ 37 (C),560.91,105.16,-21.94,-37.46,-148.76,2.80"
" 24/ 40/ 38 (C),792.25,105.16,87.30,124.80,-148.76,2.80"
" 24/ 40/ 39 (C),598.02,-79.68,-21.94,-37.46,112.12,2.80"
" 24/ 40/ 40 (C),697.08,-0.35,34.51,46.41,0.17,2.80"
" 25/ 25/ 22 (C),725.72,0.36,-35.53,51.70,0.84,2.80"
" 25/ 25/ 23 (C),1123.50,0.56,-57.24,83.28,1.32,2.80"
" 25/ 25/ 24 (C),434.16,-172.25,80.33,-100.82,-238.84,2.80"
" 25/ 25/ 25 (C),1018.19,229.88,-157.33,211.61,319.53,2.80"
" 25/ 25/ 26 (C),514.89,229.88,80.33,-100.82,319.53,2.80"
" 25/ 25/ 27 (C),937.46,-172.25,-157.33,211.61,-238.84,2.80"
" 25/ 25/ 28 (C),406.68,-229.19,88.30,-111.16,-317.91,2.80"
" 25/ 25/ 29 (C),990.71,172.94,-149.36,201.26,240.47,2.80"
" 25/ 25/ 30 (C),487.41,172.94,88.30,-111.16,240.47,2.80"
" 25/ 25/ 31 (C),909.98,-229.19,-149.36,201.26,-317.91,2.80"
" 25/ 25/ 32 (C),584.53,-78.98,18.27,-19.20,-109.34,2.80"
" 25/ 25/ 33 (C),852.97,105.85,-90.96,124.40,147.31,2.80"
" 25/ 25/ 34 (C),621.64,105.85,18.27,-19.20,147.31,2.80"
" 25/ 25/ 35 (C),815.86,-78.98,-90.96,124.40,-109.34,2.80"
" 25/ 25/ 36 (C),571.90,-105.16,21.94,-23.96,-145.68,2.80"
" 25/ 25/ 37 (C),840.34,79.68,-87.30,119.64,110.97,2.80"
" 25/ 25/ 38 (C),609.01,79.68,21.94,-23.96,110.97,2.80"
" 25/ 25/ 39 (C),803.24,-105.16,-87.30,119.64,-145.68,2.80"
" 25/ 25/ 40 (C),708.07,0.35,-34.51,50.21,0.82,2.80"
" 25/ 41/ 22 (C),714.73,0.36,-35.53,-47.79,-0.16,2.80"
" 25/ 41/ 23 (C),1108.66,0.56,-57.24,-77.00,-0.25,2.80"
" 25/ 41/ 24 (C),423.17,-172.25,80.33,124.11,243.46,2.80"
" 25/ 41/ 25 (C),1007.20,229.88,-157.33,-228.91,-324.14,2.80"
" 25/ 41/ 26 (C),503.90,229.88,80.33,124.11,-324.14,2.80"
" 25/ 41/ 27 (C),926.47,-172.25,-157.33,-228.91,243.46,2.80"
" 25/ 41/ 28 (C),395.69,-229.19,88.30,136.08,323.83,2.80"
" 25/ 41/ 29 (C),979.73,172.94,-149.36,-216.95,-243.76,2.80"
" 25/ 41/ 30 (C),476.42,172.94,88.30,136.08,-243.76,2.80"
" 25/ 41/ 31 (C),899.00,-229.19,-149.36,-216.95,323.83,2.80"
" 25/ 41/ 32 (C),573.54,-78.98,18.27,31.96,111.82,2.80"
" 25/ 41/ 33 (C),841.98,105.85,-90.96,-130.30,-149.07,2.80"
" 25/ 41/ 34 (C),610.65,105.85,18.27,31.96,-149.07,2.80"
" 25/ 41/ 35 (C),804.87,-78.98,-90.96,-130.30,111.82,2.80"
" 25/ 41/ 36 (C),560.91,-105.16,21.94,37.46,148.76,2.80"
" 25/ 41/ 37 (C),829.35,79.68,-87.30,-124.80,-112.12,2.80"
" 25/ 41/ 38 (C),598.02,79.68,21.94,37.46,-112.12,2.80"
" 25/ 41/ 39 (C),792.25,-105.16,-87.30,-124.80,148.76,2.80"
" 25/ 41/ 40 (C),697.08,0.35,-34.51,-46.41,-0.17,2.80"
" 26/ 26/ 22 (C),1351.01,0.34,2.08,-3.61,1.02,2.80"
" 26/ 26/ 23 (C),2120.52,0.55,3.37,-5.85,1.64,2.80"
" 26/ 26/ 24 (C),1318.84,-191.41,205.41,-285.81,-265.25,2.80"
" 26/ 26/ 25 (C),1330.05,210.72,-215.57,298.40,293.13,2.80"
" 26/ 26/ 26 (C),1399.57,210.72,205.41,-285.81,293.13,2.80"
" 26/ 26/ 27 (C),1249.32,-191.41,-215.57,298.40,-265.25,2.80"
" 26/ 26/ 28 (C),1317.45,-210.08,219.58,-305.39,-291.17,2.80"
" 26/ 26/ 29 (C),1328.66,192.05,-201.40,278.81,267.20,2.80"
" 26/ 26/ 30 (C),1398.18,192.05,219.58,-305.39,267.20,2.80"
" 26/ 26/ 31 (C),1247.93,-210.08,-201.40,278.81,-291.17,2.80"
" 26/ 26/ 32 (C),1321.49,-87.81,95.50,-133.26,-121.39,2.80"
" 26/ 26/ 33 (C),1326.65,97.02,-98.00,135.26,135.26,2.80"
" 26/ 26/ 34 (C),1358.60,97.02,95.50,-133.26,135.26,2.80"
" 26/ 26/ 35 (C),1289.54,-87.81,-98.00,135.26,-121.39,2.80"
" 26/ 26/ 36 (C),1320.85,-96.39,102.01,-142.26,-133.30,2.80"
" 26/ 26/ 37 (C),1326.01,88.44,-91.49,126.26,123.34,2.80"
" 26/ 26/ 38 (C),1357.96,88.44,102.01,-142.26,123.34,2.80"
" 26/ 26/ 39 (C),1288.90,-96.39,-91.49,126.26,-133.30,2.80"
" 26/ 26/ 40 (C),1314.49,0.33,2.02,-3.51,1.00,2.80"
" 26/ 42/ 22 (C),1340.02,0.34,2.08,2.20,0.08,2.80"
" 26/ 42/ 23 (C),2105.68,0.55,3.37,3.59,0.10,2.80"
" 26/ 42/ 24 (C),1307.85,-191.41,205.41,289.35,270.71,2.80"
" 26/ 42/ 25 (C),1319.07,210.72,-215.57,-305.21,-296.88,2.80"
" 26/ 42/ 26 (C),1388.58,210.72,205.41,289.35,-296.88,2.80"
" 26/ 42/ 27 (C),1238.34,-191.41,-215.57,-305.21,270.71,2.80"
" 26/ 42/ 28 (C),1306.46,-210.08,219.58,309.44,297.06,2.80"
" 26/ 42/ 29 (C),1317.68,192.05,-201.40,-285.12,-270.53,2.80"
" 26/ 42/ 30 (C),1387.19,192.05,219.58,309.44,-270.53,2.80"
" 26/ 42/ 31 (C),1236.95,-210.08,-201.40,-285.12,297.06,2.80"
" 26/ 42/ 32 (C),1310.50,-87.81,95.50,134.14,124.47,2.80"
" 26/ 42/ 33 (C),1315.66,97.02,-98.00,-139.14,-136.41,2.80"
" 26/ 42/ 34 (C),1347.61,97.02,95.50,134.14,-136.41,2.80"
" 26/ 42/ 35 (C),1278.55,-87.81,-98.00,-139.14,124.47,2.80"
" 26/ 42/ 36 (C),1309.87,-96.39,102.01,143.37,136.59,2.80"
" 26/ 42/ 37 (C),1315.02,88.44,-91.49,-129.90,-124.29,2.80"
" 26/ 42/ 38 (C),1346.97,88.44,102.01,143.37,-124.29,2.80"
" 26/ 42/ 39 (C),1277.91,-96.39,-91.49,-129.90,136.59,2.80"
" 26/ 42/ 40 (C),1303.50,0.33,2.02,2.14,0.07,2.80"
" 27/ 27/ 22 (C),1351.01,0.34,-2.08,3.61,1.02,2.80"
" 27/ 27/ 23 (C),2120.52,0.55,-3.37,5.85,1.64,2.80"
" 27/ 27/ 24 (C),1247.93,-210.08,201.40,-278.81,-291.17,2.80"
" 27/ 27/ 25 (C),1398.18,192.05,-219.58,305.39,267.20,2.80"
" 27/ 27/ 26 (C),1328.66,192.05,201.40,-278.81,267.20,2.80"
" 27/ 27/ 27 (C),1317.45,-210.08,-219.58,305.39,-291.17,2.80"
" 27/ 27/ 28 (C),1249.32,-191.41,215.57,-298.40,-265.25,2.80"
" 27/ 27/ 29 (C),1399.57,210.72,-205.41,285.81,293.13,2.80"
" 27/ 27/ 30 (C),1330.05,210.72,215.57,-298.40,293.13,2.80"
" 27/ 27/ 31 (C),1318.84,-191.41,-205.41,285.81,-265.25,2.80"
" 27/ 27/ 32 (C),1288.90,-96.39,91.49,-126.26,-133.30,2.80"
" 27/ 27/ 33 (C),1357.96,88.44,-102.01,142.26,123.34,2.80"
" 27/ 27/ 34 (C),1326.01,88.44,91.49,-126.26,123.34,2.80"
" 27/ 27/ 35 (C),1320.85,-96.39,-102.01,142.26,-133.30,2.80"
" 27/ 27/ 36 (C),1289.54,-87.81,98.00,-135.26,-121.39,2.80"
" 27/ 27/ 37 (C),1358.60,97.02,-95.50,133.26,135.26,2.80"
" 27/ 27/ 38 (C),1326.65,97.02,98.00,-135.26,135.26,2.80"
" 27/ 27/ 39 (C),1321.49,-87.81,-95.50,133.26,-121.39,2.80"
" 27/ 27/ 40 (C),1314.49,0.33,-2.02,3.51,1.00,2.80"
" 27/ 43/ 22 (C),1340.02,0.34,-2.08,-2.20,0.08,2.80"
" 27/ 43/ 23 (C),2105.68,0.55,-3.37,-3.59,0.10,2.80"
" 27/ 43/ 24 (C),1236.95,-210.08,201.40,285.12,297.06,2.80"
" 27/ 43/ 25 (C),1387.19,192.05,-219.58,-309.44,-270.53,2.80"
" 27/ 43/ 26 (C),1317.68,192.05,201.40,285.12,-270.53,2.80"
" 27/ 43/ 27 (C),1306.46,-210.08,-219.58,-309.44,297.06,2.80"
" 27/ 43/ 28 (C),1238.34,-191.41,215.57,305.21,270.71,2.80"
" 27/ 43/ 29 (C),1388.58,210.72,-205.41,-289.35,-296.88,2.80"
" 27/ 43/ 30 (C),1319.07,210.72,215.57,305.21,-296.88,2.80"
" 27/ 43/ 31 (C),1307.85,-191.41,-205.41,-289.35,270.71,2.80"
" 27/ 43/ 32 (C),1277.91,-96.39,91.49,129.90,136.59,2.80"
" 27/ 43/ 33 (C),1346.97,88.44,-102.01,-143.37,-124.29,2.80"
" 27/ 43/ 34 (C),1315.02,88.44,91.49,129.90,-124.29,2.80"
" 27/ 43/ 35 (C),1309.87,-96.39,-102.01,-143.37,136.59,2.80"
" 27/ 43/ 36 (C),1278.55,-87.81,98.00,139.14,124.47,2.80"
" 27/ 43/ 37 (C),1347.61,97.02,-95.50,-134.14,-136.41,2.80"
" 27/ 43/ 38 (C),1315.66,97.02,98.00,139.14,-136.41,2.80"
" 27/ 43/ 39 (C),1310.50,-87.81,-95.50,-134.14,124.47,2.80"
" 27/ 43/ 40 (C),1303.50,0.33,-2.02,-2.14,0.07,2.80"
" 28/ 28/ 22 (C),725.72,0.36,35.53,-51.70,0.84,2.80"
" 28/ 28/ 23 (C),1123.50,0.56,57.24,-83.28,1.32,2.80"
" 28/ 28/ 24 (C),909.98,-229.19,149.36,-201.26,-317.91,2.80"
" 28/ 28/ 25 (C),487.41,172.94,-88.30,111.16,240.47,2.80"
" 28/ 28/ 26 (C),990.71,172.94,149.36,-201.26,240.47,2.80"
" 28/ 28/ 27 (C),406.68,-229.19,-88.30,111.16,-317.91,2.80"
" 28/ 28/ 28 (C),937.46,-172.25,157.33,-211.61,-238.84,2.80"
" 28/ 28/ 29 (C),514.89,229.88,-80.33,100.82,319.53,2.80"
" 28/ 28/ 30 (C),1018.19,229.88,157.33,-211.61,319.53,2.80"
" 28/ 28/ 31 (C),434.16,-172.25,-80.33,100.82,-238.84,2.80"
" 28/ 28/ 32 (C),803.24,-105.16,87.30,-119.64,-145.68,2.80"
" 28/ 28/ 33 (C),609.01,79.68,-21.94,23.96,110.97,2.80"
" 28/ 28/ 34 (C),840.34,79.68,87.30,-119.64,110.97,2.80"
" 28/ 28/ 35 (C),571.90,-105.16,-21.94,23.96,-145.68,2.80"
" 28/ 28/ 36 (C),815.86,-78.98,90.96,-124.40,-109.34,2.80"
" 28/ 28/ 37 (C),621.64,105.85,-18.27,19.20,147.31,2.80"
" 28/ 28/ 38 (C),852.97,105.85,90.96,-124.40,147.31,2.80"
" 28/ 28/ 39 (C),584.53,-78.98,-18.27,19.20,-109.34,2.80"
" 28/ 28/ 40 (C),708.07,0.35,34.51,-50.21,0.82,2.80"
" 28/ 44/ 22 (C),714.73,0.36,35.53,47.79,-0.16,2.80"
" 28/ 44/ 23 (C),1108.66,0.56,57.24,77.00,-0.25,2.80"
" 28/ 44/ 24 (C),899.00,-229.19,149.36,216.95,323.83,2.80"
" 28/ 44/ 25 (C),476.42,172.94,-88.30,-136.08,-243.76,2.80"
" 28/ 44/ 26 (C),979.73,172.94,149.36,216.95,-243.76,2.80"
" 28/ 44/ 27 (C),395.69,-229.19,-88.30,-136.08,323.83,2.80"
" 28/ 44/ 28 (C),926.47,-172.25,157.33,228.91,243.46,2.80"
" 28/ 44/ 29 (C),503.90,229.88,-80.33,-124.11,-324.14,2.80"
" 28/ 44/ 30 (C),1007.20,229.88,157.33,228.91,-324.14,2.80"
" 28/ 44/ 31 (C),423.17,-172.25,-80.33,-124.11,243.46,2.80"
" 28/ 44/ 32 (C),792.25,-105.16,87.30,124.80,148.76,2.80"
" 28/ 44/ 33 (C),598.02,79.68,-21.94,-37.46,-112.12,2.80"
" 28/ 44/ 34 (C),829.35,79.68,87.30,124.80,-112.12,2.80"
" 28/ 44/ 35 (C),560.91,-105.16,-21.94,-37.46,148.76,2.80"
" 28/ 44/ 36 (C),804.87,-78.98,90.96,130.30,111.82,2.80"
" 28/ 44/ 37 (C),610.65,105.85,-18.27,-31.96,-149.07,2.80"
" 28/ 44/ 38 (C),841.98,105.85,90.96,130.30,-149.07,2.80"
" 28/ 44/ 39 (C),573.54,-78.98,-18.27,-31.96,111.82,2.80"
" 28/ 44/ 40 (C),697.08,0.35,34.51,46.41,-0.17,2.80"
" 29/ 29/ 22 (C),406.01,-13.25,-21.22,30.99,-19.17,2.80"
" 29/ 29/ 23 (C),619.01,-20.89,-33.62,49.09,-30.22,2.80"
" 29/ 29/ 24 (C),423.60,-111.57,85.28,-109.15,-148.78,2.80"
" 29/ 29/ 25 (C),345.94,119.89,-152.38,203.28,156.80,2.80"
" 29/ 29/ 26 (C),-157.36,119.89,85.28,-109.15,156.80,2.80"
" 29/ 29/ 27 (C),926.90,-111.57,-152.38,203.28,-148.78,2.80"
" 29/ 29/ 28 (C),452.90,-145.73,111.03,-142.90,-194.19,2.80"
" 29/ 29/ 29 (C),375.24,85.74,-126.63,169.52,111.40,2.80"
" 29/ 29/ 30 (C),-128.06,85.74,111.03,-142.90,111.40,2.80"
" 29/ 29/ 31 (C),956.20,-145.73,-126.63,169.52,-194.19,2.80"
" 29/ 29/ 32 (C),410.53,-58.26,28.03,-33.85,-78.49,2.80"
" 29/ 29/ 33 (C),374.84,48.13,-81.21,109.75,61.97,2.80"
" 29/ 29/ 34 (C),143.50,48.13,28.03,-33.85,61.97,2.80"
" 29/ 29/ 35 (C),641.87,-58.26,-81.21,109.75,-78.49,2.80"
" 29/ 29/ 36 (C),424.00,-73.96,39.86,-49.37,-99.35,2.80"
" 29/ 29/ 37 (C),388.30,32.43,-69.37,94.23,41.10,2.80"
" 29/ 29/ 38 (C),156.97,32.43,39.86,-49.37,41.10,2.80"
" 29/ 29/ 39 (C),655.33,-73.96,-69.37,94.23,-99.35,2.80"
" 29/ 29/ 40 (C),397.33,-12.91,-20.67,30.18,-18.68,2.80"
" 29/ 45/ 22 (C),395.02,-13.25,-21.22,-28.43,17.92,2.80"
" 29/ 45/ 23 (C),604.17,-20.89,-33.62,-45.05,28.26,2.80"
" 29/ 45/ 24 (C),412.61,-111.57,85.28,129.65,163.61,2.80"
" 29/ 45/ 25 (C),334.95,119.89,-152.38,-223.38,-178.90,2.80"
" 29/ 45/ 26 (C),-168.35,119.89,85.28,129.65,-178.90,2.80"
" 29/ 45/ 27 (C),915.91,-111.57,-152.38,-223.38,163.61,2.80"
" 29/ 45/ 28 (C),441.91,-145.73,111.03,167.99,213.85,2.80"
" 29/ 45/ 29 (C),364.25,85.74,-126.63,-185.04,-128.66,2.80"
" 29/ 45/ 30 (C),-139.05,85.74,111.03,167.99,-128.66,2.80"
" 29/ 45/ 31 (C),945.21,-145.73,-126.63,-185.04,213.85,2.80"
" 29/ 45/ 32 (C),399.54,-58.26,28.03,44.62,84.65,2.80"
" 29/ 45/ 33 (C),363.85,48.13,-81.21,-117.64,-72.78,2.80"
" 29/ 45/ 34 (C),132.51,48.13,28.03,44.62,-72.78,2.80"
" 29/ 45/ 35 (C),630.88,-58.26,-81.21,-117.64,84.65,2.80"
" 29/ 45/ 36 (C),413.01,-73.96,39.86,62.25,107.74,2.80"
" 29/ 45/ 37 (C),377.32,32.43,-69.37,-100.02,-49.69,2.80"
" 29/ 45/ 38 (C),145.98,32.43,39.86,62.25,-49.69,2.80"
" 29/ 45/ 39 (C),644.34,-73.96,-69.37,-100.02,107.74,2.80"
" 29/ 45/ 40 (C),386.34,-12.91,-20.67,-27.69,17.47,2.80"
" 30/ 30/ 22 (C),752.06,-22.25,1.38,-2.39,-32.09,2.80"
" 30/ 30/ 23 (C),1163.08,-35.73,2.20,-3.81,-51.52,2.80"
" 30/ 30/ 24 (C),1047.02,-131.95,190.01,-264.26,-176.84,2.80"
" 30/ 30/ 25 (C),396.55,99.51,-230.98,319.95,128.75,2.80"
" 30/ 30/ 26 (C),466.06,99.51,190.01,-264.26,128.75,2.80"
" 30/ 30/ 27 (C),977.51,-131.95,-230.98,319.95,-176.84,2.80"
" 30/ 30/ 28 (C),1080.33,-142.77,233.65,-324.59,-191.13,2.80"
" 30/ 30/ 29 (C),429.85,88.70,-187.34,259.61,114.46,2.80"
" 30/ 30/ 30 (C),499.37,88.70,233.65,-324.59,114.46,2.80"
" 30/ 30/ 31 (C),1010.81,-142.77,-187.34,259.61,-191.13,2.80"
" 30/ 30/ 32 (C),880.27,-72.33,88.06,-122.72,-98.13,2.80"
" 30/ 30/ 33 (C),581.29,34.05,-105.44,145.80,42.32,2.80"
" 30/ 30/ 34 (C),613.25,34.05,88.06,-122.72,42.32,2.80"
" 30/ 30/ 35 (C),848.32,-72.33,-105.44,145.80,-98.13,2.80"
" 30/ 30/ 36 (C),895.58,-77.31,108.12,-150.45,-104.70,2.80"
" 30/ 30/ 37 (C),596.60,29.08,-85.38,118.07,35.75,2.80"
" 30/ 30/ 38 (C),628.55,29.08,108.12,-150.45,35.75,2.80"
" 30/ 30/ 39 (C),863.63,-77.31,-85.38,118.07,-104.70,2.80"
" 30/ 30/ 40 (C),733.90,-21.61,1.34,-2.33,-31.17,2.80"
" 30/ 46/ 22 (C),741.07,-22.25,1.38,1.47,30.21,2.80"
" 30/ 46/ 23 (C),1148.25,-35.73,2.20,2.35,48.52,2.80"
" 30/ 46/ 24 (C),1036.03,-131.95,190.01,267.77,192.63,2.80"
" 30/ 46/ 25 (C),385.56,99.51,-230.98,-326.79,-149.89,2.80"
" 30/ 46/ 26 (C),455.07,99.51,190.01,267.77,-149.89,2.80"
" 30/ 46/ 27 (C),966.52,-131.95,-230.98,-326.79,192.63,2.80"
" 30/ 46/ 28 (C),1069.34,-142.77,233.65,329.63,208.61,2.80"
" 30/ 46/ 29 (C),418.86,88.70,-187.34,-264.93,-133.90,2.80"
" 30/ 46/ 30 (C),488.38,88.70,233.65,329.63,-133.90,2.80"
" 30/ 46/ 31 (C),999.82,-142.77,-187.34,-264.93,208.61,2.80"
" 30/ 46/ 32 (C),869.28,-72.33,88.06,123.84,104.40,2.80"
" 30/ 46/ 33 (C),570.30,34.05,-105.44,-149.43,-53.02,2.80"
" 30/ 46/ 34 (C),602.26,34.05,88.06,123.84,-53.02,2.80"
" 30/ 46/ 35 (C),837.33,-72.33,-105.44,-149.43,104.40,2.80"
" 30/ 46/ 36 (C),884.59,-77.31,108.12,152.28,111.75,2.80"
" 30/ 46/ 37 (C),585.61,29.08,-85.38,-121.00,-45.68,2.80"
" 30/ 46/ 38 (C),617.56,29.08,108.12,152.28,-45.68,2.80"
" 30/ 46/ 39 (C),852.64,-77.31,-85.38,-121.00,111.75,2.80"
" 30/ 46/ 40 (C),722.91,-21.61,1.34,1.43,29.34,2.80"
" 31/ 31/ 22 (C),752.06,-22.25,-1.38,2.39,-32.09,2.80"
" 31/ 31/ 23 (C),1163.08,-35.73,-2.20,3.81,-51.52,2.80"
" 31/ 31/ 24 (C),1010.81,-142.77,187.34,-259.61,-191.13,2.80"
" 31/ 31/ 25 (C),499.37,88.70,-233.65,324.59,114.46,2.80"
" 31/ 31/ 26 (C),429.85,88.70,187.34,-259.61,114.46,2.80"
" 31/ 31/ 27 (C),1080.33,-142.77,-233.65,324.59,-191.13,2.80"
" 31/ 31/ 28 (C),977.51,-131.95,230.98,-319.95,-176.84,2.80"
" 31/ 31/ 29 (C),466.06,99.51,-190.01,264.26,128.75,2.80"
" 31/ 31/ 30 (C),396.55,99.51,230.98,-319.95,128.75,2.80"
" 31/ 31/ 31 (C),1047.02,-131.95,-190.01,264.26,-176.84,2.80"
" 31/ 31/ 32 (C),863.63,-77.31,85.38,-118.07,-104.70,2.80"
" 31/ 31/ 33 (C),628.55,29.08,-108.12,150.45,35.75,2.80"
" 31/ 31/ 34 (C),596.60,29.08,85.38,-118.07,35.75,2.80"
" 31/ 31/ 35 (C),895.58,-77.31,-108.12,150.45,-104.70,2.80"
" 31/ 31/ 36 (C),848.32,-72.33,105.44,-145.80,-98.13,2.80"
" 31/ 31/ 37 (C),613.25,34.05,-88.06,122.72,42.32,2.80"
" 31/ 31/ 38 (C),581.29,34.05,105.44,-145.80,42.32,2.80"
" 31/ 31/ 39 (C),880.27,-72.33,-88.06,122.72,-98.13,2.80"
" 31/ 31/ 40 (C),733.90,-21.61,-1.34,2.33,-31.17,2.80"
" 31/ 47/ 22 (C),741.07,-22.25,-1.38,-1.47,30.21,2.80"
