"Bar/Node/Case,FX (kN),FY (kN),FZ (kN),MY (kNm),MZ (kNm),Length (m)"
" 48/ 48/ 24 (C),711.89,-145.78,143.14,-186.38,-191.54,2.80"
" 48/ 48/ 25 (C),-93.54,85.04,-132.57,169.74,110.31,2.80"
" 48/ 48/ 26 (C),311.03,85.04,143.14,-186.38,110.31,2.80"
" 48/ 48/ 27 (C),307.32,-145.78,-132.57,169.74,-191.54,2.80"
" 48/ 48/ 28 (C),690.43,-109.61,170.89,-222.44,-144.08,2.80"
" 48/ 48/ 29 (C),-115.00,121.22,-104.83,133.68,157.78,2.80"
" 48/ 48/ 30 (C),289.57,121.22,170.89,-222.44,157.78,2.80"
" 48/ 48/ 31 (C),285.86,-109.61,-104.83,133.68,-144.08,2.80"
" 48/ 48/ 32 (C),488.48,-73.64,76.14,-99.90,-97.16,2.80"
" 48/ 48/ 33 (C),118.28,32.45,-50.58,63.78,41.58,2.80"
" 48/ 48/ 34 (C),304.23,32.45,76.14,-99.90,41.58,2.80"
" 48/ 48/ 35 (C),302.52,-73.64,-50.58,63.78,-97.16,2.80"
" 48/ 48/ 36 (C),478.61,-57.02,88.90,-116.48,-75.35,2.80"
" 48/ 48/ 37 (C),108.41,49.08,-37.83,47.21,63.39,2.80"
" 48/ 48/ 38 (C),294.36,49.08,88.90,-116.48,63.39,2.80"
" 48/ 48/ 39 (C),292.66,-57.02,-37.83,47.21,-75.35,2.80"
" 48/ 64/ 22 (C),291.87,-12.58,19.64,27.97,17.92,2.80"
" 48/ 64/ 23 (C),445.11,-19.80,31.04,44.16,28.19,2.80"
" 48/ 64/ 24 (C),700.90,-145.78,143.14,214.41,216.65,2.80"
" 48/ 64/ 25 (C),-104.53,85.04,-132.57,-201.46,-127.81,2.80"
" 48/ 64/ 26 (C),300.04,85.04,143.14,214.41,-127.81,2.80"
" 48/ 64/ 27 (C),296.33,-145.78,-132.57,-201.46,216.65,2.80"
" 48/ 64/ 28 (C),679.44,-109.61,170.89,256.04,162.82,2.80"
" 48/ 64/ 29 (C),-125.99,121.22,-104.83,-159.83,-181.64,2.80"
" 48/ 64/ 30 (C),278.58,121.22,170.89,256.04,-181.64,2.80"
" 48/ 64/ 31 (C),274.87,-109.61,-104.83,-159.83,162.82,2.80"
" 48/ 64/ 32 (C),477.49,-73.64,76.14,113.29,109.04,2.80"
" 48/ 64/ 33 (C),107.29,32.45,-50.58,-77.85,-49.29,2.80"
" 48/ 64/ 34 (C),293.24,32.45,76.14,113.29,-49.29,2.80"
" 48/ 64/ 35 (C),291.54,-73.64,-50.58,-77.85,109.04,2.80"
" 48/ 64/ 36 (C),467.62,-57.02,88.90,132.43,84.30,2.80"
" 48/ 64/ 37 (C),97.42,49.08,-37.83,-58.72,-74.03,2.80"
" 48/ 64/ 38 (C),283.37,49.08,88.90,132.43,-74.03,2.80"
" 48/ 64/ 39 (C),281.67,-57.02,-37.83,-58.72,84.30,2.80"
" 49/ 49/ 22 (C),200.23,12.27,-18.67,27.06,17.63,2.80"
" 49/ 49/ 23 (C),301.68,19.48,-29.84,43.03,27.90,2.80"
" 49/ 49/ 24 (C),7.85,-60.66,95.29,-107.67,-70.68,2.80"
" 49/ 49/ 25 (C),398.24,111.47,-110.72,135.35,138.01,2.80"
" 49/ 49/ 26 (C),201.32,111.47,95.29,-107.67,138.01,2.80"
" 49/ 49/ 27 (C),204.78,-60.66,-110.72,135.35,-70.68,2.80"
" 49/ 49/ 28 (C),-2.28,-87.61,74.50,-82.73,-103.66,2.80"
" 49/ 49/ 29 (C),388.11,84.51,-131.51,160.29,105.03,2.80"
" 49/ 49/ 30 (C),191.18,84.51,74.50,-82.73,105.03,2.80"
" 49/ 49/ 31 (C),194.64,-87.61,-131.51,160.29,-103.66,2.80"
" 49/ 49/ 32 (C),110.59,-21.43,34.01,-35.27,-23.21,2.80"
" 49/ 49/ 33 (C),290.03,57.68,-60.68,76.43,72.72,2.80"
" 49/ 49/ 34 (C),199.52,57.68,34.01,-35.27,72.72,2.80"
" 49/ 49/ 35 (C),201.11,-21.43,-60.68,76.43,-23.21,2.80"
" 49/ 49/ 36 (C),105.93,-33.82,24.46,-23.81,-38.37,2.80"
" 49/ 49/ 37 (C),285.37,45.29,-70.23,87.89,57.55,2.80"
" 49/ 49/ 38 (C),194.86,45.29,24.46,-23.81,57.55,2.80"
" 49/ 49/ 39 (C),196.45,-33.82,-70.23,87.89,-38.37,2.80"
" 49/ 65/ 22 (C),189.24,12.27,-18.67,-25.21,-16.72,2.80"
" 49/ 65/ 23 (C),286.85,19.48,-29.84,-40.51,-26.65,2.80"
" 49/ 65/ 24 (C),-3.13,-60.66,95.29,159.14,99.16,2.80"
" 49/ 65/ 25 (C),387.25,111.47,-110.72,-174.67,-174.09,2.80"
" 49/ 65/ 26 (C),190.33,111.47,95.29,159.14,-174.09,2.80"
" 49/ 65/ 27 (C),193.79,-60.66,-110.72,-174.67,99.16,2.80"
" 49/ 65/ 28 (C),-13.27,-87.61,74.50,125.88,141.64,2.80"
" 49/ 65/ 29 (C),377.12,84.51,-131.51,-207.93,-131.61,2.80"
" 49/ 65/ 30 (C),180.19,84.51,74.50,125.88,-131.61,2.80"
" 49/ 65/ 31 (C),183.65,-87.61,-131.51,-207.93,141.64,2.80"
" 49/ 65/ 32 (C),99.60,-21.43,34.01,59.96,36.81,2.80"
" 49/ 65/ 33 (C),279.04,57.68,-60.68,-93.47,-88.79,2.80"
" 49/ 65/ 34 (C),188.53,57.68,34.01,59.96,-88.79,2.80"
" 49/ 65/ 35 (C),190.12,-21.43,-60.68,-93.47,36.81,2.80"
" 49/ 65/ 36 (C),94.94,-33.82,24.46,44.67,56.34,2.80"
" 49/ 65/ 37 (C),274.38,45.29,-70.23,-108.75,-69.26,2.80"
" 49/ 65/ 38 (C),183.87,45.29,24.46,44.67,-69.26,2.80"
" 49/ 65/ 39 (C),185.46,-33.82,-70.23,-108.75,56.34,2.80"
" 50/ 50/ 22 (C),373.76,20.93,0.00,-0.39,29.95,2.80"
" 50/ 50/ 23 (C),570.33,33.84,0.11,-0.70,48.24,2.80"
" 50/ 50/ 24 (C),291.23,-61.51,188.98,-247.90,-70.11,2.80"
" 50/ 50/ 25 (C),458.80,110.61,-155.78,203.53,138.58,2.80"
" 50/ 50/ 26 (C),484.70,110.61,188.98,-247.90,138.58,2.80"
" 50/ 50/ 27 (C),265.33,-61.51,-155.78,203.53,-70.11,2.80"
" 50/ 50/ 28 (C),279.56,-70.04,155.72,-204.24,-80.43,2.80"
" 50/ 50/ 29 (C),447.13,102.08,-189.05,247.20,128.26,2.80"
" 50/ 50/ 30 (C),473.03,102.08,155.72,-204.24,128.26,2.80"
" 50/ 50/ 31 (C),253.66,-70.04,-189.05,247.20,-80.43,2.80"
" 50/ 50/ 32 (C),333.35,-17.31,86.84,-114.13,-16.51,2.80"
" 50/ 50/ 33 (C),410.37,61.80,-71.62,93.36,79.41,2.80"
" 50/ 50/ 34 (C),422.28,61.80,86.84,-114.13,79.41,2.80"
" 50/ 50/ 35 (C),321.45,-17.31,-71.62,93.36,-16.51,2.80"
" 50/ 50/ 36 (C),327.99,-21.23,71.55,-94.06,-21.26,2.80"
" 50/ 50/ 37 (C),405.01,57.88,-86.91,113.43,74.66,2.80"
" 50/ 50/ 38 (C),416.91,57.88,71.55,-94.06,74.66,2.80"
" 50/ 50/ 39 (C),316.08,-21.23,-86.91,113.43,-21.26,2.80"
" 50/ 66/ 22 (C),362.77,20.93,0.00,-0.39,-28.66,2.80"
" 50/ 66/ 23 (C),555.50,33.84,0.11,-0.39,-46.51,2.80"
" 50/ 66/ 24 (C),280.24,-61.51,188.98,281.26,102.12,2.80"
" 50/ 66/ 25 (C),447.81,110.61,-155.78,-232.65,-171.13,2.80"
" 50/ 66/ 26 (C),473.71,110.61,188.98,281.26,-171.13,2.80"
" 50/ 66/ 27 (C),254.34,-61.51,-155.78,-232.65,102.12,2.80"
" 50/ 66/ 28 (C),268.57,-70.04,155.72,231.77,115.69,2.80"
" 50/ 66/ 29 (C),436.14,102.08,-189.05,-282.14,-157.57,2.80"
" 50/ 66/ 30 (C),462.04,102.08,155.72,231.77,-157.57,2.80"
" 50/ 66/ 31 (C),242.67,-70.04,-189.05,-282.14,115.69,2.80"
" 50/ 66/ 32 (C),322.36,-17.31,86.84,129.03,31.96,2.80"
" 50/ 66/ 33 (C),399.38,61.80,-71.62,-107.17,-93.64,2.80"
" 50/ 66/ 34 (C),411.29,61.80,86.84,129.03,-93.64,2.80"
" 50/ 66/ 35 (C),310.46,-17.31,-71.62,-107.17,31.96,2.80"
" 50/ 66/ 36 (C),317.00,-21.23,71.55,106.29,38.19,2.80"
" 50/ 66/ 37 (C),394.02,57.88,-86.91,-129.92,-87.41,2.80"
" 50/ 66/ 38 (C),405.92,57.88,71.55,106.29,-87.41,2.80"
" 50/ 66/ 39 (C),305.09,-21.23,-86.91,-129.92,38.19,2.80"
" 51/ 51/ 22 (C),373.76,20.93,-0.00,0.39,29.95,2.80"
" 51/ 51/ 23 (C),570.33,33.84,-0.11,0.70,48.24,2.80"
" 51/ 51/ 24 (C),253.66,-70.04,189.05,-247.20,-80.43,2.80"
" 51/ 51/ 25 (C),473.03,102.08,-155.72,204.24,128.26,2.80"
" 51/ 51/ 26 (C),447.13,102.08,189.05,-247.20,128.26,2.80"
" 51/ 51/ 27 (C),279.56,-70.04,-155.72,204.24,-80.43,2.80"
" 51/ 51/ 28 (C),265.33,-61.51,155.78,-203.53,-70.11,2.80"
" 51/ 51/ 29 (C),484.70,110.61,-188.98,247.90,138.58,2.80"
" 51/ 51/ 30 (C),458.80,110.61,155.78,-203.53,138.58,2.80"
" 51/ 51/ 31 (C),291.23,-61.51,-188.98,247.90,-70.11,2.80"
" 51/ 51/ 32 (C),316.08,-21.23,86.91,-113.43,-21.26,2.80"
" 51/ 51/ 33 (C),416.91,57.88,-71.55,94.06,74.66,2.80"
" 51/ 51/ 34 (C),405.01,57.88,86.91,-113.43,74.66,2.80"
" 51/ 51/ 35 (C),327.99,-21.23,-71.55,94.06,-21.26,2.80"
" 51/ 51/ 36 (C),321.45,-17.31,71.62,-93.36,-16.51,2.80"
" 51/ 51/ 37 (C),422.28,61.80,-86.84,114.13,79.41,2.80"
" 51/ 51/ 38 (C),410.37,61.80,71.62,-93.36,79.41,2.80"
" 51/ 51/ 39 (C),333.35,-17.31,-86.84,114.13,-16.51,2.80"
" 51/ 67/ 22 (C),362.77,20.93,-0.00,0.39,-28.66,2.80"
" 51/ 67/ 23 (C),555.50,33.84,-0.11,0.39,-46.51,2.80"
" 51/ 67/ 24 (C),242.67,-70.04,189.05,282.14,115.69,2.80"
" 51/ 67/ 25 (C),462.04,102.08,-155.72,-231.77,-157.57,2.80"
" 51/ 67/ 26 (C),436.14,102.08,189.05,282.14,-157.57,2.80"
" 51/ 67/ 27 (C),268.57,-70.04,-155.72,-231.77,115.69,2.80"
" 51/ 67/ 28 (C),254.34,-61.51,155.78,232.65,102.12,2.80"
" 51/ 67/ 29 (C),473.71,110.61,-188.98,-281.26,-171.13,2.80"
" 51/ 67/ 30 (C),447.81,110.61,155.78,232.65,-171.13,2.80"
" 51/ 67/ 31 (C),280.24,-61.51,-188.98,-281.26,102.12,2.80"
" 51/ 67/ 32 (C),305.09,-21.23,86.91,129.92,38.19,2.80"
" 51/ 67/ 33 (C),405.92,57.88,-71.55,-106.29,-87.41,2.80"
" 51/ 67/ 34 (C),394.02,57.88,86.91,129.92,-87.41,2.80"
" 51/ 67/ 35 (C),317.00,-21.23,-71.55,-106.29,38.19,2.80"
" 51/ 67/ 36 (C),310.46,-17.31,71.62,107.17,31.96,2.80"
" 51/ 67/ 37 (C),411.29,61.80,-86.84,-129.03,-93.64,2.80"
" 51/ 67/ 38 (C),399.38,61.80,71.62,107.17,-93.64,2.80"
" 51/ 67/ 39 (C),322.36,-17.31,-86.84,-129.03,31.96,2.80"
" 52/ 52/ 22 (C),200.23,12.27,18.67,-27.06,17.63,2.80"
" 52/ 52/ 23 (C),301.68,19.48,29.84,-43.03,27.90,2.80"
" 52/ 52/ 24 (C),194.64,-87.61,131.51,-160.29,-103.66,2.80"
" 52/ 52/ 25 (C),191.18,84.51,-74.50,82.73,105.03,2.80"
" 52/ 52/ 26 (C),388.11,84.51,131.51,-160.29,105.03,2.80"
" 52/ 52/ 27 (C),-2.28,-87.61,-74.50,82.73,-103.66,2.80"
" 52/ 52/ 28 (C),204.78,-60.66,110.72,-135.35,-70.68,2.80"
" 52/ 52/ 29 (C),201.32,111.47,-95.29,107.67,138.01,2.80"
" 52/ 52/ 30 (C),398.24,111.47,110.72,-135.35,138.01,2.80"
" 52/ 52/ 31 (C),7.85,-60.66,-95.29,107.67,-70.68,2.80"
" 52/ 52/ 32 (C),196.45,-33.82,70.23,-87.89,-38.37,2.80"
" 52/ 52/ 33 (C),194.86,45.29,-24.46,23.81,57.55,2.80"
" 52/ 52/ 34 (C),285.37,45.29,70.23,-87.89,57.55,2.80"
" 52/ 52/ 35 (C),105.93,-33.82,-24.46,23.81,-38.37,2.80"
" 52/ 52/ 36 (C),201.11,-21.43,60.68,-76.43,-23.21,2.80"
" 52/ 52/ 37 (C),199.52,57.68,-34.01,35.27,72.72,2.80"
" 52/ 52/ 38 (C),290.03,57.68,60.68,-76.43,72.72,2.80"
" 52/ 52/ 39 (C),110.59,-21.43,-34.01,35.27,-23.21,2.80"
" 52/ 68/ 22 (C),189.24,12.27,18.67,25.21,-16.72,2.80"
" 52/ 68/ 23 (C),286.85,19.48,29.84,40.51,-26.65,2.80"
" 52/ 68/ 24 (C),183.65,-87.61,131.51,207.93,141.64,2.80"
" 52/ 68/ 25 (C),180.19,84.51,-74.50,-125.88,-131.61,2.80"
" 52/ 68/ 26 (C),377.12,84.51,131.51,207.93,-131.61,2.80"
" 52/ 68/ 27 (C),-13.27,-87.61,-74.50,-125.88,141.64,2.80"
" 52/ 68/ 28 (C),193.79,-60.66,110.72,174.67,99.16,2.80"
" 52/ 68/ 29 (C),190.33,111.47,-95.29,-159.14,-174.09,2.80"
" 52/ 68/ 30 (C),387.25,111.47,110.72,174.67,-174.09,2.80"
" 52/ 68/ 31 (C),-3.13,-60.66,-95.29,-159.14,99.16,2.80"
" 52/ 68/ 32 (C),185.46,-33.82,70.23,108.75,56.34,2.80"
" 52/ 68/ 33 (C),183.87,45.29,-24.46,-44.67,-69.26,2.80"
" 52/ 68/ 34 (C),274.38,45.29,70.23,108.75,-69.26,2.80"
" 52/ 68/ 35 (C),94.94,-33.82,-24.46,-44.67,56.34,2.80"
" 52/ 68/ 36 (C),190.12,-21.43,60.68,93.47,36.81,2.80"
" 52/ 68/ 37 (C),188.53,57.68,-34.01,-59.96,-88.79,2.80"
" 52/ 68/ 38 (C),279.04,57.68,60.68,93.47,-88.79,2.80"
" 52/ 68/ 39 (C),99.60,-21.43,-34.01,-59.96,36.81,2.80"
" 53/ 53/ 22 (C),359.90,0.81,-31.74,45.73,0.90,2.80"
" 53/ 53/ 23 (C),549.58,1.23,-51.58,73.96,1.39,2.80"
" 53/ 53/ 24 (C),263.80,-119.77,75.52,-80.97,-158.88,2.80"
" 53/ 53/ 25 (C),437.97,164.46,-130.49,162.05,217.80,2.80"
" 53/ 53/ 26 (C),241.04,164.46,75.52,-80.97,217.80,2.80"
" 53/ 53/ 27 (C),460.72,-119.77,-130.49,162.05,-158.88,2.80"
" 53/ 53/ 28 (C),272.94,-162.83,69.08,-73.38,-216.00,2.80"
" 53/ 53/ 29 (C),447.11,121.39,-136.93,169.64,160.68,2.80"
" 53/ 53/ 30 (C),250.19,121.39,69.08,-73.38,160.68,2.80"
" 53/ 53/ 31 (C),469.87,-162.83,-136.93,169.64,-216.00,2.80"
" 53/ 53/ 32 (C),313.33,-54.61,18.12,-13.26,-72.54,2.80"
" 53/ 53/ 33 (C),393.38,76.03,-76.57,98.44,100.59,2.80"
" 53/ 53/ 34 (C),302.87,76.03,18.12,-13.26,100.59,2.80"
" 53/ 53/ 35 (C),403.84,-54.61,-76.57,98.44,-72.54,2.80"
" 53/ 53/ 36 (C),317.53,-74.40,15.16,-9.77,-98.79,2.80"
" 53/ 53/ 37 (C),397.58,56.24,-79.53,101.93,74.34,2.80"
" 53/ 53/ 38 (C),307.07,56.24,15.16,-9.77,74.34,2.80"
" 53/ 53/ 39 (C),408.04,-74.40,-79.53,101.93,-98.79,2.80"
" 53/ 69/ 22 (C),348.91,0.81,-31.74,-43.15,-1.37,2.80"
" 53/ 69/ 23 (C),534.74,1.23,-51.58,-70.46,-2.06,2.80"
" 53/ 69/ 24 (C),252.81,-119.77,75.52,130.49,176.46,2.80"
" 53/ 69/ 25 (C),426.98,164.46,-130.49,-203.32,-242.67,2.80"
" 53/ 69/ 26 (C),230.05,164.46,75.52,130.49,-242.67,2.80"
" 53/ 69/ 27 (C),449.74,-119.77,-130.49,-203.32,176.46,2.80"
" 53/ 69/ 28 (C),261.96,-162.83,69.08,120.04,239.91,2.80"
" 53/ 69/ 29 (C),436.12,121.39,-136.93,-213.77,-179.22,2.80"
" 53/ 69/ 30 (C),239.20,121.39,69.08,120.04,-179.22,2.80"
" 53/ 69/ 31 (C),458.88,-162.83,-136.93,-213.77,239.91,2.80"
" 53/ 69/ 32 (C),302.34,-54.61,18.12,37.48,80.36,2.80"
" 53/ 69/ 33 (C),382.39,76.03,-76.57,-115.95,-112.29,2.80"
" 53/ 69/ 34 (C),291.88,76.03,18.12,37.48,-112.29,2.80"
" 53/ 69/ 35 (C),392.85,-54.61,-76.57,-115.95,80.36,2.80"
" 53/ 69/ 36 (C),306.54,-74.40,15.16,32.67,109.52,2.80"
" 53/ 69/ 37 (C),386.59,56.24,-79.53,-120.75,-83.12,2.80"
" 53/ 69/ 38 (C),296.08,56.24,15.16,32.67,-83.12,2.80"
" 53/ 69/ 39 (C),397.05,-74.40,-79.53,-120.75,109.52,2.80"
" 54/ 54/ 22 (C),673.39,1.64,-0.10,-0.41,1.94,2.80"
" 54/ 54/ 23 (C),1040.83,2.52,0.03,-0.81,3.03,2.80"
" 54/ 54/ 24 (C),688.58,-133.46,177.58,-233.06,-177.13,2.80"
" 54/ 54/ 25 (C),639.92,150.76,-167.19,218.37,199.56,2.80"
" 54/ 54/ 26 (C),665.82,150.76,177.58,-233.06,199.56,2.80"
" 54/ 54/ 27 (C),662.68,-133.46,-167.19,218.37,-177.13,2.80"
" 54/ 54/ 28 (C),688.89,-147.49,166.88,-219.07,-195.70,2.80"
" 54/ 54/ 29 (C),640.23,136.73,-177.88,232.37,180.99,2.80"
" 54/ 54/ 30 (C),666.13,136.73,166.88,-219.07,180.99,2.80"
" 54/ 54/ 31 (C),662.99,-147.49,-177.88,232.37,-195.70,2.80"
" 54/ 54/ 32 (C),675.52,-60.46,81.54,-107.31,-80.37,2.80"
" 54/ 54/ 33 (C),653.15,70.18,-76.93,100.18,92.76,2.80"
" 54/ 54/ 34 (C),665.06,70.18,81.54,-107.31,92.76,2.80"
" 54/ 54/ 35 (C),663.61,-60.46,-76.93,100.18,-80.37,2.80"
" 54/ 54/ 36 (C),675.66,-66.91,76.62,-100.88,-88.91,2.80"
" 54/ 54/ 37 (C),653.30,63.73,-81.84,106.62,84.23,2.80"
" 54/ 54/ 38 (C),665.20,63.73,76.62,-100.88,84.23,2.80"
" 54/ 54/ 39 (C),663.76,-66.91,-81.84,106.62,-88.91,2.80"
" 54/ 70/ 22 (C),662.40,1.64,-0.10,-0.68,-2.65,2.80"
" 54/ 70/ 23 (C),1026.00,2.52,0.03,-0.73,-4.03,2.80"
" 54/ 70/ 24 (C),677.59,-133.46,177.58,264.16,196.56,2.80"
" 54/ 70/ 25 (C),628.93,150.76,-167.19,-249.75,-222.57,2.80"
" 54/ 70/ 26 (C),654.83,150.76,177.58,264.16,-222.57,2.80"
" 54/ 70/ 27 (C),651.69,-133.46,-167.19,-249.75,196.56,2.80"
" 54/ 70/ 28 (C),677.90,-147.49,166.88,248.20,217.27,2.80"
" 54/ 70/ 29 (C),629.24,136.73,-177.88,-265.71,-201.87,2.80"
" 54/ 70/ 30 (C),655.14,136.73,166.88,248.20,-201.87,2.80"
" 54/ 70/ 31 (C),652.00,-147.49,-177.88,-265.71,217.27,2.80"
" 54/ 70/ 32 (C),664.53,-60.46,81.54,121.00,88.91,2.80"
" 54/ 70/ 33 (C),642.16,70.18,-76.93,-115.21,-103.73,2.80"
" 54/ 70/ 34 (C),654.07,70.18,81.54,121.00,-103.73,2.80"
" 54/ 70/ 35 (C),652.62,-60.46,-76.93,-115.21,88.91,2.80"
" 54/ 70/ 36 (C),664.67,-66.91,76.62,113.66,98.43,2.80"
" 54/ 70/ 37 (C),642.31,63.73,-81.84,-122.55,-94.22,2.80"
" 54/ 70/ 38 (C),654.21,63.73,76.62,113.66,-94.22,2.80"
" 54/ 70/ 39 (C),652.77,-66.91,-81.84,-122.55,98.43,2.80"
" 55/ 55/ 22 (C),673.39,1.64,0.10,0.41,1.94,2.80"
" 55/ 55/ 23 (C),1040.83,2.52,-0.03,0.81,3.03,2.80"
" 55/ 55/ 24 (C),662.99,-147.49,177.88,-232.37,-195.70,2.80"
" 55/ 55/ 25 (C),666.13,136.73,-166.88,219.07,180.99,2.80"
" 55/ 55/ 26 (C),640.23,136.73,177.88,-232.37,180.99,2.80"
" 55/ 55/ 27 (C),688.89,-147.49,-166.88,219.07,-195.70,2.80"
" 55/ 55/ 28 (C),662.68,-133.46,167.19,-218.37,-177.13,2.80"
" 55/ 55/ 29 (C),665.82,150.76,-177.58,233.06,199.56,2.80"
" 55/ 55/ 30 (C),639.92,150.76,167.19,-218.37,199.56,2.80"
" 55/ 55/ 31 (C),688.58,-133.46,-177.58,233.06,-177.13,2.80"
" 55/ 55/ 32 (C),663.76,-66.91,81.84,-106.62,-88.91,2.80"
" 55/ 55/ 33 (C),665.20,63.73,-76.62,100.88,84.23,2.80"
" 55/ 55/ 34 (C),653.30,63.73,81.84,-106.62,84.23,2.80"
" 55/ 55/ 35 (C),675.66,-66.91,-76.62,100.88,-88.91,2.80"
" 55/ 55/ 36 (C),663.61,-60.46,76.93,-100.18,-80.37,2.80"
" 55/ 55/ 37 (C),665.06,70.18,-81.54,107.31,92.76,2.80"
" 55/ 55/ 38 (C),653.15,70.18,76.93,-100.18,92.76,2.80"
" 55/ 55/ 39 (C),675.52,-60.46,-81.54,107.31,-80.37,2.80"
" 55/ 71/ 22 (C),662.40,1.64,0.10,0.68,-2.65,2.80"
" 55/ 71/ 23 (C),1026.00,2.52,-0.03,0.73,-4.03,2.80"
" 55/ 71/ 24 (C),652.00,-147.49,177.88,265.71,217.27,2.80"
" 55/ 71/ 25 (C),655.14,136.73,-166.88,-248.20,-201.87,2.80"
" 55/ 71/ 26 (C),629.24,136.73,177.88,265.71,-201.87,2.80"
" 55/ 71/ 27 (C),677.90,-147.49,-166.88,-248.20,217.27,2.80"
" 55/ 71/ 28 (C),651.69,-133.46,167.19,249.75,196.56,2.80"
" 55/ 71/ 29 (C),654.83,150.76,-177.58,-264.16,-222.57,2.80"
" 55/ 71/ 30 (C),628.93,150.76,167.19,249.75,-222.57,2.80"
" 55/ 71/ 31 (C),677.59,-133.46,-177.58,-264.16,196.56,2.80"
" 55/ 71/ 32 (C),652.77,-66.91,81.84,122.55,98.43,2.80"
" 55/ 71/ 33 (C),654.21,63.73,-76.62,-113.66,-94.22,2.80"
" 55/ 71/ 34 (C),642.31,63.73,81.84,122.55,-94.22,2.80"
" 55/ 71/ 35 (C),664.67,-66.91,-76.62,-113.66,98.43,2.80"
" 55/ 71/ 36 (C),652.62,-60.46,76.93,115.21,88.91,2.80"
" 55/ 71/ 37 (C),654.07,70.18,-81.54,-121.00,-103.73,2.80"
" 55/ 71/ 38 (C),642.16,70.18,76.93,115.21,-103.73,2.80"
" 55/ 71/ 39 (C),664.53,-60.46,-81.54,-121.00,88.91,2.80"
" 56/ 56/ 22 (C),359.90,0.81,31.74,-45.73,0.90,2.80"
" 56/ 56/ 23 (C),549.58,1.23,51.58,-73.96,1.39,2.80"
" 56/ 56/ 24 (C),469.87,-162.83,136.93,-169.64,-216.00,2.80"
" 56/ 56/ 25 (C),250.19,121.39,-69.08,73.38,160.68,2.80"
" 56/ 56/ 26 (C),447.11,121.39,136.93,-169.64,160.68,2.80"
" 56/ 56/ 27 (C),272.94,-162.83,-69.08,73.38,-216.00,2.80"
" 56/ 56/ 28 (C),460.72,-119.77,130.49,-162.05,-158.88,2.80"
" 56/ 56/ 29 (C),241.04,164.46,-75.52,80.97,217.80,2.80"
" 56/ 56/ 30 (C),437.97,164.46,130.49,-162.05,217.80,2.80"
" 56/ 56/ 31 (C),263.80,-119.77,-75.52,80.97,-158.88,2.80"
" 56/ 56/ 32 (C),408.04,-74.40,79.53,-101.93,-98.79,2.80"
" 56/ 56/ 33 (C),307.07,56.24,-15.16,9.77,74.34,2.80"
" 56/ 56/ 34 (C),397.58,56.24,79.53,-101.93,74.34,2.80"
" 56/ 56/ 35 (C),317.53,-74.40,-15.16,9.77,-98.79,2.80"
" 56/ 56/ 36 (C),403.84,-54.61,76.57,-98.44,-72.54,2.80"
" 56/ 56/ 37 (C),302.87,76.03,-18.12,13.26,100.59,2.80"
" 56/ 56/ 38 (C),393.38,76.03,76.57,-98.44,100.59,2.80"
" 56/ 56/ 39 (C),313.33,-54.61,-18.12,13.26,-72.54,2.80"
" 56/ 72/ 22 (C),348.91,0.81,31.74,43.15,-1.37,2.80"
" 56/ 72/ 23 (C),534.74,1.23,51.58,70.46,-2.06,2.80"
" 56/ 72/ 24 (C),458.88,-162.83,136.93,213.77,239.91,2.80"
" 56/ 72/ 25 (C),239.20,121.39,-69.08,-120.04,-179.22,2.80"
" 56/ 72/ 26 (C),436.12,121.39,136.93,213.77,-179.22,2.80"
" 56/ 72/ 27 (C),261.96,-162.83,-69.08,-120.04,239.91,2.80"
" 56/ 72/ 28 (C),449.74,-119.77,130.49,203.32,176.46,2.80"
" 56/ 72/ 29 (C),230.05,164.46,-75.52,-130.49,-242.67,2.80"
" 56/ 72/ 30 (C),426.98,164.46,130.49,203.32,-242.67,2.80"
" 56/ 72/ 31 (C),252.81,-119.77,-75.52,-130.49,176.46,2.80"
" 56/ 72/ 32 (C),397.05,-74.40,79.53,120.75,109.52,2.80"
" 56/ 72/ 33 (C),296.08,56.24,-15.16,-32.67,-83.12,2.80"
" 56/ 72/ 34 (C),386.59,56.24,79.53,120.75,-83.12,2.80"
" 56/ 72/ 35 (C),306.54,-74.40,-15.16,-32.67,109.52,2.80"
" 56/ 72/ 36 (C),392.85,-54.61,76.57,115.95,80.36,2.80"
" 56/ 72/ 37 (C),291.88,76.03,-18.12,-37.48,-112.29,2.80"
" 56/ 72/ 38 (C),382.39,76.03,76.57,115.95,-112.29,2.80"
" 56/ 72/ 39 (C),302.34,-54.61,-18.12,-37.48,80.36,2.80"
" 57/ 57/ 22 (C),359.90,-0.81,-31.74,45.73,-0.90,2.80"
" 57/ 57/ 23 (C),549.58,-1.23,-51.58,73.96,-1.39,2.80"
" 57/ 57/ 24 (C),250.19,-121.39,69.08,-73.38,-160.68,2.80"
" 57/ 57/ 25 (C),469.87,162.83,-136.93,169.64,216.00,2.80"
" 57/ 57/ 26 (C),272.94,162.83,69.08,-73.38,216.00,2.80"
" 57/ 57/ 27 (C),447.11,-121.39,-136.93,169.64,-160.68,2.80"
" 57/ 57/ 28 (C),241.04,-164.46,75.52,-80.97,-217.80,2.80"
" 57/ 57/ 29 (C),460.72,119.77,-130.49,162.05,158.88,2.80"
" 57/ 57/ 30 (C),263.80,119.77,75.52,-80.97,158.88,2.80"
" 57/ 57/ 31 (C),437.97,-164.46,-130.49,162.05,-217.80,2.80"
