1,77,78
2,98,99
3,92,99
4,66,99
5,97,98
6,91,98
7,96,97
8,64,97
9,95,96
10,90,96
11,63,96
12,94,95
13,62,95
14,93,94
15,89,94
16,88,93
17,60,93
18,91,92
19,59,92
20,90,91
21,58,91
22,89,90
23,57,90
24,88,89
25,56,89
26,55,88
27,86,87
28,79,87
29,54,87
30,85,86
31,77,86
32,53,86
33,84,85
34,76,85
35,83,84
36,51,84
37,82,83
38,50,83
39,81,82
40,73,82
41,80,81
42,68,81
43,48,81
44,67,80
45,47,80
46,78,79
47,72,79
48,46,79
49,71,78
50,45,78
51,76,77
52,74,76
53,74,75
54,70,75
55,42,75
56,73,74
57,69,73
58,40,73
59,71,72
60,66,72
61,39,72
62,70,71
63,64,70
64,68,69
65,62,69
66,67,68
67,34,68
68,60,67
69,33,67
70,65,66
71,59,66
72,32,66
73,64,65
74,58,65
75,63,64
76,30,64
77,62,63
78,57,63
79,29,63
80,61,62
81,28,62
82,60,61
83,56,61
84,55,60
85,26,60
86,58,59
87,25,59
88,57,58
89,24,58
90,56,57
91,23,57
92,55,56
93,21,56
94,20,55
95,53,54
96,46,54
97,52,53
98,44,53
99,51,52
100,43,52
101,50,51
102,49,50
103,17,50
104,48,49
105,40,49
106,47,48
107,34,48
108,33,47
109,45,46
110,39,46
111,44,45
112,38,45
113,43,44
114,41,43
115,41,42
116,37,42
117,40,41
118,35,40
119,13,40
120,38,39
121,36,39
122,37,38
123,30,37
124,32,36
125,34,35
126,28,35
127,33,34
128,26,33
129,31,32
130,25,32
131,30,31
132,24,31
133,9,30
134,29,30
135,8,29
136,28,29
137,23,29
138,7,28
139,27,28
140,26,27
141,21,27
142,20,26
143,24,25
144,4,24
145,23,24
146,3,23
147,22,23
148,21,22
149,2,22
150,20,21
151,185,186
152,178,186
153,153,186
154,184,185
155,176,185
156,152,185
157,183,184
158,175,184
159,182,183
160,150,183
161,181,182
162,149,182
163,180,181
164,172,181
165,179,180
166,167,180
167,147,180
168,166,179
169,146,179
170,177,178
171,171,178
172,145,178
173,176,177
174,170,177
175,144,177
176,175,176
177,173,175
178,173,174
179,169,174
180,141,174
181,172,173
182,168,172
183,139,172
184,170,171
185,165,171
186,138,171
187,169,170
188,163,169
189,167,168
190,161,168
191,166,167
192,134,167
193,159,166
194,133,166
195,164,165
196,158,165
197,132,165
198,163,164
199,157,164
200,162,163
201,130,163
202,161,162
203,156,162
204,129,162
205,160,161
206,128,161
207,159,160
208,155,160
209,154,159
210,126,159
211,157,158
212,125,158
213,156,157
214,124,157
215,155,156
216,123,156
217,154,155
218,122,155
219,121,154
220,152,153
221,145,153
222,120,153
223,151,152
224,143,152
225,119,152
226,150,151
227,142,151
228,149,150
229,117,150
230,148,149
231,116,149
232,147,148
233,139,148
234,146,147
235,134,147
236,114,147
237,133,146
238,113,146
239,144,145
240,138,145
241,112,145
242,143,144
243,137,144
244,111,144
245,142,143
246,140,142
247,140,141
248,136,141
249,108,141
250,139,140
251,135,139
252,106,139
253,137,138
254,132,138
255,105,138
256,136,137
257,130,136
258,134,135
259,128,135
260,133,134
261,101,134
262,126,133
263,100,133
264,99,132
265,131,132
266,125,132
267,130,131
268,124,131
269,97,130
270,129,130
271,96,129
272,128,129
273,123,129
274,95,128
275,127,128
276,126,127
277,122,127
278,93,126
279,121,126
280,92,125
281,124,125
282,91,124
283,123,124
284,90,123
285,122,123
286,89,122
287,121,122
288,88,121
289,87,120
290,119,120
291,112,120
292,86,119
293,118,119
294,110,119
295,117,118
296,109,118
297,84,117
298,116,117
299,83,116
300,115,116
301,114,115
302,106,115
303,81,114
304,113,114
305,101,114
306,80,113
307,100,113
308,79,112
309,112,111
310,112,105
311,78,111
312,111,110
313,104,111
314,110,109
315,109,107
316,75,108
317,107,108
318,103,108
319,106,107
320,73,106
321,102,106
322,99,105
323,72,105
324,104,105
325,103,104
326,97,103
327,95,102
328,101,102
329,68,101
330,100,101
331,100,93
332,67,100
333,16,47
334,11,33
335,1,20
336,6,26
337,5,25
338,10,32
340,15,46
341,19,54
342,18,51
343,14,42
344,12,36
