0,0,0,0
0,0,0.36,1
0,0.1,0.32,1
0,0.22,0.22,1
0,0.32,0.1,1
0,0.36,0,1
0,0,0.66,2
0,0.14,0.6,2
0,0.39,0.39,2
0,0.6,0.14,2
0,0.66,0,2
0.2,0,0.08,0
0.2,0.07,0.07,0
0.2,0.08,0,0
0.2,0,0.38,1
0.2,0.1,0.34,1
0.2,0.23,0.23,1
0.2,0.34,0.1,1
0.2,0.38,0,1
0.2,0,0.68,2
0.2,0.13,0.62,2
0.2,0.39,0.39,2
0.2,0.62,0.13,2
0.2,0.68,0,2
0.4,0,0.11,0
0.4,0.11,0,0
0.4,0.075,0.075,0
0.4,0,0.39,1
0.4,0.05,0.38,1
0.4,0.23,0.23,1
0.4,0.38,0.05,1
0.4,0.39,0,1
0.4,0,0.68,2
0.4,0.12,0.62,2
0.4,0.39,0.39,2
0.4,0.62,0.12,2
0.4,0.68,0,2
0.6,0,0.11,0
0.6,0.11,0,0
0.6,0.07,0.07,0
0.6,0,0.38,1
0.6,0.05,0.36,1
0.6,0.22,0.22,1
0.6,0.36,0.05,1
0.6,0.38,0,1
0.6,0,0.66,2
0.6,0.1,0.61,2
0.6,0.38,0.38,2
0.6,0.61,0.1,2
0.6,0.66,0,2
0.8,0,0.1,0.1
0.8,0.06,0.06,0.1
0.8,0.1,0,0.1
0.8,0,0.33,1
0.8,0.1,0.29,1
0.8,0.2,0.2,1
0.8,0.29,0.1,1
0.8,0.33,0,1
0.8,0,0.61,2
0.8,0.1,0.58,2
0.8,0.36,0.36,2
0.8,0.58,0.1,2
0.8,0.61,0,2
1,0,0.07,0.2
1,0.05,0.05,0.2
1,0.04,0.06,0.2
1,0.06,0.04,0.2
1,0.07,0,0.2
1,0,0.3,1
1,0.1,0.26,1
1,0.18,0.18,1
1,0.26,0.1,1
1,0.3,0,1
1,0,0.58,2
1,0.13,0.53,2
1,0.34,0.34,2
1,0.53,0.13,2
1,0.58,0,2
1.2,0.02,0.02,0.3
1.2,0.03,0,0.3
1.2,0,0.03,0.3
1.2,0.08,0.23,1
1.2,0.17,0.17,1
1.2,0.23,0.08,1
1.2,0.25,0,1
1.2,0,0.25,1
1.2,0.1,0.5,2
1.2,0.32,0.32,2
1.2,0.5,0.1,2
1.2,0.53,0,2
1.2,0,0.53,2
1.4,0,0.03,0.5
1.4,0.02,0.02,0.5
1.4,0.03,0,0.5
1.4,0,0.2,1
1.4,0.08,0.18,1
1.4,0.13,0.13,1
1.4,0.18,0.08,1
1.4,0.2,0,1
1.4,0,0.49,2
1.4,0.2,0.38,2
1.4,0.3,0.3,2
1.4,0.38,0.2,2
1.4,0.49,0,2
